iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=5 | T=132074 | NewBest=456716 | Δ=1124 | ImproveTotal=1
[IMPROVE] Iter=17 | T=131942 | NewBest=453223 | Δ=3616 | ImproveTotal=2
[IMPROVE] Iter=35 | T=131679 | NewBest=446672 | Δ=6928 | ImproveTotal=3
[IMPROVE] Iter=50 | T=131547 | NewBest=444583 | Δ=2625 | ImproveTotal=4
[IMPROVE] Iter=51 | T=131415 | NewBest=444580 | Δ=3 | ImproveTotal=5
[IMPROVE] Iter=54 | T=131415 | NewBest=439918 | Δ=4809 | ImproveTotal=6
[IMPROVE] Iter=55 | T=131415 | NewBest=439876 | Δ=42 | ImproveTotal=7
[IMPROVE] Iter=73 | T=131153 | NewBest=433383 | Δ=6830 | ImproveTotal=8
[IMPROVE] Iter=78 | T=131153 | NewBest=429024 | Δ=4480 | ImproveTotal=9
[IMPROVE] Iter=79 | T=131153 | NewBest=429023 | Δ=1 | ImproveTotal=10
[IMPROVE] Iter=80 | T=131153 | NewBest=423831 | Δ=5192 | ImproveTotal=11
[IMPROVE] Iter=118 | T=130629 | NewBest=419428 | Δ=5360 | ImproveTotal=12
[IMPROVE] Iter=124 | T=130498 | NewBest=414104 | Δ=5723 | ImproveTotal=13
[IMPROVE] Iter=125 | T=130498 | NewBest=414079 | Δ=25 | ImproveTotal=14
[IMPROVE] Iter=129 | T=130498 | NewBest=410542 | Δ=3642 | ImproveTotal=15
[IMPROVE] Iter=134 | T=130368 | NewBest=404444 | Δ=6187 | ImproveTotal=16
[IMPROVE] Iter=139 | T=130368 | NewBest=399197 | Δ=5666 | ImproveTotal=17
[IMPROVE] Iter=163 | T=129977 | NewBest=397472 | Δ=2686 | ImproveTotal=18
[IMPROVE] Iter=165 | T=129977 | NewBest=397215 | Δ=291 | ImproveTotal=19
[IMPROVE] Iter=170 | T=129977 | NewBest=396732 | Δ=676 | ImproveTotal=20
[IMPROVE] Iter=172 | T=129847 | NewBest=392998 | Δ=3765 | ImproveTotal=21
[IMPROVE] Iter=173 | T=129847 | NewBest=392987 | Δ=11 | ImproveTotal=22
[IMPROVE] Iter=175 | T=129847 | NewBest=392373 | Δ=720 | ImproveTotal=23
[IMPROVE] Iter=180 | T=129847 | NewBest=386500 | Δ=6068 | ImproveTotal=24
[IMPROVE] Iter=190 | T=129717 | NewBest=383980 | Δ=2873 | ImproveTotal=25
[IMPROVE] Iter=193 | T=129587 | NewBest=381435 | Δ=2659 | ImproveTotal=26
[IMPROVE] Iter=194 | T=129587 | NewBest=381355 | Δ=80 | ImproveTotal=27
[IMPROVE] Iter=196 | T=129587 | NewBest=381351 | Δ=33 | ImproveTotal=28
[IMPROVE] Iter=205 | T=129458 | NewBest=379403 | Δ=2105 | ImproveTotal=29
[IMPROVE] Iter=206 | T=129458 | NewBest=379284 | Δ=119 | ImproveTotal=30
[IMPROVE] Iter=209 | T=129458 | NewBest=379207 | Δ=84 | ImproveTotal=31
[IMPROVE] Iter=211 | T=129328 | NewBest=373413 | Δ=5794 | ImproveTotal=32
[IMPROVE] Iter=223 | T=129199 | NewBest=370224 | Δ=3326 | ImproveTotal=33
[IMPROVE] Iter=238 | T=129070 | NewBest=367370 | Δ=72105 | ImproveTotal=34
[IMPROVE] Iter=242 | T=128941 | NewBest=362730 | Δ=4692 | ImproveTotal=35
[IMPROVE] Iter=260 | T=128812 | NewBest=357233 | Δ=5628 | ImproveTotal=36
[IMPROVE] Iter=261 | T=128683 | NewBest=357208 | Δ=25 | ImproveTotal=37
[IMPROVE] Iter=263 | T=128683 | NewBest=355349 | Δ=1869 | ImproveTotal=38
[IMPROVE] Iter=264 | T=128683 | NewBest=355346 | Δ=3 | ImproveTotal=39
[IMPROVE] Iter=265 | T=128683 | NewBest=355310 | Δ=36 | ImproveTotal=40
[IMPROVE] Iter=272 | T=128554 | NewBest=352410 | Δ=3141 | ImproveTotal=41
