iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=169 | T=129977 | NewBest=451606 | Δ=6883 | ImproveTotal=1
[IMPROVE] Iter=180 | T=129847 | NewBest=448698 | Δ=3086 | ImproveTotal=2
[IMPROVE] Iter=236 | T=129070 | NewBest=444658 | Δ=4432 | ImproveTotal=3
[IMPROVE] Iter=272 | T=128554 | NewBest=442689 | Δ=3934 | ImproveTotal=4
[IMPROVE] Iter=310 | T=128169 | NewBest=441637 | Δ=2057 | ImproveTotal=5
[IMPROVE] Iter=321 | T=127913 | NewBest=437641 | Δ=7013 | ImproveTotal=6
[IMPROVE] Iter=333 | T=127785 | NewBest=430821 | Δ=6963 | ImproveTotal=7
[IMPROVE] Iter=359 | T=127530 | NewBest=427209 | Δ=3758 | ImproveTotal=8
[IMPROVE] Iter=399 | T=127020 | NewBest=421114 | Δ=6659 | ImproveTotal=9
[IMPROVE] Iter=407 | T=126893 | NewBest=421101 | Δ=25 | ImproveTotal=10
[IMPROVE] Iter=445 | T=126386 | NewBest=415292 | Δ=6250 | ImproveTotal=11
[IMPROVE] Iter=462 | T=126134 | NewBest=415240 | Δ=101276 | ImproveTotal=12
[IMPROVE] Iter=482 | T=125882 | NewBest=411453 | Δ=3789 | ImproveTotal=13
[IMPROVE] Iter=571 | T=124753 | NewBest=411378 | Δ=136 | ImproveTotal=14
[IMPROVE] Iter=572 | T=124753 | NewBest=411371 | Δ=7 | ImproveTotal=15
[IMPROVE] Iter=576 | T=124753 | NewBest=406405 | Δ=4966 | ImproveTotal=16
[IMPROVE] Iter=581 | T=124628 | NewBest=406286 | Δ=119 | ImproveTotal=17
[IMPROVE] Iter=615 | T=124255 | NewBest=402035 | Δ=4581 | ImproveTotal=18
[IMPROVE] Iter=617 | T=124255 | NewBest=402018 | Δ=17 | ImproveTotal=19
[IMPROVE] Iter=620 | T=124255 | NewBest=401991 | Δ=27 | ImproveTotal=20
[IMPROVE] Iter=624 | T=124131 | NewBest=399409 | Δ=2582 | ImproveTotal=21
