iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=26 | T=131810 | NewBest=453731 | Δ=8399 | ImproveTotal=1
[IMPROVE] Iter=44 | T=131547 | NewBest=451742 | Δ=2449 | ImproveTotal=2
[IMPROVE] Iter=49 | T=131547 | NewBest=450512 | Δ=1376 | ImproveTotal=3
[IMPROVE] Iter=62 | T=131284 | NewBest=450303 | Δ=550 | ImproveTotal=4
[IMPROVE] Iter=63 | T=131284 | NewBest=450295 | Δ=8 | ImproveTotal=5
[IMPROVE] Iter=64 | T=131284 | NewBest=443447 | Δ=6848 | ImproveTotal=6
[IMPROVE] Iter=66 | T=131284 | NewBest=441097 | Δ=2355 | ImproveTotal=7
[IMPROVE] Iter=74 | T=131153 | NewBest=440052 | Δ=1227 | ImproveTotal=8
[IMPROVE] Iter=97 | T=130890 | NewBest=439199 | Δ=1377 | ImproveTotal=9
[IMPROVE] Iter=99 | T=130890 | NewBest=433837 | Δ=5381 | ImproveTotal=10
[IMPROVE] Iter=100 | T=130890 | NewBest=433832 | Δ=5 | ImproveTotal=11
[IMPROVE] Iter=101 | T=130760 | NewBest=433828 | Δ=4 | ImproveTotal=12
[IMPROVE] Iter=103 | T=130760 | NewBest=430596 | Δ=3237 | ImproveTotal=13
[IMPROVE] Iter=104 | T=130760 | NewBest=430557 | Δ=39 | ImproveTotal=14
[IMPROVE] Iter=105 | T=130760 | NewBest=429570 | Δ=987 | ImproveTotal=15
[IMPROVE] Iter=109 | T=130760 | NewBest=429567 | Δ=5 | ImproveTotal=16
[IMPROVE] Iter=148 | T=130237 | NewBest=428232 | Δ=2207 | ImproveTotal=17
[IMPROVE] Iter=149 | T=130237 | NewBest=428228 | Δ=4 | ImproveTotal=18
[IMPROVE] Iter=151 | T=130107 | NewBest=428075 | Δ=276 | ImproveTotal=19
[IMPROVE] Iter=153 | T=130107 | NewBest=428051 | Δ=32 | ImproveTotal=20
[IMPROVE] Iter=168 | T=129977 | NewBest=422466 | Δ=352740 | ImproveTotal=21
[IMPROVE] Iter=170 | T=129977 | NewBest=422460 | Δ=6 | ImproveTotal=22
[IMPROVE] Iter=195 | T=129587 | NewBest=416521 | Δ=6330 | ImproveTotal=23
[IMPROVE] Iter=197 | T=129587 | NewBest=416518 | Δ=3 | ImproveTotal=24
[IMPROVE] Iter=198 | T=129587 | NewBest=410755 | Δ=5763 | ImproveTotal=25
[IMPROVE] Iter=243 | T=128941 | NewBest=407894 | Δ=5609 | ImproveTotal=26
[IMPROVE] Iter=245 | T=128941 | NewBest=407874 | Δ=46 | ImproveTotal=27
[IMPROVE] Iter=251 | T=128812 | NewBest=405066 | Δ=17978 | ImproveTotal=28
[IMPROVE] Iter=305 | T=128169 | NewBest=403545 | Δ=5179 | ImproveTotal=29
[IMPROVE] Iter=332 | T=127785 | NewBest=401540 | Δ=2376 | ImproveTotal=30
[IMPROVE] Iter=333 | T=127785 | NewBest=400148 | Δ=1392 | ImproveTotal=31
[IMPROVE] Iter=341 | T=127657 | NewBest=395477 | Δ=4681 | ImproveTotal=32
[IMPROVE] Iter=342 | T=127657 | NewBest=395240 | Δ=237 | ImproveTotal=33
[IMPROVE] Iter=343 | T=127657 | NewBest=395238 | Δ=2 | ImproveTotal=34
[IMPROVE] Iter=344 | T=127657 | NewBest=395233 | Δ=5 | ImproveTotal=35
[IMPROVE] Iter=346 | T=127657 | NewBest=393656 | Δ=1698 | ImproveTotal=36
[IMPROVE] Iter=347 | T=127657 | NewBest=393615 | Δ=41 | ImproveTotal=37
[IMPROVE] Iter=350 | T=127657 | NewBest=388335 | Δ=5471 | ImproveTotal=38
[IMPROVE] Iter=356 | T=127530 | NewBest=387351 | Δ=1017 | ImproveTotal=39
[IMPROVE] Iter=357 | T=127530 | NewBest=383695 | Δ=3656 | ImproveTotal=40
[IMPROVE] Iter=360 | T=127530 | NewBest=383679 | Δ=58 | ImproveTotal=41
[IMPROVE] Iter=394 | T=127020 | NewBest=383236 | Δ=1167 | ImproveTotal=42
[IMPROVE] Iter=395 | T=127020 | NewBest=383231 | Δ=5 | ImproveTotal=43
[IMPROVE] Iter=412 | T=126766 | NewBest=382197 | Δ=2959 | ImproveTotal=44
[IMPROVE] Iter=416 | T=126766 | NewBest=382117 | Δ=116 | ImproveTotal=45
[IMPROVE] Iter=421 | T=126639 | NewBest=378525 | Δ=3680 | ImproveTotal=46
[IMPROVE] Iter=423 | T=126639 | NewBest=375741 | Δ=2808 | ImproveTotal=47
[IMPROVE] Iter=424 | T=126639 | NewBest=371078 | Δ=4663 | ImproveTotal=48
[IMPROVE] Iter=426 | T=126639 | NewBest=371020 | Δ=90 | ImproveTotal=49
[IMPROVE] Iter=427 | T=126639 | NewBest=366848 | Δ=4172 | ImproveTotal=50
[IMPROVE] Iter=429 | T=126639 | NewBest=366816 | Δ=32 | ImproveTotal=51
[IMPROVE] Iter=430 | T=126639 | NewBest=366815 | Δ=1 | ImproveTotal=52
[IMPROVE] Iter=438 | T=126513 | NewBest=366684 | Δ=6006 | ImproveTotal=53
[IMPROVE] Iter=442 | T=126386 | NewBest=366646 | Δ=38 | ImproveTotal=54
[IMPROVE] Iter=448 | T=126386 | NewBest=366627 | Δ=49 | ImproveTotal=55
[IMPROVE] Iter=449 | T=126386 | NewBest=366546 | Δ=81 | ImproveTotal=56
[IMPROVE] Iter=450 | T=126386 | NewBest=366544 | Δ=2 | ImproveTotal=57
[IMPROVE] Iter=451 | T=126260 | NewBest=366493 | Δ=51 | ImproveTotal=58
[IMPROVE] Iter=460 | T=126260 | NewBest=365893 | Δ=1651 | ImproveTotal=59
[IMPROVE] Iter=461 | T=126134 | NewBest=365891 | Δ=2 | ImproveTotal=60
[IMPROVE] Iter=463 | T=126134 | NewBest=365697 | Δ=195 | ImproveTotal=61
[IMPROVE] Iter=470 | T=126134 | NewBest=364967 | Δ=874 | ImproveTotal=62
[IMPROVE] Iter=471 | T=126008 | NewBest=364871 | Δ=96 | ImproveTotal=63
[IMPROVE] Iter=473 | T=126008 | NewBest=363946 | Δ=1029 | ImproveTotal=64
[IMPROVE] Iter=482 | T=125882 | NewBest=363906 | Δ=151231 | ImproveTotal=65
[IMPROVE] Iter=483 | T=125882 | NewBest=363905 | Δ=1 | ImproveTotal=66
[IMPROVE] Iter=485 | T=125882 | NewBest=363752 | Δ=153 | ImproveTotal=67
[IMPROVE] Iter=493 | T=125756 | NewBest=363730 | Δ=23 | ImproveTotal=68
[IMPROVE] Iter=498 | T=125756 | NewBest=362739 | Δ=1073 | ImproveTotal=69
[IMPROVE] Iter=499 | T=125756 | NewBest=360445 | Δ=2294 | ImproveTotal=70
[IMPROVE] Iter=551 | T=125003 | NewBest=359069 | Δ=2080 | ImproveTotal=71
[IMPROVE] Iter=585 | T=124628 | NewBest=355879 | Δ=4822 | ImproveTotal=72
[IMPROVE] Iter=586 | T=124628 | NewBest=355871 | Δ=8 | ImproveTotal=73
[IMPROVE] Iter=598 | T=124504 | NewBest=353073 | Δ=2884 | ImproveTotal=74
[IMPROVE] Iter=600 | T=124504 | NewBest=353038 | Δ=35 | ImproveTotal=75
[IMPROVE] Iter=621 | T=124131 | NewBest=352929 | Δ=20046 | ImproveTotal=76
[IMPROVE] Iter=622 | T=124131 | NewBest=352785 | Δ=144 | ImproveTotal=77
[IMPROVE] Iter=631 | T=124006 | NewBest=350061 | Δ=72235 | ImproveTotal=78
[IMPROVE] Iter=642 | T=123882 | NewBest=349854 | Δ=422 | ImproveTotal=79
[IMPROVE] Iter=646 | T=123882 | NewBest=349824 | Δ=83 | ImproveTotal=80
[IMPROVE] Iter=647 | T=123882 | NewBest=349821 | Δ=3 | ImproveTotal=81
[IMPROVE] Iter=649 | T=123882 | NewBest=346025 | Δ=3796 | ImproveTotal=82
[IMPROVE] Iter=650 | T=123882 | NewBest=346023 | Δ=2 | ImproveTotal=83
[IMPROVE] Iter=652 | T=123759 | NewBest=346016 | Δ=7 | ImproveTotal=84
[IMPROVE] Iter=654 | T=123759 | NewBest=346002 | Δ=14 | ImproveTotal=85
[IMPROVE] Iter=656 | T=123759 | NewBest=345968 | Δ=454 | ImproveTotal=86
[IMPROVE] Iter=664 | T=123635 | NewBest=345056 | Δ=1087 | ImproveTotal=87
[IMPROVE] Iter=665 | T=123635 | NewBest=345051 | Δ=5 | ImproveTotal=88
[IMPROVE] Iter=673 | T=123511 | NewBest=343023 | Δ=2132 | ImproveTotal=89
[IMPROVE] Iter=674 | T=123511 | NewBest=341291 | Δ=1732 | ImproveTotal=90
[IMPROVE] Iter=835 | T=121550 | NewBest=340611 | Δ=4898 | ImproveTotal=91
[IMPROVE] Iter=842 | T=121428 | NewBest=340580 | Δ=41 | ImproveTotal=92
[IMPROVE] Iter=866 | T=121185 | NewBest=338366 | Δ=273744 | ImproveTotal=93
[IMPROVE] Iter=979 | T=119859 | NewBest=335768 | Δ=4475 | ImproveTotal=94
[IMPROVE] Iter=1004 | T=119500 | NewBest=335762 | Δ=70 | ImproveTotal=95
[IMPROVE] Iter=1016 | T=119380 | NewBest=335666 | Δ=4046 | ImproveTotal=96
[IMPROVE] Iter=1031 | T=119142 | NewBest=335653 | Δ=1942 | ImproveTotal=97
[IMPROVE] Iter=1146 | T=117838 | NewBest=334309 | Δ=2569 | ImproveTotal=98
[IMPROVE] Iter=1159 | T=117720 | NewBest=334292 | Δ=31286 | ImproveTotal=99
[IMPROVE] Iter=1161 | T=117602 | NewBest=334286 | Δ=6 | ImproveTotal=100
[IMPROVE] Iter=1171 | T=117485 | NewBest=334175 | Δ=4627 | ImproveTotal=101
[IMPROVE] Iter=1184 | T=117367 | NewBest=329689 | Δ=4670 | ImproveTotal=102
[IMPROVE] Iter=1187 | T=117367 | NewBest=329491 | Δ=198 | ImproveTotal=103
[IMPROVE] Iter=1190 | T=117367 | NewBest=329437 | Δ=113 | ImproveTotal=104
