iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=1 | T=47286.6 | NewBest=163725 | Δ=158 | ImproveTotal=1
[IMPROVE] Iter=7 | T=47286.6 | NewBest=163585 | Δ=271 | ImproveTotal=2
[IMPROVE] Iter=8 | T=47286.6 | NewBest=161524 | Δ=2061 | ImproveTotal=3
[IMPROVE] Iter=15 | T=47239.4 | NewBest=160852 | Δ=934 | ImproveTotal=4
[IMPROVE] Iter=29 | T=47192.1 | NewBest=158841 | Δ=2342 | ImproveTotal=5
[IMPROVE] Iter=30 | T=47192.1 | NewBest=157791 | Δ=1050 | ImproveTotal=6
[IMPROVE] Iter=31 | T=47144.9 | NewBest=157291 | Δ=500 | ImproveTotal=7
[IMPROVE] Iter=61 | T=47003.6 | NewBest=156362 | Δ=1378 | ImproveTotal=8
[IMPROVE] Iter=85 | T=46909.7 | NewBest=154680 | Δ=2019 | ImproveTotal=9
[IMPROVE] Iter=94 | T=46862.8 | NewBest=154618 | Δ=336 | ImproveTotal=10
[IMPROVE] Iter=102 | T=46815.9 | NewBest=154509 | Δ=193 | ImproveTotal=11
[IMPROVE] Iter=109 | T=46815.9 | NewBest=152201 | Δ=2501 | ImproveTotal=12
[IMPROVE] Iter=116 | T=46769.1 | NewBest=152192 | Δ=36 | ImproveTotal=13
[IMPROVE] Iter=118 | T=46769.1 | NewBest=150779 | Δ=1413 | ImproveTotal=14
[IMPROVE] Iter=121 | T=46722.3 | NewBest=150416 | Δ=61200 | ImproveTotal=15
[IMPROVE] Iter=124 | T=46722.3 | NewBest=150393 | Δ=8454 | ImproveTotal=16
[IMPROVE] Iter=125 | T=46722.3 | NewBest=150372 | Δ=21 | ImproveTotal=17
[IMPROVE] Iter=136 | T=46675.6 | NewBest=149686 | Δ=728 | ImproveTotal=18
[IMPROVE] Iter=138 | T=46675.6 | NewBest=149323 | Δ=363 | ImproveTotal=19
[IMPROVE] Iter=139 | T=46675.6 | NewBest=148510 | Δ=813 | ImproveTotal=20
[IMPROVE] Iter=173 | T=46489.2 | NewBest=146224 | Δ=2905 | ImproveTotal=21
[IMPROVE] Iter=178 | T=46489.2 | NewBest=146143 | Δ=1540 | ImproveTotal=22
[IMPROVE] Iter=181 | T=46442.7 | NewBest=146126 | Δ=41 | ImproveTotal=23
[IMPROVE] Iter=223 | T=46257.2 | NewBest=144911 | Δ=2363 | ImproveTotal=24
[IMPROVE] Iter=236 | T=46210.9 | NewBest=144340 | Δ=807 | ImproveTotal=25
[IMPROVE] Iter=251 | T=46118.6 | NewBest=143585 | Δ=793 | ImproveTotal=26
[IMPROVE] Iter=262 | T=46072.4 | NewBest=143256 | Δ=24191 | ImproveTotal=27
[IMPROVE] Iter=388 | T=45522.6 | NewBest=142856 | Δ=2439 | ImproveTotal=28
[IMPROVE] Iter=408 | T=45431.6 | NewBest=141767 | Δ=1510 | ImproveTotal=29
[IMPROVE] Iter=419 | T=45386.2 | NewBest=140893 | Δ=997 | ImproveTotal=30
[IMPROVE] Iter=421 | T=45340.8 | NewBest=140884 | Δ=9 | ImproveTotal=31
[IMPROVE] Iter=422 | T=45340.8 | NewBest=140880 | Δ=4 | ImproveTotal=32
[IMPROVE] Iter=425 | T=45340.8 | NewBest=140807 | Δ=240 | ImproveTotal=33
[IMPROVE] Iter=433 | T=45295.4 | NewBest=140566 | Δ=304 | ImproveTotal=34
[IMPROVE] Iter=435 | T=45295.4 | NewBest=140406 | Δ=166 | ImproveTotal=35
[IMPROVE] Iter=440 | T=45295.4 | NewBest=139213 | Δ=1248 | ImproveTotal=36
[IMPROVE] Iter=442 | T=45250.1 | NewBest=139076 | Δ=151 | ImproveTotal=37
[IMPROVE] Iter=443 | T=45250.1 | NewBest=139075 | Δ=1 | ImproveTotal=38
[IMPROVE] Iter=444 | T=45250.1 | NewBest=139071 | Δ=4 | ImproveTotal=39
[IMPROVE] Iter=446 | T=45250.1 | NewBest=139046 | Δ=25 | ImproveTotal=40
[IMPROVE] Iter=450 | T=45250.1 | NewBest=137936 | Δ=1196 | ImproveTotal=41
[IMPROVE] Iter=452 | T=45204.9 | NewBest=137918 | Δ=18 | ImproveTotal=42
[IMPROVE] Iter=462 | T=45159.7 | NewBest=137870 | Δ=154 | ImproveTotal=43
[IMPROVE] Iter=469 | T=45159.7 | NewBest=137577 | Δ=8499 | ImproveTotal=44
[IMPROVE] Iter=470 | T=45159.7 | NewBest=137521 | Δ=56 | ImproveTotal=45
[IMPROVE] Iter=477 | T=45114.5 | NewBest=137520 | Δ=2 | ImproveTotal=46
[IMPROVE] Iter=509 | T=44979.3 | NewBest=136529 | Δ=1636 | ImproveTotal=47
[IMPROVE] Iter=511 | T=44934.3 | NewBest=136520 | Δ=9 | ImproveTotal=48
[IMPROVE] Iter=516 | T=44934.3 | NewBest=135862 | Δ=1121 | ImproveTotal=49
[IMPROVE] Iter=522 | T=44889.4 | NewBest=134702 | Δ=1194 | ImproveTotal=50
[IMPROVE] Iter=524 | T=44889.4 | NewBest=134686 | Δ=16 | ImproveTotal=51
[IMPROVE] Iter=527 | T=44889.4 | NewBest=134666 | Δ=1392 | ImproveTotal=52
[IMPROVE] Iter=528 | T=44889.4 | NewBest=134664 | Δ=2 | ImproveTotal=53
[IMPROVE] Iter=530 | T=44889.4 | NewBest=134651 | Δ=71 | ImproveTotal=54
[IMPROVE] Iter=552 | T=44754.9 | NewBest=134620 | Δ=120 | ImproveTotal=55
[IMPROVE] Iter=553 | T=44754.9 | NewBest=133173 | Δ=1447 | ImproveTotal=56
[IMPROVE] Iter=564 | T=44710.1 | NewBest=133002 | Δ=262 | ImproveTotal=57
[IMPROVE] Iter=566 | T=44710.1 | NewBest=132971 | Δ=134 | ImproveTotal=58
[IMPROVE] Iter=567 | T=44710.1 | NewBest=132931 | Δ=40 | ImproveTotal=59
[IMPROVE] Iter=589 | T=44620.7 | NewBest=132882 | Δ=161 | ImproveTotal=60
[IMPROVE] Iter=593 | T=44576.1 | NewBest=131028 | Δ=1908 | ImproveTotal=61
[IMPROVE] Iter=594 | T=44576.1 | NewBest=131025 | Δ=3 | ImproveTotal=62
[IMPROVE] Iter=595 | T=44576.1 | NewBest=130957 | Δ=68 | ImproveTotal=63
[IMPROVE] Iter=596 | T=44576.1 | NewBest=130898 | Δ=59 | ImproveTotal=64
[IMPROVE] Iter=598 | T=44576.1 | NewBest=130889 | Δ=9 | ImproveTotal=65
[IMPROVE] Iter=610 | T=44531.5 | NewBest=129674 | Δ=1402 | ImproveTotal=66
[IMPROVE] Iter=611 | T=44487 | NewBest=129652 | Δ=22 | ImproveTotal=67
[IMPROVE] Iter=616 | T=44487 | NewBest=129537 | Δ=132 | ImproveTotal=68
[IMPROVE] Iter=620 | T=44487 | NewBest=128555 | Δ=1008 | ImproveTotal=69
[IMPROVE] Iter=621 | T=44442.5 | NewBest=128524 | Δ=31 | ImproveTotal=70
[IMPROVE] Iter=651 | T=44309.3 | NewBest=127344 | Δ=1299 | ImproveTotal=71
[IMPROVE] Iter=652 | T=44309.3 | NewBest=127313 | Δ=31 | ImproveTotal=72
[IMPROVE] Iter=653 | T=44309.3 | NewBest=127284 | Δ=29 | ImproveTotal=73
[IMPROVE] Iter=654 | T=44309.3 | NewBest=127275 | Δ=9 | ImproveTotal=74
[IMPROVE] Iter=657 | T=44309.3 | NewBest=126728 | Δ=606 | ImproveTotal=75
[IMPROVE] Iter=658 | T=44309.3 | NewBest=126294 | Δ=434 | ImproveTotal=76
[IMPROVE] Iter=692 | T=44132.4 | NewBest=126232 | Δ=80 | ImproveTotal=77
[IMPROVE] Iter=693 | T=44132.4 | NewBest=126230 | Δ=2 | ImproveTotal=78
[IMPROVE] Iter=703 | T=44088.2 | NewBest=126117 | Δ=39238 | ImproveTotal=79
[IMPROVE] Iter=707 | T=44088.2 | NewBest=126116 | Δ=1 | ImproveTotal=80
[IMPROVE] Iter=763 | T=43824.4 | NewBest=126079 | Δ=68 | ImproveTotal=81
[IMPROVE] Iter=804 | T=43649.3 | NewBest=124923 | Δ=1688 | ImproveTotal=82
[IMPROVE] Iter=805 | T=43649.3 | NewBest=124903 | Δ=20 | ImproveTotal=83
[IMPROVE] Iter=809 | T=43649.3 | NewBest=124897 | Δ=87 | ImproveTotal=84
[IMPROVE] Iter=831 | T=43518.5 | NewBest=124319 | Δ=623 | ImproveTotal=85
[IMPROVE] Iter=865 | T=43388.1 | NewBest=123197 | Δ=1529 | ImproveTotal=86
[IMPROVE] Iter=871 | T=43344.7 | NewBest=122800 | Δ=674 | ImproveTotal=87
[IMPROVE] Iter=875 | T=43344.7 | NewBest=122677 | Δ=152 | ImproveTotal=88
[IMPROVE] Iter=902 | T=43214.8 | NewBest=121808 | Δ=1358 | ImproveTotal=89
[IMPROVE] Iter=903 | T=43214.8 | NewBest=121785 | Δ=23 | ImproveTotal=90
[IMPROVE] Iter=928 | T=43128.4 | NewBest=120826 | Δ=1064 | ImproveTotal=91
[IMPROVE] Iter=958 | T=42999.1 | NewBest=120329 | Δ=705 | ImproveTotal=92
[IMPROVE] Iter=965 | T=42956.1 | NewBest=120318 | Δ=61 | ImproveTotal=93
[IMPROVE] Iter=969 | T=42956.1 | NewBest=120010 | Δ=22004 | ImproveTotal=94
[IMPROVE] Iter=1003 | T=42784.6 | NewBest=119780 | Δ=1549 | ImproveTotal=95
[IMPROVE] Iter=1060 | T=42571.1 | NewBest=119551 | Δ=248 | ImproveTotal=96
[IMPROVE] Iter=1064 | T=42528.5 | NewBest=119548 | Δ=29 | ImproveTotal=97
[IMPROVE] Iter=1065 | T=42528.5 | NewBest=119547 | Δ=1 | ImproveTotal=98
[IMPROVE] Iter=1067 | T=42528.5 | NewBest=119481 | Δ=66 | ImproveTotal=99
[IMPROVE] Iter=2015 | T=38672.4 | NewBest=119369 | Δ=307 | ImproveTotal=100
[IMPROVE] Iter=2019 | T=38672.4 | NewBest=119175 | Δ=194 | ImproveTotal=101
[IMPROVE] Iter=2023 | T=38633.8 | NewBest=119023 | Δ=152 | ImproveTotal=102
[IMPROVE] Iter=2027 | T=38633.8 | NewBest=118026 | Δ=997 | ImproveTotal=103
[IMPROVE] Iter=2029 | T=38633.8 | NewBest=117924 | Δ=102 | ImproveTotal=104
[IMPROVE] Iter=2030 | T=38633.8 | NewBest=117887 | Δ=37 | ImproveTotal=105
[IMPROVE] Iter=2043 | T=38556.5 | NewBest=117743 | Δ=450 | ImproveTotal=106
[IMPROVE] Iter=2051 | T=38518 | NewBest=117475 | Δ=525 | ImproveTotal=107
[IMPROVE] Iter=2053 | T=38518 | NewBest=117444 | Δ=31 | ImproveTotal=108
[IMPROVE] Iter=2131 | T=38210.9 | NewBest=117427 | Δ=153 | ImproveTotal=109
[IMPROVE] Iter=2132 | T=38210.9 | NewBest=117421 | Δ=6 | ImproveTotal=110
[IMPROVE] Iter=2138 | T=38210.9 | NewBest=117403 | Δ=59 | ImproveTotal=111
[IMPROVE] Iter=3766 | T=32461 | NewBest=117382 | Δ=71 | ImproveTotal=112
[IMPROVE] Iter=3767 | T=32461 | NewBest=117341 | Δ=41 | ImproveTotal=113
[IMPROVE] Iter=3768 | T=32461 | NewBest=117289 | Δ=52 | ImproveTotal=114
[IMPROVE] Iter=3787 | T=32396.1 | NewBest=117282 | Δ=482 | ImproveTotal=115
[IMPROVE] Iter=3788 | T=32396.1 | NewBest=117251 | Δ=31 | ImproveTotal=116
[IMPROVE] Iter=3866 | T=32137.9 | NewBest=117121 | Δ=195 | ImproveTotal=117
[IMPROVE] Iter=3867 | T=32137.9 | NewBest=116903 | Δ=218 | ImproveTotal=118
[IMPROVE] Iter=3874 | T=32105.7 | NewBest=116698 | Δ=343 | ImproveTotal=119
[IMPROVE] Iter=3879 | T=32105.7 | NewBest=116653 | Δ=45 | ImproveTotal=120
[IMPROVE] Iter=3881 | T=32073.6 | NewBest=116590 | Δ=63 | ImproveTotal=121
[IMPROVE] Iter=3896 | T=32041.5 | NewBest=116420 | Δ=467 | ImproveTotal=122
[IMPROVE] Iter=3897 | T=32041.5 | NewBest=116341 | Δ=79 | ImproveTotal=123
[IMPROVE] Iter=3901 | T=32009.5 | NewBest=116270 | Δ=71 | ImproveTotal=124
[IMPROVE] Iter=3941 | T=31881.7 | NewBest=116253 | Δ=194 | ImproveTotal=125
[IMPROVE] Iter=4264 | T=30877.1 | NewBest=116098 | Δ=676 | ImproveTotal=126
[IMPROVE] Iter=4266 | T=30877.1 | NewBest=116090 | Δ=10 | ImproveTotal=127
[IMPROVE] Iter=4269 | T=30877.1 | NewBest=115984 | Δ=106 | ImproveTotal=128
[IMPROVE] Iter=4282 | T=30815.4 | NewBest=115982 | Δ=242 | ImproveTotal=129
[IMPROVE] Iter=4285 | T=30815.4 | NewBest=115912 | Δ=95 | ImproveTotal=130
[IMPROVE] Iter=4289 | T=30815.4 | NewBest=115889 | Δ=23 | ImproveTotal=131
[IMPROVE] Iter=4676 | T=29636.1 | NewBest=115848 | Δ=401 | ImproveTotal=132
[IMPROVE] Iter=4678 | T=29636.1 | NewBest=115663 | Δ=185 | ImproveTotal=133
[IMPROVE] Iter=4681 | T=29606.5 | NewBest=115590 | Δ=83 | ImproveTotal=134
[IMPROVE] Iter=4682 | T=29606.5 | NewBest=115576 | Δ=14 | ImproveTotal=135
[IMPROVE] Iter=4695 | T=29576.9 | NewBest=115552 | Δ=277 | ImproveTotal=136
[IMPROVE] Iter=4706 | T=29547.3 | NewBest=115548 | Δ=33 | ImproveTotal=137
[IMPROVE] Iter=4788 | T=29311.8 | NewBest=115352 | Δ=236 | ImproveTotal=138
[IMPROVE] Iter=4792 | T=29282.4 | NewBest=115301 | Δ=51 | ImproveTotal=139
[IMPROVE] Iter=4796 | T=29282.4 | NewBest=115267 | Δ=34 | ImproveTotal=140
[IMPROVE] Iter=4800 | T=29282.4 | NewBest=115266 | Δ=1 | ImproveTotal=141
[IMPROVE] Iter=4812 | T=29223.9 | NewBest=115173 | Δ=16182 | ImproveTotal=142
[IMPROVE] Iter=4814 | T=29223.9 | NewBest=115169 | Δ=4 | ImproveTotal=143
[IMPROVE] Iter=5045 | T=28559.1 | NewBest=115119 | Δ=114 | ImproveTotal=144
[IMPROVE] Iter=5108 | T=28388.2 | NewBest=115055 | Δ=127 | ImproveTotal=145
[IMPROVE] Iter=5109 | T=28388.2 | NewBest=114865 | Δ=190 | ImproveTotal=146
[IMPROVE] Iter=5110 | T=28388.2 | NewBest=114758 | Δ=107 | ImproveTotal=147
[IMPROVE] Iter=5120 | T=28359.8 | NewBest=114079 | Δ=719 | ImproveTotal=148
[IMPROVE] Iter=5382 | T=27603.9 | NewBest=114049 | Δ=165 | ImproveTotal=149
[IMPROVE] Iter=5385 | T=27603.9 | NewBest=114041 | Δ=8 | ImproveTotal=150
[IMPROVE] Iter=5387 | T=27603.9 | NewBest=113998 | Δ=57 | ImproveTotal=151
[IMPROVE] Iter=5395 | T=27576.3 | NewBest=113958 | Δ=69 | ImproveTotal=152
[IMPROVE] Iter=5396 | T=27576.3 | NewBest=113903 | Δ=55 | ImproveTotal=153
[IMPROVE] Iter=5470 | T=27383.9 | NewBest=113825 | Δ=343 | ImproveTotal=154
[IMPROVE] Iter=5474 | T=27356.5 | NewBest=113761 | Δ=131 | ImproveTotal=155
[IMPROVE] Iter=5481 | T=27329.1 | NewBest=113709 | Δ=274 | ImproveTotal=156
[IMPROVE] Iter=5482 | T=27329.1 | NewBest=113708 | Δ=1 | ImproveTotal=157
[IMPROVE] Iter=5545 | T=27165.6 | NewBest=113630 | Δ=487 | ImproveTotal=158
[IMPROVE] Iter=5558 | T=27138.4 | NewBest=113607 | Δ=173 | ImproveTotal=159
[IMPROVE] Iter=5578 | T=27084.2 | NewBest=113444 | Δ=282 | ImproveTotal=160
[IMPROVE] Iter=5579 | T=27084.2 | NewBest=113417 | Δ=27 | ImproveTotal=161
[IMPROVE] Iter=5580 | T=27084.2 | NewBest=113176 | Δ=241 | ImproveTotal=162
[IMPROVE] Iter=5586 | T=27057.1 | NewBest=113117 | Δ=104 | ImproveTotal=163
[IMPROVE] Iter=5588 | T=27057.1 | NewBest=112894 | Δ=223 | ImproveTotal=164
[IMPROVE] Iter=5704 | T=26734.2 | NewBest=112752 | Δ=291 | ImproveTotal=165
[IMPROVE] Iter=5706 | T=26734.2 | NewBest=112444 | Δ=308 | ImproveTotal=166
[IMPROVE] Iter=5779 | T=26547.6 | NewBest=112250 | Δ=533 | ImproveTotal=167
[IMPROVE] Iter=5786 | T=26521 | NewBest=112218 | Δ=43 | ImproveTotal=168
[IMPROVE] Iter=5789 | T=26521 | NewBest=111992 | Δ=239 | ImproveTotal=169
[IMPROVE] Iter=5790 | T=26521 | NewBest=111897 | Δ=95 | ImproveTotal=170
[IMPROVE] Iter=5801 | T=26468 | NewBest=111763 | Δ=197 | ImproveTotal=171
[IMPROVE] Iter=5805 | T=26468 | NewBest=111739 | Δ=24 | ImproveTotal=172
[IMPROVE] Iter=6065 | T=25788.4 | NewBest=111640 | Δ=203 | ImproveTotal=173
[IMPROVE] Iter=6130 | T=25634.1 | NewBest=111622 | Δ=280 | ImproveTotal=174
[IMPROVE] Iter=6535 | T=24603.8 | NewBest=111612 | Δ=32 | ImproveTotal=175
[IMPROVE] Iter=6536 | T=24603.8 | NewBest=111582 | Δ=30 | ImproveTotal=176
[IMPROVE] Iter=24583 | T=4043.04 | NewBest=111580 | Δ=106 | ImproveTotal=177
