iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=12 | T=131942 | NewBest=456367 | Δ=1552 | ImproveTotal=1
[IMPROVE] Iter=13 | T=131942 | NewBest=453190 | Δ=3177 | ImproveTotal=2
[IMPROVE] Iter=14 | T=131942 | NewBest=451736 | Δ=1454 | ImproveTotal=3
[IMPROVE] Iter=23 | T=131810 | NewBest=450903 | Δ=4949 | ImproveTotal=4
[IMPROVE] Iter=38 | T=131679 | NewBest=449451 | Δ=1738 | ImproveTotal=5
[IMPROVE] Iter=42 | T=131547 | NewBest=449448 | Δ=461 | ImproveTotal=6
[IMPROVE] Iter=65 | T=131284 | NewBest=446632 | Δ=3166 | ImproveTotal=7
[IMPROVE] Iter=68 | T=131284 | NewBest=446625 | Δ=17 | ImproveTotal=8
[IMPROVE] Iter=77 | T=131153 | NewBest=440655 | Δ=6124 | ImproveTotal=9
[IMPROVE] Iter=87 | T=131021 | NewBest=439684 | Δ=1246 | ImproveTotal=10
[IMPROVE] Iter=91 | T=130890 | NewBest=435260 | Δ=4480 | ImproveTotal=11
[IMPROVE] Iter=112 | T=130629 | NewBest=429580 | Δ=96781 | ImproveTotal=12
[IMPROVE] Iter=119 | T=130629 | NewBest=423984 | Δ=5698 | ImproveTotal=13
[IMPROVE] Iter=120 | T=130629 | NewBest=423983 | Δ=1 | ImproveTotal=14
[IMPROVE] Iter=147 | T=130237 | NewBest=423269 | Δ=1232 | ImproveTotal=15
[IMPROVE] Iter=149 | T=130237 | NewBest=421138 | Δ=2153 | ImproveTotal=16
[IMPROVE] Iter=150 | T=130237 | NewBest=421088 | Δ=50 | ImproveTotal=17
[IMPROVE] Iter=151 | T=130107 | NewBest=421081 | Δ=7 | ImproveTotal=18
[IMPROVE] Iter=153 | T=130107 | NewBest=421076 | Δ=5 | ImproveTotal=19
[IMPROVE] Iter=156 | T=130107 | NewBest=421054 | Δ=72 | ImproveTotal=20
[IMPROVE] Iter=173 | T=129847 | NewBest=419042 | Δ=2301 | ImproveTotal=21
[IMPROVE] Iter=174 | T=129847 | NewBest=419027 | Δ=15 | ImproveTotal=22
[IMPROVE] Iter=176 | T=129847 | NewBest=418017 | Δ=124954 | ImproveTotal=23
[IMPROVE] Iter=198 | T=129587 | NewBest=415215 | Δ=3146 | ImproveTotal=24
[IMPROVE] Iter=199 | T=129587 | NewBest=415207 | Δ=8 | ImproveTotal=25
[IMPROVE] Iter=202 | T=129458 | NewBest=411715 | Δ=3515 | ImproveTotal=26
[IMPROVE] Iter=203 | T=129458 | NewBest=411713 | Δ=2 | ImproveTotal=27
[IMPROVE] Iter=204 | T=129458 | NewBest=411695 | Δ=18 | ImproveTotal=28
[IMPROVE] Iter=212 | T=129328 | NewBest=408059 | Δ=3781 | ImproveTotal=29
[IMPROVE] Iter=213 | T=129328 | NewBest=408057 | Δ=2 | ImproveTotal=30
[IMPROVE] Iter=220 | T=129328 | NewBest=407475 | Δ=661 | ImproveTotal=31
[IMPROVE] Iter=228 | T=129199 | NewBest=406357 | Δ=1237 | ImproveTotal=32
[IMPROVE] Iter=229 | T=129199 | NewBest=406264 | Δ=93 | ImproveTotal=33
[IMPROVE] Iter=237 | T=129070 | NewBest=401834 | Δ=4477 | ImproveTotal=34
[IMPROVE] Iter=239 | T=129070 | NewBest=400281 | Δ=1583 | ImproveTotal=35
[IMPROVE] Iter=249 | T=128941 | NewBest=394444 | Δ=6007 | ImproveTotal=36
[IMPROVE] Iter=258 | T=128812 | NewBest=392935 | Δ=1577 | ImproveTotal=37
[IMPROVE] Iter=259 | T=128812 | NewBest=392922 | Δ=13 | ImproveTotal=38
[IMPROVE] Iter=281 | T=128426 | NewBest=390994 | Δ=2498 | ImproveTotal=39
[IMPROVE] Iter=282 | T=128426 | NewBest=390988 | Δ=6 | ImproveTotal=40
[IMPROVE] Iter=286 | T=128426 | NewBest=390960 | Δ=58 | ImproveTotal=41
[IMPROVE] Iter=299 | T=128297 | NewBest=390005 | Δ=1217 | ImproveTotal=42
[IMPROVE] Iter=301 | T=128169 | NewBest=390002 | Δ=10 | ImproveTotal=43
[IMPROVE] Iter=310 | T=128169 | NewBest=388289 | Δ=79945 | ImproveTotal=44
[IMPROVE] Iter=311 | T=128041 | NewBest=388281 | Δ=8 | ImproveTotal=45
[IMPROVE] Iter=312 | T=128041 | NewBest=388241 | Δ=40 | ImproveTotal=46
[IMPROVE] Iter=313 | T=128041 | NewBest=388119 | Δ=122 | ImproveTotal=47
[IMPROVE] Iter=316 | T=128041 | NewBest=384359 | Δ=115142 | ImproveTotal=48
[IMPROVE] Iter=331 | T=127785 | NewBest=381196 | Δ=39146 | ImproveTotal=49
