iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=5 | T=47286.6 | NewBest=161404 | Δ=2531 | ImproveTotal=1
[IMPROVE] Iter=12 | T=47239.4 | NewBest=159356 | Δ=2299 | ImproveTotal=2
[IMPROVE] Iter=13 | T=47239.4 | NewBest=157724 | Δ=1632 | ImproveTotal=3
[IMPROVE] Iter=90 | T=46909.7 | NewBest=157208 | Δ=1582 | ImproveTotal=4
[IMPROVE] Iter=156 | T=46582.3 | NewBest=155948 | Δ=1584 | ImproveTotal=5
[IMPROVE] Iter=199 | T=46396.2 | NewBest=155221 | Δ=908 | ImproveTotal=6
[IMPROVE] Iter=239 | T=46210.9 | NewBest=153782 | Δ=1787 | ImproveTotal=7
[IMPROVE] Iter=253 | T=46118.6 | NewBest=153769 | Δ=44 | ImproveTotal=8
[IMPROVE] Iter=257 | T=46118.6 | NewBest=153703 | Δ=66 | ImproveTotal=9
[IMPROVE] Iter=299 | T=45934.4 | NewBest=150701 | Δ=3143 | ImproveTotal=10
[IMPROVE] Iter=323 | T=45796.7 | NewBest=149711 | Δ=1163 | ImproveTotal=11
[IMPROVE] Iter=338 | T=45750.9 | NewBest=149040 | Δ=680 | ImproveTotal=12
[IMPROVE] Iter=340 | T=45750.9 | NewBest=146827 | Δ=2213 | ImproveTotal=13
[IMPROVE] Iter=465 | T=45159.7 | NewBest=146138 | Δ=12702 | ImproveTotal=14
[IMPROVE] Iter=486 | T=45069.4 | NewBest=146036 | Δ=163 | ImproveTotal=15
[IMPROVE] Iter=523 | T=44889.4 | NewBest=143548 | Δ=2856 | ImproveTotal=16
[IMPROVE] Iter=527 | T=44889.4 | NewBest=143530 | Δ=18 | ImproveTotal=17
[IMPROVE] Iter=585 | T=44620.7 | NewBest=143060 | Δ=2058 | ImproveTotal=18
[IMPROVE] Iter=594 | T=44576.1 | NewBest=140530 | Δ=2544 | ImproveTotal=19
[IMPROVE] Iter=615 | T=44487 | NewBest=140483 | Δ=75 | ImproveTotal=20
[IMPROVE] Iter=780 | T=43780.5 | NewBest=140223 | Δ=2789 | ImproveTotal=21
[IMPROVE] Iter=797 | T=43693 | NewBest=140211 | Δ=29 | ImproveTotal=22
[IMPROVE] Iter=803 | T=43649.3 | NewBest=140160 | Δ=118 | ImproveTotal=23
[IMPROVE] Iter=805 | T=43649.3 | NewBest=140139 | Δ=21 | ImproveTotal=24
[IMPROVE] Iter=1450 | T=40942 | NewBest=138974 | Δ=2183 | ImproveTotal=25
[IMPROVE] Iter=1453 | T=40901 | NewBest=138965 | Δ=10 | ImproveTotal=26
[IMPROVE] Iter=1466 | T=40860.1 | NewBest=138820 | Δ=236 | ImproveTotal=27
[IMPROVE] Iter=1469 | T=40860.1 | NewBest=138805 | Δ=15 | ImproveTotal=28
[IMPROVE] Iter=1473 | T=40819.3 | NewBest=138683 | Δ=161 | ImproveTotal=29
[IMPROVE] Iter=1475 | T=40819.3 | NewBest=138619 | Δ=64 | ImproveTotal=30
[IMPROVE] Iter=1476 | T=40819.3 | NewBest=138481 | Δ=138 | ImproveTotal=31
[IMPROVE] Iter=1487 | T=40778.4 | NewBest=138381 | Δ=195 | ImproveTotal=32
[IMPROVE] Iter=1491 | T=40737.7 | NewBest=136292 | Δ=2089 | ImproveTotal=33
[IMPROVE] Iter=1504 | T=40696.9 | NewBest=135077 | Δ=1712 | ImproveTotal=34
[IMPROVE] Iter=1507 | T=40696.9 | NewBest=135050 | Δ=29 | ImproveTotal=35
[IMPROVE] Iter=1555 | T=40493.9 | NewBest=134661 | Δ=2206 | ImproveTotal=36
[IMPROVE] Iter=1568 | T=40453.4 | NewBest=133227 | Δ=1816 | ImproveTotal=37
[IMPROVE] Iter=1573 | T=40412.9 | NewBest=132104 | Δ=1127 | ImproveTotal=38
[IMPROVE] Iter=1577 | T=40412.9 | NewBest=132062 | Δ=42 | ImproveTotal=39
[IMPROVE] Iter=1582 | T=40372.5 | NewBest=131887 | Δ=175 | ImproveTotal=40
[IMPROVE] Iter=1645 | T=40130.9 | NewBest=130729 | Δ=2015 | ImproveTotal=41
[IMPROVE] Iter=1789 | T=39572.7 | NewBest=130618 | Δ=317 | ImproveTotal=42
[IMPROVE] Iter=1790 | T=39572.7 | NewBest=130340 | Δ=278 | ImproveTotal=43
[IMPROVE] Iter=1807 | T=39493.6 | NewBest=129189 | Δ=1702 | ImproveTotal=44
[IMPROVE] Iter=1809 | T=39493.6 | NewBest=129160 | Δ=29 | ImproveTotal=45
[IMPROVE] Iter=1811 | T=39454.1 | NewBest=127548 | Δ=1612 | ImproveTotal=46
[IMPROVE] Iter=1815 | T=39454.1 | NewBest=127462 | Δ=86 | ImproveTotal=47
[IMPROVE] Iter=1830 | T=39414.6 | NewBest=127451 | Δ=317 | ImproveTotal=48
[IMPROVE] Iter=1862 | T=39257.2 | NewBest=127002 | Δ=712 | ImproveTotal=49
[IMPROVE] Iter=1869 | T=39257.2 | NewBest=126498 | Δ=1012 | ImproveTotal=50
[IMPROVE] Iter=1871 | T=39217.9 | NewBest=126427 | Δ=71 | ImproveTotal=51
[IMPROVE] Iter=1905 | T=39100.4 | NewBest=125816 | Δ=801 | ImproveTotal=52
[IMPROVE] Iter=1921 | T=39022.2 | NewBest=125788 | Δ=28813 | ImproveTotal=53
[IMPROVE] Iter=1925 | T=39022.2 | NewBest=125716 | Δ=250 | ImproveTotal=54
[IMPROVE] Iter=1930 | T=39022.2 | NewBest=125689 | Δ=27 | ImproveTotal=55
[IMPROVE] Iter=2310 | T=37566.5 | NewBest=125617 | Δ=445 | ImproveTotal=56
[IMPROVE] Iter=2368 | T=37341.7 | NewBest=125609 | Δ=259 | ImproveTotal=57
[IMPROVE] Iter=2375 | T=37304.3 | NewBest=125570 | Δ=51 | ImproveTotal=58
[IMPROVE] Iter=2422 | T=37118.2 | NewBest=125569 | Δ=1104 | ImproveTotal=59
[IMPROVE] Iter=2425 | T=37118.2 | NewBest=124805 | Δ=764 | ImproveTotal=60
[IMPROVE] Iter=2449 | T=37044 | NewBest=124673 | Δ=193 | ImproveTotal=61
[IMPROVE] Iter=2450 | T=37044 | NewBest=124583 | Δ=90 | ImproveTotal=62
[IMPROVE] Iter=2462 | T=36969.9 | NewBest=124539 | Δ=64 | ImproveTotal=63
[IMPROVE] Iter=2474 | T=36933 | NewBest=124263 | Δ=358 | ImproveTotal=64
