iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=37 | T=47144.9 | NewBest=160574 | Δ=3519 | ImproveTotal=1
[IMPROVE] Iter=2058 | T=38518 | NewBest=125105 | Δ=165 | ImproveTotal=103
[IMPROVE] Iter=2090 | T=38402.5 | NewBest=124780 | Δ=747 | ImproveTotal=104
[IMPROVE] Iter=2092 | T=38364.1 | NewBest=123897 | Δ=912 | ImproveTotal=105
[IMPROVE] Iter=2095 | T=38364.1 | NewBest=123039 | Δ=858 | ImproveTotal=106
[IMPROVE] Iter=2096 | T=38364.1 | NewBest=122802 | Δ=237 | ImproveTotal=107
[IMPROVE] Iter=2099 | T=38364.1 | NewBest=121516 | Δ=1407 | ImproveTotal=108
[IMPROVE] Iter=2101 | T=38325.8 | NewBest=121405 | Δ=111 | ImproveTotal=109
[IMPROVE] Iter=2152 | T=38134.5 | NewBest=121362 | Δ=96 | ImproveTotal=110
[IMPROVE] Iter=2153 | T=38134.5 | NewBest=121338 | Δ=24 | ImproveTotal=111
[IMPROVE] Iter=2155 | T=38134.5 | NewBest=121155 | Δ=183 | ImproveTotal=112
[IMPROVE] Iter=2159 | T=38134.5 | NewBest=121058 | Δ=155 | ImproveTotal=113
[IMPROVE] Iter=2162 | T=38096.4 | NewBest=120944 | Δ=130 | ImproveTotal=114
[IMPROVE] Iter=2211 | T=37906.3 | NewBest=120595 | Δ=351 | ImproveTotal=115
[IMPROVE] Iter=2212 | T=37906.3 | NewBest=120561 | Δ=34 | ImproveTotal=116
[IMPROVE] Iter=2213 | T=37906.3 | NewBest=120364 | Δ=197 | ImproveTotal=117
[IMPROVE] Iter=2228 | T=37868.4 | NewBest=119917 | Δ=602 | ImproveTotal=118
[IMPROVE] Iter=2231 | T=37830.5 | NewBest=119878 | Δ=39 | ImproveTotal=119
[IMPROVE] Iter=2252 | T=37754.9 | NewBest=119777 | Δ=243 | ImproveTotal=120
[IMPROVE] Iter=2327 | T=37491.4 | NewBest=119615 | Δ=186 | ImproveTotal=121
[IMPROVE] Iter=2329 | T=37491.4 | NewBest=119506 | Δ=141 | ImproveTotal=122
[IMPROVE] Iter=2353 | T=37379 | NewBest=119389 | Δ=169 | ImproveTotal=123
[IMPROVE] Iter=2354 | T=37379 | NewBest=119139 | Δ=250 | ImproveTotal=124
[IMPROVE] Iter=2356 | T=37379 | NewBest=118578 | Δ=561 | ImproveTotal=125
[IMPROVE] Iter=2358 | T=37379 | NewBest=118394 | Δ=197 | ImproveTotal=126
[IMPROVE] Iter=2361 | T=37341.7 | NewBest=118388 | Δ=6 | ImproveTotal=127
[IMPROVE] Iter=2368 | T=37341.7 | NewBest=118308 | Δ=80 | ImproveTotal=128
[IMPROVE] Iter=2371 | T=37304.3 | NewBest=118200 | Δ=108 | ImproveTotal=129
[IMPROVE] Iter=2372 | T=37304.3 | NewBest=118083 | Δ=117 | ImproveTotal=130
[IMPROVE] Iter=2375 | T=37304.3 | NewBest=118037 | Δ=3791 | ImproveTotal=131
[IMPROVE] Iter=2377 | T=37304.3 | NewBest=118018 | Δ=19 | ImproveTotal=132
[IMPROVE] Iter=2461 | T=36969.9 | NewBest=117683 | Δ=408 | ImproveTotal=133
[IMPROVE] Iter=2466 | T=36969.9 | NewBest=117613 | Δ=313 | ImproveTotal=134
[IMPROVE] Iter=2469 | T=36969.9 | NewBest=117470 | Δ=143 | ImproveTotal=135
[IMPROVE] Iter=2486 | T=36896 | NewBest=117441 | Δ=71 | ImproveTotal=136
[IMPROVE] Iter=3283 | T=34058 | NewBest=117349 | Δ=222 | ImproveTotal=137
[IMPROVE] Iter=3293 | T=34023.9 | NewBest=116725 | Δ=890 | ImproveTotal=138
[IMPROVE] Iter=3294 | T=34023.9 | NewBest=116317 | Δ=408 | ImproveTotal=139
[IMPROVE] Iter=4247 | T=30938.9 | NewBest=116129 | Δ=310 | ImproveTotal=140
[IMPROVE] Iter=4250 | T=30938.9 | NewBest=115983 | Δ=146 | ImproveTotal=141
[IMPROVE] Iter=4251 | T=30908 | NewBest=115953 | Δ=30 | ImproveTotal=142
[IMPROVE] Iter=4253 | T=30908 | NewBest=115825 | Δ=128 | ImproveTotal=143
[IMPROVE] Iter=4254 | T=30908 | NewBest=115751 | Δ=74 | ImproveTotal=144
[IMPROVE] Iter=4255 | T=30908 | NewBest=115178 | Δ=573 | ImproveTotal=145
[IMPROVE] Iter=4256 | T=30908 | NewBest=115170 | Δ=8 | ImproveTotal=146
[IMPROVE] Iter=4257 | T=30908 | NewBest=115064 | Δ=106 | ImproveTotal=147
[IMPROVE] Iter=4309 | T=30753.8 | NewBest=115050 | Δ=439 | ImproveTotal=148
[IMPROVE] Iter=4310 | T=30753.8 | NewBest=114697 | Δ=353 | ImproveTotal=149
[IMPROVE] Iter=4311 | T=30723 | NewBest=114641 | Δ=56 | ImproveTotal=150
[IMPROVE] Iter=4706 | T=29547.3 | NewBest=114551 | Δ=219 | ImproveTotal=151
[IMPROVE] Iter=4707 | T=29547.3 | NewBest=114451 | Δ=100 | ImproveTotal=152
[IMPROVE] Iter=4709 | T=29547.3 | NewBest=114436 | Δ=15 | ImproveTotal=153
[IMPROVE] Iter=4725 | T=29488.2 | NewBest=114258 | Δ=235 | ImproveTotal=154
[IMPROVE] Iter=4726 | T=29488.2 | NewBest=114199 | Δ=59 | ImproveTotal=155
[IMPROVE] Iter=4729 | T=29488.2 | NewBest=114150 | Δ=49 | ImproveTotal=156
[IMPROVE] Iter=4754 | T=29399.9 | NewBest=114132 | Δ=51 | ImproveTotal=157
[IMPROVE] Iter=4781 | T=29311.8 | NewBest=114120 | Δ=82 | ImproveTotal=158
[IMPROVE] Iter=4822 | T=29194.7 | NewBest=113943 | Δ=183 | ImproveTotal=159
[IMPROVE] Iter=4838 | T=29165.5 | NewBest=113782 | Δ=267 | ImproveTotal=160
[IMPROVE] Iter=4858 | T=29107.2 | NewBest=113703 | Δ=330 | ImproveTotal=161
[IMPROVE] Iter=4860 | T=29107.2 | NewBest=113684 | Δ=210 | ImproveTotal=162
[IMPROVE] Iter=4868 | T=29078.1 | NewBest=113533 | Δ=154 | ImproveTotal=163
[IMPROVE] Iter=4905 | T=28961.9 | NewBest=113490 | Δ=259 | ImproveTotal=164
[IMPROVE] Iter=4908 | T=28961.9 | NewBest=113379 | Δ=111 | ImproveTotal=165
[IMPROVE] Iter=4911 | T=28933 | NewBest=113176 | Δ=203 | ImproveTotal=166
[IMPROVE] Iter=4920 | T=28933 | NewBest=113002 | Δ=269 | ImproveTotal=167
[IMPROVE] Iter=4922 | T=28904 | NewBest=112889 | Δ=201 | ImproveTotal=168
[IMPROVE] Iter=4994 | T=28702.3 | NewBest=112832 | Δ=209 | ImproveTotal=169
[IMPROVE] Iter=4997 | T=28702.3 | NewBest=112830 | Δ=2 | ImproveTotal=170
[IMPROVE] Iter=10488 | T=16571.8 | NewBest=112809 | Δ=28 | ImproveTotal=171
[IMPROVE] Iter=10498 | T=16555.2 | NewBest=112656 | Δ=214 | ImproveTotal=172
[IMPROVE] Iter=10504 | T=16538.7 | NewBest=112363 | Δ=306 | ImproveTotal=173
[IMPROVE] Iter=10507 | T=16538.7 | NewBest=112297 | Δ=66 | ImproveTotal=174
[IMPROVE] Iter=10817 | T=16033.6 | NewBest=112245 | Δ=99 | ImproveTotal=175
[IMPROVE] Iter=10924 | T=15858.1 | NewBest=112166 | Δ=172 | ImproveTotal=176
[IMPROVE] Iter=10926 | T=15858.1 | NewBest=112132 | Δ=47 | ImproveTotal=177
[IMPROVE] Iter=10928 | T=15858.1 | NewBest=112078 | Δ=54 | ImproveTotal=178
[IMPROVE] Iter=10929 | T=15858.1 | NewBest=112065 | Δ=13 | ImproveTotal=179
[IMPROVE] Iter=10932 | T=15842.3 | NewBest=112042 | Δ=43 | ImproveTotal=180
[IMPROVE] Iter=10935 | T=15842.3 | NewBest=111966 | Δ=76 | ImproveTotal=181
[IMPROVE] Iter=11108 | T=15575.1 | NewBest=111602 | Δ=560 | ImproveTotal=182
[IMPROVE] Iter=11110 | T=15575.1 | NewBest=111581 | Δ=21 | ImproveTotal=183
[IMPROVE] Iter=22192 | T=5135.19 | NewBest=111485 | Δ=150 | ImproveTotal=184
[IMPROVE] Iter=22568 | T=4948.57 | NewBest=111414 | Δ=155 | ImproveTotal=185
[IMPROVE] Iter=22570 | T=4948.57 | NewBest=111239 | Δ=175 | ImproveTotal=186
[IMPROVE] Iter=22699 | T=4884.62 | NewBest=111062 | Δ=249 | ImproveTotal=187
[IMPROVE] Iter=22754 | T=4855.39 | NewBest=110985 | Δ=171 | ImproveTotal=188
[IMPROVE] Iter=22759 | T=4855.39 | NewBest=110973 | Δ=12 | ImproveTotal=189
[IMPROVE] Iter=22798 | T=4836 | NewBest=110958 | Δ=73 | ImproveTotal=190
[IMPROVE] Iter=22814 | T=4826.33 | NewBest=110950 | Δ=35 | ImproveTotal=191
[IMPROVE] Iter=22815 | T=4826.33 | NewBest=110886 | Δ=64 | ImproveTotal=192
[IMPROVE] Iter=22819 | T=4826.33 | NewBest=110758 | Δ=142 | ImproveTotal=193
[IMPROVE] Iter=22829 | T=4821.5 | NewBest=110727 | Δ=34 | ImproveTotal=194
[IMPROVE] Iter=23185 | T=4650.93 | NewBest=110672 | Δ=150 | ImproveTotal=195
[IMPROVE] Iter=23189 | T=4650.93 | NewBest=110520 | Δ=152 | ImproveTotal=196
[IMPROVE] Iter=23190 | T=4650.93 | NewBest=110301 | Δ=219 | ImproveTotal=197
[IMPROVE] Iter=23203 | T=4641.64 | NewBest=110254 | Δ=50 | ImproveTotal=198
[IMPROVE] Iter=37305 | T=1132.43 | NewBest=110238 | Δ=226 | ImproveTotal=199
[IMPROVE] Iter=37309 | T=1132.43 | NewBest=110231 | Δ=7 | ImproveTotal=200
[IMPROVE] Iter=37310 | T=1132.43 | NewBest=110063 | Δ=168 | ImproveTotal=201
[IMPROVE] Iter=37316 | T=1131.29 | NewBest=110058 | Δ=5 | ImproveTotal=202
[IMPROVE] Iter=37318 | T=1131.29 | NewBest=110034 | Δ=24 | ImproveTotal=203
[IMPROVE] Iter=37869 | T=1070.72 | NewBest=110024 | Δ=255 | ImproveTotal=204
[IMPROVE] Iter=37879 | T=1069.65 | NewBest=109989 | Δ=109 | ImproveTotal=205
[IMPROVE] Iter=37882 | T=1068.58 | NewBest=109952 | Δ=37 | ImproveTotal=206
[IMPROVE] Iter=43317 | T=620.68 | NewBest=109900 | Δ=262 | ImproveTotal=207
[IMPROVE] Iter=43318 | T=620.68 | NewBest=109814 | Δ=86 | ImproveTotal=208
[IMPROVE] Iter=43332 | T=619.44 | NewBest=109639 | Δ=248 | ImproveTotal=209
[IMPROVE] Iter=43336 | T=619.44 | NewBest=109428 | Δ=211 | ImproveTotal=210
[IMPROVE] Iter=43340 | T=619.44 | NewBest=109425 | Δ=3 | ImproveTotal=211
[IMPROVE] Iter=43344 | T=618.82 | NewBest=109422 | Δ=9 | ImproveTotal=212
[IMPROVE] Iter=45174 | T=515.286 | NewBest=109421 | Δ=16 | ImproveTotal=213
[IMPROVE] Iter=45176 | T=515.286 | NewBest=109386 | Δ=35 | ImproveTotal=214
[IMPROVE] Iter=45177 | T=515.286 | NewBest=109342 | Δ=44 | ImproveTotal=215
[IMPROVE] Iter=45182 | T=514.771 | NewBest=109226 | Δ=116 | ImproveTotal=216
[IMPROVE] Iter=45183 | T=514.771 | NewBest=109221 | Δ=5 | ImproveTotal=217
[IMPROVE] Iter=45209 | T=513.742 | NewBest=108964 | Δ=325 | ImproveTotal=218
[IMPROVE] Iter=45212 | T=513.228 | NewBest=108890 | Δ=74 | ImproveTotal=219
[IMPROVE] Iter=45265 | T=510.667 | NewBest=108861 | Δ=61 | ImproveTotal=220
[IMPROVE] Iter=45277 | T=510.157 | NewBest=108767 | Δ=122 | ImproveTotal=221
[IMPROVE] Iter=45282 | T=509.647 | NewBest=108728 | Δ=189 | ImproveTotal=222
[IMPROVE] Iter=45297 | T=509.137 | NewBest=108699 | Δ=103 | ImproveTotal=223
[IMPROVE] Iter=45305 | T=508.628 | NewBest=108663 | Δ=39 | ImproveTotal=224
[IMPROVE] Iter=45306 | T=508.628 | NewBest=108603 | Δ=60 | ImproveTotal=225
[IMPROVE] Iter=45311 | T=508.119 | NewBest=108598 | Δ=26 | ImproveTotal=226
[IMPROVE] Iter=45312 | T=508.119 | NewBest=108588 | Δ=10 | ImproveTotal=227
[IMPROVE] Iter=45319 | T=508.119 | NewBest=108507 | Δ=158 | ImproveTotal=228
[IMPROVE] Iter=45323 | T=507.611 | NewBest=108473 | Δ=34 | ImproveTotal=229
[IMPROVE] Iter=47356 | T=414.31 | NewBest=108285 | Δ=335 | ImproveTotal=230
[IMPROVE] Iter=47504 | T=408.138 | NewBest=108248 | Δ=95 | ImproveTotal=231
[IMPROVE] Iter=47512 | T=407.73 | NewBest=108158 | Δ=100 | ImproveTotal=232
[IMPROVE] Iter=47514 | T=407.73 | NewBest=108064 | Δ=94 | ImproveTotal=233
[IMPROVE] Iter=56471 | T=166.361 | NewBest=108036 | Δ=110 | ImproveTotal=234
[IMPROVE] Iter=56581 | T=164.54 | NewBest=108007 | Δ=97 | ImproveTotal=235
[IMPROVE] Iter=56597 | T=164.375 | NewBest=107977 | Δ=153 | ImproveTotal=236
[IMPROVE] Iter=56604 | T=164.211 | NewBest=107955 | Δ=37 | ImproveTotal=237
[IMPROVE] Iter=56612 | T=164.047 | NewBest=107939 | Δ=21 | ImproveTotal=238
[IMPROVE] Iter=57096 | T=156.355 | NewBest=107916 | Δ=38 | ImproveTotal=239
[IMPROVE] Iter=57098 | T=156.355 | NewBest=107914 | Δ=2 | ImproveTotal=240
[IMPROVE] Iter=57100 | T=156.355 | NewBest=107884 | Δ=30 | ImproveTotal=241
[IMPROVE] Iter=57103 | T=156.198 | NewBest=107860 | Δ=24 | ImproveTotal=242
[IMPROVE] Iter=57106 | T=156.198 | NewBest=107856 | Δ=4 | ImproveTotal=243
[IMPROVE] Iter=57250 | T=154.026 | NewBest=107723 | Δ=205 | ImproveTotal=244
[IMPROVE] Iter=57251 | T=153.872 | NewBest=107709 | Δ=14 | ImproveTotal=245
[IMPROVE] Iter=57252 | T=153.872 | NewBest=107707 | Δ=2 | ImproveTotal=246
[IMPROVE] Iter=57258 | T=153.872 | NewBest=107636 | Δ=105 | ImproveTotal=247
[IMPROVE] Iter=57264 | T=153.718 | NewBest=107622 | Δ=14 | ImproveTotal=248
[IMPROVE] Iter=57268 | T=153.718 | NewBest=107596 | Δ=26 | ImproveTotal=249
[IMPROVE] Iter=57278 | T=153.564 | NewBest=107581 | Δ=58 | ImproveTotal=250
[IMPROVE] Iter=57279 | T=153.564 | NewBest=107576 | Δ=5 | ImproveTotal=251
[IMPROVE] Iter=57292 | T=153.257 | NewBest=107533 | Δ=65 | ImproveTotal=252
[IMPROVE] Iter=57302 | T=153.104 | NewBest=107488 | Δ=45 | ImproveTotal=253
[IMPROVE] Iter=57488 | T=150.371 | NewBest=107472 | Δ=31 | ImproveTotal=254
[IMPROVE] Iter=57495 | T=150.221 | NewBest=107469 | Δ=3 | ImproveTotal=255
[IMPROVE] Iter=57506 | T=150.071 | NewBest=107445 | Δ=24 | ImproveTotal=256
[IMPROVE] Iter=57507 | T=150.071 | NewBest=107443 | Δ=2 | ImproveTotal=257
[IMPROVE] Iter=57634 | T=148.131 | NewBest=107428 | Δ=76 | ImproveTotal=258
[IMPROVE] Iter=57649 | T=147.983 | NewBest=107375 | Δ=57 | ImproveTotal=259
[IMPROVE] Iter=57655 | T=147.835 | NewBest=107370 | Δ=6 | ImproveTotal=260
[IMPROVE] Iter=57671 | T=147.54 | NewBest=107364 | Δ=23 | ImproveTotal=261
[IMPROVE] Iter=57679 | T=147.54 | NewBest=107309 | Δ=55 | ImproveTotal=262
[IMPROVE] Iter=57726 | T=146.804 | NewBest=107271 | Δ=153 | ImproveTotal=263
[IMPROVE] Iter=57736 | T=146.657 | NewBest=107197 | Δ=74 | ImproveTotal=264
[IMPROVE] Iter=57739 | T=146.657 | NewBest=107184 | Δ=13 | ImproveTotal=265
[IMPROVE] Iter=58598 | T=134.566 | NewBest=107137 | Δ=84 | ImproveTotal=266
[IMPROVE] Iter=58603 | T=134.431 | NewBest=107032 | Δ=105 | ImproveTotal=267
[IMPROVE] Iter=58604 | T=134.431 | NewBest=107015 | Δ=17 | ImproveTotal=268
[IMPROVE] Iter=58614 | T=134.297 | NewBest=107007 | Δ=10 | ImproveTotal=269
[IMPROVE] Iter=58641 | T=133.894 | NewBest=107000 | Δ=7 | ImproveTotal=270
[IMPROVE] Iter=58678 | T=133.493 | NewBest=106953 | Δ=79 | ImproveTotal=271
[IMPROVE] Iter=58681 | T=133.359 | NewBest=106873 | Δ=80 | ImproveTotal=272
[IMPROVE] Iter=58684 | T=133.359 | NewBest=106848 | Δ=25 | ImproveTotal=273
[IMPROVE] Iter=58686 | T=133.359 | NewBest=106774 | Δ=81 | ImproveTotal=274
[IMPROVE] Iter=58689 | T=133.359 | NewBest=106763 | Δ=11 | ImproveTotal=275
[IMPROVE] Iter=58701 | T=133.093 | NewBest=106762 | Δ=25 | ImproveTotal=276
[IMPROVE] Iter=58841 | T=131.241 | NewBest=106660 | Δ=103 | ImproveTotal=277
[IMPROVE] Iter=58863 | T=130.979 | NewBest=106588 | Δ=152 | ImproveTotal=278
[IMPROVE] Iter=58870 | T=130.979 | NewBest=106576 | Δ=12 | ImproveTotal=279
[IMPROVE] Iter=58901 | T=130.456 | NewBest=106552 | Δ=79 | ImproveTotal=280
