iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=8 | T=47286.6 | NewBest=163486 | Δ=512 | ImproveTotal=1
[IMPROVE] Iter=1363 | T=41271 | NewBest=136697 | Δ=37 | ImproveTotal=64
[IMPROVE] Iter=1423 | T=41024 | NewBest=136516 | Δ=319 | ImproveTotal=65
[IMPROVE] Iter=1436 | T=40983 | NewBest=136449 | Δ=83 | ImproveTotal=66
[IMPROVE] Iter=1451 | T=40901 | NewBest=136287 | Δ=293 | ImproveTotal=67
[IMPROVE] Iter=1472 | T=40819.3 | NewBest=134453 | Δ=2024 | ImproveTotal=68
[IMPROVE] Iter=1495 | T=40737.7 | NewBest=132684 | Δ=2040 | ImproveTotal=69
[IMPROVE] Iter=1551 | T=40493.9 | NewBest=132472 | Δ=803 | ImproveTotal=70
[IMPROVE] Iter=1557 | T=40493.9 | NewBest=132316 | Δ=191 | ImproveTotal=71
[IMPROVE] Iter=1558 | T=40493.9 | NewBest=132313 | Δ=3 | ImproveTotal=72
[IMPROVE] Iter=1569 | T=40453.4 | NewBest=132184 | Δ=223 | ImproveTotal=73
[IMPROVE] Iter=1576 | T=40412.9 | NewBest=132081 | Δ=103 | ImproveTotal=74
[IMPROVE] Iter=1616 | T=40251.5 | NewBest=132066 | Δ=127 | ImproveTotal=75
[IMPROVE] Iter=1625 | T=40211.2 | NewBest=132032 | Δ=34 | ImproveTotal=76
[IMPROVE] Iter=1629 | T=40211.2 | NewBest=131930 | Δ=111 | ImproveTotal=77
[IMPROVE] Iter=1630 | T=40211.2 | NewBest=131912 | Δ=18 | ImproveTotal=78
[IMPROVE] Iter=1634 | T=40171 | NewBest=131792 | Δ=141 | ImproveTotal=79
[IMPROVE] Iter=1648 | T=40130.9 | NewBest=131753 | Δ=41889 | ImproveTotal=80
[IMPROVE] Iter=1685 | T=39970.6 | NewBest=131747 | Δ=69 | ImproveTotal=81
[IMPROVE] Iter=1688 | T=39970.6 | NewBest=131731 | Δ=16 | ImproveTotal=82
[IMPROVE] Iter=1695 | T=39930.6 | NewBest=131696 | Δ=345 | ImproveTotal=83
[IMPROVE] Iter=1698 | T=39930.6 | NewBest=129821 | Δ=1875 | ImproveTotal=84
[IMPROVE] Iter=1740 | T=39771.1 | NewBest=128315 | Δ=2038 | ImproveTotal=85
[IMPROVE] Iter=1743 | T=39731.4 | NewBest=128248 | Δ=67 | ImproveTotal=86
[IMPROVE] Iter=1893 | T=39139.5 | NewBest=128166 | Δ=162 | ImproveTotal=87
[IMPROVE] Iter=1895 | T=39139.5 | NewBest=127860 | Δ=306 | ImproveTotal=88
[IMPROVE] Iter=1914 | T=39061.3 | NewBest=125867 | Δ=2211 | ImproveTotal=89
[IMPROVE] Iter=1919 | T=39061.3 | NewBest=125860 | Δ=7 | ImproveTotal=90
[IMPROVE] Iter=1925 | T=39022.2 | NewBest=125825 | Δ=35 | ImproveTotal=91
[IMPROVE] Iter=1928 | T=39022.2 | NewBest=125821 | Δ=4 | ImproveTotal=92
[IMPROVE] Iter=1933 | T=38983.2 | NewBest=125737 | Δ=84 | ImproveTotal=93
[IMPROVE] Iter=1940 | T=38983.2 | NewBest=125735 | Δ=242 | ImproveTotal=94
[IMPROVE] Iter=1941 | T=38944.2 | NewBest=125680 | Δ=55 | ImproveTotal=95
[IMPROVE] Iter=1949 | T=38944.2 | NewBest=125606 | Δ=117 | ImproveTotal=96
[IMPROVE] Iter=1951 | T=38905.3 | NewBest=125602 | Δ=4 | ImproveTotal=97
[IMPROVE] Iter=1964 | T=38866.4 | NewBest=125172 | Δ=1190 | ImproveTotal=98
[IMPROVE] Iter=1979 | T=38827.5 | NewBest=125165 | Δ=29 | ImproveTotal=99
[IMPROVE] Iter=1992 | T=38749.9 | NewBest=124632 | Δ=559 | ImproveTotal=100
[IMPROVE] Iter=2002 | T=38711.2 | NewBest=124112 | Δ=628 | ImproveTotal=101
[IMPROVE] Iter=2004 | T=38711.2 | NewBest=124107 | Δ=5 | ImproveTotal=102
[IMPROVE] Iter=2839 | T=35626.4 | NewBest=124102 | Δ=260 | ImproveTotal=103
[IMPROVE] Iter=3040 | T=34920.6 | NewBest=124072 | Δ=220 | ImproveTotal=104
[IMPROVE] Iter=3093 | T=34711.6 | NewBest=124051 | Δ=229 | ImproveTotal=105
[IMPROVE] Iter=3096 | T=34711.6 | NewBest=123707 | Δ=344 | ImproveTotal=106
[IMPROVE] Iter=3108 | T=34676.9 | NewBest=123455 | Δ=528 | ImproveTotal=107
[IMPROVE] Iter=3109 | T=34676.9 | NewBest=123401 | Δ=54 | ImproveTotal=108
[IMPROVE] Iter=3111 | T=34642.2 | NewBest=123298 | Δ=103 | ImproveTotal=109
[IMPROVE] Iter=3127 | T=34607.5 | NewBest=123068 | Δ=310 | ImproveTotal=110
[IMPROVE] Iter=3158 | T=34503.8 | NewBest=122602 | Δ=737 | ImproveTotal=111
[IMPROVE] Iter=3161 | T=34469.3 | NewBest=122540 | Δ=62 | ImproveTotal=112
[IMPROVE] Iter=3174 | T=34434.9 | NewBest=122506 | Δ=446 | ImproveTotal=113
[IMPROVE] Iter=3278 | T=34092 | NewBest=121557 | Δ=1502 | ImproveTotal=114
[IMPROVE] Iter=3282 | T=34058 | NewBest=121552 | Δ=5 | ImproveTotal=115
[IMPROVE] Iter=3287 | T=34058 | NewBest=121548 | Δ=43 | ImproveTotal=116
[IMPROVE] Iter=3585 | T=33050.9 | NewBest=121443 | Δ=1062 | ImproveTotal=117
[IMPROVE] Iter=3608 | T=32984.8 | NewBest=121340 | Δ=180 | ImproveTotal=118
[IMPROVE] Iter=3612 | T=32951.8 | NewBest=121326 | Δ=14 | ImproveTotal=119
[IMPROVE] Iter=3638 | T=32886 | NewBest=121324 | Δ=2 | ImproveTotal=120
[IMPROVE] Iter=3650 | T=32853.1 | NewBest=120461 | Δ=876 | ImproveTotal=121
[IMPROVE] Iter=3657 | T=32820.2 | NewBest=120289 | Δ=214 | ImproveTotal=122
[IMPROVE] Iter=3925 | T=31945.5 | NewBest=120236 | Δ=6137 | ImproveTotal=123
[IMPROVE] Iter=4291 | T=30784.6 | NewBest=119850 | Δ=1142 | ImproveTotal=124
[IMPROVE] Iter=4296 | T=30784.6 | NewBest=119821 | Δ=64 | ImproveTotal=125
[IMPROVE] Iter=4313 | T=30723 | NewBest=119782 | Δ=46 | ImproveTotal=126
[IMPROVE] Iter=4325 | T=30692.3 | NewBest=119576 | Δ=270 | ImproveTotal=127
[IMPROVE] Iter=4338 | T=30661.6 | NewBest=119439 | Δ=188 | ImproveTotal=128
[IMPROVE] Iter=4340 | T=30661.6 | NewBest=119411 | Δ=28 | ImproveTotal=129
[IMPROVE] Iter=4358 | T=30600.3 | NewBest=119171 | Δ=509 | ImproveTotal=130
[IMPROVE] Iter=4371 | T=30539.1 | NewBest=119132 | Δ=77 | ImproveTotal=131
[IMPROVE] Iter=4376 | T=30539.1 | NewBest=119041 | Δ=91 | ImproveTotal=132
[IMPROVE] Iter=4378 | T=30539.1 | NewBest=119037 | Δ=4 | ImproveTotal=133
[IMPROVE] Iter=4383 | T=30508.6 | NewBest=118911 | Δ=264 | ImproveTotal=134
[IMPROVE] Iter=4384 | T=30508.6 | NewBest=118827 | Δ=84 | ImproveTotal=135
[IMPROVE] Iter=4386 | T=30508.6 | NewBest=118543 | Δ=284 | ImproveTotal=136
[IMPROVE] Iter=4393 | T=30478.1 | NewBest=118527 | Δ=134 | ImproveTotal=137
[IMPROVE] Iter=4399 | T=30478.1 | NewBest=118486 | Δ=217 | ImproveTotal=138
[IMPROVE] Iter=4413 | T=30417.2 | NewBest=118438 | Δ=55 | ImproveTotal=139
[IMPROVE] Iter=4695 | T=29576.9 | NewBest=118233 | Δ=350 | ImproveTotal=140
[IMPROVE] Iter=4753 | T=29399.9 | NewBest=118225 | Δ=255 | ImproveTotal=141
[IMPROVE] Iter=4754 | T=29399.9 | NewBest=118076 | Δ=149 | ImproveTotal=142
[IMPROVE] Iter=4755 | T=29399.9 | NewBest=118001 | Δ=75 | ImproveTotal=143
[IMPROVE] Iter=4756 | T=29399.9 | NewBest=117988 | Δ=13 | ImproveTotal=144
[IMPROVE] Iter=4786 | T=29311.8 | NewBest=117969 | Δ=105 | ImproveTotal=145
[IMPROVE] Iter=4788 | T=29311.8 | NewBest=117925 | Δ=44 | ImproveTotal=146
[IMPROVE] Iter=4789 | T=29311.8 | NewBest=117732 | Δ=193 | ImproveTotal=147
[IMPROVE] Iter=4790 | T=29311.8 | NewBest=117629 | Δ=103 | ImproveTotal=148
[IMPROVE] Iter=4791 | T=29282.4 | NewBest=117533 | Δ=96 | ImproveTotal=149
[IMPROVE] Iter=4796 | T=29282.4 | NewBest=117478 | Δ=55 | ImproveTotal=150
[IMPROVE] Iter=4804 | T=29253.2 | NewBest=116577 | Δ=1024 | ImproveTotal=151
[IMPROVE] Iter=4815 | T=29223.9 | NewBest=116432 | Δ=522 | ImproveTotal=152
[IMPROVE] Iter=4822 | T=29194.7 | NewBest=116418 | Δ=35 | ImproveTotal=153
[IMPROVE] Iter=4828 | T=29194.7 | NewBest=116333 | Δ=85 | ImproveTotal=154
[IMPROVE] Iter=4837 | T=29165.5 | NewBest=116307 | Δ=41 | ImproveTotal=155
[IMPROVE] Iter=4921 | T=28904 | NewBest=116057 | Δ=705 | ImproveTotal=156
[IMPROVE] Iter=4923 | T=28904 | NewBest=115782 | Δ=275 | ImproveTotal=157
[IMPROVE] Iter=4929 | T=28904 | NewBest=115745 | Δ=69 | ImproveTotal=158
[IMPROVE] Iter=4932 | T=28875.1 | NewBest=115676 | Δ=69 | ImproveTotal=159
[IMPROVE] Iter=4950 | T=28846.3 | NewBest=115459 | Δ=423 | ImproveTotal=160
[IMPROVE] Iter=4953 | T=28817.4 | NewBest=115427 | Δ=56 | ImproveTotal=161
[IMPROVE] Iter=4958 | T=28817.4 | NewBest=114995 | Δ=432 | ImproveTotal=162
[IMPROVE] Iter=4988 | T=28731.1 | NewBest=114957 | Δ=69 | ImproveTotal=163
[IMPROVE] Iter=4996 | T=28702.3 | NewBest=114604 | Δ=981 | ImproveTotal=164
[IMPROVE] Iter=5000 | T=28702.3 | NewBest=114397 | Δ=216 | ImproveTotal=165
[IMPROVE] Iter=5032 | T=28587.7 | NewBest=114260 | Δ=632 | ImproveTotal=166
[IMPROVE] Iter=5034 | T=28587.7 | NewBest=114230 | Δ=30 | ImproveTotal=167
[IMPROVE] Iter=5042 | T=28559.1 | NewBest=114016 | Δ=306 | ImproveTotal=168
[IMPROVE] Iter=5043 | T=28559.1 | NewBest=113762 | Δ=254 | ImproveTotal=169
[IMPROVE] Iter=5049 | T=28559.1 | NewBest=113569 | Δ=193 | ImproveTotal=170
[IMPROVE] Iter=5060 | T=28530.5 | NewBest=113458 | Δ=111 | ImproveTotal=171
[IMPROVE] Iter=10071 | T=17265.7 | NewBest=113453 | Δ=40 | ImproveTotal=172
[IMPROVE] Iter=10076 | T=17265.7 | NewBest=113417 | Δ=36 | ImproveTotal=173
[IMPROVE] Iter=10077 | T=17265.7 | NewBest=113271 | Δ=146 | ImproveTotal=174
[IMPROVE] Iter=10108 | T=17214 | NewBest=113205 | Δ=121 | ImproveTotal=175
[IMPROVE] Iter=10129 | T=17179.6 | NewBest=113151 | Δ=54 | ImproveTotal=176
[IMPROVE] Iter=10227 | T=17008.6 | NewBest=113127 | Δ=67 | ImproveTotal=177
[IMPROVE] Iter=10229 | T=17008.6 | NewBest=113051 | Δ=76 | ImproveTotal=178
[IMPROVE] Iter=10230 | T=17008.6 | NewBest=112841 | Δ=210 | ImproveTotal=179
[IMPROVE] Iter=10232 | T=16991.5 | NewBest=112632 | Δ=209 | ImproveTotal=180
[IMPROVE] Iter=10238 | T=16991.5 | NewBest=112627 | Δ=98 | ImproveTotal=181
[IMPROVE] Iter=10242 | T=16974.6 | NewBest=112621 | Δ=6 | ImproveTotal=182
[IMPROVE] Iter=10243 | T=16974.6 | NewBest=112570 | Δ=51 | ImproveTotal=183
[IMPROVE] Iter=10255 | T=16957.6 | NewBest=112406 | Δ=320 | ImproveTotal=184
[IMPROVE] Iter=10287 | T=16906.8 | NewBest=112384 | Δ=473 | ImproveTotal=185
[IMPROVE] Iter=10290 | T=16906.8 | NewBest=111968 | Δ=463 | ImproveTotal=186
[IMPROVE] Iter=10302 | T=16873 | NewBest=111967 | Δ=118 | ImproveTotal=187
[IMPROVE] Iter=10333 | T=16822.4 | NewBest=111910 | Δ=160 | ImproveTotal=188
[IMPROVE] Iter=10343 | T=16805.6 | NewBest=111891 | Δ=24 | ImproveTotal=189
[IMPROVE] Iter=10344 | T=16805.6 | NewBest=111766 | Δ=125 | ImproveTotal=190
[IMPROVE] Iter=10367 | T=16772 | NewBest=111744 | Δ=244 | ImproveTotal=191
[IMPROVE] Iter=10442 | T=16638.3 | NewBest=111536 | Δ=401 | ImproveTotal=192
[IMPROVE] Iter=10449 | T=16638.3 | NewBest=111430 | Δ=340 | ImproveTotal=193
[IMPROVE] Iter=10458 | T=16621.6 | NewBest=111378 | Δ=280 | ImproveTotal=194
[IMPROVE] Iter=10459 | T=16621.6 | NewBest=111228 | Δ=150 | ImproveTotal=195
[IMPROVE] Iter=10462 | T=16605 | NewBest=111042 | Δ=186 | ImproveTotal=196
[IMPROVE] Iter=10481 | T=16571.8 | NewBest=110974 | Δ=134 | ImproveTotal=197
[IMPROVE] Iter=14331 | T=11274.1 | NewBest=110781 | Δ=335 | ImproveTotal=198
[IMPROVE] Iter=14335 | T=11274.1 | NewBest=110736 | Δ=201 | ImproveTotal=199
[IMPROVE] Iter=47906 | T=392.127 | NewBest=110735 | Δ=40 | ImproveTotal=200
[IMPROVE] Iter=48398 | T=373.367 | NewBest=110604 | Δ=474 | ImproveTotal=201
[IMPROVE] Iter=48399 | T=373.367 | NewBest=110599 | Δ=5 | ImproveTotal=202
[IMPROVE] Iter=48400 | T=373.367 | NewBest=110522 | Δ=77 | ImproveTotal=203
[IMPROVE] Iter=48402 | T=372.994 | NewBest=110422 | Δ=100 | ImproveTotal=204
[IMPROVE] Iter=48408 | T=372.994 | NewBest=110327 | Δ=254 | ImproveTotal=205
[IMPROVE] Iter=49282 | T=341.558 | NewBest=110308 | Δ=96 | ImproveTotal=206
[IMPROVE] Iter=49291 | T=341.216 | NewBest=110235 | Δ=385 | ImproveTotal=207
[IMPROVE] Iter=49292 | T=341.216 | NewBest=110050 | Δ=185 | ImproveTotal=208
[IMPROVE] Iter=49293 | T=341.216 | NewBest=110038 | Δ=12 | ImproveTotal=209
[IMPROVE] Iter=49526 | T=333.454 | NewBest=109961 | Δ=495 | ImproveTotal=210
[IMPROVE] Iter=49645 | T=329.475 | NewBest=109851 | Δ=179 | ImproveTotal=211
[IMPROVE] Iter=49655 | T=329.145 | NewBest=109844 | Δ=24 | ImproveTotal=212
[IMPROVE] Iter=49677 | T=328.487 | NewBest=109804 | Δ=122 | ImproveTotal=213
[IMPROVE] Iter=49694 | T=327.831 | NewBest=109776 | Δ=85 | ImproveTotal=214
[IMPROVE] Iter=49698 | T=327.831 | NewBest=109773 | Δ=192 | ImproveTotal=215
[IMPROVE] Iter=49705 | T=327.503 | NewBest=109655 | Δ=163 | ImproveTotal=216
[IMPROVE] Iter=49706 | T=327.503 | NewBest=109647 | Δ=8 | ImproveTotal=217
[IMPROVE] Iter=50164 | T=312.772 | NewBest=109583 | Δ=106 | ImproveTotal=218
[IMPROVE] Iter=50220 | T=311.211 | NewBest=109535 | Δ=191 | ImproveTotal=219
[IMPROVE] Iter=50333 | T=307.497 | NewBest=109307 | Δ=364 | ImproveTotal=220
[IMPROVE] Iter=50414 | T=305.045 | NewBest=109281 | Δ=49 | ImproveTotal=221
[IMPROVE] Iter=50417 | T=305.045 | NewBest=109275 | Δ=9 | ImproveTotal=222
[IMPROVE] Iter=50454 | T=303.827 | NewBest=109148 | Δ=161 | ImproveTotal=223
[IMPROVE] Iter=50455 | T=303.827 | NewBest=108907 | Δ=241 | ImproveTotal=224
[IMPROVE] Iter=50456 | T=303.827 | NewBest=108840 | Δ=67 | ImproveTotal=225
[IMPROVE] Iter=50538 | T=301.405 | NewBest=108648 | Δ=339 | ImproveTotal=226
[IMPROVE] Iter=50539 | T=301.405 | NewBest=108529 | Δ=119 | ImproveTotal=227
[IMPROVE] Iter=50540 | T=301.405 | NewBest=108415 | Δ=114 | ImproveTotal=228
[IMPROVE] Iter=50640 | T=298.404 | NewBest=108358 | Δ=158 | ImproveTotal=229
[IMPROVE] Iter=50645 | T=298.106 | NewBest=108315 | Δ=208 | ImproveTotal=230
[IMPROVE] Iter=50654 | T=297.808 | NewBest=108313 | Δ=117 | ImproveTotal=231
[IMPROVE] Iter=50658 | T=297.808 | NewBest=108293 | Δ=211 | ImproveTotal=232
[IMPROVE] Iter=50659 | T=297.808 | NewBest=108286 | Δ=7 | ImproveTotal=233
[IMPROVE] Iter=50660 | T=297.808 | NewBest=108251 | Δ=35 | ImproveTotal=234
[IMPROVE] Iter=50661 | T=297.51 | NewBest=108193 | Δ=58 | ImproveTotal=235
[IMPROVE] Iter=50662 | T=297.51 | NewBest=108185 | Δ=8 | ImproveTotal=236
[IMPROVE] Iter=50664 | T=297.51 | NewBest=108122 | Δ=63 | ImproveTotal=237
[IMPROVE] Iter=50667 | T=297.51 | NewBest=108075 | Δ=47 | ImproveTotal=238
[IMPROVE] Iter=50679 | T=297.213 | NewBest=108063 | Δ=18 | ImproveTotal=239
[IMPROVE] Iter=55865 | T=176.83 | NewBest=107933 | Δ=350 | ImproveTotal=240
[IMPROVE] Iter=55877 | T=176.653 | NewBest=107786 | Δ=191 | ImproveTotal=241
[IMPROVE] Iter=55898 | T=176.3 | NewBest=107737 | Δ=85 | ImproveTotal=242
[IMPROVE] Iter=55915 | T=175.948 | NewBest=107699 | Δ=299 | ImproveTotal=243
[IMPROVE] Iter=55917 | T=175.948 | NewBest=107590 | Δ=109 | ImproveTotal=244
[IMPROVE] Iter=55918 | T=175.948 | NewBest=107561 | Δ=29 | ImproveTotal=245
[IMPROVE] Iter=55919 | T=175.948 | NewBest=107542 | Δ=19 | ImproveTotal=246
[IMPROVE] Iter=55951 | T=175.245 | NewBest=107504 | Δ=82 | ImproveTotal=247
[IMPROVE] Iter=55953 | T=175.245 | NewBest=107491 | Δ=14 | ImproveTotal=248
[IMPROVE] Iter=55955 | T=175.245 | NewBest=107439 | Δ=52 | ImproveTotal=249
[IMPROVE] Iter=55962 | T=175.07 | NewBest=107354 | Δ=128 | ImproveTotal=250
[IMPROVE] Iter=55963 | T=175.07 | NewBest=107322 | Δ=32 | ImproveTotal=251
[IMPROVE] Iter=55964 | T=175.07 | NewBest=107302 | Δ=20 | ImproveTotal=252
[IMPROVE] Iter=55965 | T=175.07 | NewBest=107133 | Δ=169 | ImproveTotal=253
[IMPROVE] Iter=55974 | T=174.894 | NewBest=106994 | Δ=178 | ImproveTotal=254
[IMPROVE] Iter=55977 | T=174.894 | NewBest=106974 | Δ=20 | ImproveTotal=255
[IMPROVE] Iter=56017 | T=174.196 | NewBest=106951 | Δ=110 | ImproveTotal=256
[IMPROVE] Iter=56043 | T=173.674 | NewBest=106905 | Δ=300 | ImproveTotal=257
[IMPROVE] Iter=56044 | T=173.674 | NewBest=106898 | Δ=7 | ImproveTotal=258
[IMPROVE] Iter=61496 | T=100.676 | NewBest=106891 | Δ=62 | ImproveTotal=259
[IMPROVE] Iter=61499 | T=100.676 | NewBest=106856 | Δ=35 | ImproveTotal=260
[IMPROVE] Iter=61505 | T=100.575 | NewBest=106849 | Δ=7 | ImproveTotal=261
[IMPROVE] Iter=61507 | T=100.575 | NewBest=106825 | Δ=36 | ImproveTotal=262
[IMPROVE] Iter=61509 | T=100.575 | NewBest=106812 | Δ=13 | ImproveTotal=263
[IMPROVE] Iter=61515 | T=100.475 | NewBest=106784 | Δ=44 | ImproveTotal=264
[IMPROVE] Iter=61516 | T=100.475 | NewBest=106734 | Δ=50 | ImproveTotal=265
[IMPROVE] Iter=61535 | T=100.274 | NewBest=106710 | Δ=55 | ImproveTotal=266
[IMPROVE] Iter=61543 | T=100.174 | NewBest=106695 | Δ=28 | ImproveTotal=267
[IMPROVE] Iter=61550 | T=100.174 | NewBest=106634 | Δ=70 | ImproveTotal=268
[IMPROVE] Iter=61570 | T=99.9733 | NewBest=106573 | Δ=92 | ImproveTotal=269
[IMPROVE] Iter=62034 | T=95.381 | NewBest=106540 | Δ=241 | ImproveTotal=270
[IMPROVE] Iter=62072 | T=95.0001 | NewBest=106538 | Δ=26 | ImproveTotal=271
[IMPROVE] Iter=62074 | T=95.0001 | NewBest=106481 | Δ=57 | ImproveTotal=272
[IMPROVE] Iter=62076 | T=95.0001 | NewBest=106442 | Δ=42 | ImproveTotal=273
[IMPROVE] Iter=62078 | T=95.0001 | NewBest=106355 | Δ=87 | ImproveTotal=274
[IMPROVE] Iter=62079 | T=95.0001 | NewBest=106341 | Δ=14 | ImproveTotal=275
[IMPROVE] Iter=62080 | T=95.0001 | NewBest=106340 | Δ=1 | ImproveTotal=276
[IMPROVE] Iter=62102 | T=94.7153 | NewBest=106324 | Δ=19 | ImproveTotal=277
[IMPROVE] Iter=62104 | T=94.7153 | NewBest=106245 | Δ=79 | ImproveTotal=278
[IMPROVE] Iter=62106 | T=94.7153 | NewBest=106221 | Δ=24 | ImproveTotal=279
[IMPROVE] Iter=62117 | T=94.6206 | NewBest=106167 | Δ=61 | ImproveTotal=280
