iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=107 | T=130760 | NewBest=450680 | Δ=47961 | ImproveTotal=1
[IMPROVE] Iter=175 | T=129847 | NewBest=444400 | Δ=7048 | ImproveTotal=2
[IMPROVE] Iter=229 | T=129199 | NewBest=443810 | Δ=1320 | ImproveTotal=3
[IMPROVE] Iter=249 | T=128941 | NewBest=437108 | Δ=7023 | ImproveTotal=4
[IMPROVE] Iter=273 | T=128554 | NewBest=434278 | Δ=224335 | ImproveTotal=5
[IMPROVE] Iter=278 | T=128554 | NewBest=434254 | Δ=63 | ImproveTotal=6
[IMPROVE] Iter=295 | T=128297 | NewBest=433864 | Δ=422 | ImproveTotal=7
[IMPROVE] Iter=317 | T=128041 | NewBest=427882 | Δ=6230 | ImproveTotal=8
[IMPROVE] Iter=327 | T=127913 | NewBest=427878 | Δ=25 | ImproveTotal=9
[IMPROVE] Iter=333 | T=127785 | NewBest=426881 | Δ=1152 | ImproveTotal=10
[IMPROVE] Iter=339 | T=127785 | NewBest=426268 | Δ=635 | ImproveTotal=11
[IMPROVE] Iter=349 | T=127657 | NewBest=426246 | Δ=30 | ImproveTotal=12
[IMPROVE] Iter=351 | T=127530 | NewBest=426243 | Δ=3 | ImproveTotal=13
[IMPROVE] Iter=356 | T=127530 | NewBest=426235 | Δ=9 | ImproveTotal=14
[IMPROVE] Iter=360 | T=127530 | NewBest=426223 | Δ=12 | ImproveTotal=15
[IMPROVE] Iter=364 | T=127402 | NewBest=426219 | Δ=4 | ImproveTotal=16
[IMPROVE] Iter=370 | T=127402 | NewBest=426198 | Δ=29 | ImproveTotal=17
[IMPROVE] Iter=371 | T=127275 | NewBest=426127 | Δ=71 | ImproveTotal=18
[IMPROVE] Iter=393 | T=127020 | NewBest=420194 | Δ=6282 | ImproveTotal=19
[IMPROVE] Iter=394 | T=127020 | NewBest=420187 | Δ=7 | ImproveTotal=20
[IMPROVE] Iter=397 | T=127020 | NewBest=414260 | Δ=6050 | ImproveTotal=21
[IMPROVE] Iter=401 | T=126893 | NewBest=414255 | Δ=5 | ImproveTotal=22
