iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=20 | T=131942 | NewBest=453899 | Δ=92421 | ImproveTotal=1
[IMPROVE] Iter=25 | T=131810 | NewBest=449131 | Δ=4790 | ImproveTotal=2
[IMPROVE] Iter=39 | T=131679 | NewBest=442756 | Δ=6622 | ImproveTotal=3
[IMPROVE] Iter=40 | T=131679 | NewBest=441218 | Δ=1538 | ImproveTotal=4
[IMPROVE] Iter=43 | T=131547 | NewBest=436468 | Δ=4870 | ImproveTotal=5
[IMPROVE] Iter=44 | T=131547 | NewBest=436461 | Δ=7 | ImproveTotal=6
[IMPROVE] Iter=46 | T=131547 | NewBest=431262 | Δ=5224 | ImproveTotal=7
[IMPROVE] Iter=48 | T=131547 | NewBest=431253 | Δ=53007 | ImproveTotal=8
[IMPROVE] Iter=97 | T=130890 | NewBest=428720 | Δ=3200 | ImproveTotal=9
[IMPROVE] Iter=99 | T=130890 | NewBest=424725 | Δ=4029 | ImproveTotal=10
[IMPROVE] Iter=103 | T=130760 | NewBest=423516 | Δ=1249 | ImproveTotal=11
[IMPROVE] Iter=110 | T=130760 | NewBest=422393 | Δ=1174 | ImproveTotal=12
[IMPROVE] Iter=133 | T=130368 | NewBest=420212 | Δ=75449 | ImproveTotal=13
[IMPROVE] Iter=136 | T=130368 | NewBest=417591 | Δ=15662 | ImproveTotal=14
[IMPROVE] Iter=151 | T=130107 | NewBest=414861 | Δ=4408 | ImproveTotal=15
[IMPROVE] Iter=166 | T=129977 | NewBest=413249 | Δ=1814 | ImproveTotal=16
[IMPROVE] Iter=167 | T=129977 | NewBest=413244 | Δ=5 | ImproveTotal=17
[IMPROVE] Iter=169 | T=129977 | NewBest=413236 | Δ=8 | ImproveTotal=18
[IMPROVE] Iter=170 | T=129977 | NewBest=413166 | Δ=70 | ImproveTotal=19
[IMPROVE] Iter=171 | T=129847 | NewBest=413120 | Δ=46 | ImproveTotal=20
[IMPROVE] Iter=173 | T=129847 | NewBest=409680 | Δ=3454 | ImproveTotal=21
[IMPROVE] Iter=175 | T=129847 | NewBest=404869 | Δ=4850 | ImproveTotal=22
[IMPROVE] Iter=178 | T=129847 | NewBest=401718 | Δ=3334 | ImproveTotal=23
[IMPROVE] Iter=179 | T=129847 | NewBest=398601 | Δ=3117 | ImproveTotal=24
[IMPROVE] Iter=182 | T=129717 | NewBest=398533 | Δ=81 | ImproveTotal=25
[IMPROVE] Iter=183 | T=129717 | NewBest=394061 | Δ=4472 | ImproveTotal=26
[IMPROVE] Iter=231 | T=129070 | NewBest=393890 | Δ=1655 | ImproveTotal=27
[IMPROVE] Iter=232 | T=129070 | NewBest=393877 | Δ=13 | ImproveTotal=28
[IMPROVE] Iter=234 | T=129070 | NewBest=391829 | Δ=2051 | ImproveTotal=29
[IMPROVE] Iter=243 | T=128941 | NewBest=391400 | Δ=1152 | ImproveTotal=30
[IMPROVE] Iter=254 | T=128812 | NewBest=388368 | Δ=3377 | ImproveTotal=31
[IMPROVE] Iter=257 | T=128812 | NewBest=384860 | Δ=3542 | ImproveTotal=32
[IMPROVE] Iter=258 | T=128812 | NewBest=382908 | Δ=1952 | ImproveTotal=33
[IMPROVE] Iter=262 | T=128683 | NewBest=381518 | Δ=1822 | ImproveTotal=34
[IMPROVE] Iter=265 | T=128683 | NewBest=379613 | Δ=1991 | ImproveTotal=35
[IMPROVE] Iter=276 | T=128554 | NewBest=376785 | Δ=64944 | ImproveTotal=36
[IMPROVE] Iter=281 | T=128426 | NewBest=376305 | Δ=633 | ImproveTotal=37
[IMPROVE] Iter=289 | T=128426 | NewBest=375805 | Δ=765 | ImproveTotal=38
[IMPROVE] Iter=290 | T=128426 | NewBest=375771 | Δ=34 | ImproveTotal=39
