iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=8 | T=132074 | NewBest=456554 | Δ=11985 | ImproveTotal=1
[IMPROVE] Iter=14 | T=131942 | NewBest=455702 | Δ=34399 | ImproveTotal=2
[IMPROVE] Iter=15 | T=131942 | NewBest=455304 | Δ=398 | ImproveTotal=3
[IMPROVE] Iter=23 | T=131810 | NewBest=453231 | Δ=2207 | ImproveTotal=4
[IMPROVE] Iter=24 | T=131810 | NewBest=447987 | Δ=5244 | ImproveTotal=5
[IMPROVE] Iter=27 | T=131810 | NewBest=446283 | Δ=1704 | ImproveTotal=6
[IMPROVE] Iter=51 | T=131415 | NewBest=439891 | Δ=6968 | ImproveTotal=7
[IMPROVE] Iter=59 | T=131415 | NewBest=437705 | Δ=2496 | ImproveTotal=8
[IMPROVE] Iter=62 | T=131284 | NewBest=432553 | Δ=5338 | ImproveTotal=9
[IMPROVE] Iter=76 | T=131153 | NewBest=426987 | Δ=5895 | ImproveTotal=10
[IMPROVE] Iter=77 | T=131153 | NewBest=426980 | Δ=7 | ImproveTotal=11
[IMPROVE] Iter=99 | T=130890 | NewBest=426917 | Δ=1418 | ImproveTotal=12
[IMPROVE] Iter=101 | T=130760 | NewBest=426913 | Δ=7 | ImproveTotal=13
[IMPROVE] Iter=102 | T=130760 | NewBest=426876 | Δ=37 | ImproveTotal=14
[IMPROVE] Iter=105 | T=130760 | NewBest=422535 | Δ=4418 | ImproveTotal=15
[IMPROVE] Iter=106 | T=130760 | NewBest=422517 | Δ=18 | ImproveTotal=16
[IMPROVE] Iter=108 | T=130760 | NewBest=416914 | Δ=28799 | ImproveTotal=17
[IMPROVE] Iter=113 | T=130629 | NewBest=411526 | Δ=91092 | ImproveTotal=18
[IMPROVE] Iter=114 | T=130629 | NewBest=406296 | Δ=5230 | ImproveTotal=19
[IMPROVE] Iter=127 | T=130498 | NewBest=404829 | Δ=36854 | ImproveTotal=20
[IMPROVE] Iter=135 | T=130368 | NewBest=398821 | Δ=6380 | ImproveTotal=21
[IMPROVE] Iter=136 | T=130368 | NewBest=398767 | Δ=54 | ImproveTotal=22
[IMPROVE] Iter=162 | T=129977 | NewBest=396288 | Δ=3523 | ImproveTotal=23
[IMPROVE] Iter=170 | T=129977 | NewBest=390317 | Δ=6133 | ImproveTotal=24
[IMPROVE] Iter=176 | T=129847 | NewBest=388318 | Δ=5938 | ImproveTotal=25
[IMPROVE] Iter=177 | T=129847 | NewBest=388235 | Δ=83 | ImproveTotal=26
[IMPROVE] Iter=201 | T=129458 | NewBest=382471 | Δ=6034 | ImproveTotal=27
[IMPROVE] Iter=204 | T=129458 | NewBest=376782 | Δ=5787 | ImproveTotal=28
[IMPROVE] Iter=206 | T=129458 | NewBest=376514 | Δ=268 | ImproveTotal=29
[IMPROVE] Iter=207 | T=129458 | NewBest=376479 | Δ=35 | ImproveTotal=30
[IMPROVE] Iter=218 | T=129328 | NewBest=374160 | Δ=2481 | ImproveTotal=31
[IMPROVE] Iter=224 | T=129199 | NewBest=373119 | Δ=1293 | ImproveTotal=32
[IMPROVE] Iter=230 | T=129199 | NewBest=373039 | Δ=159 | ImproveTotal=33
[IMPROVE] Iter=235 | T=129070 | NewBest=372123 | Δ=1013 | ImproveTotal=34
[IMPROVE] Iter=236 | T=129070 | NewBest=372107 | Δ=16 | ImproveTotal=35
[IMPROVE] Iter=237 | T=129070 | NewBest=371839 | Δ=268 | ImproveTotal=36
[IMPROVE] Iter=238 | T=129070 | NewBest=371739 | Δ=100 | ImproveTotal=37
[IMPROVE] Iter=255 | T=128812 | NewBest=367063 | Δ=5009 | ImproveTotal=38
[IMPROVE] Iter=256 | T=128812 | NewBest=366984 | Δ=79 | ImproveTotal=39
[IMPROVE] Iter=259 | T=128812 | NewBest=366954 | Δ=39 | ImproveTotal=40
[IMPROVE] Iter=312 | T=128041 | NewBest=366481 | Δ=1832 | ImproveTotal=41
[IMPROVE] Iter=314 | T=128041 | NewBest=366422 | Δ=87 | ImproveTotal=42
[IMPROVE] Iter=315 | T=128041 | NewBest=366420 | Δ=2 | ImproveTotal=43
[IMPROVE] Iter=328 | T=127913 | NewBest=365529 | Δ=1012 | ImproveTotal=44
[IMPROVE] Iter=376 | T=127275 | NewBest=361074 | Δ=5317 | ImproveTotal=45
[IMPROVE] Iter=377 | T=127275 | NewBest=361050 | Δ=24 | ImproveTotal=46
[IMPROVE] Iter=386 | T=127147 | NewBest=357708 | Δ=3698 | ImproveTotal=47
[IMPROVE] Iter=387 | T=127147 | NewBest=357663 | Δ=45 | ImproveTotal=48
[IMPROVE] Iter=388 | T=127147 | NewBest=357641 | Δ=22 | ImproveTotal=49
[IMPROVE] Iter=393 | T=127020 | NewBest=357248 | Δ=441 | ImproveTotal=50
[IMPROVE] Iter=408 | T=126893 | NewBest=357241 | Δ=34379 | ImproveTotal=51
[IMPROVE] Iter=409 | T=126893 | NewBest=357231 | Δ=10 | ImproveTotal=52
[IMPROVE] Iter=440 | T=126513 | NewBest=355942 | Δ=1634 | ImproveTotal=53
[IMPROVE] Iter=441 | T=126386 | NewBest=355621 | Δ=321 | ImproveTotal=54
[IMPROVE] Iter=442 | T=126386 | NewBest=354468 | Δ=1153 | ImproveTotal=55
[IMPROVE] Iter=451 | T=126260 | NewBest=354391 | Δ=84 | ImproveTotal=56
[IMPROVE] Iter=466 | T=126134 | NewBest=354251 | Δ=26714 | ImproveTotal=57
[IMPROVE] Iter=478 | T=126008 | NewBest=354207 | Δ=198 | ImproveTotal=58
[IMPROVE] Iter=479 | T=126008 | NewBest=353528 | Δ=679 | ImproveTotal=59
[IMPROVE] Iter=480 | T=126008 | NewBest=349262 | Δ=4266 | ImproveTotal=60
[IMPROVE] Iter=481 | T=125882 | NewBest=349141 | Δ=121 | ImproveTotal=61
[IMPROVE] Iter=492 | T=125756 | NewBest=349053 | Δ=110 | ImproveTotal=62
[IMPROVE] Iter=493 | T=125756 | NewBest=349041 | Δ=12 | ImproveTotal=63
[IMPROVE] Iter=498 | T=125756 | NewBest=346924 | Δ=2209 | ImproveTotal=64
[IMPROVE] Iter=499 | T=125756 | NewBest=346858 | Δ=66 | ImproveTotal=65
[IMPROVE] Iter=500 | T=125756 | NewBest=346849 | Δ=9 | ImproveTotal=66
[IMPROVE] Iter=527 | T=125379 | NewBest=342637 | Δ=5407 | ImproveTotal=67
[IMPROVE] Iter=528 | T=125379 | NewBest=342635 | Δ=2 | ImproveTotal=68
[IMPROVE] Iter=538 | T=125253 | NewBest=341069 | Δ=2016 | ImproveTotal=69
[IMPROVE] Iter=540 | T=125253 | NewBest=341052 | Δ=65 | ImproveTotal=70
[IMPROVE] Iter=544 | T=125128 | NewBest=336455 | Δ=4889 | ImproveTotal=71
[IMPROVE] Iter=545 | T=125128 | NewBest=336440 | Δ=15 | ImproveTotal=72
[IMPROVE] Iter=546 | T=125128 | NewBest=336356 | Δ=84 | ImproveTotal=73
[IMPROVE] Iter=603 | T=124379 | NewBest=329150 | Δ=216077 | ImproveTotal=74
[IMPROVE] Iter=616 | T=124255 | NewBest=324998 | Δ=4996 | ImproveTotal=75
[IMPROVE] Iter=617 | T=124255 | NewBest=324991 | Δ=7 | ImproveTotal=76
[IMPROVE] Iter=618 | T=124255 | NewBest=320947 | Δ=4044 | ImproveTotal=77
[IMPROVE] Iter=619 | T=124255 | NewBest=320932 | Δ=15 | ImproveTotal=78
[IMPROVE] Iter=620 | T=124255 | NewBest=320864 | Δ=68 | ImproveTotal=79
[IMPROVE] Iter=621 | T=124131 | NewBest=320787 | Δ=77 | ImproveTotal=80
[IMPROVE] Iter=622 | T=124131 | NewBest=320733 | Δ=54 | ImproveTotal=81
[IMPROVE] Iter=631 | T=124006 | NewBest=320726 | Δ=455 | ImproveTotal=82
[IMPROVE] Iter=793 | T=122037 | NewBest=316999 | Δ=4455 | ImproveTotal=83
[IMPROVE] Iter=794 | T=122037 | NewBest=316940 | Δ=59 | ImproveTotal=84
[IMPROVE] Iter=799 | T=122037 | NewBest=316920 | Δ=28 | ImproveTotal=85
[IMPROVE] Iter=803 | T=121915 | NewBest=316909 | Δ=26 | ImproveTotal=86
[IMPROVE] Iter=805 | T=121915 | NewBest=316818 | Δ=111 | ImproveTotal=87
[IMPROVE] Iter=809 | T=121915 | NewBest=316765 | Δ=53 | ImproveTotal=88
[IMPROVE] Iter=812 | T=121793 | NewBest=312121 | Δ=4644 | ImproveTotal=89
[IMPROVE] Iter=824 | T=121671 | NewBest=307554 | Δ=4610 | ImproveTotal=90
[IMPROVE] Iter=834 | T=121550 | NewBest=303725 | Δ=4323 | ImproveTotal=91
[IMPROVE] Iter=867 | T=121185 | NewBest=302741 | Δ=3701 | ImproveTotal=92
[IMPROVE] Iter=868 | T=121185 | NewBest=302705 | Δ=36 | ImproveTotal=93
