iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=75 | T=46956.6 | NewBest=163468 | Δ=851 | ImproveTotal=1
[IMPROVE] Iter=88 | T=46909.7 | NewBest=160340 | Δ=3369 | ImproveTotal=2
[IMPROVE] Iter=114 | T=46769.1 | NewBest=159458 | Δ=1197 | ImproveTotal=3
[IMPROVE] Iter=140 | T=46675.6 | NewBest=156286 | Δ=3493 | ImproveTotal=4
[IMPROVE] Iter=201 | T=46349.8 | NewBest=155515 | Δ=1471 | ImproveTotal=5
[IMPROVE] Iter=207 | T=46349.8 | NewBest=153201 | Δ=2604 | ImproveTotal=6
[IMPROVE] Iter=216 | T=46303.5 | NewBest=153073 | Δ=135 | ImproveTotal=7
[IMPROVE] Iter=217 | T=46303.5 | NewBest=149972 | Δ=3101 | ImproveTotal=8
[IMPROVE] Iter=243 | T=46164.7 | NewBest=149514 | Δ=11191 | ImproveTotal=9
[IMPROVE] Iter=245 | T=46164.7 | NewBest=149494 | Δ=20 | ImproveTotal=10
[IMPROVE] Iter=264 | T=46072.4 | NewBest=149353 | Δ=165 | ImproveTotal=11
[IMPROVE] Iter=369 | T=45613.8 | NewBest=147520 | Δ=1891 | ImproveTotal=12
[IMPROVE] Iter=378 | T=45568.2 | NewBest=146851 | Δ=857 | ImproveTotal=13
[IMPROVE] Iter=382 | T=45522.6 | NewBest=146822 | Δ=73 | ImproveTotal=14
[IMPROVE] Iter=394 | T=45477.1 | NewBest=145728 | Δ=2653 | ImproveTotal=15
[IMPROVE] Iter=403 | T=45431.6 | NewBest=144628 | Δ=1197 | ImproveTotal=16
[IMPROVE] Iter=409 | T=45431.6 | NewBest=144627 | Δ=30 | ImproveTotal=17
[IMPROVE] Iter=422 | T=45340.8 | NewBest=142419 | Δ=2513 | ImproveTotal=18
[IMPROVE] Iter=435 | T=45295.4 | NewBest=142399 | Δ=199 | ImproveTotal=19
[IMPROVE] Iter=444 | T=45250.1 | NewBest=140893 | Δ=1638 | ImproveTotal=20
[IMPROVE] Iter=453 | T=45204.9 | NewBest=139053 | Δ=1840 | ImproveTotal=21
[IMPROVE] Iter=469 | T=45159.7 | NewBest=138690 | Δ=363 | ImproveTotal=22
[IMPROVE] Iter=489 | T=45069.4 | NewBest=138379 | Δ=676 | ImproveTotal=23
[IMPROVE] Iter=507 | T=44979.3 | NewBest=137926 | Δ=898 | ImproveTotal=24
[IMPROVE] Iter=513 | T=44934.3 | NewBest=137879 | Δ=47 | ImproveTotal=25
[IMPROVE] Iter=527 | T=44889.4 | NewBest=137819 | Δ=89 | ImproveTotal=26
[IMPROVE] Iter=537 | T=44844.5 | NewBest=136291 | Δ=1849 | ImproveTotal=27
[IMPROVE] Iter=538 | T=44844.5 | NewBest=136066 | Δ=225 | ImproveTotal=28
[IMPROVE] Iter=541 | T=44799.7 | NewBest=136060 | Δ=6 | ImproveTotal=29
[IMPROVE] Iter=543 | T=44799.7 | NewBest=135998 | Δ=62 | ImproveTotal=30
[IMPROVE] Iter=546 | T=44799.7 | NewBest=135869 | Δ=129 | ImproveTotal=31
[IMPROVE] Iter=550 | T=44799.7 | NewBest=133779 | Δ=2090 | ImproveTotal=32
[IMPROVE] Iter=634 | T=44398.1 | NewBest=133597 | Δ=18086 | ImproveTotal=33
[IMPROVE] Iter=641 | T=44353.7 | NewBest=133459 | Δ=184 | ImproveTotal=34
[IMPROVE] Iter=643 | T=44353.7 | NewBest=133456 | Δ=3 | ImproveTotal=35
