iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=75 | T=131153 | NewBest=453175 | Δ=5355 | ImproveTotal=1
[IMPROVE] Iter=78 | T=131153 | NewBest=449545 | Δ=3712 | ImproveTotal=2
[IMPROVE] Iter=191 | T=129587 | NewBest=443049 | Δ=6911 | ImproveTotal=3
[IMPROVE] Iter=194 | T=129587 | NewBest=443028 | Δ=21 | ImproveTotal=4
[IMPROVE] Iter=243 | T=128941 | NewBest=439624 | Δ=3707 | ImproveTotal=5
[IMPROVE] Iter=244 | T=128941 | NewBest=439470 | Δ=154 | ImproveTotal=6
[IMPROVE] Iter=272 | T=128554 | NewBest=433015 | Δ=6789 | ImproveTotal=7
[IMPROVE] Iter=334 | T=127785 | NewBest=427416 | Δ=6614 | ImproveTotal=8
[IMPROVE] Iter=335 | T=127785 | NewBest=427403 | Δ=13 | ImproveTotal=9
[IMPROVE] Iter=339 | T=127785 | NewBest=427400 | Δ=3 | ImproveTotal=10
[IMPROVE] Iter=340 | T=127785 | NewBest=422834 | Δ=4566 | ImproveTotal=11
[IMPROVE] Iter=343 | T=127657 | NewBest=422830 | Δ=4 | ImproveTotal=12
[IMPROVE] Iter=344 | T=127657 | NewBest=422825 | Δ=5 | ImproveTotal=13
[IMPROVE] Iter=345 | T=127657 | NewBest=422815 | Δ=10 | ImproveTotal=14
[IMPROVE] Iter=346 | T=127657 | NewBest=422791 | Δ=24 | ImproveTotal=15
[IMPROVE] Iter=352 | T=127530 | NewBest=422789 | Δ=2 | ImproveTotal=16
[IMPROVE] Iter=393 | T=127020 | NewBest=421738 | Δ=4438 | ImproveTotal=17
[IMPROVE] Iter=408 | T=126893 | NewBest=420979 | Δ=1108 | ImproveTotal=18
[IMPROVE] Iter=417 | T=126766 | NewBest=420956 | Δ=39 | ImproveTotal=19
[IMPROVE] Iter=442 | T=126386 | NewBest=415083 | Δ=6422 | ImproveTotal=20
[IMPROVE] Iter=446 | T=126386 | NewBest=411048 | Δ=4037 | ImproveTotal=21
[IMPROVE] Iter=486 | T=125882 | NewBest=408235 | Δ=3418 | ImproveTotal=22
[IMPROVE] Iter=515 | T=125504 | NewBest=405108 | Δ=6314 | ImproveTotal=23
[IMPROVE] Iter=517 | T=125504 | NewBest=405102 | Δ=6 | ImproveTotal=24
[IMPROVE] Iter=541 | T=125128 | NewBest=399612 | Δ=5807 | ImproveTotal=25
[IMPROVE] Iter=543 | T=125128 | NewBest=399578 | Δ=34 | ImproveTotal=26
[IMPROVE] Iter=544 | T=125128 | NewBest=399514 | Δ=64 | ImproveTotal=27
[IMPROVE] Iter=549 | T=125128 | NewBest=399499 | Δ=17 | ImproveTotal=28
[IMPROVE] Iter=557 | T=125003 | NewBest=399495 | Δ=4 | ImproveTotal=29
[IMPROVE] Iter=558 | T=125003 | NewBest=399466 | Δ=29 | ImproveTotal=30
[IMPROVE] Iter=559 | T=125003 | NewBest=399458 | Δ=8 | ImproveTotal=31
[IMPROVE] Iter=572 | T=124753 | NewBest=395236 | Δ=5697 | ImproveTotal=32
[IMPROVE] Iter=601 | T=124379 | NewBest=392625 | Δ=6108 | ImproveTotal=33
[IMPROVE] Iter=615 | T=124255 | NewBest=387394 | Δ=6139 | ImproveTotal=34
