iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=16 | T=131942 | NewBest=457595 | Δ=306 | ImproveTotal=1
[IMPROVE] Iter=63 | T=131284 | NewBest=453977 | Δ=3845 | ImproveTotal=2
[IMPROVE] Iter=68 | T=131284 | NewBest=452197 | Δ=1780 | ImproveTotal=3
[IMPROVE] Iter=77 | T=131153 | NewBest=447507 | Δ=4695 | ImproveTotal=4
[IMPROVE] Iter=114 | T=130629 | NewBest=445885 | Δ=1963 | ImproveTotal=5
[IMPROVE] Iter=178 | T=129847 | NewBest=444633 | Δ=1868 | ImproveTotal=6
[IMPROVE] Iter=180 | T=129847 | NewBest=444587 | Δ=46 | ImproveTotal=7
[IMPROVE] Iter=182 | T=129717 | NewBest=444574 | Δ=13 | ImproveTotal=8
[IMPROVE] Iter=205 | T=129458 | NewBest=443033 | Δ=1759 | ImproveTotal=9
[IMPROVE] Iter=260 | T=128812 | NewBest=439791 | Δ=6751 | ImproveTotal=10
[IMPROVE] Iter=329 | T=127913 | NewBest=439567 | Δ=1040 | ImproveTotal=11
[IMPROVE] Iter=332 | T=127785 | NewBest=432929 | Δ=6702 | ImproveTotal=12
[IMPROVE] Iter=367 | T=127402 | NewBest=427699 | Δ=6652 | ImproveTotal=13
[IMPROVE] Iter=375 | T=127275 | NewBest=427625 | Δ=74 | ImproveTotal=14
[IMPROVE] Iter=444 | T=126386 | NewBest=422314 | Δ=6064 | ImproveTotal=15
[IMPROVE] Iter=463 | T=126134 | NewBest=418177 | Δ=4658 | ImproveTotal=16
[IMPROVE] Iter=484 | T=125882 | NewBest=411961 | Δ=6484 | ImproveTotal=17
[IMPROVE] Iter=497 | T=125756 | NewBest=411952 | Δ=118 | ImproveTotal=18
[IMPROVE] Iter=507 | T=125630 | NewBest=411927 | Δ=45 | ImproveTotal=19
[IMPROVE] Iter=527 | T=125379 | NewBest=405594 | Δ=6375 | ImproveTotal=20
