iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=110 | T=130760 | NewBest=457538 | Δ=261 | ImproveTotal=1
[IMPROVE] Iter=122 | T=130498 | NewBest=454939 | Δ=2726 | ImproveTotal=2
[IMPROVE] Iter=135 | T=130368 | NewBest=450884 | Δ=4096 | ImproveTotal=3
[IMPROVE] Iter=145 | T=130237 | NewBest=446685 | Δ=9766 | ImproveTotal=4
[IMPROVE] Iter=224 | T=129199 | NewBest=444501 | Δ=2828 | ImproveTotal=5
[IMPROVE] Iter=232 | T=129070 | NewBest=442305 | Δ=2263 | ImproveTotal=6
[IMPROVE] Iter=248 | T=128941 | NewBest=439071 | Δ=3440 | ImproveTotal=7
[IMPROVE] Iter=256 | T=128812 | NewBest=437982 | Δ=1109 | ImproveTotal=8
[IMPROVE] Iter=280 | T=128554 | NewBest=431678 | Δ=6529 | ImproveTotal=9
[IMPROVE] Iter=284 | T=128426 | NewBest=431560 | Δ=118 | ImproveTotal=10
[IMPROVE] Iter=285 | T=128426 | NewBest=431554 | Δ=6 | ImproveTotal=11
[IMPROVE] Iter=286 | T=128426 | NewBest=431552 | Δ=2 | ImproveTotal=12
[IMPROVE] Iter=350 | T=127657 | NewBest=428950 | Δ=3534 | ImproveTotal=13
[IMPROVE] Iter=380 | T=127275 | NewBest=423644 | Δ=5659 | ImproveTotal=14
[IMPROVE] Iter=430 | T=126639 | NewBest=417481 | Δ=21971 | ImproveTotal=15
[IMPROVE] Iter=461 | T=126134 | NewBest=414502 | Δ=3967 | ImproveTotal=16
[IMPROVE] Iter=463 | T=126134 | NewBest=408067 | Δ=6435 | ImproveTotal=17
[IMPROVE] Iter=466 | T=126134 | NewBest=408059 | Δ=8 | ImproveTotal=18
[IMPROVE] Iter=525 | T=125379 | NewBest=406705 | Δ=2125 | ImproveTotal=19
[IMPROVE] Iter=542 | T=125128 | NewBest=403811 | Δ=3258 | ImproveTotal=20
[IMPROVE] Iter=581 | T=124628 | NewBest=403382 | Δ=1236 | ImproveTotal=21
[IMPROVE] Iter=591 | T=124504 | NewBest=403328 | Δ=76 | ImproveTotal=22
[IMPROVE] Iter=592 | T=124504 | NewBest=403227 | Δ=101 | ImproveTotal=23
[IMPROVE] Iter=593 | T=124504 | NewBest=403217 | Δ=10 | ImproveTotal=24
[IMPROVE] Iter=594 | T=124504 | NewBest=403153 | Δ=64 | ImproveTotal=25
[IMPROVE] Iter=596 | T=124504 | NewBest=403135 | Δ=59 | ImproveTotal=26
[IMPROVE] Iter=615 | T=124255 | NewBest=403038 | Δ=100 | ImproveTotal=27
[IMPROVE] Iter=618 | T=124255 | NewBest=402985 | Δ=53 | ImproveTotal=28
[IMPROVE] Iter=621 | T=124131 | NewBest=402975 | Δ=10 | ImproveTotal=29
[IMPROVE] Iter=624 | T=124131 | NewBest=397641 | Δ=5361 | ImproveTotal=30
[IMPROVE] Iter=658 | T=123759 | NewBest=391829 | Δ=6174 | ImproveTotal=31
[IMPROVE] Iter=684 | T=123388 | NewBest=387011 | Δ=5050 | ImproveTotal=32
[IMPROVE] Iter=696 | T=123264 | NewBest=387010 | Δ=142 | ImproveTotal=33
[IMPROVE] Iter=726 | T=122895 | NewBest=381497 | Δ=5964 | ImproveTotal=34
[IMPROVE] Iter=751 | T=122527 | NewBest=377012 | Δ=4772 | ImproveTotal=35
[IMPROVE] Iter=753 | T=122527 | NewBest=373738 | Δ=3274 | ImproveTotal=36
[IMPROVE] Iter=775 | T=122282 | NewBest=373284 | Δ=600 | ImproveTotal=37
[IMPROVE] Iter=785 | T=122159 | NewBest=373282 | Δ=39207 | ImproveTotal=38
[IMPROVE] Iter=850 | T=121428 | NewBest=373073 | Δ=1338 | ImproveTotal=39
