iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=1 | T=132074 | NewBest=455347 | Δ=2388 | ImproveTotal=1
[IMPROVE] Iter=16 | T=131942 | NewBest=451515 | Δ=4050 | ImproveTotal=2
[IMPROVE] Iter=17 | T=131942 | NewBest=448036 | Δ=3479 | ImproveTotal=3
[IMPROVE] Iter=29 | T=131810 | NewBest=443049 | Δ=5276 | ImproveTotal=4
[IMPROVE] Iter=47 | T=131547 | NewBest=438692 | Δ=18009 | ImproveTotal=5
[IMPROVE] Iter=97 | T=130890 | NewBest=434448 | Δ=4958 | ImproveTotal=6
[IMPROVE] Iter=98 | T=130890 | NewBest=434447 | Δ=1 | ImproveTotal=7
[IMPROVE] Iter=100 | T=130890 | NewBest=432642 | Δ=1805 | ImproveTotal=8
[IMPROVE] Iter=102 | T=130760 | NewBest=428854 | Δ=68441 | ImproveTotal=9
[IMPROVE] Iter=104 | T=130760 | NewBest=428849 | Δ=29 | ImproveTotal=10
[IMPROVE] Iter=113 | T=130629 | NewBest=425792 | Δ=72203 | ImproveTotal=11
[IMPROVE] Iter=125 | T=130498 | NewBest=423680 | Δ=2329 | ImproveTotal=12
[IMPROVE] Iter=138 | T=130368 | NewBest=421940 | Δ=101195 | ImproveTotal=13
[IMPROVE] Iter=140 | T=130368 | NewBest=421907 | Δ=51170 | ImproveTotal=14
[IMPROVE] Iter=142 | T=130237 | NewBest=421397 | Δ=1088 | ImproveTotal=15
[IMPROVE] Iter=147 | T=130237 | NewBest=417731 | Δ=3709 | ImproveTotal=16
[IMPROVE] Iter=156 | T=130107 | NewBest=413164 | Δ=4606 | ImproveTotal=17
[IMPROVE] Iter=168 | T=129977 | NewBest=409193 | Δ=4243 | ImproveTotal=18
[IMPROVE] Iter=170 | T=129977 | NewBest=409164 | Δ=35 | ImproveTotal=19
[IMPROVE] Iter=171 | T=129847 | NewBest=408665 | Δ=499 | ImproveTotal=20
[IMPROVE] Iter=202 | T=129458 | NewBest=405572 | Δ=3427 | ImproveTotal=21
[IMPROVE] Iter=204 | T=129458 | NewBest=403156 | Δ=2416 | ImproveTotal=22
[IMPROVE] Iter=210 | T=129458 | NewBest=402383 | Δ=3777 | ImproveTotal=23
[IMPROVE] Iter=211 | T=129328 | NewBest=402372 | Δ=11 | ImproveTotal=24
[IMPROVE] Iter=212 | T=129328 | NewBest=400759 | Δ=1613 | ImproveTotal=25
