iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=1 | T=47286.6 | NewBest=162093 | Δ=1790 | ImproveTotal=1
[IMPROVE] Iter=40 | T=47144.9 | NewBest=159906 | Δ=2891 | ImproveTotal=2
[IMPROVE] Iter=51 | T=47050.7 | NewBest=154637 | Δ=17966 | ImproveTotal=3
[IMPROVE] Iter=57 | T=47050.7 | NewBest=153229 | Δ=26406 | ImproveTotal=4
[IMPROVE] Iter=58 | T=47050.7 | NewBest=153226 | Δ=3 | ImproveTotal=5
[IMPROVE] Iter=68 | T=47003.6 | NewBest=150656 | Δ=2986 | ImproveTotal=6
[IMPROVE] Iter=79 | T=46956.6 | NewBest=150649 | Δ=29 | ImproveTotal=7
[IMPROVE] Iter=80 | T=46956.6 | NewBest=150631 | Δ=18 | ImproveTotal=8
[IMPROVE] Iter=83 | T=46909.7 | NewBest=150618 | Δ=35 | ImproveTotal=9
[IMPROVE] Iter=87 | T=46909.7 | NewBest=149045 | Δ=1731 | ImproveTotal=10
[IMPROVE] Iter=88 | T=46909.7 | NewBest=146890 | Δ=2155 | ImproveTotal=11
[IMPROVE] Iter=89 | T=46909.7 | NewBest=146879 | Δ=11 | ImproveTotal=12
[IMPROVE] Iter=97 | T=46862.8 | NewBest=145909 | Δ=96713 | ImproveTotal=13
[IMPROVE] Iter=104 | T=46815.9 | NewBest=145487 | Δ=532 | ImproveTotal=14
[IMPROVE] Iter=125 | T=46722.3 | NewBest=145447 | Δ=580 | ImproveTotal=15
[IMPROVE] Iter=135 | T=46675.6 | NewBest=143689 | Δ=2167 | ImproveTotal=16
[IMPROVE] Iter=137 | T=46675.6 | NewBest=143631 | Δ=162 | ImproveTotal=17
[IMPROVE] Iter=150 | T=46628.9 | NewBest=142442 | Δ=1430 | ImproveTotal=18
[IMPROVE] Iter=153 | T=46582.3 | NewBest=141220 | Δ=1224 | ImproveTotal=19
[IMPROVE] Iter=156 | T=46582.3 | NewBest=140335 | Δ=991 | ImproveTotal=20
[IMPROVE] Iter=157 | T=46582.3 | NewBest=140298 | Δ=37 | ImproveTotal=21
[IMPROVE] Iter=159 | T=46582.3 | NewBest=140240 | Δ=58 | ImproveTotal=22
[IMPROVE] Iter=177 | T=46489.2 | NewBest=140055 | Δ=431 | ImproveTotal=23
[IMPROVE] Iter=178 | T=46489.2 | NewBest=140035 | Δ=20 | ImproveTotal=24
[IMPROVE] Iter=179 | T=46489.2 | NewBest=139827 | Δ=208 | ImproveTotal=25
[IMPROVE] Iter=183 | T=46442.7 | NewBest=138706 | Δ=1198 | ImproveTotal=26
[IMPROVE] Iter=184 | T=46442.7 | NewBest=138703 | Δ=3 | ImproveTotal=27
[IMPROVE] Iter=185 | T=46442.7 | NewBest=138685 | Δ=18 | ImproveTotal=28
[IMPROVE] Iter=188 | T=46442.7 | NewBest=137769 | Δ=983 | ImproveTotal=29
[IMPROVE] Iter=198 | T=46396.2 | NewBest=137353 | Δ=47993 | ImproveTotal=30
[IMPROVE] Iter=291 | T=45934.4 | NewBest=137067 | Δ=1345 | ImproveTotal=31
[IMPROVE] Iter=293 | T=45934.4 | NewBest=137020 | Δ=51 | ImproveTotal=32
[IMPROVE] Iter=294 | T=45934.4 | NewBest=136895 | Δ=125 | ImproveTotal=33
[IMPROVE] Iter=295 | T=45934.4 | NewBest=136885 | Δ=10 | ImproveTotal=34
[IMPROVE] Iter=299 | T=45934.4 | NewBest=136802 | Δ=100 | ImproveTotal=35
[IMPROVE] Iter=310 | T=45888.4 | NewBest=135882 | Δ=1347 | ImproveTotal=36
[IMPROVE] Iter=311 | T=45842.5 | NewBest=135857 | Δ=25 | ImproveTotal=37
[IMPROVE] Iter=312 | T=45842.5 | NewBest=135686 | Δ=171 | ImproveTotal=38
[IMPROVE] Iter=328 | T=45796.7 | NewBest=135082 | Δ=1158 | ImproveTotal=39
[IMPROVE] Iter=336 | T=45750.9 | NewBest=135074 | Δ=110492 | ImproveTotal=40
[IMPROVE] Iter=343 | T=45705.1 | NewBest=134885 | Δ=6228 | ImproveTotal=41
[IMPROVE] Iter=344 | T=45705.1 | NewBest=134882 | Δ=3 | ImproveTotal=42
[IMPROVE] Iter=354 | T=45659.4 | NewBest=134848 | Δ=87 | ImproveTotal=43
[IMPROVE] Iter=356 | T=45659.4 | NewBest=134815 | Δ=33 | ImproveTotal=44
[IMPROVE] Iter=465 | T=45159.7 | NewBest=134526 | Δ=640 | ImproveTotal=45
[IMPROVE] Iter=479 | T=45114.5 | NewBest=133222 | Δ=1331 | ImproveTotal=46
[IMPROVE] Iter=486 | T=45069.4 | NewBest=132618 | Δ=702 | ImproveTotal=47
[IMPROVE] Iter=594 | T=44576.1 | NewBest=131406 | Δ=1371 | ImproveTotal=48
[IMPROVE] Iter=697 | T=44132.4 | NewBest=131071 | Δ=1146 | ImproveTotal=49
[IMPROVE] Iter=704 | T=44088.2 | NewBest=129951 | Δ=1931 | ImproveTotal=50
[IMPROVE] Iter=705 | T=44088.2 | NewBest=129645 | Δ=306 | ImproveTotal=51
[IMPROVE] Iter=707 | T=44088.2 | NewBest=129627 | Δ=22 | ImproveTotal=52
[IMPROVE] Iter=713 | T=44044.1 | NewBest=129592 | Δ=105 | ImproveTotal=53
[IMPROVE] Iter=714 | T=44044.1 | NewBest=129169 | Δ=423 | ImproveTotal=54
[IMPROVE] Iter=1146 | T=42189.5 | NewBest=128570 | Δ=1685 | ImproveTotal=55
[IMPROVE] Iter=1150 | T=42189.5 | NewBest=128484 | Δ=96 | ImproveTotal=56
[IMPROVE] Iter=1154 | T=42147.3 | NewBest=128458 | Δ=26 | ImproveTotal=57
[IMPROVE] Iter=1160 | T=42147.3 | NewBest=128442 | Δ=95 | ImproveTotal=58
[IMPROVE] Iter=1190 | T=42021 | NewBest=128382 | Δ=228 | ImproveTotal=59
[IMPROVE] Iter=1191 | T=41978.9 | NewBest=128379 | Δ=3 | ImproveTotal=60
[IMPROVE] Iter=1201 | T=41937 | NewBest=128367 | Δ=24 | ImproveTotal=61
[IMPROVE] Iter=1209 | T=41937 | NewBest=128279 | Δ=88 | ImproveTotal=62
[IMPROVE] Iter=1210 | T=41937 | NewBest=128256 | Δ=23 | ImproveTotal=63
[IMPROVE] Iter=1214 | T=41895 | NewBest=128248 | Δ=8 | ImproveTotal=64
[IMPROVE] Iter=1220 | T=41895 | NewBest=128227 | Δ=58 | ImproveTotal=65
[IMPROVE] Iter=1233 | T=41811.3 | NewBest=128193 | Δ=60 | ImproveTotal=66
[IMPROVE] Iter=1243 | T=41769.5 | NewBest=128179 | Δ=24 | ImproveTotal=67
[IMPROVE] Iter=1244 | T=41769.5 | NewBest=128052 | Δ=127 | ImproveTotal=68
[IMPROVE] Iter=1273 | T=41644.3 | NewBest=127721 | Δ=398 | ImproveTotal=69
[IMPROVE] Iter=1274 | T=41644.3 | NewBest=127636 | Δ=85 | ImproveTotal=70
[IMPROVE] Iter=1275 | T=41644.3 | NewBest=127578 | Δ=58 | ImproveTotal=71
[IMPROVE] Iter=1286 | T=41602.6 | NewBest=127478 | Δ=100 | ImproveTotal=72
[IMPROVE] Iter=1297 | T=41561 | NewBest=127468 | Δ=13 | ImproveTotal=73
[IMPROVE] Iter=1300 | T=41561 | NewBest=127462 | Δ=6 | ImproveTotal=74
[IMPROVE] Iter=1306 | T=41519.5 | NewBest=127455 | Δ=7 | ImproveTotal=75
[IMPROVE] Iter=1323 | T=41436.5 | NewBest=127152 | Δ=853 | ImproveTotal=76
[IMPROVE] Iter=1386 | T=41188.5 | NewBest=126935 | Δ=11270 | ImproveTotal=77
[IMPROVE] Iter=1399 | T=41147.3 | NewBest=126916 | Δ=45 | ImproveTotal=78
[IMPROVE] Iter=1542 | T=40534.4 | NewBest=126616 | Δ=890 | ImproveTotal=79
[IMPROVE] Iter=1563 | T=40453.4 | NewBest=125385 | Δ=1726 | ImproveTotal=80
[IMPROVE] Iter=1564 | T=40453.4 | NewBest=125350 | Δ=35 | ImproveTotal=81
[IMPROVE] Iter=1566 | T=40453.4 | NewBest=125222 | Δ=128 | ImproveTotal=82
[IMPROVE] Iter=1568 | T=40453.4 | NewBest=125202 | Δ=20 | ImproveTotal=83
[IMPROVE] Iter=1571 | T=40412.9 | NewBest=124755 | Δ=488 | ImproveTotal=84
[IMPROVE] Iter=1575 | T=40412.9 | NewBest=124637 | Δ=118 | ImproveTotal=85
[IMPROVE] Iter=1606 | T=40291.8 | NewBest=124032 | Δ=1095 | ImproveTotal=86
[IMPROVE] Iter=1607 | T=40291.8 | NewBest=124019 | Δ=13 | ImproveTotal=87
[IMPROVE] Iter=1615 | T=40251.5 | NewBest=124011 | Δ=8 | ImproveTotal=88
[IMPROVE] Iter=1651 | T=40090.7 | NewBest=123071 | Δ=19660 | ImproveTotal=89
[IMPROVE] Iter=1684 | T=39970.6 | NewBest=123060 | Δ=28 | ImproveTotal=90
[IMPROVE] Iter=1721 | T=39810.9 | NewBest=122790 | Δ=956 | ImproveTotal=91
[IMPROVE] Iter=1725 | T=39810.9 | NewBest=121847 | Δ=978 | ImproveTotal=92
[IMPROVE] Iter=1727 | T=39810.9 | NewBest=121671 | Δ=176 | ImproveTotal=93
[IMPROVE] Iter=1729 | T=39810.9 | NewBest=121595 | Δ=76 | ImproveTotal=94
[IMPROVE] Iter=1735 | T=39771.1 | NewBest=121493 | Δ=138 | ImproveTotal=95
[IMPROVE] Iter=1738 | T=39771.1 | NewBest=121468 | Δ=25 | ImproveTotal=96
[IMPROVE] Iter=1740 | T=39771.1 | NewBest=121430 | Δ=38 | ImproveTotal=97
[IMPROVE] Iter=1745 | T=39731.4 | NewBest=120569 | Δ=861 | ImproveTotal=98
[IMPROVE] Iter=1748 | T=39731.4 | NewBest=120552 | Δ=24 | ImproveTotal=99
[IMPROVE] Iter=2410 | T=37192.5 | NewBest=120485 | Δ=711 | ImproveTotal=100
[IMPROVE] Iter=2413 | T=37155.3 | NewBest=120479 | Δ=6 | ImproveTotal=101
[IMPROVE] Iter=2415 | T=37155.3 | NewBest=120401 | Δ=78 | ImproveTotal=102
[IMPROVE] Iter=2463 | T=36969.9 | NewBest=119812 | Δ=1195 | ImproveTotal=103
[IMPROVE] Iter=2468 | T=36969.9 | NewBest=119811 | Δ=1 | ImproveTotal=104
[IMPROVE] Iter=2486 | T=36896 | NewBest=118922 | Δ=1052 | ImproveTotal=105
[IMPROVE] Iter=2491 | T=36859.1 | NewBest=118764 | Δ=232 | ImproveTotal=106
[IMPROVE] Iter=3063 | T=34815.9 | NewBest=118738 | Δ=155 | ImproveTotal=107
[IMPROVE] Iter=3068 | T=34815.9 | NewBest=118418 | Δ=338 | ImproveTotal=108
[IMPROVE] Iter=3070 | T=34815.9 | NewBest=117825 | Δ=593 | ImproveTotal=109
[IMPROVE] Iter=3077 | T=34781.1 | NewBest=117820 | Δ=99 | ImproveTotal=110
[IMPROVE] Iter=3079 | T=34781.1 | NewBest=117810 | Δ=10 | ImproveTotal=111
[IMPROVE] Iter=3090 | T=34746.3 | NewBest=117641 | Δ=243 | ImproveTotal=112
[IMPROVE] Iter=3091 | T=34711.6 | NewBest=117365 | Δ=276 | ImproveTotal=113
