iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=1 | T=132074 | NewBest=455061 | Δ=2674 | ImproveTotal=1
[IMPROVE] Iter=6 | T=132074 | NewBest=454734 | Δ=390 | ImproveTotal=2
[IMPROVE] Iter=14 | T=131942 | NewBest=450222 | Δ=4576 | ImproveTotal=3
[IMPROVE] Iter=29 | T=131810 | NewBest=449778 | Δ=778 | ImproveTotal=4
[IMPROVE] Iter=41 | T=131547 | NewBest=449320 | Δ=593 | ImproveTotal=5
[IMPROVE] Iter=53 | T=131415 | NewBest=446959 | Δ=2515 | ImproveTotal=6
[IMPROVE] Iter=56 | T=131415 | NewBest=445711 | Δ=1262 | ImproveTotal=7
[IMPROVE] Iter=69 | T=131284 | NewBest=444291 | Δ=1670 | ImproveTotal=8
[IMPROVE] Iter=77 | T=131153 | NewBest=439127 | Δ=5479 | ImproveTotal=9
[IMPROVE] Iter=78 | T=131153 | NewBest=437214 | Δ=1913 | ImproveTotal=10
[IMPROVE] Iter=79 | T=131153 | NewBest=437164 | Δ=50 | ImproveTotal=11
[IMPROVE] Iter=88 | T=131021 | NewBest=436481 | Δ=914 | ImproveTotal=12
[IMPROVE] Iter=97 | T=130890 | NewBest=431737 | Δ=4802 | ImproveTotal=13
[IMPROVE] Iter=101 | T=130760 | NewBest=426542 | Δ=5273 | ImproveTotal=14
[IMPROVE] Iter=104 | T=130760 | NewBest=423509 | Δ=3100 | ImproveTotal=15
[IMPROVE] Iter=122 | T=130498 | NewBest=422223 | Δ=1577 | ImproveTotal=16
[IMPROVE] Iter=138 | T=130368 | NewBest=421913 | Δ=786 | ImproveTotal=17
[IMPROVE] Iter=153 | T=130107 | NewBest=418688 | Δ=3306 | ImproveTotal=18
[IMPROVE] Iter=180 | T=129847 | NewBest=416175 | Δ=2792 | ImproveTotal=19
[IMPROVE] Iter=197 | T=129587 | NewBest=415228 | Δ=238012 | ImproveTotal=20
[IMPROVE] Iter=198 | T=129587 | NewBest=415222 | Δ=6 | ImproveTotal=21
[IMPROVE] Iter=206 | T=129458 | NewBest=414727 | Δ=883 | ImproveTotal=22
[IMPROVE] Iter=217 | T=129328 | NewBest=408654 | Δ=6332 | ImproveTotal=23
[IMPROVE] Iter=219 | T=129328 | NewBest=404575 | Δ=4107 | ImproveTotal=24
[IMPROVE] Iter=228 | T=129199 | NewBest=403185 | Δ=1516 | ImproveTotal=25
[IMPROVE] Iter=255 | T=128812 | NewBest=401852 | Δ=3181 | ImproveTotal=26
[IMPROVE] Iter=265 | T=128683 | NewBest=401712 | Δ=434 | ImproveTotal=27
[IMPROVE] Iter=268 | T=128683 | NewBest=401680 | Δ=33 | ImproveTotal=28
[IMPROVE] Iter=284 | T=128426 | NewBest=401019 | Δ=1057 | ImproveTotal=29
[IMPROVE] Iter=285 | T=128426 | NewBest=400979 | Δ=40 | ImproveTotal=30
[IMPROVE] Iter=286 | T=128426 | NewBest=400320 | Δ=659 | ImproveTotal=31
[IMPROVE] Iter=287 | T=128426 | NewBest=400318 | Δ=2 | ImproveTotal=32
[IMPROVE] Iter=293 | T=128297 | NewBest=400291 | Δ=5030 | ImproveTotal=33
[IMPROVE] Iter=299 | T=128297 | NewBest=396394 | Δ=156579 | ImproveTotal=34
[IMPROVE] Iter=310 | T=128169 | NewBest=394838 | Δ=2326 | ImproveTotal=35
[IMPROVE] Iter=314 | T=128041 | NewBest=394836 | Δ=51202 | ImproveTotal=36
[IMPROVE] Iter=317 | T=128041 | NewBest=391126 | Δ=3713 | ImproveTotal=37
[IMPROVE] Iter=319 | T=128041 | NewBest=391122 | Δ=16 | ImproveTotal=38
[IMPROVE] Iter=324 | T=127913 | NewBest=388602 | Δ=2585 | ImproveTotal=39
[IMPROVE] Iter=338 | T=127785 | NewBest=386151 | Δ=2990 | ImproveTotal=40
[IMPROVE] Iter=339 | T=127785 | NewBest=386092 | Δ=59 | ImproveTotal=41
[IMPROVE] Iter=340 | T=127785 | NewBest=385480 | Δ=612 | ImproveTotal=42
[IMPROVE] Iter=350 | T=127657 | NewBest=384763 | Δ=732 | ImproveTotal=43
[IMPROVE] Iter=351 | T=127530 | NewBest=384744 | Δ=19 | ImproveTotal=44
[IMPROVE] Iter=353 | T=127530 | NewBest=380694 | Δ=4084 | ImproveTotal=45
[IMPROVE] Iter=354 | T=127530 | NewBest=380663 | Δ=31 | ImproveTotal=46
[IMPROVE] Iter=395 | T=127020 | NewBest=376455 | Δ=4512 | ImproveTotal=47
[IMPROVE] Iter=397 | T=127020 | NewBest=376448 | Δ=49 | ImproveTotal=48
[IMPROVE] Iter=398 | T=127020 | NewBest=376299 | Δ=149 | ImproveTotal=49
[IMPROVE] Iter=399 | T=127020 | NewBest=376286 | Δ=13 | ImproveTotal=50
[IMPROVE] Iter=401 | T=126893 | NewBest=376255 | Δ=31 | ImproveTotal=51
[IMPROVE] Iter=406 | T=126893 | NewBest=375496 | Δ=843 | ImproveTotal=52
[IMPROVE] Iter=409 | T=126893 | NewBest=375469 | Δ=57 | ImproveTotal=53
[IMPROVE] Iter=410 | T=126893 | NewBest=375457 | Δ=12 | ImproveTotal=54
[IMPROVE] Iter=413 | T=126766 | NewBest=375412 | Δ=45 | ImproveTotal=55
[IMPROVE] Iter=414 | T=126766 | NewBest=375377 | Δ=35 | ImproveTotal=56
