iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=19 | T=154142 | NewBest=528112 | Δ=24155 | ImproveTotal=1
[IMPROVE] Iter=56 | T=154081 | NewBest=522978 | Δ=5436 | ImproveTotal=2
[IMPROVE] Iter=193 | T=153865 | NewBest=520271 | Δ=51148 | ImproveTotal=3
[IMPROVE] Iter=224 | T=153819 | NewBest=519648 | Δ=707 | ImproveTotal=4
[IMPROVE] Iter=226 | T=153819 | NewBest=519611 | Δ=37 | ImproveTotal=5
[IMPROVE] Iter=263 | T=153757 | NewBest=513852 | Δ=6130 | ImproveTotal=6
[IMPROVE] Iter=269 | T=153757 | NewBest=507385 | Δ=6567 | ImproveTotal=7
[IMPROVE] Iter=273 | T=153742 | NewBest=504879 | Δ=2601 | ImproveTotal=8
[IMPROVE] Iter=277 | T=153742 | NewBest=504872 | Δ=7 | ImproveTotal=9
[IMPROVE] Iter=320 | T=153681 | NewBest=497969 | Δ=7623 | ImproveTotal=10
[IMPROVE] Iter=325 | T=153665 | NewBest=497944 | Δ=25 | ImproveTotal=11
[IMPROVE] Iter=347 | T=153634 | NewBest=496012 | Δ=24052 | ImproveTotal=12
[IMPROVE] Iter=398 | T=153558 | NewBest=493199 | Δ=6026 | ImproveTotal=13
[IMPROVE] Iter=403 | T=153542 | NewBest=491082 | Δ=2132 | ImproveTotal=14
[IMPROVE] Iter=405 | T=153542 | NewBest=491062 | Δ=20 | ImproveTotal=15
[IMPROVE] Iter=420 | T=153527 | NewBest=489781 | Δ=1467 | ImproveTotal=16
[IMPROVE] Iter=433 | T=153496 | NewBest=489678 | Δ=132 | ImproveTotal=17
[IMPROVE] Iter=434 | T=153496 | NewBest=489645 | Δ=33 | ImproveTotal=18
[IMPROVE] Iter=438 | T=153496 | NewBest=489605 | Δ=40 | ImproveTotal=19
[IMPROVE] Iter=444 | T=153481 | NewBest=489602 | Δ=3 | ImproveTotal=20
[IMPROVE] Iter=540 | T=153343 | NewBest=488899 | Δ=1306 | ImproveTotal=21
[IMPROVE] Iter=543 | T=153327 | NewBest=488877 | Δ=22 | ImproveTotal=22
[IMPROVE] Iter=566 | T=153297 | NewBest=487719 | Δ=1431 | ImproveTotal=23
[IMPROVE] Iter=573 | T=153281 | NewBest=487701 | Δ=18 | ImproveTotal=24
[IMPROVE] Iter=577 | T=153281 | NewBest=487630 | Δ=71 | ImproveTotal=25
[IMPROVE] Iter=578 | T=153281 | NewBest=487616 | Δ=14 | ImproveTotal=26
[IMPROVE] Iter=581 | T=153266 | NewBest=487606 | Δ=10 | ImproveTotal=27
[IMPROVE] Iter=582 | T=153266 | NewBest=486844 | Δ=762 | ImproveTotal=28
[IMPROVE] Iter=583 | T=153266 | NewBest=479611 | Δ=7233 | ImproveTotal=29
[IMPROVE] Iter=584 | T=153266 | NewBest=479590 | Δ=21 | ImproveTotal=30
[IMPROVE] Iter=597 | T=153251 | NewBest=472717 | Δ=7443 | ImproveTotal=31
[IMPROVE] Iter=607 | T=153236 | NewBest=472714 | Δ=3 | ImproveTotal=32
[IMPROVE] Iter=726 | T=153052 | NewBest=471328 | Δ=2518 | ImproveTotal=33
[IMPROVE] Iter=731 | T=153036 | NewBest=471311 | Δ=40 | ImproveTotal=34
[IMPROVE] Iter=769 | T=152991 | NewBest=469868 | Δ=192131 | ImproveTotal=35
[IMPROVE] Iter=777 | T=152975 | NewBest=469851 | Δ=17 | ImproveTotal=36
[IMPROVE] Iter=837 | T=152883 | NewBest=465052 | Δ=5096 | ImproveTotal=37
[IMPROVE] Iter=860 | T=152853 | NewBest=463012 | Δ=2125 | ImproveTotal=38
[IMPROVE] Iter=865 | T=152838 | NewBest=462937 | Δ=75 | ImproveTotal=39
[IMPROVE] Iter=924 | T=152746 | NewBest=456303 | Δ=370095 | ImproveTotal=40
[IMPROVE] Iter=933 | T=152731 | NewBest=454180 | Δ=2189 | ImproveTotal=41
[IMPROVE] Iter=951 | T=152700 | NewBest=451872 | Δ=2646 | ImproveTotal=42
[IMPROVE] Iter=1006 | T=152624 | NewBest=445702 | Δ=6760 | ImproveTotal=43
[IMPROVE] Iter=1009 | T=152624 | NewBest=445674 | Δ=28 | ImproveTotal=44
[IMPROVE] Iter=1024 | T=152593 | NewBest=445612 | Δ=72338 | ImproveTotal=45
[IMPROVE] Iter=1026 | T=152593 | NewBest=445601 | Δ=20 | ImproveTotal=46
[IMPROVE] Iter=1041 | T=152563 | NewBest=445562 | Δ=58 | ImproveTotal=47
[IMPROVE] Iter=1428 | T=151984 | NewBest=445172 | Δ=2109 | ImproveTotal=48
[IMPROVE] Iter=1432 | T=151969 | NewBest=445095 | Δ=132 | ImproveTotal=49
[IMPROVE] Iter=1440 | T=151969 | NewBest=445092 | Δ=3 | ImproveTotal=50
[IMPROVE] Iter=1443 | T=151954 | NewBest=445055 | Δ=37 | ImproveTotal=51
