iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=13 | T=47239.4 | NewBest=163022 | Δ=1290 | ImproveTotal=1
[IMPROVE] Iter=16 | T=47239.4 | NewBest=161098 | Δ=1968 | ImproveTotal=2
[IMPROVE] Iter=23 | T=47192.1 | NewBest=159344 | Δ=1834 | ImproveTotal=3
[IMPROVE] Iter=24 | T=47192.1 | NewBest=156271 | Δ=3073 | ImproveTotal=4
[IMPROVE] Iter=34 | T=47144.9 | NewBest=154069 | Δ=2405 | ImproveTotal=5
[IMPROVE] Iter=44 | T=47097.8 | NewBest=152858 | Δ=1417 | ImproveTotal=6
[IMPROVE] Iter=60 | T=47050.7 | NewBest=152532 | Δ=779 | ImproveTotal=7
[IMPROVE] Iter=66 | T=47003.6 | NewBest=151833 | Δ=715 | ImproveTotal=8
[IMPROVE] Iter=67 | T=47003.6 | NewBest=151830 | Δ=3 | ImproveTotal=9
[IMPROVE] Iter=104 | T=46815.9 | NewBest=150751 | Δ=1428 | ImproveTotal=10
[IMPROVE] Iter=105 | T=46815.9 | NewBest=150289 | Δ=462 | ImproveTotal=11
[IMPROVE] Iter=112 | T=46769.1 | NewBest=149689 | Δ=702 | ImproveTotal=12
[IMPROVE] Iter=124 | T=46722.3 | NewBest=148205 | Δ=1830 | ImproveTotal=13
[IMPROVE] Iter=146 | T=46628.9 | NewBest=148062 | Δ=550 | ImproveTotal=14
[IMPROVE] Iter=147 | T=46628.9 | NewBest=148059 | Δ=3 | ImproveTotal=15
[IMPROVE] Iter=154 | T=46582.3 | NewBest=147934 | Δ=132 | ImproveTotal=16
[IMPROVE] Iter=156 | T=46582.3 | NewBest=147898 | Δ=36 | ImproveTotal=17
[IMPROVE] Iter=161 | T=46535.7 | NewBest=146331 | Δ=1605 | ImproveTotal=18
[IMPROVE] Iter=166 | T=46535.7 | NewBest=146288 | Δ=18077 | ImproveTotal=19
[IMPROVE] Iter=193 | T=46396.2 | NewBest=145834 | Δ=2776 | ImproveTotal=20
[IMPROVE] Iter=195 | T=46396.2 | NewBest=145697 | Δ=137 | ImproveTotal=21
[IMPROVE] Iter=198 | T=46396.2 | NewBest=145300 | Δ=461 | ImproveTotal=22
[IMPROVE] Iter=202 | T=46349.8 | NewBest=143371 | Δ=8455 | ImproveTotal=23
[IMPROVE] Iter=228 | T=46257.2 | NewBest=142697 | Δ=713 | ImproveTotal=24
[IMPROVE] Iter=230 | T=46257.2 | NewBest=141373 | Δ=1370 | ImproveTotal=25
[IMPROVE] Iter=233 | T=46210.9 | NewBest=141364 | Δ=9 | ImproveTotal=26
[IMPROVE] Iter=234 | T=46210.9 | NewBest=141285 | Δ=79 | ImproveTotal=27
[IMPROVE] Iter=257 | T=46118.6 | NewBest=139963 | Δ=2685 | ImproveTotal=28
[IMPROVE] Iter=264 | T=46072.4 | NewBest=139958 | Δ=22 | ImproveTotal=29
[IMPROVE] Iter=265 | T=46072.4 | NewBest=139925 | Δ=33 | ImproveTotal=30
[IMPROVE] Iter=266 | T=46072.4 | NewBest=139907 | Δ=18 | ImproveTotal=31
[IMPROVE] Iter=267 | T=46072.4 | NewBest=139878 | Δ=29 | ImproveTotal=32
[IMPROVE] Iter=297 | T=45934.4 | NewBest=139697 | Δ=1416 | ImproveTotal=33
[IMPROVE] Iter=298 | T=45934.4 | NewBest=139686 | Δ=11 | ImproveTotal=34
[IMPROVE] Iter=299 | T=45934.4 | NewBest=139665 | Δ=21 | ImproveTotal=35
[IMPROVE] Iter=300 | T=45934.4 | NewBest=139560 | Δ=105 | ImproveTotal=36
[IMPROVE] Iter=301 | T=45888.4 | NewBest=139268 | Δ=292 | ImproveTotal=37
[IMPROVE] Iter=302 | T=45888.4 | NewBest=139224 | Δ=44 | ImproveTotal=38
[IMPROVE] Iter=304 | T=45888.4 | NewBest=139123 | Δ=107 | ImproveTotal=39
[IMPROVE] Iter=313 | T=45842.5 | NewBest=138102 | Δ=1081 | ImproveTotal=40
[IMPROVE] Iter=426 | T=45340.8 | NewBest=137719 | Δ=12825 | ImproveTotal=41
[IMPROVE] Iter=439 | T=45295.4 | NewBest=135814 | Δ=17852 | ImproveTotal=42
[IMPROVE] Iter=440 | T=45295.4 | NewBest=135658 | Δ=156 | ImproveTotal=43
[IMPROVE] Iter=442 | T=45250.1 | NewBest=135652 | Δ=21 | ImproveTotal=44
[IMPROVE] Iter=453 | T=45204.9 | NewBest=135539 | Δ=14451 | ImproveTotal=45
[IMPROVE] Iter=457 | T=45204.9 | NewBest=135024 | Δ=557 | ImproveTotal=46
[IMPROVE] Iter=458 | T=45204.9 | NewBest=134990 | Δ=34 | ImproveTotal=47
[IMPROVE] Iter=459 | T=45204.9 | NewBest=133979 | Δ=1011 | ImproveTotal=48
[IMPROVE] Iter=462 | T=45159.7 | NewBest=133976 | Δ=3 | ImproveTotal=49
[IMPROVE] Iter=487 | T=45069.4 | NewBest=133806 | Δ=581 | ImproveTotal=50
[IMPROVE] Iter=489 | T=45069.4 | NewBest=133794 | Δ=12 | ImproveTotal=51
[IMPROVE] Iter=516 | T=44934.3 | NewBest=133231 | Δ=6047 | ImproveTotal=52
