iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=123 | T=130498 | NewBest=451044 | Δ=6958 | ImproveTotal=1
[IMPROVE] Iter=127 | T=130498 | NewBest=443981 | Δ=7063 | ImproveTotal=2
[IMPROVE] Iter=225 | T=129199 | NewBest=440439 | Δ=6815 | ImproveTotal=3
[IMPROVE] Iter=235 | T=129070 | NewBest=433731 | Δ=6827 | ImproveTotal=4
[IMPROVE] Iter=237 | T=129070 | NewBest=433729 | Δ=2 | ImproveTotal=5
[IMPROVE] Iter=244 | T=128941 | NewBest=426999 | Δ=6801 | ImproveTotal=6
[IMPROVE] Iter=322 | T=127913 | NewBest=421193 | Δ=6700 | ImproveTotal=7
[IMPROVE] Iter=332 | T=127785 | NewBest=420154 | Δ=1107 | ImproveTotal=8
[IMPROVE] Iter=341 | T=127657 | NewBest=420138 | Δ=56 | ImproveTotal=9
[IMPROVE] Iter=344 | T=127657 | NewBest=416923 | Δ=3215 | ImproveTotal=10
[IMPROVE] Iter=345 | T=127657 | NewBest=415245 | Δ=1678 | ImproveTotal=11
[IMPROVE] Iter=487 | T=125882 | NewBest=414116 | Δ=4529 | ImproveTotal=12
[IMPROVE] Iter=499 | T=125756 | NewBest=414072 | Δ=328 | ImproveTotal=13
[IMPROVE] Iter=504 | T=125630 | NewBest=407769 | Δ=6449 | ImproveTotal=14
[IMPROVE] Iter=525 | T=125379 | NewBest=407768 | Δ=4 | ImproveTotal=15
[IMPROVE] Iter=527 | T=125379 | NewBest=407764 | Δ=4 | ImproveTotal=16
[IMPROVE] Iter=578 | T=124753 | NewBest=402029 | Δ=6349 | ImproveTotal=17
[IMPROVE] Iter=588 | T=124628 | NewBest=396688 | Δ=5381 | ImproveTotal=18
[IMPROVE] Iter=592 | T=124504 | NewBest=396686 | Δ=2 | ImproveTotal=19
[IMPROVE] Iter=593 | T=124504 | NewBest=396679 | Δ=7 | ImproveTotal=20
[IMPROVE] Iter=657 | T=123759 | NewBest=392947 | Δ=6003 | ImproveTotal=21
[IMPROVE] Iter=659 | T=123759 | NewBest=392926 | Δ=95 | ImproveTotal=22
[IMPROVE] Iter=660 | T=123759 | NewBest=392829 | Δ=97 | ImproveTotal=23
[IMPROVE] Iter=664 | T=123635 | NewBest=387027 | Δ=5866 | ImproveTotal=24
[IMPROVE] Iter=665 | T=123635 | NewBest=386915 | Δ=112 | ImproveTotal=25
[IMPROVE] Iter=667 | T=123635 | NewBest=386824 | Δ=105 | ImproveTotal=26
[IMPROVE] Iter=681 | T=123388 | NewBest=384022 | Δ=5009 | ImproveTotal=27
[IMPROVE] Iter=691 | T=123264 | NewBest=383991 | Δ=168293 | ImproveTotal=28
[IMPROVE] Iter=701 | T=123141 | NewBest=383990 | Δ=169 | ImproveTotal=29
[IMPROVE] Iter=703 | T=123141 | NewBest=383986 | Δ=4 | ImproveTotal=30
[IMPROVE] Iter=705 | T=123141 | NewBest=383862 | Δ=124 | ImproveTotal=31
[IMPROVE] Iter=752 | T=122527 | NewBest=378831 | Δ=5831 | ImproveTotal=32
[IMPROVE] Iter=753 | T=122527 | NewBest=378807 | Δ=24 | ImproveTotal=33
[IMPROVE] Iter=755 | T=122527 | NewBest=378719 | Δ=88 | ImproveTotal=34
[IMPROVE] Iter=788 | T=122159 | NewBest=373454 | Δ=5766 | ImproveTotal=35
[IMPROVE] Iter=789 | T=122159 | NewBest=373433 | Δ=21 | ImproveTotal=36
[IMPROVE] Iter=803 | T=121915 | NewBest=373379 | Δ=251 | ImproveTotal=37
[IMPROVE] Iter=818 | T=121793 | NewBest=367989 | Δ=5535 | ImproveTotal=38
[IMPROVE] Iter=920 | T=120581 | NewBest=367330 | Δ=2187 | ImproveTotal=39
[IMPROVE] Iter=925 | T=120460 | NewBest=367299 | Δ=31 | ImproveTotal=40
[IMPROVE] Iter=926 | T=120460 | NewBest=367281 | Δ=18 | ImproveTotal=41
[IMPROVE] Iter=934 | T=120340 | NewBest=367140 | Δ=158 | ImproveTotal=42
[IMPROVE] Iter=977 | T=119859 | NewBest=367059 | Δ=101457 | ImproveTotal=43
[IMPROVE] Iter=992 | T=119620 | NewBest=361675 | Δ=5554 | ImproveTotal=44
[IMPROVE] Iter=999 | T=119620 | NewBest=361657 | Δ=18 | ImproveTotal=45
[IMPROVE] Iter=1000 | T=119620 | NewBest=361407 | Δ=250 | ImproveTotal=46
[IMPROVE] Iter=1006 | T=119500 | NewBest=356703 | Δ=5118 | ImproveTotal=47
[IMPROVE] Iter=1024 | T=119261 | NewBest=353107 | Δ=4097 | ImproveTotal=48
[IMPROVE] Iter=1035 | T=119142 | NewBest=353060 | Δ=175 | ImproveTotal=49
[IMPROVE] Iter=1036 | T=119142 | NewBest=347950 | Δ=5110 | ImproveTotal=50
[IMPROVE] Iter=1070 | T=118785 | NewBest=345590 | Δ=2880 | ImproveTotal=51
[IMPROVE] Iter=1074 | T=118666 | NewBest=345587 | Δ=3 | ImproveTotal=52
[IMPROVE] Iter=1076 | T=118666 | NewBest=345429 | Δ=158 | ImproveTotal=53
[IMPROVE] Iter=1078 | T=118666 | NewBest=345379 | Δ=50 | ImproveTotal=54
[IMPROVE] Iter=1091 | T=118429 | NewBest=345377 | Δ=124991 | ImproveTotal=55
[IMPROVE] Iter=1104 | T=118310 | NewBest=345375 | Δ=2 | ImproveTotal=56
[IMPROVE] Iter=1114 | T=118192 | NewBest=345368 | Δ=7 | ImproveTotal=57
