iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=24 | T=131810 | NewBest=451729 | Δ=6529 | ImproveTotal=1
[IMPROVE] Iter=59 | T=131415 | NewBest=446797 | Δ=5091 | ImproveTotal=2
[IMPROVE] Iter=61 | T=131284 | NewBest=443958 | Δ=2861 | ImproveTotal=3
[IMPROVE] Iter=67 | T=131284 | NewBest=441072 | Δ=2973 | ImproveTotal=4
[IMPROVE] Iter=68 | T=131284 | NewBest=441065 | Δ=7 | ImproveTotal=5
[IMPROVE] Iter=73 | T=131153 | NewBest=438500 | Δ=2648 | ImproveTotal=6
[IMPROVE] Iter=84 | T=131021 | NewBest=433617 | Δ=4997 | ImproveTotal=7
[IMPROVE] Iter=95 | T=130890 | NewBest=428751 | Δ=33808 | ImproveTotal=8
[IMPROVE] Iter=96 | T=130890 | NewBest=428745 | Δ=6 | ImproveTotal=9
[IMPROVE] Iter=101 | T=130760 | NewBest=424773 | Δ=4029 | ImproveTotal=10
[IMPROVE] Iter=102 | T=130760 | NewBest=420173 | Δ=4600 | ImproveTotal=11
[IMPROVE] Iter=127 | T=130498 | NewBest=420171 | Δ=146048 | ImproveTotal=12
[IMPROVE] Iter=129 | T=130498 | NewBest=420160 | Δ=12 | ImproveTotal=13
[IMPROVE] Iter=138 | T=130368 | NewBest=414534 | Δ=5741 | ImproveTotal=14
[IMPROVE] Iter=142 | T=130237 | NewBest=412006 | Δ=2628 | ImproveTotal=15
[IMPROVE] Iter=143 | T=130237 | NewBest=411250 | Δ=756 | ImproveTotal=16
[IMPROVE] Iter=147 | T=130237 | NewBest=410897 | Δ=414 | ImproveTotal=17
[IMPROVE] Iter=149 | T=130237 | NewBest=410894 | Δ=26465 | ImproveTotal=18
[IMPROVE] Iter=153 | T=130107 | NewBest=408522 | Δ=2509 | ImproveTotal=19
[IMPROVE] Iter=163 | T=129977 | NewBest=407590 | Δ=1020 | ImproveTotal=20
[IMPROVE] Iter=165 | T=129977 | NewBest=404767 | Δ=2927 | ImproveTotal=21
[IMPROVE] Iter=166 | T=129977 | NewBest=404763 | Δ=4 | ImproveTotal=22
[IMPROVE] Iter=179 | T=129847 | NewBest=400938 | Δ=18028 | ImproveTotal=23
[IMPROVE] Iter=182 | T=129717 | NewBest=400908 | Δ=40 | ImproveTotal=24
[IMPROVE] Iter=197 | T=129587 | NewBest=398514 | Δ=2716 | ImproveTotal=25
[IMPROVE] Iter=207 | T=129458 | NewBest=393396 | Δ=5264 | ImproveTotal=26
[IMPROVE] Iter=214 | T=129328 | NewBest=389730 | Δ=4060 | ImproveTotal=27
[IMPROVE] Iter=215 | T=129328 | NewBest=384833 | Δ=4897 | ImproveTotal=28
[IMPROVE] Iter=216 | T=129328 | NewBest=384826 | Δ=7 | ImproveTotal=29
[IMPROVE] Iter=219 | T=129328 | NewBest=384819 | Δ=89 | ImproveTotal=30
[IMPROVE] Iter=220 | T=129328 | NewBest=384811 | Δ=8 | ImproveTotal=31
[IMPROVE] Iter=320 | T=128041 | NewBest=381523 | Δ=4888 | ImproveTotal=32
[IMPROVE] Iter=337 | T=127785 | NewBest=378829 | Δ=3583 | ImproveTotal=33
[IMPROVE] Iter=344 | T=127657 | NewBest=378300 | Δ=620 | ImproveTotal=34
[IMPROVE] Iter=385 | T=127147 | NewBest=374301 | Δ=4814 | ImproveTotal=35
[IMPROVE] Iter=386 | T=127147 | NewBest=373467 | Δ=834 | ImproveTotal=36
[IMPROVE] Iter=387 | T=127147 | NewBest=373439 | Δ=28 | ImproveTotal=37
[IMPROVE] Iter=389 | T=127147 | NewBest=371722 | Δ=1886 | ImproveTotal=38
[IMPROVE] Iter=390 | T=127147 | NewBest=366579 | Δ=5143 | ImproveTotal=39
[IMPROVE] Iter=391 | T=127020 | NewBest=366482 | Δ=97 | ImproveTotal=40
[IMPROVE] Iter=392 | T=127020 | NewBest=362197 | Δ=4285 | ImproveTotal=41
[IMPROVE] Iter=406 | T=126893 | NewBest=361065 | Δ=1381 | ImproveTotal=42
[IMPROVE] Iter=416 | T=126766 | NewBest=360656 | Δ=3093 | ImproveTotal=43
[IMPROVE] Iter=417 | T=126766 | NewBest=360518 | Δ=138 | ImproveTotal=44
[IMPROVE] Iter=418 | T=126766 | NewBest=359533 | Δ=985 | ImproveTotal=45
[IMPROVE] Iter=421 | T=126639 | NewBest=359471 | Δ=124 | ImproveTotal=46
[IMPROVE] Iter=422 | T=126639 | NewBest=358399 | Δ=1072 | ImproveTotal=47
[IMPROVE] Iter=423 | T=126639 | NewBest=357222 | Δ=1177 | ImproveTotal=48
[IMPROVE] Iter=426 | T=126639 | NewBest=357211 | Δ=12 | ImproveTotal=49
[IMPROVE] Iter=438 | T=126513 | NewBest=357061 | Δ=375 | ImproveTotal=50
[IMPROVE] Iter=439 | T=126513 | NewBest=357027 | Δ=34 | ImproveTotal=51
[IMPROVE] Iter=440 | T=126513 | NewBest=354840 | Δ=2187 | ImproveTotal=52
[IMPROVE] Iter=446 | T=126386 | NewBest=354712 | Δ=229 | ImproveTotal=53
[IMPROVE] Iter=447 | T=126386 | NewBest=354708 | Δ=4 | ImproveTotal=54
[IMPROVE] Iter=448 | T=126386 | NewBest=354681 | Δ=27 | ImproveTotal=55
[IMPROVE] Iter=449 | T=126386 | NewBest=354676 | Δ=5 | ImproveTotal=56
[IMPROVE] Iter=452 | T=126260 | NewBest=354663 | Δ=13 | ImproveTotal=57
[IMPROVE] Iter=455 | T=126260 | NewBest=354637 | Δ=75 | ImproveTotal=58
[IMPROVE] Iter=456 | T=126260 | NewBest=354636 | Δ=1 | ImproveTotal=59
