iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=115 | T=130629 | NewBest=455566 | Δ=2207 | ImproveTotal=1
[IMPROVE] Iter=146 | T=130237 | NewBest=453815 | Δ=1934 | ImproveTotal=2
[IMPROVE] Iter=153 | T=130107 | NewBest=452512 | Δ=24681 | ImproveTotal=3
[IMPROVE] Iter=159 | T=130107 | NewBest=449940 | Δ=2572 | ImproveTotal=4
[IMPROVE] Iter=182 | T=129717 | NewBest=448510 | Δ=1693 | ImproveTotal=5
[IMPROVE] Iter=190 | T=129717 | NewBest=447567 | Δ=1143 | ImproveTotal=6
[IMPROVE] Iter=193 | T=129587 | NewBest=447557 | Δ=10 | ImproveTotal=7
[IMPROVE] Iter=206 | T=129458 | NewBest=441266 | Δ=6302 | ImproveTotal=8
[IMPROVE] Iter=311 | T=128041 | NewBest=435050 | Δ=39553 | ImproveTotal=9
[IMPROVE] Iter=326 | T=127913 | NewBest=431076 | Δ=36954 | ImproveTotal=10
[IMPROVE] Iter=341 | T=127657 | NewBest=424532 | Δ=10442 | ImproveTotal=11
[IMPROVE] Iter=377 | T=127275 | NewBest=418291 | Δ=297603 | ImproveTotal=12
[IMPROVE] Iter=414 | T=126766 | NewBest=416295 | Δ=2261 | ImproveTotal=13
[IMPROVE] Iter=485 | T=125882 | NewBest=410966 | Δ=34342 | ImproveTotal=14
[IMPROVE] Iter=488 | T=125882 | NewBest=410256 | Δ=787 | ImproveTotal=15
[IMPROVE] Iter=500 | T=125756 | NewBest=405946 | Δ=4681 | ImproveTotal=16
[IMPROVE] Iter=516 | T=125504 | NewBest=400462 | Δ=5667 | ImproveTotal=17
[IMPROVE] Iter=520 | T=125504 | NewBest=400447 | Δ=15 | ImproveTotal=18
[IMPROVE] Iter=522 | T=125379 | NewBest=400399 | Δ=48 | ImproveTotal=19
[IMPROVE] Iter=541 | T=125128 | NewBest=395137 | Δ=5555 | ImproveTotal=20
[IMPROVE] Iter=546 | T=125128 | NewBest=395060 | Δ=77 | ImproveTotal=21
[IMPROVE] Iter=561 | T=124878 | NewBest=389986 | Δ=5142 | ImproveTotal=22
[IMPROVE] Iter=601 | T=124379 | NewBest=384764 | Δ=6089 | ImproveTotal=23
[IMPROVE] Iter=603 | T=124379 | NewBest=384746 | Δ=18 | ImproveTotal=24
[IMPROVE] Iter=604 | T=124379 | NewBest=384625 | Δ=121 | ImproveTotal=25
[IMPROVE] Iter=626 | T=124131 | NewBest=381120 | Δ=6147 | ImproveTotal=26
[IMPROVE] Iter=627 | T=124131 | NewBest=381093 | Δ=27 | ImproveTotal=27
[IMPROVE] Iter=649 | T=123882 | NewBest=375644 | Δ=5553 | ImproveTotal=28
[IMPROVE] Iter=650 | T=123882 | NewBest=375324 | Δ=320 | ImproveTotal=29
[IMPROVE] Iter=658 | T=123759 | NewBest=370470 | Δ=32613 | ImproveTotal=30
[IMPROVE] Iter=788 | T=122159 | NewBest=366972 | Δ=5199 | ImproveTotal=31
[IMPROVE] Iter=794 | T=122037 | NewBest=366938 | Δ=79 | ImproveTotal=32
[IMPROVE] Iter=795 | T=122037 | NewBest=366920 | Δ=18 | ImproveTotal=33
[IMPROVE] Iter=797 | T=122037 | NewBest=366897 | Δ=23 | ImproveTotal=34
[IMPROVE] Iter=840 | T=121550 | NewBest=363926 | Δ=5279 | ImproveTotal=35
[IMPROVE] Iter=868 | T=121185 | NewBest=362011 | Δ=5711 | ImproveTotal=36
[IMPROVE] Iter=875 | T=121064 | NewBest=361851 | Δ=160 | ImproveTotal=37
[IMPROVE] Iter=876 | T=121064 | NewBest=361707 | Δ=144 | ImproveTotal=38
[IMPROVE] Iter=878 | T=121064 | NewBest=360519 | Δ=1188 | ImproveTotal=39
[IMPROVE] Iter=882 | T=120943 | NewBest=357136 | Δ=3475 | ImproveTotal=40
[IMPROVE] Iter=884 | T=120943 | NewBest=357086 | Δ=50 | ImproveTotal=41
[IMPROVE] Iter=1059 | T=118904 | NewBest=356029 | Δ=3607 | ImproveTotal=42
[IMPROVE] Iter=1062 | T=118785 | NewBest=355949 | Δ=80 | ImproveTotal=43
