iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=32 | T=131679 | NewBest=450853 | Δ=28748 | ImproveTotal=1
[IMPROVE] Iter=52 | T=131415 | NewBest=448528 | Δ=196548 | ImproveTotal=2
[IMPROVE] Iter=63 | T=131284 | NewBest=445466 | Δ=4552 | ImproveTotal=3
[IMPROVE] Iter=67 | T=131284 | NewBest=445270 | Δ=17350 | ImproveTotal=4
[IMPROVE] Iter=102 | T=130760 | NewBest=441419 | Δ=4673 | ImproveTotal=5
[IMPROVE] Iter=112 | T=130629 | NewBest=440779 | Δ=690 | ImproveTotal=6
[IMPROVE] Iter=128 | T=130498 | NewBest=433938 | Δ=6931 | ImproveTotal=7
[IMPROVE] Iter=171 | T=129847 | NewBest=433690 | Δ=83168 | ImproveTotal=8
[IMPROVE] Iter=173 | T=129847 | NewBest=429871 | Δ=3819 | ImproveTotal=9
[IMPROVE] Iter=225 | T=129199 | NewBest=429223 | Δ=1243 | ImproveTotal=10
[IMPROVE] Iter=234 | T=129070 | NewBest=429216 | Δ=10 | ImproveTotal=11
[IMPROVE] Iter=318 | T=128041 | NewBest=426844 | Δ=42144 | ImproveTotal=12
[IMPROVE] Iter=319 | T=128041 | NewBest=425879 | Δ=965 | ImproveTotal=13
[IMPROVE] Iter=331 | T=127785 | NewBest=424625 | Δ=1486 | ImproveTotal=14
[IMPROVE] Iter=332 | T=127785 | NewBest=424608 | Δ=17 | ImproveTotal=15
[IMPROVE] Iter=348 | T=127657 | NewBest=419048 | Δ=6088 | ImproveTotal=16
[IMPROVE] Iter=349 | T=127657 | NewBest=418994 | Δ=54 | ImproveTotal=17
[IMPROVE] Iter=353 | T=127530 | NewBest=414874 | Δ=4301 | ImproveTotal=18
[IMPROVE] Iter=354 | T=127530 | NewBest=414863 | Δ=11 | ImproveTotal=19
[IMPROVE] Iter=422 | T=126639 | NewBest=414084 | Δ=1344 | ImproveTotal=20
[IMPROVE] Iter=424 | T=126639 | NewBest=414081 | Δ=3 | ImproveTotal=21
[IMPROVE] Iter=463 | T=126134 | NewBest=409889 | Δ=5617 | ImproveTotal=22
[IMPROVE] Iter=464 | T=126134 | NewBest=409867 | Δ=22 | ImproveTotal=23
[IMPROVE] Iter=469 | T=126134 | NewBest=409786 | Δ=101 | ImproveTotal=24
[IMPROVE] Iter=475 | T=126008 | NewBest=409770 | Δ=172 | ImproveTotal=25
[IMPROVE] Iter=493 | T=125756 | NewBest=409743 | Δ=2193 | ImproveTotal=26
[IMPROVE] Iter=535 | T=125253 | NewBest=409105 | Δ=919 | ImproveTotal=27
[IMPROVE] Iter=589 | T=124628 | NewBest=403249 | Δ=160121 | ImproveTotal=28
[IMPROVE] Iter=592 | T=124504 | NewBest=403239 | Δ=10 | ImproveTotal=29
[IMPROVE] Iter=622 | T=124131 | NewBest=400751 | Δ=2966 | ImproveTotal=30
[IMPROVE] Iter=625 | T=124131 | NewBest=400663 | Δ=88 | ImproveTotal=31
[IMPROVE] Iter=630 | T=124131 | NewBest=400600 | Δ=63 | ImproveTotal=32
[IMPROVE] Iter=640 | T=124006 | NewBest=400527 | Δ=87 | ImproveTotal=33
[IMPROVE] Iter=646 | T=123882 | NewBest=399996 | Δ=531 | ImproveTotal=34
[IMPROVE] Iter=651 | T=123759 | NewBest=394017 | Δ=6205 | ImproveTotal=35
[IMPROVE] Iter=695 | T=123264 | NewBest=390684 | Δ=136153 | ImproveTotal=36
[IMPROVE] Iter=706 | T=123141 | NewBest=390638 | Δ=51 | ImproveTotal=37
[IMPROVE] Iter=710 | T=123141 | NewBest=390605 | Δ=33 | ImproveTotal=38
[IMPROVE] Iter=712 | T=123018 | NewBest=388417 | Δ=2188 | ImproveTotal=39
[IMPROVE] Iter=721 | T=122895 | NewBest=382630 | Δ=5839 | ImproveTotal=40
[IMPROVE] Iter=731 | T=122772 | NewBest=382625 | Δ=22 | ImproveTotal=41
[IMPROVE] Iter=760 | T=122527 | NewBest=381974 | Δ=996 | ImproveTotal=42
[IMPROVE] Iter=761 | T=122404 | NewBest=381931 | Δ=43 | ImproveTotal=43
[IMPROVE] Iter=765 | T=122404 | NewBest=381844 | Δ=130 | ImproveTotal=44
[IMPROVE] Iter=766 | T=122404 | NewBest=376059 | Δ=5785 | ImproveTotal=45
[IMPROVE] Iter=777 | T=122282 | NewBest=374219 | Δ=1897 | ImproveTotal=46
[IMPROVE] Iter=820 | T=121793 | NewBest=370365 | Δ=4447 | ImproveTotal=47
[IMPROVE] Iter=825 | T=121671 | NewBest=370147 | Δ=230 | ImproveTotal=48
[IMPROVE] Iter=832 | T=121550 | NewBest=370140 | Δ=12 | ImproveTotal=49
[IMPROVE] Iter=842 | T=121428 | NewBest=370100 | Δ=47 | ImproveTotal=50
[IMPROVE] Iter=844 | T=121428 | NewBest=370040 | Δ=60 | ImproveTotal=51
[IMPROVE] Iter=846 | T=121428 | NewBest=364475 | Δ=5565 | ImproveTotal=52
[IMPROVE] Iter=847 | T=121428 | NewBest=362456 | Δ=2019 | ImproveTotal=53
[IMPROVE] Iter=848 | T=121428 | NewBest=362428 | Δ=28 | ImproveTotal=54
[IMPROVE] Iter=902 | T=120701 | NewBest=359321 | Δ=59303 | ImproveTotal=55
