iter,type,temperature,oldFitness,newFitness,bestFitness,delta,improveTotal,stagnation
[IMPROVE] Iter=7 | T=47286.6 | NewBest=161829 | Δ=2288 | ImproveTotal=1
[IMPROVE] Iter=38 | T=47144.9 | NewBest=160717 | Δ=3438 | ImproveTotal=2
[IMPROVE] Iter=80 | T=46956.6 | NewBest=158921 | Δ=2758 | ImproveTotal=3
[IMPROVE] Iter=84 | T=46909.7 | NewBest=158903 | Δ=2459 | ImproveTotal=4
[IMPROVE] Iter=96 | T=46862.8 | NewBest=155817 | Δ=3317 | ImproveTotal=5
[IMPROVE] Iter=126 | T=46722.3 | NewBest=152861 | Δ=3107 | ImproveTotal=6
[IMPROVE] Iter=131 | T=46675.6 | NewBest=152806 | Δ=14426 | ImproveTotal=7
[IMPROVE] Iter=138 | T=46675.6 | NewBest=149810 | Δ=3028 | ImproveTotal=8
[IMPROVE] Iter=158 | T=46582.3 | NewBest=148638 | Δ=1519 | ImproveTotal=9
[IMPROVE] Iter=165 | T=46535.7 | NewBest=148128 | Δ=968 | ImproveTotal=10
[IMPROVE] Iter=253 | T=46118.6 | NewBest=146971 | Δ=2883 | ImproveTotal=11
[IMPROVE] Iter=256 | T=46118.6 | NewBest=144156 | Δ=2817 | ImproveTotal=12
[IMPROVE] Iter=261 | T=46072.4 | NewBest=144142 | Δ=89 | ImproveTotal=13
[IMPROVE] Iter=262 | T=46072.4 | NewBest=144138 | Δ=4 | ImproveTotal=14
[IMPROVE] Iter=264 | T=46072.4 | NewBest=143113 | Δ=1025 | ImproveTotal=15
[IMPROVE] Iter=272 | T=46026.4 | NewBest=143095 | Δ=18 | ImproveTotal=16
[IMPROVE] Iter=290 | T=45980.3 | NewBest=143041 | Δ=68 | ImproveTotal=17
[IMPROVE] Iter=304 | T=45888.4 | NewBest=140359 | Δ=2823 | ImproveTotal=18
[IMPROVE] Iter=305 | T=45888.4 | NewBest=140100 | Δ=259 | ImproveTotal=19
[IMPROVE] Iter=307 | T=45888.4 | NewBest=140006 | Δ=94 | ImproveTotal=20
[IMPROVE] Iter=308 | T=45888.4 | NewBest=140002 | Δ=4 | ImproveTotal=21
[IMPROVE] Iter=309 | T=45888.4 | NewBest=139970 | Δ=32 | ImproveTotal=22
[IMPROVE] Iter=313 | T=45842.5 | NewBest=139910 | Δ=60 | ImproveTotal=23
[IMPROVE] Iter=314 | T=45842.5 | NewBest=139902 | Δ=8 | ImproveTotal=24
[IMPROVE] Iter=327 | T=45796.7 | NewBest=139901 | Δ=20 | ImproveTotal=25
[IMPROVE] Iter=330 | T=45796.7 | NewBest=139889 | Δ=54 | ImproveTotal=26
[IMPROVE] Iter=332 | T=45750.9 | NewBest=139886 | Δ=3 | ImproveTotal=27
[IMPROVE] Iter=344 | T=45705.1 | NewBest=139560 | Δ=456 | ImproveTotal=28
[IMPROVE] Iter=370 | T=45613.8 | NewBest=138152 | Δ=2626 | ImproveTotal=29
[IMPROVE] Iter=371 | T=45568.2 | NewBest=137942 | Δ=210 | ImproveTotal=30
[IMPROVE] Iter=372 | T=45568.2 | NewBest=137936 | Δ=6 | ImproveTotal=31
[IMPROVE] Iter=373 | T=45568.2 | NewBest=137770 | Δ=166 | ImproveTotal=32
[IMPROVE] Iter=393 | T=45477.1 | NewBest=137738 | Δ=54 | ImproveTotal=33
[IMPROVE] Iter=394 | T=45477.1 | NewBest=137713 | Δ=25 | ImproveTotal=34
[IMPROVE] Iter=396 | T=45477.1 | NewBest=137709 | Δ=4 | ImproveTotal=35
[IMPROVE] Iter=397 | T=45477.1 | NewBest=137676 | Δ=33 | ImproveTotal=36
[IMPROVE] Iter=398 | T=45477.1 | NewBest=137668 | Δ=8 | ImproveTotal=37
[IMPROVE] Iter=399 | T=45477.1 | NewBest=136275 | Δ=1393 | ImproveTotal=38
[IMPROVE] Iter=445 | T=45250.1 | NewBest=136174 | Δ=2310 | ImproveTotal=39
[IMPROVE] Iter=453 | T=45204.9 | NewBest=134112 | Δ=2352 | ImproveTotal=40
[IMPROVE] Iter=473 | T=45114.5 | NewBest=132883 | Δ=2321 | ImproveTotal=41
[IMPROVE] Iter=475 | T=45114.5 | NewBest=132840 | Δ=43 | ImproveTotal=42
[IMPROVE] Iter=477 | T=45114.5 | NewBest=132812 | Δ=28 | ImproveTotal=43
[IMPROVE] Iter=526 | T=44889.4 | NewBest=130841 | Δ=2205 | ImproveTotal=44
[IMPROVE] Iter=530 | T=44889.4 | NewBest=130838 | Δ=32 | ImproveTotal=45
[IMPROVE] Iter=532 | T=44844.5 | NewBest=130814 | Δ=24 | ImproveTotal=46
[IMPROVE] Iter=567 | T=44710.1 | NewBest=128875 | Δ=2075 | ImproveTotal=47
[IMPROVE] Iter=569 | T=44710.1 | NewBest=128752 | Δ=140 | ImproveTotal=48
[IMPROVE] Iter=586 | T=44620.7 | NewBest=128392 | Δ=2083 | ImproveTotal=49
[IMPROVE] Iter=615 | T=44487 | NewBest=128389 | Δ=21 | ImproveTotal=50
[IMPROVE] Iter=697 | T=44132.4 | NewBest=126489 | Δ=2024 | ImproveTotal=51
[IMPROVE] Iter=739 | T=43956.1 | NewBest=125272 | Δ=2066 | ImproveTotal=52
[IMPROVE] Iter=740 | T=43956.1 | NewBest=125259 | Δ=13 | ImproveTotal=53
[IMPROVE] Iter=741 | T=43912.1 | NewBest=125241 | Δ=18 | ImproveTotal=54
[IMPROVE] Iter=742 | T=43912.1 | NewBest=125049 | Δ=192 | ImproveTotal=55
[IMPROVE] Iter=745 | T=43912.1 | NewBest=125037 | Δ=12 | ImproveTotal=56
[IMPROVE] Iter=805 | T=43649.3 | NewBest=124203 | Δ=1713 | ImproveTotal=57
[IMPROVE] Iter=808 | T=43649.3 | NewBest=124166 | Δ=37 | ImproveTotal=58
[IMPROVE] Iter=809 | T=43649.3 | NewBest=124119 | Δ=47 | ImproveTotal=59
[IMPROVE] Iter=857 | T=43431.5 | NewBest=122600 | Δ=1549 | ImproveTotal=60
[IMPROVE] Iter=858 | T=43431.5 | NewBest=122437 | Δ=163 | ImproveTotal=61
[IMPROVE] Iter=975 | T=42913.2 | NewBest=122106 | Δ=1454 | ImproveTotal=62
[IMPROVE] Iter=976 | T=42913.2 | NewBest=122046 | Δ=60 | ImproveTotal=63
[IMPROVE] Iter=977 | T=42913.2 | NewBest=121980 | Δ=66 | ImproveTotal=64
