Folder,Instance,Mode,Run,Objective,Runtime,Iterations
200_5000,N_U_5,,4,15669207,5.049,10548
200_5000,N_U_5,,5,15470096,5.082,11196
200_5000,N_U_5,,6,16247353,5.001,10832
200_5000,N_U_5,,7,15196682,5.092,10201
200_5000,N_U_5,,8,15543818,5.000,10477
200_5000,N_U_5,,9,16349649,5.027,10818
200_5000,N_U_5,,10,15219502,5.000,9778
200_5000,U_N_1,,1,2739354,5.024,4616
200_5000,U_N_1,,2,2674452,5.013,4806
200_5000,U_N_1,,3,2658241,5.000,4509
200_5000,U_N_1,,4,2650821,5.011,4552
200_5000,U_N_1,,5,2657869,5.055,4774
200_5000,U_N_1,,6,2649311,5.000,4499
200_5000,U_N_1,,7,2648318,5.000,4496
200_5000,U_N_1,,8,2684982,5.000,4535
200_5000,U_N_1,,9,2618508,5.000,4526
200_5000,U_N_1,,10,2705742,5.000,4322
200_5000,U_N_2,,1,6044068,5.068,9964
200_5000,U_N_2,,2,6118556,5.000,10270
200_5000,U_N_2,,3,6386696,5.000,9792
200_5000,U_N_2,,4,6291079,5.001,9377
200_5000,U_N_2,,5,6340032,5.000,8914
200_5000,U_N_2,,6,6246226,5.000,9675
200_5000,U_N_2,,7,6420099,5.000,9814
200_5000,U_N_2,,8,6273430,5.000,9266
200_5000,U_N_2,,9,6263041,5.068,9176
200_5000,U_N_2,,10,6390926,5.000,9794
200_5000,U_N_3,,1,27217455,5.035,10292
200_5000,U_N_3,,2,27212659,5.000,10314
200_5000,U_N_3,,3,26750035,5.002,10911
200_5000,U_N_3,,4,27816282,5.000,10898
200_5000,U_N_3,,5,28111574,5.000,10149
200_5000,U_N_3,,6,27638738,5.000,11079
200_5000,U_N_3,,7,26736783,5.000,9517
200_5000,U_N_3,,8,27466215,5.000,10413
200_5000,U_N_3,,9,26638485,5.000,10207
200_5000,U_N_3,,10,27166123,5.000,11174
200_5000,U_N_4,,1,50004343,5.000,10448
200_5000,U_N_4,,2,48637683,5.000,10663
200_5000,U_N_4,,3,48732216,5.008,9847
200_5000,U_N_4,,4,47867809,5.000,10393
200_5000,U_N_4,,5,48545383,5.000,10310
200_5000,U_N_4,,6,50602104,5.000,10620
200_5000,U_N_4,,7,49064613,5.009,10620
200_5000,U_N_4,,8,50615628,5.000,10307
200_5000,U_N_4,,9,48504382,5.000,10366
200_5000,U_N_4,,10,48512082,5.000,10647
200_5000,U_N_5,,1,2779068,5.090,4879
200_5000,U_N_5,,2,3003288,5.030,6383
200_5000,U_N_5,,3,3088223,5.000,7370
200_5000,U_N_5,,4,2882210,5.000,6485
200_5000,U_N_5,,5,3057385,5.064,6002
