Folder,Instance,Mode,Run,Objective,Runtime,Iterations
200_2000,U_U_3,,6,463710,5.000,24244
200_2000,U_U_3,,7,470636,5.000,25125
200_2000,U_U_3,,8,471782,5.000,24488
200_2000,U_U_3,,9,461878,5.000,24218
200_2000,U_U_3,,10,472750,5.000,24754
200_2000,U_U_4,,1,586696,5.000,25030
200_2000,U_U_4,,2,583070,5.002,25155
200_2000,U_U_4,,3,587474,5.000,24503
200_2000,U_U_4,,4,583238,5.000,24743
200_2000,U_U_4,,5,582431,5.000,25544
200_2000,U_U_4,,6,589853,5.000,24810
200_2000,U_U_4,,7,590233,5.000,25315
200_2000,U_U_4,,8,588840,5.000,25014
200_2000,U_U_4,,9,585862,5.000,25825
200_2000,U_U_4,,10,584144,5.000,25138
200_2000,U_U_5,,1,425266,5.000,24541
200_2000,U_U_5,,2,424502,5.000,23502
200_2000,U_U_5,,3,423842,5.000,24433
200_2000,U_U_5,,4,420391,5.000,24532
200_2000,U_U_5,,5,426789,5.000,24732
200_2000,U_U_5,,6,427787,5.000,24711
200_2000,U_U_5,,7,432041,5.000,24042
200_2000,U_U_5,,8,425436,5.000,25348
200_2000,U_U_5,,9,438842,5.000,25101
200_2000,U_U_5,,10,431752,5.000,24929
200_5000,N_N_1,,1,88569991,5.003,11474
200_5000,N_N_1,,2,88659007,5.000,11833
200_5000,N_N_1,,3,91120446,5.000,11476
200_5000,N_N_1,,4,93057472,5.000,11667
200_5000,N_N_1,,5,88862393,5.000,11217
200_5000,N_N_1,,6,91059816,5.000,11326
200_5000,N_N_1,,7,97105198,5.001,11459
200_5000,N_N_1,,8,87043110,5.000,11121
200_5000,N_N_1,,9,93491864,5.000,11415
200_5000,N_N_1,,10,90601555,5.006,11003
200_5000,N_N_2,,1,9005568,5.000,11756
200_5000,N_N_2,,2,8951824,5.001,11636
200_5000,N_N_2,,3,9230719,5.001,11343
200_5000,N_N_2,,4,9095631,5.000,11496
200_5000,N_N_2,,5,9732029,5.000,11378
200_5000,N_N_2,,6,8864400,5.000,11327
200_5000,N_N_2,,7,9763543,5.000,11817
200_5000,N_N_2,,8,8487803,5.000,11677
200_5000,N_N_2,,9,9015515,5.000,11600
200_5000,N_N_2,,10,9089247,5.006,11602
200_5000,N_N_3,,1,11073243,5.000,11650
200_5000,N_N_3,,2,10062591,5.000,11723
200_5000,N_N_3,,3,10639034,5.000,12102
200_5000,N_N_3,,4,11095344,5.000,12030
200_5000,N_N_3,,5,9748710,5.000,11701
200_5000,N_N_3,,6,9865963,5.001,11434
200_5000,N_N_3,,7,11038895,5.000,11560
200_5000,N_N_3,,8,10070731,5.000,11621
200_5000,N_N_3,,9,10873803,5.000,11766
200_5000,N_N_3,,10,10365763,5.000,11819
200_5000,N_N_4,,1,4844680,5.000,10796
200_5000,N_N_4,,2,4297738,5.003,10914
200_5000,N_N_4,,3,4187039,5.000,10740
200_5000,N_N_4,,4,3786612,5.000,10699
200_5000,N_N_4,,5,4234865,5.003,10778
200_5000,N_N_4,,6,4267519,5.000,10900
200_5000,N_N_4,,7,3993776,5.000,10863
200_5000,N_N_4,,8,3780193,5.000,11043
200_5000,N_N_4,,9,3826018,5.000,10847
200_5000,N_N_4,,10,3659307,5.001,10962
200_5000,N_N_5,,1,3515846,5.000,10498
200_5000,N_N_5,,2,3473412,5.000,10434
200_5000,N_N_5,,3,3565207,5.000,10539
200_5000,N_N_5,,4,3457643,5.000,10608
200_5000,N_N_5,,5,3279445,5.000,10717
200_5000,N_N_5,,6,3598348,5.000,10402
200_5000,N_N_5,,7,3396577,5.000,10596
200_5000,N_N_5,,8,3543771,5.000,10604
200_5000,N_N_5,,9,3586377,5.001,10478
200_5000,N_N_5,,10,3482087,5.000,10333
200_5000,N_U_1,,1,4509893,5.003,11510
200_5000,N_U_1,,2,4500279,5.000,11658
200_5000,N_U_1,,3,4508672,5.000,11512
200_5000,N_U_1,,4,4491029,5.000,11201
200_5000,N_U_1,,5,4596552,5.000,11184
200_5000,N_U_1,,6,4479442,5.000,11219
200_5000,N_U_1,,7,4599131,5.000,11490
200_5000,N_U_1,,8,4509939,5.000,11379
200_5000,N_U_1,,9,4529119,5.000,11337
200_5000,N_U_1,,10,4657863,5.000,11789
200_5000,N_U_2,,1,15849472,5.000,11619
200_5000,N_U_2,,2,16512288,5.000,11552
200_5000,N_U_2,,3,15983783,5.000,11339
200_5000,N_U_2,,4,16062891,5.000,11606
200_5000,N_U_2,,5,18314316,5.000,11463
200_5000,N_U_2,,6,16919826,5.000,11023
200_5000,N_U_2,,7,16118706,5.000,11525
200_5000,N_U_2,,8,17045745,5.000,11405
200_5000,N_U_2,,9,16643045,5.000,11307
200_5000,N_U_2,,10,16662199,5.000,11181
200_5000,N_U_3,,1,18055293,5.001,11576
200_5000,N_U_3,,2,16954781,5.000,11969
200_5000,N_U_3,,3,17213237,5.000,11453
200_5000,N_U_3,,4,17652142,5.000,11718
200_5000,N_U_3,,5,17604387,5.000,11338
200_5000,N_U_3,,6,17169906,5.000,11421
200_5000,N_U_3,,7,17498024,5.000,11264
200_5000,N_U_3,,8,16846074,5.001,11802
200_5000,N_U_3,,9,17212652,5.000,10922
200_5000,N_U_3,,10,17617436,5.001,11250
200_5000,N_U_4,,1,19520198,5.001,11556
200_5000,N_U_4,,2,19353636,5.000,11940
200_5000,N_U_4,,3,19182992,5.000,11680
200_5000,N_U_4,,4,19084950,5.000,11677
200_5000,N_U_4,,5,20685207,5.000,11699
200_5000,N_U_4,,6,18838751,5.000,11507
200_5000,N_U_4,,7,19710808,5.000,11502
200_5000,N_U_4,,8,18712313,5.000,11412
200_5000,N_U_4,,9,19575502,5.000,11598
200_5000,N_U_4,,10,19482397,5.000,11666
200_5000,N_U_5,,1,15957686,5.000,11410
200_5000,N_U_5,,2,15508284,5.000,11564
200_5000,N_U_5,,3,16392669,5.000,11309
200_5000,N_U_5,,4,15134087,5.000,11441
200_5000,N_U_5,,5,15843822,5.000,11512
200_5000,N_U_5,,6,16206575,5.000,11548
200_5000,N_U_5,,7,15393654,5.000,11306
200_5000,N_U_5,,8,15582636,5.000,11438
200_5000,N_U_5,,9,15982115,5.000,11802
200_5000,N_U_5,,10,15736269,5.000,11829
200_5000,U_N_1,,1,2984179,5.000,10713
200_5000,U_N_1,,2,2980003,5.000,10454
200_5000,U_N_1,,3,2863148,5.000,10524
200_5000,U_N_1,,4,3048648,5.000,10331
200_5000,U_N_1,,5,2959536,5.000,10465
200_5000,U_N_1,,6,2888752,5.000,10245
200_5000,U_N_1,,7,2930355,5.000,10063
200_5000,U_N_1,,8,2942150,5.000,10343
200_5000,U_N_1,,9,3041973,5.001,9965
200_5000,U_N_1,,10,3058199,5.000,10243
200_5000,U_N_2,,1,6147167,5.000,11184
200_5000,U_N_2,,2,5900163,5.000,11091
200_5000,U_N_2,,3,6025094,5.000,11749
200_5000,U_N_2,,4,6025414,5.000,11415
200_5000,U_N_2,,5,6091999,5.000,11430
200_5000,U_N_2,,6,6027505,5.000,11503
200_5000,U_N_2,,7,5948714,5.000,11624
200_5000,U_N_2,,8,6244747,5.000,11431
200_5000,U_N_2,,9,5974689,5.000,11166
200_5000,U_N_2,,10,5983198,5.000,11304
200_5000,U_N_3,,1,27078635,5.000,11743
200_5000,U_N_3,,2,26468714,5.000,11480
200_5000,U_N_3,,3,26652017,5.000,11268
200_5000,U_N_3,,4,27732230,5.000,11261
200_5000,U_N_3,,5,26630195,5.000,11128
200_5000,U_N_3,,6,26524162,5.000,11168
200_5000,U_N_3,,7,27391226,5.000,10839
200_5000,U_N_3,,8,26214566,5.000,11109
200_5000,U_N_3,,9,26372469,5.000,11270
200_5000,U_N_3,,10,26044600,5.001,10939
200_5000,U_N_4,,1,49914778,5.003,11186
200_5000,U_N_4,,2,49661830,5.001,11396
200_5000,U_N_4,,3,49103223,5.000,11024
200_5000,U_N_4,,4,47315725,5.000,11068
200_5000,U_N_4,,5,48655391,5.000,11177
200_5000,U_N_4,,6,48074622,5.000,11241
200_5000,U_N_4,,7,48935022,5.000,11225
200_5000,U_N_4,,8,50702499,5.000,11234
200_5000,U_N_4,,9,46922032,5.000,11033
200_5000,U_N_4,,10,48048679,5.000,11219
200_5000,U_N_5,,1,3449957,5.000,10746
200_5000,U_N_5,,2,3440806,5.000,10765
200_5000,U_N_5,,3,3451651,5.000,10723
200_5000,U_N_5,,4,3683368,5.000,10547
200_5000,U_N_5,,5,3815183,5.000,11134
200_5000,U_N_5,,6,3602730,5.000,10940
200_5000,U_N_5,,7,3679472,5.000,10999
200_5000,U_N_5,,8,3604930,5.006,10769
200_5000,U_N_5,,9,3428586,5.000,11124
200_5000,U_N_5,,10,3743938,5.000,10744
200_5000,U_U_1,,1,2740659,5.000,10656
200_5000,U_U_1,,2,2683822,5.000,10263
200_5000,U_U_1,,3,2769417,5.001,10171
200_5000,U_U_1,,4,2779895,5.000,10390
200_5000,U_U_1,,5,2766718,5.000,10273
200_5000,U_U_1,,6,2769476,5.000,10340
200_5000,U_U_1,,7,2787117,5.000,10318
200_5000,U_U_1,,8,2756171,5.000,10034
200_5000,U_U_1,,9,2796926,5.000,10129
200_5000,U_U_1,,10,2799245,5.000,10092
200_5000,U_U_2,,1,3812296,5.000,11630
200_5000,U_U_2,,2,3954363,5.000,11405
200_5000,U_U_2,,3,3876225,5.000,11180
200_5000,U_U_2,,4,3803960,5.000,11183
200_5000,U_U_2,,5,3803497,5.000,11092
200_5000,U_U_2,,6,3869004,5.000,11089
200_5000,U_U_2,,7,3866959,5.000,11378
200_5000,U_U_2,,8,3839367,5.000,11207
200_5000,U_U_2,,9,3872670,5.000,11285
200_5000,U_U_2,,10,3834081,5.000,11372
200_5000,U_U_3,,1,11984773,5.000,11143
200_5000,U_U_3,,2,12271472,5.000,11228
200_5000,U_U_3,,3,12076681,5.000,11289
200_5000,U_U_3,,4,11963885,5.000,11099
200_5000,U_U_3,,5,12119053,5.000,11303
200_5000,U_U_3,,6,11991283,5.001,11284
200_5000,U_U_3,,7,11933986,5.000,11228
200_5000,U_U_3,,8,11430264,5.000,11237
200_5000,U_U_3,,9,11576655,5.000,11327
200_5000,U_U_3,,10,11812087,5.000,11362
200_5000,U_U_4,,1,2635699,5.000,10231
200_5000,U_U_4,,2,2639729,5.000,10331
200_5000,U_U_4,,3,2713665,5.000,10023
200_5000,U_U_4,,4,2675322,5.000,9984
200_5000,U_U_4,,5,2660623,5.000,10148
200_5000,U_U_4,,6,2671589,5.000,9694
200_5000,U_U_4,,7,2691376,5.000,10052
200_5000,U_U_4,,8,2707968,5.000,10211
200_5000,U_U_4,,9,2762730,5.000,9785
200_5000,U_U_4,,10,2689016,5.000,9917
200_5000,U_U_5,,1,2892998,5.000,10036
200_5000,U_U_5,,2,2991211,5.000,10127
200_5000,U_U_5,,3,2920294,5.000,10054
200_5000,U_U_5,,4,2862518,5.000,10296
200_5000,U_U_5,,5,2802804,5.000,10353
200_5000,U_U_5,,6,2914702,5.000,10238
200_5000,U_U_5,,7,2925179,5.000,10095
200_5000,U_U_5,,8,2905498,5.000,10210
200_5000,U_U_5,,9,2936421,5.000,10307
200_5000,U_U_5,,10,2962158,5.000,10235
500_10000,N_N_1,,1,124857547,5.033,5752
500_10000,N_N_1,,2,120820627,5.001,5742
500_10000,N_N_1,,3,118911103,5.001,5602
500_10000,N_N_1,,4,125659932,5.001,5696
500_10000,N_N_1,,5,123057755,5.001,5690
500_10000,N_N_1,,6,125884490,5.000,5612
500_10000,N_N_1,,7,128477308,5.001,5821
500_10000,N_N_1,,8,128232299,5.001,5745
500_10000,N_N_1,,9,126581357,5.000,5630
500_10000,N_N_1,,10,124449307,5.001,5753
500_10000,N_N_2,,1,9123848,5.000,5435
500_10000,N_N_2,,2,9138968,5.001,5453
500_10000,N_N_2,,3,9320372,5.000,5599
500_10000,N_N_2,,4,9619461,5.001,5435
500_10000,N_N_2,,5,8130548,5.002,5484
500_10000,N_N_2,,6,8496267,5.000,5672
500_10000,N_N_2,,7,9181146,5.000,5480
500_10000,N_N_2,,8,8884069,5.000,5305
500_10000,N_N_2,,9,8666867,5.000,5528
500_10000,N_N_2,,10,8640527,5.001,5726
500_10000,N_N_3,,1,8087711,5.001,5510
500_10000,N_N_3,,2,8311259,5.000,5502
500_10000,N_N_3,,3,8510009,5.001,5300
500_10000,N_N_3,,4,8044629,5.001,5471
500_10000,N_N_3,,5,8625077,5.000,5301
500_10000,N_N_3,,6,8116436,5.002,5482
500_10000,N_N_3,,7,8928965,5.001,5452
500_10000,N_N_3,,8,8252866,5.001,5451
500_10000,N_N_3,,9,8966969,5.000,5272
500_10000,N_N_3,,10,8473415,5.001,5394
500_10000,N_N_4,,1,6663848,5.006,5383
500_10000,N_N_4,,2,6588348,5.001,5245
500_10000,N_N_4,,3,6555715,5.014,5319
500_10000,N_N_4,,4,6637910,5.000,5280
500_10000,N_N_4,,5,6553981,5.000,5365
500_10000,N_N_4,,6,6577587,5.001,5126
500_10000,N_N_4,,7,6592652,5.001,5162
500_10000,N_N_4,,8,6799278,5.021,5183
500_10000,N_N_4,,9,6333528,5.001,5352
500_10000,N_N_4,,10,6612555,5.001,5303
500_10000,N_N_5,,1,107807918,5.000,5789
500_10000,N_N_5,,2,108503952,5.002,5830
500_10000,N_N_5,,3,106260920,5.001,5747
500_10000,N_N_5,,4,110259024,5.001,5755
500_10000,N_N_5,,5,106850586,5.000,5785
500_10000,N_N_5,,6,108819588,5.000,5776
500_10000,N_N_5,,7,112040871,5.000,5535
500_10000,N_N_5,,8,108087215,5.023,5796
500_10000,N_N_5,,9,104902387,5.001,5600
500_10000,N_N_5,,10,109547437,5.001,5543
500_10000,N_U_1,,1,16014180,5.000,5812
500_10000,N_U_1,,2,13512021,5.001,5671
500_10000,N_U_1,,3,14734611,5.000,5677
500_10000,N_U_1,,4,13184655,5.001,5655
500_10000,N_U_1,,5,16404249,5.000,5586
500_10000,N_U_1,,6,15451543,5.000,5712
500_10000,N_U_1,,7,14385129,5.001,5724
500_10000,N_U_1,,8,16806146,5.001,5643
500_10000,N_U_1,,9,13764921,5.000,5692
500_10000,N_U_1,,10,14580703,5.000,5627
500_10000,N_U_2,,1,39114366,5.001,5659
500_10000,N_U_2,,2,38160648,5.000,5712
500_10000,N_U_2,,3,40862415,5.000,5533
500_10000,N_U_2,,4,39769300,5.000,5498
500_10000,N_U_2,,5,41942736,5.001,5637
500_10000,N_U_2,,6,40850442,5.000,5738
500_10000,N_U_2,,7,36290469,5.001,5644
500_10000,N_U_2,,8,42197695,5.000,5853
500_10000,N_U_2,,9,40428452,5.000,5795
500_10000,N_U_2,,10,38928252,5.001,5741
500_10000,N_U_3,,1,13156139,5.001,5618
500_10000,N_U_3,,2,11396292,5.000,5638
500_10000,N_U_3,,3,11606863,5.001,5741
500_10000,N_U_3,,4,12216865,5.000,5793
500_10000,N_U_3,,5,12325168,5.000,5836
500_10000,N_U_3,,6,11805433,5.000,5861
500_10000,N_U_3,,7,11392390,5.000,5701
500_10000,N_U_3,,8,10858256,5.000,5765
500_10000,N_U_3,,9,12267775,5.001,5786
500_10000,N_U_3,,10,11355556,5.000,5737
500_10000,N_U_4,,1,32600776,5.001,5829
500_10000,N_U_4,,2,33214970,5.001,5730
500_10000,N_U_4,,3,30520496,5.002,5713
500_10000,N_U_4,,4,32830093,5.001,5751
500_10000,N_U_4,,5,32232552,5.000,5620
500_10000,N_U_4,,6,32615673,5.000,5648
500_10000,N_U_4,,7,33375538,5.000,5576
500_10000,N_U_4,,8,33578090,5.001,5676
500_10000,N_U_4,,9,33201041,5.000,5770
500_10000,N_U_4,,10,31434814,5.000,5738
500_10000,N_U_5,,1,28171957,5.001,5739
500_10000,N_U_5,,2,28613942,5.000,5773
500_10000,N_U_5,,3,27248908,5.000,5693
500_10000,N_U_5,,4,27056020,5.001,5591
500_10000,N_U_5,,5,27299618,5.019,5741
500_10000,N_U_5,,6,26228339,5.000,5681
500_10000,N_U_5,,7,27241098,5.001,5756
500_10000,N_U_5,,8,27421104,5.000,5750
500_10000,N_U_5,,9,26200971,5.001,5636
500_10000,N_U_5,,10,26075644,5.001,5701
500_10000,U_N_1,,1,8595870,5.000,5383
500_10000,U_N_1,,2,7973860,5.001,5402
500_10000,U_N_1,,3,8353650,5.001,5459
500_10000,U_N_1,,4,7784802,5.001,5575
500_10000,U_N_1,,5,7728612,5.001,5791
500_10000,U_N_1,,6,7724570,5.000,5455
500_10000,U_N_1,,7,8485097,5.001,5400
500_10000,U_N_1,,8,8066876,5.000,5486
500_10000,U_N_1,,9,7389616,5.001,5626
500_10000,U_N_1,,10,8487944,5.000,5431
500_10000,U_N_2,,1,11120581,5.000,5676
500_10000,U_N_2,,2,12233371,5.001,5698
500_10000,U_N_2,,3,11920621,5.001,5743
500_10000,U_N_2,,4,11288798,5.000,5798
500_10000,U_N_2,,5,10855986,5.001,5850
500_10000,U_N_2,,6,11146539,5.001,5834
500_10000,U_N_2,,7,13451258,5.001,5592
500_10000,U_N_2,,8,12746493,5.000,5510
500_10000,U_N_2,,9,10990987,5.001,5586
500_10000,U_N_2,,10,12972221,5.001,5555
500_10000,U_N_3,,1,115372751,5.001,5658
500_10000,U_N_3,,2,111388499,5.000,5748
500_10000,U_N_3,,3,114613117,5.001,5764
500_10000,U_N_3,,4,113226876,5.000,5691
500_10000,U_N_3,,5,110393359,5.000,5777
500_10000,U_N_3,,6,109068681,5.001,5759
500_10000,U_N_3,,7,112625113,5.000,5845
500_10000,U_N_3,,8,109847491,5.002,5681
500_10000,U_N_3,,9,112564762,5.000,5605
500_10000,U_N_3,,10,115473765,5.000,5791
500_10000,U_N_4,,1,6150432,5.000,5249
500_10000,U_N_4,,2,6335787,5.001,5152
500_10000,U_N_4,,3,5898335,5.001,5320
500_10000,U_N_4,,4,6154777,5.000,5142
500_10000,U_N_4,,5,6125714,5.000,5326
500_10000,U_N_4,,6,6069698,5.001,5345
500_10000,U_N_4,,7,6217011,5.000,5169
500_10000,U_N_4,,8,6160184,5.016,5255
500_10000,U_N_4,,9,6155807,5.007,5456
500_10000,U_N_4,,10,6211697,5.000,5232
500_10000,U_N_5,,1,6305264,5.001,4882
500_10000,U_N_5,,2,6048700,5.000,5175
500_10000,U_N_5,,3,6106843,5.001,4998
