Folder,Instance,Mode,Run,Objective,Runtime,Iterations
200_5000,N_U_2,,8,16734158,5.000,11742
200_5000,N_U_2,,9,15881479,5.000,11295
200_5000,N_U_2,,10,16160244,5.001,11394
200_5000,N_U_3,,1,17053572,5.000,11390
200_5000,N_U_3,,2,17631016,5.000,11700
200_5000,N_U_3,,3,17436091,5.001,11080
200_5000,N_U_3,,4,17196747,5.001,11125
200_5000,N_U_3,,5,16990301,5.000,10944
200_5000,N_U_3,,6,17136481,5.000,11090
200_5000,N_U_3,,7,18498535,5.000,11310
200_5000,N_U_3,,8,17043721,5.000,10860
200_5000,N_U_3,,9,17861922,5.000,11321
200_5000,N_U_3,,10,17910055,5.000,11069
200_5000,N_U_4,,1,19989966,5.004,11407
200_5000,N_U_4,,2,19537967,5.000,11386
200_5000,N_U_4,,3,18824245,5.000,11626
200_5000,N_U_4,,4,18832545,5.000,11288
200_5000,N_U_4,,5,18397243,5.000,11342
200_5000,N_U_4,,6,19895932,5.000,11518
200_5000,N_U_4,,7,19812407,5.000,11414
200_5000,N_U_4,,8,20753825,5.000,11531
200_5000,N_U_4,,9,19680798,5.000,11074
200_5000,N_U_4,,10,19902339,5.000,11637
200_5000,N_U_5,,1,16178248,5.000,11853
200_5000,N_U_5,,2,14573903,5.001,11007
200_5000,N_U_5,,3,14105376,5.000,11748
200_5000,N_U_5,,4,15423722,5.000,11466
200_5000,N_U_5,,5,15826290,5.000,11390
200_5000,N_U_5,,6,15570513,5.004,11142
200_5000,N_U_5,,7,15724470,5.000,11629
200_5000,N_U_5,,8,16079164,5.000,11255
200_5000,N_U_5,,9,15059264,5.000,11381
200_5000,N_U_5,,10,15262490,5.000,10986
200_5000,U_N_1,,1,3003334,5.000,10357
200_5000,U_N_1,,2,2944284,5.000,10531
200_5000,U_N_1,,3,2776477,5.005,10632
200_5000,U_N_1,,4,2909575,5.000,10304
200_5000,U_N_1,,5,2980711,5.000,10448
200_5000,U_N_1,,6,3063454,5.000,10275
200_5000,U_N_1,,7,2964515,5.000,10631
200_5000,U_N_1,,8,2948920,5.000,10220
200_5000,U_N_1,,9,2883699,5.014,10223
200_5000,U_N_1,,10,2963880,5.001,10007
200_5000,U_N_2,,1,6019871,5.000,10945
200_5000,U_N_2,,2,6207545,5.000,10850
200_5000,U_N_2,,3,6093225,5.000,10898
200_5000,U_N_2,,4,6075599,5.000,11713
200_5000,U_N_2,,5,6329923,5.000,10840
200_5000,U_N_2,,6,6181504,5.000,10983
200_5000,U_N_2,,7,6177603,5.001,11177
200_5000,U_N_2,,8,6229378,5.000,10861
200_5000,U_N_2,,9,6117188,5.001,10979
200_5000,U_N_2,,10,6462486,5.000,11134
200_5000,U_N_3,,1,27657802,5.000,11555
200_5000,U_N_3,,2,27521727,5.000,10999
200_5000,U_N_3,,3,27801255,5.000,11366
200_5000,U_N_3,,4,28016565,5.000,11778
200_5000,U_N_3,,5,27231346,5.000,11270
200_5000,U_N_3,,6,27525768,5.000,11245
200_5000,U_N_3,,7,26971915,5.000,11381
200_5000,U_N_3,,8,27402326,5.004,11086
200_5000,U_N_3,,9,26532410,5.001,11377
200_5000,U_N_3,,10,27977459,5.000,11083
200_5000,U_N_4,,1,49682791,5.000,11081
200_5000,U_N_4,,2,48935779,5.000,11284
200_5000,U_N_4,,3,48857775,5.000,11019
200_5000,U_N_4,,4,48781612,5.000,11309
200_5000,U_N_4,,5,48183969,5.000,10920
200_5000,U_N_4,,6,50574033,5.005,11016
200_5000,U_N_4,,7,48244605,5.000,10935
200_5000,U_N_4,,8,47347281,5.000,10642
200_5000,U_N_4,,9,46944348,5.000,10974
200_5000,U_N_4,,10,48363103,5.001,11189
200_5000,U_N_5,,1,3600774,5.000,10644
200_5000,U_N_5,,2,3516278,5.000,10268
200_5000,U_N_5,,3,3602247,5.009,10953
200_5000,U_N_5,,4,3806877,5.000,11128
200_5000,U_N_5,,5,3633171,5.000,11181
200_5000,U_N_5,,6,3641415,5.000,11076
200_5000,U_N_5,,7,3896817,5.008,10549
200_5000,U_N_5,,8,3644634,5.000,10459
200_5000,U_N_5,,9,3591215,5.001,10892
200_5000,U_N_5,,10,3423035,5.000,10338
200_5000,U_U_1,,1,2840758,5.001,9727
200_5000,U_U_1,,2,2734211,5.000,9908
200_5000,U_U_1,,3,2801197,5.000,9866
200_5000,U_U_1,,4,2776675,5.000,9992
200_5000,U_U_1,,5,2801525,5.000,10674
200_5000,U_U_1,,6,2748606,5.000,9889
200_5000,U_U_1,,7,2753597,5.000,9898
200_5000,U_U_1,,8,2870797,5.001,9781
200_5000,U_U_1,,9,2735669,5.000,10274
200_5000,U_U_1,,10,2788298,5.001,9954
200_5000,U_U_2,,1,3789474,5.009,11089
200_5000,U_U_2,,2,3810360,5.000,11154
200_5000,U_U_2,,3,3924502,5.000,11038
200_5000,U_U_2,,4,4232995,5.001,10581
200_5000,U_U_2,,5,3889243,5.000,11355
200_5000,U_U_2,,6,3896717,5.000,11384
200_5000,U_U_2,,7,3771953,5.001,11172
200_5000,U_U_2,,8,3844953,5.000,11102
200_5000,U_U_2,,9,3787911,5.000,11198
200_5000,U_U_2,,10,3954647,5.000,10851
200_5000,U_U_3,,1,11835590,5.001,10900
200_5000,U_U_3,,2,10760740,5.000,11148
200_5000,U_U_3,,3,11666731,5.000,11261
200_5000,U_U_3,,4,11685428,5.000,11027
200_5000,U_U_3,,5,11924885,5.000,11696
200_5000,U_U_3,,6,11328845,5.000,11248
200_5000,U_U_3,,7,11353965,5.000,10949
200_5000,U_U_3,,8,12340803,5.000,10904
200_5000,U_U_3,,9,11625094,5.000,11223
200_5000,U_U_3,,10,12229759,5.003,11144
200_5000,U_U_4,,1,2670786,5.000,10012
200_5000,U_U_4,,2,2717815,5.000,10011
200_5000,U_U_4,,3,2741374,5.006,10190
200_5000,U_U_4,,4,2667785,5.007,10031
200_5000,U_U_4,,5,2675206,5.000,10209
200_5000,U_U_4,,6,2654204,5.000,10353
200_5000,U_U_4,,7,2736482,5.000,10160
200_5000,U_U_4,,8,2646843,5.000,10179
200_5000,U_U_4,,9,2668343,5.000,9788
200_5000,U_U_4,,10,2720244,5.000,10003
200_5000,U_U_5,,1,2999376,5.000,9909
200_5000,U_U_5,,2,2908137,5.000,10139
200_5000,U_U_5,,3,2930734,5.001,9975
200_5000,U_U_5,,4,2841895,5.000,9945
200_5000,U_U_5,,5,2922071,5.000,9954
200_5000,U_U_5,,6,2839359,5.001,10684
200_5000,U_U_5,,7,2853983,5.000,9848
200_5000,U_U_5,,8,2929842,5.000,10170
200_5000,U_U_5,,9,2929563,5.000,9881
200_5000,U_U_5,,10,2924081,5.000,9856
500_10000,N_N_1,,1,127082240,5.001,5799
500_10000,N_N_1,,2,130006432,5.000,5754
500_10000,N_N_1,,3,119086127,5.000,5605
500_10000,N_N_1,,4,122481109,5.000,5871
500_10000,N_N_1,,5,126323933,5.001,5560
500_10000,N_N_1,,6,130047442,5.000,5501
500_10000,N_N_1,,7,120361061,5.001,5321
500_10000,N_N_1,,8,127198753,5.001,5584
500_10000,N_N_1,,9,128018132,5.001,5502
500_10000,N_N_1,,10,121550723,5.001,5673
500_10000,N_N_2,,1,8822594,5.001,5474
500_10000,N_N_2,,2,9007501,5.000,5570
500_10000,N_N_2,,3,9378609,5.001,5280
500_10000,N_N_2,,4,8915174,5.001,5427
500_10000,N_N_2,,5,8809186,5.000,5549
500_10000,N_N_2,,6,9346168,5.000,5491
500_10000,N_N_2,,7,9566615,5.001,5294
500_10000,N_N_2,,8,8846387,5.000,5705
500_10000,N_N_2,,9,8712390,5.004,5247
500_10000,N_N_2,,10,8996634,5.000,5432
500_10000,N_N_3,,1,8406894,5.001,5313
500_10000,N_N_3,,2,8611761,5.000,5274
500_10000,N_N_3,,3,8711765,5.001,5544
500_10000,N_N_3,,4,8529326,5.001,5473
500_10000,N_N_3,,5,8067895,5.001,5815
500_10000,N_N_3,,6,7784173,5.001,5837
500_10000,N_N_3,,7,8385055,5.000,5629
500_10000,N_N_3,,8,8993202,5.000,5346
500_10000,N_N_3,,9,8531650,5.001,5093
500_10000,N_N_3,,10,8650525,5.000,5715
500_10000,N_N_4,,1,6690258,5.000,5203
500_10000,N_N_4,,2,6503134,5.000,5174
500_10000,N_N_4,,3,6508333,5.001,5480
500_10000,N_N_4,,4,6643246,5.001,5391
500_10000,N_N_4,,5,6506468,5.000,5249
500_10000,N_N_4,,6,6551565,5.001,5342
500_10000,N_N_4,,7,6452771,5.000,5404
500_10000,N_N_4,,8,6715951,5.000,5090
500_10000,N_N_4,,9,6649806,5.000,4942
500_10000,N_N_4,,10,6584005,5.001,5087
500_10000,N_N_5,,1,106443836,5.000,5899
500_10000,N_N_5,,2,111531945,5.000,5477
500_10000,N_N_5,,3,110346760,5.000,6002
500_10000,N_N_5,,4,113852819,5.001,5708
