Instance,Run,Objective,Runtime
63,9,1376,0.18381
63,10,1376,0.203128
64,1,661,0.203298
64,2,661,0.215647
64,3,661,0.201836
64,4,661,0.204559
64,5,661,0.22398
64,6,661,0.243
64,7,661,0.215689
64,8,661,0.213063
64,9,661,0.220915
64,10,661,0.205369
65,1,673,0.195356
65,2,673,0.193171
65,3,673,0.187111
65,4,673,0.203197
65,5,673,0.201642
65,6,673,0.189444
65,7,673,0.195663
65,8,673,0.192998
65,9,673,0.183209
65,10,673,0.184932
66,1,865,0.193226
66,2,865,0.190208
66,3,865,0.201725
66,4,865,0.202884
66,5,865,0.189502
66,6,865,0.188186
66,7,865,0.191332
66,8,865,0.197645
66,9,865,0.18779
66,10,865,0.209961
67,1,1346,0.189926
67,2,1346,0.198107
67,3,1346,0.189604
67,4,1346,0.191737
67,5,1346,0.308644
67,6,1346,0.202856
67,7,1346,0.199652
67,8,1346,0.203637
67,9,1346,0.197068
67,10,1346,0.208487
68,1,659,0.207327
68,2,659,0.187159
68,3,659,0.206801
68,4,659,0.204954
68,5,659,0.193886
68,6,659,0.207095
68,7,659,0.199659
68,8,659,0.197325
68,9,659,0.20659
68,10,659,0.208307
69,1,1523,0.194383
69,2,1523,0.187105
69,3,1523,0.220867
69,4,1523,0.183462
69,5,1523,0.195168
69,6,1523,0.187823
69,7,1523,0.182157
69,8,1523,0.182628
69,9,1523,0.191071
69,10,1523,0.191201
70,1,720,0.18174
70,2,720,0.189852
70,3,720,0.185376
70,4,720,0.186398
70,5,720,0.206826
70,6,720,0.196387
70,7,720,0.194807
70,8,720,0.287832
70,9,720,0.185379
70,10,720,0.180935
71,1,779,0.203794
71,2,779,0.196148
71,3,779,0.194892
71,4,779,0.194519
71,5,779,0.19963
71,6,779,0.193126
71,7,779,0.199752
71,8,779,0.194075
71,9,779,0.192833
71,10,779,0.19904
72,1,913,0.229827
72,2,913,0.196076
72,3,913,0.204266
72,4,913,0.211326
72,5,913,0.23537
72,6,913,0.206634
72,7,913,0.198593
72,8,913,0.212186
72,9,913,0.2107
72,10,913,0.203884
73,1,902,0.197899
73,2,902,0.203117
73,3,902,0.213201
73,4,902,0.197202
73,5,902,0.213233
73,6,902,0.197414
73,7,902,0.199667
73,8,902,0.20095
73,9,902,0.199218
73,10,902,0.198819
74,1,735,0.200767
74,2,735,0.186163
74,3,735,0.195302
74,4,735,0.21698
74,5,735,0.202292
74,6,735,0.192013
74,7,735,0.208436
74,8,735,0.191963
74,9,735,0.193303
74,10,735,0.185848
75,1,549,0.18541
75,2,549,0.186531
75,3,549,0.18912
75,4,549,0.186064
75,5,549,0.190625
75,6,549,0.195899
75,7,549,0.196491
75,8,549,0.197112
75,9,549,0.198344
75,10,549,0.204395
76,1,584,0.194237
76,2,584,0.193661
76,3,584,0.194081
76,4,584,0.19286
76,5,584,0.203358
76,6,584,0.203736
76,7,584,0.197825
76,8,584,0.208571
76,9,584,0.199951
76,10,584,0.193425
77,1,596,0.220979
77,2,596,0.200344
77,3,596,0.206009
77,4,596,0.196433
77,5,596,0.19623
77,6,596,0.190888
77,7,596,0.195787
77,8,596,0.190719
77,9,596,0.188227
77,10,596,0.202678
78,1,681,0.198275
78,2,681,0.210359
78,3,681,0.2039
78,4,681,0.205861
78,5,681,0.204337
78,6,681,0.200118
78,7,681,0.196414
78,8,681,0.196496
78,9,681,0.205945
78,10,681,0.210953
79,1,684,0.213627
79,2,684,0.206414
79,3,684,0.199519
79,4,684,0.218419
79,5,684,0.220252
79,6,684,0.308708
79,7,684,0.198993
79,8,684,0.215549
79,9,684,0.198592
79,10,684,0.207043
80,1,541,0.206217
80,2,541,0.216413
80,3,541,0.18673
80,4,541,0.192813
80,5,541,0.188666
80,6,541,0.191597
80,7,541,0.196632
80,8,541,0.197189
80,9,541,0.189614
80,10,541,0.18561
81,1,808,0.211759
81,2,808,0.206318
81,3,808,0.191944
81,4,808,0.198913
81,5,808,0.198599
81,6,808,0.202623
81,7,808,0.19766
81,8,808,0.201647
81,9,808,0.190764
81,10,808,0.204946
82,1,750,0.209224
82,2,750,0.209166
82,3,750,0.212539
82,4,750,0.20241
82,5,750,0.205916
82,6,750,0.204924
82,7,750,0.215391
82,8,750,0.203928
82,9,750,0.228847
82,10,750,0.205895
83,1,720,0.192848
83,2,720,0.208313
83,3,720,0.204275
83,4,720,0.208167
83,5,720,0.196075
83,6,720,0.189657
83,7,720,0.198761
83,8,720,0.206591
83,9,720,0.203029
83,10,720,0.19835
84,1,698,0.199919
84,2,698,0.205644
84,3,698,0.206743
84,4,698,0.203206
84,5,698,0.196785
84,6,698,0.202172
84,7,698,0.216843
84,8,698,0.20473
84,9,698,0.197861
84,10,698,0.19087
85,1,619,0.201739
85,2,619,0.199752
85,3,619,0.201315
85,4,619,0.201763
85,5,619,0.202671
85,6,619,0.194081
85,7,619,0.204214
85,8,619,0.200954
85,9,619,0.200928
85,10,619,0.207694
86,1,598,0.203211
86,2,598,0.217447
86,3,598,0.212856
86,4,598,0.206518
86,5,598,0.201155
86,6,598,0.202248
86,7,598,0.224205
86,8,598,0.21836
86,9,598,0.204685
86,10,598,0.203338
87,1,789,0.20777
87,2,789,0.219457
87,3,789,0.194975
87,4,789,0.20072
87,5,789,0.254097
87,6,789,0.210783
87,7,789,0.336721
87,8,789,0.228621
87,9,789,0.328782
87,10,789,0.195071
88,1,1206,0.213295
88,2,1206,0.213506
88,3,1206,0.291609
88,4,1206,0.217275
88,5,1206,0.20434
88,6,1206,0.21929
88,7,1206,0.210477
88,8,1206,0.216099
88,9,1206,0.215634
88,10,1206,0.216171
89,1,839,0.203423
89,2,839,0.206534
89,3,839,0.211337
89,4,839,0.208886
89,5,839,0.207058
89,6,839,0.209576
89,7,839,0.207452
89,8,839,0.212124
89,9,839,0.350831
89,10,839,0.215723
90,1,785,0.198049
90,2,785,0.19896
90,3,785,0.203498
90,4,785,0.196893
90,5,785,0.210104
90,6,785,0.197211
90,7,785,0.209945
90,8,785,0.2081
90,9,785,0.202264
90,10,785,0.209355
91,1,1413,0.18965
91,2,1413,0.213681
91,3,1413,0.200051
91,4,1413,0.202076
91,5,1413,0.199842
91,6,1413,0.189153
91,7,1413,0.191573
91,8,1413,0.186884
91,9,1413,0.190103
91,10,1413,0.203436
92,1,898,0.184235
92,2,898,0.183034
92,3,898,0.188572
92,4,898,0.184751
92,5,898,0.188837
92,6,898,0.180358
92,7,898,0.180456
92,8,898,0.19318
92,9,898,0.176725
92,10,898,0.20197
93,1,858,0.216155
93,2,858,0.183358
93,3,858,0.193026
93,4,858,0.195673
