Instance,Run,Objective,Runtime
2100,1,21607,34.4758
2100,2,21610,37.1932
2100,3,21608,34.4893
2100,4,21606,35.6611
2100,5,21611,35.6746
2100,6,21609,32.9428
2100,7,21598,34.2106
2100,8,21598,35.9891
2100,9,21604,34.8286
2100,10,21610,34.8605
2101,1,207759,44.9339
2101,2,208282,38.4989
2101,3,208100,42.2441
2101,4,208490,43.0618
2101,5,208089,42.0918
2101,6,207829,43.2535
2101,7,208280,39.6617
2101,8,207774,35.4996
2101,9,208048,36.0238
2101,10,207957,35.0219
2102,1,234187,34.8246
2102,2,233080,35.0374
2102,3,233610,35.3304
2102,4,232901,40.6648
2102,5,232712,34.2959
2102,6,233952,34.6698
2102,7,233750,36.4244
2102,8,233359,41.5227
2102,9,234164,45.2668
2102,10,233909,43.01
2103,1,268180,42.1046
2103,2,268800,43.2035
2103,3,268250,45.0655
2103,4,268617,41.2884
2103,5,267775,40.047
2103,6,268474,40.6851
2103,7,268165,39.9459
2103,8,268318,34.3025
2103,9,268501,39.8817
2103,10,268214,39.1454
2104,1,261729,38.7238
2104,2,261417,38.6209
2104,3,261623,40.1755
2104,4,262069,41.3572
2104,5,260950,40.0124
2104,6,261430,40.5359
2104,7,263020,36.1106
2104,8,262119,33.8516
2104,9,262194,33.9003
2104,10,261595,34.1528
2105,1,192262,34.3022
2105,2,192592,34.2514
2105,3,191993,34.0477
2105,4,192105,33.9934
2105,5,192126,34.1146
2105,6,192288,34.3015
2105,7,192256,34.2316
2105,8,192263,34.1367
2105,9,192144,34.0864
2105,10,192061,34.1211
2106,1,232895,34.143
2106,2,232912,34.0766
2106,3,231837,33.9829
2106,4,232108,33.9752
2106,5,232971,34.1175
2106,6,232754,33.9599
2106,7,232474,33.9316
2106,8,232996,34.46
2106,9,231956,33.9296
2106,10,232744,34.0388
2107,1,283779,34.0372
2107,2,283469,34.1388
2107,3,283396,33.9981
2107,4,284436,33.9
2107,5,283938,34.0264
2107,6,284019,41.367
2107,7,284164,40.3058
2107,8,283748,42.7922
2107,9,284687,41.4289
2107,10,284110,39.7445
2108,1,228183,42.0863
2108,2,228329,40.5473
2108,3,227465,39.0867
2108,4,227773,39.6876
2108,5,228018,40.8917
2108,6,227934,40.529
2108,7,227441,38.9039
2108,8,227380,40.467
2108,9,227665,40.6009
2108,10,228031,44.1011
2109,1,230316,43.4475
2109,2,230665,42.5971
2109,3,230257,39.8982
