Instance,Run,Objective,Runtime,Iterations,Intensify,Diversify,Aspiration
731,2,424,2.000,413729,2759,1377,2746
731,3,424,2.000,410579,2737,1366,2747
731,4,424,2.000,415965,2773,1385,2557
731,5,424,2.000,413687,2757,1376,2680
731,6,424,2.000,417416,2783,1390,2530
731,7,424,2.000,414455,2763,1378,2874
731,8,424,2.000,416353,2777,1385,2854
731,9,424,2.000,411428,2742,1370,2590
731,10,424,2.000,417107,2781,1389,2918
732,1,552,2.000,415959,2774,1383,1600
732,2,552,2.000,416474,2776,1383,1511
732,3,552,2.000,410434,2736,1365,1525
732,4,552,2.000,420272,2802,1398,1524
732,5,552,2.000,416373,2776,1384,1475
732,6,552,2.000,420680,2805,1399,1581
732,7,552,2.000,419609,2798,1397,1500
732,8,552,2.000,411008,2739,1367,1501
732,9,552,2.000,408954,2726,1359,1474
732,10,552,2.000,412959,2753,1374,1464
733,1,503,2.000,428920,2859,1426,1067
733,2,503,2.000,432610,2884,1441,1119
733,3,503,2.000,430680,2872,1432,936
733,4,503,2.000,431800,2878,1437,1069
733,5,503,2.000,426769,2845,1420,1021
733,6,503,2.000,430481,2869,1432,1164
733,7,503,2.000,429407,2864,1428,1240
733,8,503,2.000,429408,2863,1428,1127
733,9,503,2.000,422499,2814,1407,1193
733,10,503,2.000,427849,2851,1423,1090
734,1,415,2.000,418659,2791,1393,6426
734,2,415,2.000,422506,2816,1407,6390
734,3,415,2.000,414578,2763,1381,6485
734,4,415,2.000,420406,2802,1400,6331
734,5,415,2.000,421254,2808,1403,5823
734,6,415,2.000,422844,2819,1408,6521
734,7,415,2.000,418514,2789,1393,6401
734,8,415,2.000,419557,2796,1396,5821
734,9,415,2.000,423286,2823,1408,5501
734,10,415,2.000,418500,2790,1393,5835
735,1,411,2.000,421035,2807,1400,3545
735,2,411,2.000,420378,2800,1399,3538
735,3,410,2.000,419261,2797,1392,3174
735,4,411,2.000,407662,2718,1357,3347
735,5,411,2.000,409897,2733,1365,3439
735,6,410,2.000,414170,2763,1377,3030
735,7,410,2.000,410468,2737,1364,3026
735,8,411,2.000,411632,2745,1369,3163
735,9,411,2.000,410327,2734,1366,3341
735,10,411,2.000,407081,2715,1354,3394
736,1,498,2.000,408608,2725,1358,2589
736,2,499,2.000,410404,2736,1364,2824
736,3,499,2.000,413608,2757,1377,3293
736,4,498,2.000,410747,2739,1366,3019
736,5,499,2.000,412310,2748,1373,2630
736,6,499,2.000,415265,2770,1381,3343
736,7,499,2.000,413719,2758,1377,3376
736,8,498,2.000,414332,2762,1379,3217
736,9,498,2.000,418317,2790,1391,3034
736,10,499,2.000,414740,2765,1380,3052
737,1,505,2.000,408885,2726,1360,3018
737,2,504,2.000,406457,2710,1352,2636
737,3,505,2.000,408746,2725,1360,3029
737,4,504,2.000,409956,2733,1363,2793
737,5,504,2.000,409278,2728,1362,2571
737,6,505,2.000,414603,2763,1379,3054
737,7,504,2.000,409037,2726,1361,2542
737,8,504,2.000,409007,2727,1361,2712
737,9,504,2.000,410230,2734,1365,2659
737,10,505,2.000,410972,2739,1367,2835
738,1,402,2.000,408358,2723,1359,3770
738,2,402,2.000,410214,2735,1364,3849
738,3,402,2.000,405687,2703,1350,3841
738,4,403,2.000,408570,2725,1358,4121
738,5,403,2.000,408272,2722,1357,4065
738,6,402,2.000,413181,2755,1374,3686
738,7,402,2.000,409223,2728,1362,3704
738,8,402,2.000,408796,2726,1359,3787
738,9,402,2.000,410901,2739,1365,3724
738,10,402,2.000,409366,2730,1361,3644
739,1,310,2.000,418863,2792,1394,5364
739,2,310,2.000,422067,2813,1405,5770
739,3,310,2.000,414824,2766,1379,5275
739,4,310,2.000,413501,2757,1375,5342
739,5,310,2.000,417097,2781,1388,5300
739,6,310,2.000,422753,2818,1407,5698
739,7,310,2.000,424740,2832,1414,5507
739,8,310,2.000,423807,2826,1409,5252
739,9,310,2.000,422596,2817,1407,5482
739,10,310,2.000,418027,2788,1389,5317
740,1,418,2.000,420553,2803,1398,3899
740,2,418,2.000,414458,2765,1377,3885
740,3,418,2.000,414896,2766,1380,3780
740,4,418,2.000,419399,2797,1395,3761
740,5,418,2.000,416878,2779,1387,3834
740,6,418,2.000,416419,2775,1386,3761
740,7,418,2.000,414603,2764,1379,3779
740,8,418,2.000,416102,2775,1383,3747
740,9,418,2.000,417797,2786,1389,3847
740,10,418,2.000,413983,2758,1378,3724
741,1,320,2.000,431389,2876,1435,4758
741,2,320,2.000,423835,2826,1410,4600
741,3,320,2.000,428097,2855,1425,4695
741,4,320,2.000,424854,2832,1415,4943
741,5,320,2.000,422108,2813,1405,4693
741,6,320,2.000,422680,2818,1407,4800
741,7,320,2.000,427088,2848,1421,4794
741,8,320,2.000,426849,2846,1420,4857
741,9,320,2.000,424718,2832,1412,4788
741,10,320,2.000,427644,2851,1423,4871
742,1,302,2.000,413105,2753,1375,4581
742,2,302,2.000,411995,2746,1372,4365
742,3,302,2.000,415311,2769,1382,4497
742,4,302,2.000,417911,2786,1390,4254
742,5,302,2.000,411746,2746,1370,4555
742,6,302,2.000,403293,2688,1343,4338
742,7,302,2.000,401942,2680,1338,4742
742,8,302,2.000,411231,2741,1369,4588
742,9,302,2.000,415159,2767,1381,4506
742,10,302,2.000,412196,2748,1372,4406
743,1,524,2.000,417990,2787,1390,985
743,2,524,2.000,420706,2804,1400,922
743,3,524,2.000,417082,2781,1387,1006
743,4,525,2.000,422779,2819,1405,949
743,5,524,2.000,421710,2810,1402,1014
743,6,524,2.000,427488,2849,1422,832
743,7,524,2.000,425611,2839,1414,872
743,8,524,2.000,428014,2854,1424,895
743,9,525,2.000,430867,2872,1434,1009
743,10,524,2.000,426577,2843,1419,895
744,1,497,2.000,426375,2843,1419,2275
744,2,497,2.000,425216,2834,1415,2473
744,3,497,2.000,421686,2811,1403,2394
744,4,497,2.000,422855,2820,1407,2331
744,5,497,2.000,420752,2804,1401,2238
744,6,497,2.000,423705,2823,1411,2214
744,7,497,2.000,425805,2838,1418,2235
744,8,497,2.000,419408,2795,1395,2324
744,9,497,2.000,422428,2815,1406,2338
744,10,497,2.000,421668,2810,1403,2394
745,1,257,2.000,431991,2879,1438,8998
745,2,257,2.000,439837,2931,1465,9320
745,3,257,2.000,434449,2896,1447,9038
745,4,257,2.000,431851,2880,1438,8708
745,5,257,2.000,437403,2914,1456,9068
745,6,257,2.000,438803,2925,1461,9154
745,7,257,2.000,434149,2894,1445,8998
745,8,257,2.000,427390,2849,1423,8754
745,9,257,2.000,425436,2835,1416,8872
745,10,257,2.000,426337,2841,1419,8944
746,1,372,2.000,428774,2858,1426,2445
746,2,372,2.000,429223,2862,1427,2337
746,3,372,2.000,435742,2904,1449,2283
746,4,372,2.000,428582,2858,1426,1995
746,5,373,2.000,428582,2857,1425,2649
746,6,372,2.000,427390,2851,1421,2075
746,7,373,2.000,420974,2806,1401,2564
746,8,372,2.000,422429,2816,1404,2056
746,9,372,2.000,427456,2848,1423,2059
746,10,372,2.000,428765,2858,1426,2516
747,1,326,2.000,430276,2869,1432,3071
747,2,326,2.000,429916,2866,1431,3178
747,3,326,2.000,425694,2840,1416,3020
747,4,326,2.000,429186,2861,1428,2940
747,5,326,2.000,431060,2874,1433,3201
747,6,326,2.000,434396,2896,1445,3037
747,7,326,2.000,432983,2888,1440,3066
747,8,326,2.000,427489,2850,1423,3043
747,9,326,2.000,430226,2868,1432,3368
747,10,326,2.000,431604,2877,1436,3126
748,1,366,2.000,428384,2855,1425,2196
748,2,367,2.000,428284,2854,1424,2905
748,3,366,2.000,427082,2848,1420,2516
748,4,366,2.000,426959,2849,1418,2708
748,5,366,2.000,431739,2879,1436,2639
748,6,366,2.000,428732,2859,1425,2167
748,7,366,2.000,425219,2834,1415,2237
748,8,367,2.000,422384,2817,1406,2558
748,9,366,2.000,422058,2814,1402,2393
748,10,367,2.000,423784,2824,1411,2617
749,1,444,2.000,408709,2725,1359,1637
749,2,444,2.000,414878,2765,1381,1641
749,3,444,2.000,416221,2775,1384,1512
749,4,444,2.000,420881,2806,1400,1522
749,5,443,2.000,418781,2793,1394,1276
749,6,443,2.000,420910,2805,1400,1333
749,7,444,2.000,421631,2811,1403,1769
749,8,444,2.000,422724,2818,1407,1522
749,9,443,2.000,420350,2803,1398,1470
749,10,443,2.000,418798,2792,1392,1490
750,1,330,2.000,426959,2846,1421,1863
750,2,329,2.000,423988,2826,1410,1310
750,3,330,2.000,425949,2841,1416,1734
750,4,329,2.000,430427,2871,1430,1347
750,5,329,2.000,427822,2854,1422,1349
750,6,329,2.000,428600,2858,1426,1379
750,7,329,2.000,430175,2869,1430,1443
750,8,329,2.000,430484,2871,1432,1331
750,9,329,2.000,430965,2874,1433,1503
750,10,329,2.000,432439,2883,1438,1778
751,1,880,2.000,431327,2873,1436,105
751,2,880,2.000,430231,2867,1433,192
751,3,880,2.000,430145,2868,1431,119
751,4,880,2.000,427590,2851,1424,110
751,5,880,2.000,431493,2876,1437,104
751,6,880,2.000,433223,2888,1443,134
751,7,880,2.000,427090,2847,1421,119
751,8,880,2.000,428644,2858,1427,113
751,9,880,2.000,432082,2881,1439,112
751,10,880,2.000,430558,2869,1434,114
752,1,786,2.000,431341,2875,1436,3128
752,2,786,2.000,437018,2912,1455,4083
752,3,786,2.000,423679,2823,1411,3861
752,4,786,2.000,416931,2780,1387,2947
752,5,786,2.000,416154,2772,1384,3721
752,6,786,2.000,430301,2869,1430,3693
752,7,786,2.000,428217,2855,1426,2972
752,8,786,2.000,430241,2868,1432,3056
752,9,786,2.000,432562,2883,1440,2814
752,10,786,2.000,429461,2863,1429,2808
753,1,871,2.000,436701,2911,1453,1068
753,2,871,2.000,439011,2927,1461,1020
753,3,871,2.000,432559,2884,1439,1052
753,4,871,2.000,428433,2856,1427,1093
753,5,871,2.000,427124,2848,1421,1026
753,6,871,2.000,427099,2846,1422,1106
753,7,871,2.000,427783,2851,1425,1143
753,8,871,2.000,427009,2846,1421,1027
753,9,871,2.000,426991,2845,1422,1073
753,10,871,2.000,427711,2851,1424,1113
754,1,731,2.000,438041,2919,1458,1542
754,2,731,2.000,437944,2920,1457,1485
754,3,731,2.000,437615,2918,1456,1603
754,4,731,2.000,437102,2915,1452,1513
754,5,731,2.000,436693,2910,1454,1489
754,6,731,2.000,441077,2939,1468,1543
754,7,731,2.000,439373,2929,1463,1517
754,8,731,2.000,435456,2903,1450,1544
754,9,731,2.000,432902,2886,1440,1512
754,10,731,2.000,431769,2878,1438,1522
755,1,856,2.000,437557,2918,1455,1412
755,2,856,2.000,438654,2924,1460,1380
755,3,856,2.000,436427,2909,1451,1457
755,4,856,2.000,434029,2892,1444,1570
755,5,856,2.000,438423,2923,1459,1287
755,6,856,2.000,425398,2837,1416,1465
755,7,856,2.000,425079,2833,1414,1454
755,8,856,2.000,426828,2846,1420,1199
755,9,856,2.000,437347,2917,1454,1481
755,10,856,2.000,439886,2932,1464,1518
756,1,693,2.000,430810,2874,1431,1241
756,2,694,2.000,430744,2872,1433,1335
756,3,693,2.000,431995,2880,1438,1268
756,4,693,2.000,435359,2902,1449,1311
756,5,694,2.000,431521,2876,1436,1353
756,6,693,2.000,431415,2876,1435,1290
756,7,693,2.000,433622,2892,1443,1289
756,8,693,2.000,433154,2889,1439,1200
756,9,693,2.000,432581,2884,1441,1317
756,10,693,2.000,433801,2891,1442,1301
757,1,727,2.000,427595,2849,1424,3286
757,2,727,2.000,427639,2850,1424,3234
757,3,727,2.000,427470,2848,1423,3619
757,4,727,2.000,424495,2831,1411,1986
757,5,727,2.000,425104,2834,1415,3289
757,6,727,2.000,424909,2832,1414,1962
757,7,727,2.000,427938,2853,1423,3201
757,8,727,2.000,429408,2863,1429,3321
757,9,727,2.000,430882,2872,1434,3378
757,10,727,2.000,426034,2840,1418,3083
758,1,634,2.000,425068,2834,1415,3904
758,2,634,2.000,423904,2825,1411,3688
758,3,634,2.000,421470,2807,1403,3145
758,4,634,2.000,426318,2842,1418,3009
758,5,634,2.000,423506,2823,1410,3160
758,6,634,2.000,424191,2827,1412,3236
758,7,634,2.000,421604,2810,1403,2882
758,8,634,2.000,402717,2685,1340,3647
758,9,634,2.000,408401,2723,1359,2806
758,10,634,2.000,408617,2723,1360,3236
759,1,509,2.000,423021,2820,1408,1884
759,2,509,2.000,430632,2871,1432,1785
759,3,509,2.000,429081,2860,1427,1800
759,4,509,2.000,434005,2893,1442,1933
759,5,509,2.000,432891,2887,1440,1788
759,6,509,2.000,439140,2929,1461,2019
759,7,509,2.000,437848,2919,1456,1965
759,8,509,2.000,433648,2891,1442,1832
759,9,509,2.000,431592,2878,1436,1819
759,10,509,2.000,428577,2857,1426,1848
760,1,719,2.000,435128,2900,1448,236
760,2,719,2.000,435572,2903,1451,269
760,3,719,2.000,433396,2889,1442,212
760,4,719,2.000,437880,2919,1458,289
760,5,719,2.000,437895,2919,1458,217
760,6,719,2.000,437318,2913,1456,218
760,7,719,2.000,438156,2921,1458,249
760,8,719,2.000,436020,2905,1451,302
760,9,719,2.000,437300,2915,1454,272
760,10,719,2.000,434165,2894,1446,255
761,1,400,2.000,415291,2769,1382,3359
761,2,400,2.000,419303,2796,1394,3530
761,3,400,2.000,416840,2780,1385,3405
761,4,400,2.000,415104,2768,1381,3565
761,5,400,2.000,417018,2780,1387,3568
761,6,400,2.000,424349,2829,1412,3534
761,7,400,2.000,419452,2796,1394,3718
761,8,400,2.000,416828,2777,1386,3195
761,9,400,2.000,417442,2782,1388,3438
761,10,400,2.000,417465,2783,1389,3549
762,1,609,2.000,417153,2782,1387,690
762,2,609,2.000,409411,2730,1361,729
762,3,609,2.000,408884,2727,1360,768
762,4,609,2.000,430556,2871,1432,677
762,5,609,2.000,419881,2800,1397,699
762,6,609,2.000,427278,2849,1422,736
762,7,609,2.000,427909,2853,1423,743
762,8,609,2.000,424847,2833,1413,715
762,9,609,2.000,423593,2824,1410,774
762,10,609,2.000,426085,2840,1418,788
763,1,435,2.000,424300,2829,1412,2682
763,2,435,2.000,420246,2801,1397,2680
763,3,435,2.000,420158,2801,1398,3007
763,4,435,2.000,423082,2820,1408,2811
763,5,435,2.000,421272,2808,1402,2820
763,6,435,2.000,423710,2825,1410,2820
763,7,435,2.000,419609,2797,1396,2724
763,8,435,2.000,419058,2793,1394,2663
763,9,435,2.000,418301,2788,1394,2473
763,10,435,2.000,417293,2782,1388,2862
764,1,559,2.000,421622,2813,1402,595
764,2,559,2.000,423043,2819,1407,823
764,3,559,2.000,420463,2803,1399,546
764,4,559,2.000,416219,2775,1385,547
764,5,559,2.000,419665,2799,1395,757
764,6,559,2.000,424053,2826,1410,771
764,7,559,2.000,420467,2805,1398,566
764,8,559,2.000,419421,2797,1394,749
764,9,559,2.000,419558,2798,1395,756
764,10,559,2.000,418755,2793,1393,595
765,1,458,2.000,414096,2760,1378,917
765,2,458,2.000,412195,2748,1370,905
765,3,458,2.000,415309,2770,1382,869
765,4,458,2.000,398704,2658,1325,912
765,5,458,2.000,398422,2656,1326,809
765,6,458,2.000,409025,2726,1361,843
765,7,458,2.000,412049,2746,1371,934
765,8,458,2.000,414216,2762,1377,915
765,9,458,2.000,411902,2745,1371,899
765,10,458,2.000,413072,2754,1374,941
766,1,483,2.000,414488,2763,1379,2648
766,2,483,2.000,418761,2792,1393,3078
766,3,484,2.000,418023,2785,1391,3496
766,4,483,2.000,411093,2741,1368,2920
766,5,484,2.000,415507,2771,1383,3083
766,6,483,2.000,418360,2790,1391,2844
766,7,483,2.000,414909,2768,1380,2749
766,8,483,2.000,415747,2773,1383,2780
766,9,483,2.000,417855,2786,1391,2667
766,10,483,2.000,412389,2750,1373,2804
767,1,399,2.000,412781,2752,1374,3559
767,2,398,2.000,416103,2774,1383,3280
767,3,398,2.000,413346,2756,1374,3179
767,4,398,2.000,409190,2728,1361,3215
767,5,398,2.000,415172,2768,1381,3481
767,6,398,2.000,415389,2770,1382,3303
767,7,398,2.000,419254,2795,1394,3137
767,8,398,2.000,417363,2782,1389,3459
767,9,399,2.000,418511,2789,1393,3664
767,10,398,2.000,411319,2743,1367,3163
768,1,602,2.000,421201,2808,1400,1104
768,2,602,2.000,422703,2817,1406,993
768,3,602,2.000,420625,2805,1399,1074
768,4,602,2.000,415032,2767,1381,874
768,5,603,2.000,417095,2782,1387,1294
768,6,602,2.000,415334,2770,1381,909
768,7,602,2.000,406720,2711,1353,980
768,8,602,2.000,410201,2735,1364,1062
768,9,602,2.000,417837,2786,1389,994
768,10,602,2.000,414229,2759,1378,990
769,1,439,2.000,412569,2750,1373,739
769,2,438,2.000,414985,2767,1380,754
769,3,438,2.000,411905,2746,1369,779
769,4,438,2.000,416083,2774,1384,787
769,5,439,2.000,412371,2750,1372,886
769,6,439,2.000,416487,2776,1386,804
769,7,438,2.000,418549,2791,1392,835
769,8,438,2.000,413689,2757,1376,831
769,9,438,2.000,412811,2752,1373,763
769,10,438,2.000,410381,2737,1365,735
770,1,370,2.000,408421,2723,1359,789
770,2,370,2.000,411481,2742,1369,854
770,3,370,2.000,410749,2739,1367,843
770,4,370,2.000,411274,2741,1369,805
770,5,370,2.000,412077,2746,1372,859
770,6,370,2.000,410450,2736,1365,791
770,7,370,2.000,404537,2696,1346,773
770,8,370,2.000,409341,2728,1361,807
770,9,370,2.000,411875,2746,1369,817
770,10,370,2.000,410921,2739,1368,803
771,1,375,2.000,420022,2800,1398,3163
771,2,375,2.000,420793,2807,1399,3382
771,3,375,2.000,423534,2823,1409,3487
771,4,375,2.000,427659,2851,1423,3537
771,5,375,2.000,427645,2851,1421,3361
771,6,375,2.000,425999,2840,1417,3484
771,7,375,2.000,423001,2822,1407,3092
771,8,375,2.000,428404,2855,1426,3603
771,9,375,2.000,417541,2784,1389,3492
771,10,375,2.000,417471,2783,1388,3341
772,1,368,2.000,424483,2830,1412,4039
772,2,368,2.000,429604,2864,1429,3948
772,3,368,2.000,427053,2847,1420,4493
772,4,368,2.000,429906,2866,1429,4783
772,5,368,2.000,426777,2845,1420,3979
772,6,368,2.000,429772,2865,1431,4202
772,7,368,2.000,430504,2870,1431,4308
772,8,368,2.000,430188,2868,1431,4094
772,9,368,2.000,425800,2839,1416,4156
772,10,368,2.000,428421,2855,1424,4178
773,1,382,2.000,428580,2858,1427,7983
773,2,382,2.000,433227,2887,1443,8430
773,3,382,2.000,431017,2874,1434,8228
773,4,382,2.000,430794,2872,1435,7933
773,5,382,2.000,428571,2856,1428,8406
773,6,382,2.000,426666,2844,1421,7950
773,7,382,2.000,430703,2872,1433,8214
773,8,382,2.000,423075,2819,1409,7940
773,9,382,2.000,431594,2878,1437,8443
773,10,382,2.000,431341,2876,1437,7906
774,1,346,2.000,430482,2870,1431,2959
774,2,346,2.000,423245,2822,1408,2830
774,3,346,2.000,420867,2805,1401,2864
774,4,346,2.000,421564,2810,1402,2943
774,5,346,2.000,420729,2805,1400,2889
774,6,346,2.000,421346,2809,1401,2841
774,7,346,2.000,423630,2823,1409,2910
774,8,346,2.000,421959,2814,1404,2735
774,9,346,2.000,417871,2787,1390,2750
774,10,346,2.000,420919,2806,1400,2740
775,1,374,2.000,418091,2788,1390,2420
775,2,374,2.000,409592,2731,1363,2151
775,3,374,2.000,411077,2742,1366,2379
775,4,374,2.000,416386,2777,1386,2303
775,5,374,2.000,417721,2785,1390,2539
775,6,374,2.000,421701,2813,1402,2304
775,7,374,2.000,416822,2779,1386,2279
775,8,374,2.000,415920,2772,1384,2283
775,9,374,2.000,419389,2796,1395,2434
775,10,374,2.000,415942,2774,1384,2515
776,1,449,2.000,418317,2790,1390,1846
776,2,449,2.000,421495,2810,1403,1783
776,3,449,2.000,416940,2781,1386,2227
776,4,449,2.000,415554,2771,1383,2100
776,5,449,2.000,415965,2773,1384,1820
776,6,449,2.000,421122,2807,1402,2169
776,7,449,2.000,422356,2815,1405,1862
776,8,449,2.000,418268,2788,1391,2080
776,9,449,2.000,422381,2817,1404,2066
776,10,449,2.000,419942,2800,1397,1884
777,1,371,2.000,420722,2803,1399,814
777,2,372,2.000,418439,2789,1392,993
777,3,372,2.000,418589,2791,1392,968
777,4,371,2.000,428230,2855,1425,1000
777,5,372,2.000,425087,2835,1414,1004
777,6,372,2.000,422294,2813,1406,1022
777,7,372,2.000,428611,2858,1426,935
777,8,372,2.000,423887,2826,1410,1106
777,9,372,2.000,425272,2835,1415,990
777,10,372,2.000,427305,2850,1420,1055
778,1,345,2.000,432146,2880,1438,2815
778,2,345,2.000,424262,2828,1412,2996
778,3,345,2.000,427632,2850,1424,2898
778,4,345,2.000,421503,2811,1402,2778
778,5,345,2.000,417404,2783,1389,2738
778,6,345,2.000,418182,2789,1390,2749
778,7,345,2.000,425577,2836,1416,2756
778,8,345,2.000,427511,2851,1422,2768
778,9,345,2.000,427653,2850,1422,2735
778,10,345,2.000,423577,2824,1407,2849
779,1,361,2.000,424861,2833,1414,2175
779,2,361,2.000,421189,2809,1402,2035
779,3,361,2.000,422024,2816,1403,2315
779,4,361,2.000,419753,2798,1396,2184
779,5,361,2.000,418782,2793,1392,2117
779,6,361,2.000,422734,2819,1406,1905
779,7,361,2.000,424339,2828,1412,2150
779,8,361,2.000,421211,2810,1401,1972
779,9,361,2.000,419050,2793,1394,2128
779,10,361,2.000,421102,2809,1400,2016
780,1,360,2.000,423142,2820,1407,1085
780,2,360,2.000,423597,2824,1410,1125
780,3,360,2.000,416651,2778,1386,1172
780,4,360,2.000,419759,2799,1396,1110
780,5,360,2.000,423626,2825,1409,1183
780,6,360,2.000,429187,2860,1428,1234
780,7,359,2.000,432357,2882,1437,1123
780,8,359,2.000,425317,2835,1415,920
780,9,360,2.000,419825,2799,1396,1155
780,10,360,2.000,425202,2834,1414,1175
781,1,2737,2.000,410841,2739,1366,4608
781,2,2737,2.000,406498,2710,1352,4680
781,3,2737,2.000,408814,2728,1357,4555
781,4,2737,2.000,414821,2766,1377,4664
781,5,2737,2.000,410481,2739,1362,4580
781,6,2737,2.000,413650,2756,1376,4569
781,7,2737,2.000,400674,2672,1330,4564
781,8,2737,2.000,403188,2688,1340,4557
781,9,2737,2.000,406311,2708,1350,4529
781,10,2739,2.000,412491,2749,1371,4732
782,1,2602,2.000,412960,2752,1375,3656
782,2,2602,2.000,409249,2728,1361,3594
782,3,2602,2.000,416777,2778,1385,3681
782,4,2602,2.000,417531,2784,1390,3682
782,5,2602,2.000,414855,2766,1379,3741
782,6,2602,2.000,412904,2751,1374,3662
782,7,2602,2.000,415352,2770,1382,3622
782,8,2602,2.000,415210,2768,1382,3813
782,9,2602,2.000,415090,2766,1380,3793
782,10,2602,2.000,416269,2773,1386,3714
783,1,5221,2.000,435793,2904,1448,333
783,2,5221,2.000,440425,2937,1465,336
783,3,5221,2.000,433663,2893,1441,296
783,4,5221,2.000,436044,2907,1452,335
783,5,5221,2.000,435038,2900,1445,327
783,6,5221,2.000,436728,2912,1454,331
783,7,5221,2.000,436401,2909,1451,385
783,8,5221,2.000,435798,2908,1448,343
783,9,5221,2.000,432006,2880,1439,313
783,10,5221,2.000,435335,2903,1447,329
784,1,2688,2.000,416697,2777,1385,3258
784,2,2688,2.000,418844,2794,1393,3142
784,3,2688,2.000,418209,2787,1391,3298
784,4,2688,2.000,419011,2792,1394,3357
784,5,2688,2.000,418157,2787,1389,3138
784,6,2688,2.000,418408,2789,1389,3295
784,7,2688,2.000,417757,2785,1389,3384
784,8,2688,2.000,422036,2813,1402,3397
784,9,2688,2.000,410853,2740,1366,3210
784,10,2688,2.000,402090,2678,1337,3175
785,1,3918,2.000,421771,2810,1403,685
785,2,3918,2.000,427527,2850,1422,703
785,3,3918,2.000,439035,2927,1459,715
785,4,3918,2.000,439351,2930,1460,732
785,5,3918,2.000,439670,2931,1460,700
785,6,3918,2.000,435814,2906,1448,668
785,7,3918,2.000,424964,2835,1410,745
785,8,3918,2.000,439623,2931,1462,680
785,9,3918,2.000,433677,2891,1443,675
785,10,3918,2.000,433062,2889,1438,660
786,1,3708,2.000,430599,2871,1432,2860
786,2,3706,2.000,421728,2812,1403,2709
786,3,3706,2.000,420414,2806,1395,2471
786,4,3706,2.000,419836,2800,1396,2560
786,5,3706,2.000,420625,2804,1397,2529
786,6,3706,2.000,421309,2811,1400,2523
786,7,3707,2.000,421269,2813,1397,2780
786,8,3708,2.000,420015,2800,1395,2801
786,9,3706,2.000,421055,2810,1399,2502
786,10,3706,2.000,414469,2763,1378,2460
787,1,4531,2.000,425701,2839,1416,97
787,2,4531,2.000,424387,2830,1411,100
787,3,4531,2.000,423248,2821,1410,98
787,4,4531,2.000,423651,2823,1411,105
787,5,4531,2.000,422458,2815,1407,116
787,6,4531,2.000,425994,2839,1417,87
787,7,4531,2.000,422364,2816,1404,135
787,8,4531,2.000,422371,2815,1405,106
787,9,4531,2.000,421205,2809,1401,112
787,10,4531,2.000,423641,2824,1410,116
788,1,2060,2.000,427175,2847,1421,1014
788,2,2062,2.000,414120,2761,1377,1034
788,3,2060,2.000,417332,2784,1385,1024
788,4,2060,2.000,421047,2806,1402,997
788,5,2060,2.000,424371,2829,1411,1144
788,6,2062,2.000,428490,2858,1424,1137
788,7,2062,2.000,426489,2843,1416,1122
788,8,2062,2.000,426821,2844,1421,1021
788,9,2062,2.000,426653,2846,1417,1118
788,10,2062,2.000,428428,2855,1424,1053
789,1,2814,2.000,423022,2818,1406,451
789,2,2814,2.000,423488,2824,1406,486
789,3,2814,2.000,417790,2786,1387,442
789,4,2814,2.000,425327,2836,1415,521
789,5,2814,2.000,434695,2898,1446,466
789,6,2814,2.000,428996,2862,1425,478
789,7,2814,2.000,432320,2884,1435,495
789,8,2815,2.000,430362,2869,1429,527
789,9,2814,2.000,430781,2875,1429,497
789,10,2814,2.000,428164,2856,1423,518
790,1,5661,2.000,441516,2946,1462,158
790,2,5661,2.000,438506,2925,1456,178
790,3,5661,2.000,441694,2945,1467,146
790,4,5661,2.000,439073,2928,1459,154
790,5,5669,2.000,436886,2912,1453,168
790,6,5661,2.000,442489,2951,1470,176
790,7,5661,2.000,438139,2922,1456,180
790,8,5661,2.000,439854,2931,1463,192
790,9,5661,2.000,438832,2928,1456,229
790,10,5661,2.000,439828,2933,1463,141
791,1,2941,2.000,421676,2813,1401,815
791,2,2943,2.000,416103,2777,1381,828
791,3,2941,2.000,416635,2780,1383,909
791,4,2942,2.000,416239,2778,1380,779
791,5,2946,2.000,403915,2695,1342,799
791,6,2944,2.000,400927,2674,1334,785
791,7,2943,2.000,409485,2732,1360,812
791,8,2946,2.000,422791,2818,1404,806
791,9,2942,2.000,419684,2800,1394,786
791,10,2943,2.000,419402,2797,1396,813
792,1,2540,2.000,417657,2787,1388,1049
792,2,2540,2.000,417948,2788,1390,1128
792,3,2540,2.000,412406,2750,1371,1118
792,4,2544,2.000,406646,2712,1353,1138
792,5,2540,2.000,410448,2738,1362,1108
792,6,2540,2.000,406290,2710,1349,1075
792,7,2540,2.000,408621,2726,1358,1079
792,8,2540,2.000,407159,2718,1351,1069
792,9,2541,2.000,401253,2677,1332,1061
792,10,2539,2.000,406450,2712,1351,1310
793,1,2351,2.000,396262,2642,1318,2087
793,2,2350,2.000,396354,2644,1317,2229
793,3,2350,2.000,398436,2659,1323,1929
793,4,2350,2.000,398589,2659,1326,1854
793,5,2350,2.000,396075,2641,1318,1991
793,6,2350,2.000,400042,2668,1328,2078
793,7,2350,2.000,397251,2651,1319,1972
793,8,2350,2.000,398252,2656,1323,1831
793,9,2350,2.000,399918,2667,1330,2033
793,10,2350,2.000,398619,2658,1326,2041
794,1,2750,2.000,412035,2747,1369,2004
794,2,2750,2.000,409122,2726,1360,1878
794,3,2750,2.000,409093,2727,1358,2034
794,4,2750,2.000,407219,2713,1353,1902
794,5,2750,2.000,410649,2738,1365,2056
794,6,2750,2.000,412007,2745,1371,2176
