Instance,Run,Objective,Runtime,Iterations,Intensify,Diversify,Aspiration
217,5,1853,1.000,259131,1727,863,13969
217,6,1853,1.000,256743,1712,855,13714
217,7,1853,1.000,262123,1747,873,14032
217,8,1853,1.000,256723,1712,855,13716
217,9,1853,1.000,260022,1734,866,13753
217,10,1853,1.000,258550,1724,861,13593
218,1,1420,1.000,257575,1717,858,18750
218,2,1420,1.000,260865,1738,869,19137
218,3,1420,1.000,256818,1712,855,18427
218,4,1420,1.000,255775,1705,852,18570
218,5,1420,1.000,255848,1706,852,18517
218,6,1420,1.000,257033,1714,856,18433
218,7,1420,1.000,256207,1708,853,18382
218,8,1420,1.000,259661,1731,865,19081
218,9,1420,1.000,258094,1720,860,18715
218,10,1420,1.000,257773,1718,859,18844
219,1,2375,1.000,258138,1721,860,13598
219,2,2375,1.000,256837,1712,856,13499
219,3,2375,1.000,261950,1746,873,13788
219,4,2375,1.000,253184,1688,843,13384
219,5,2375,1.000,254731,1698,849,13342
219,6,2375,1.000,253155,1688,843,13336
219,7,2375,1.000,260651,1738,868,13953
219,8,2375,1.000,259535,1730,865,13817
219,9,2375,1.000,259308,1728,864,13675
219,10,2375,1.000,258816,1726,862,13603
220,1,1511,1.000,258561,1724,861,1
220,2,1511,1.000,263246,1755,877,1
220,3,1511,1.000,259347,1729,864,1
220,4,1511,1.000,262582,1750,875,1
220,5,1511,1.000,260678,1738,868,1
220,6,1511,1.000,261155,1741,870,1
220,7,1511,1.000,256754,1712,855,1
220,8,1511,1.000,258309,1722,860,1
220,9,1511,1.000,258703,1724,862,1
220,10,1511,1.000,259245,1728,864,1
221,1,1432,1.000,257073,1714,856,26063
221,2,1432,1.000,258924,1726,862,26195
221,3,1432,1.000,254915,1699,849,25703
221,4,1432,1.000,256017,1706,853,25886
221,5,1432,1.000,252356,1682,841,25358
221,6,1432,1.000,251371,1676,837,25583
221,7,1432,1.000,251217,1674,837,25522
221,8,1432,1.000,255447,1703,851,25601
221,9,1432,1.000,255782,1705,852,25746
221,10,1432,1.000,256596,1710,854,25650
222,1,1003,1.000,253228,1688,843,15446
222,2,1003,1.000,251563,1676,838,15238
222,3,1003,1.000,253946,1693,846,15209
222,4,1003,1.000,253192,1687,843,15008
222,5,1003,1.000,251343,1675,837,14978
222,6,1003,1.000,242449,1616,808,14498
222,7,1003,1.000,238991,1593,796,14247
222,8,1003,1.000,243614,1624,811,14529
222,9,1003,1.000,244964,1633,816,14879
222,10,1003,1.000,241095,1607,803,14375
223,1,905,1.000,242612,1617,808,13128
223,2,905,1.000,249058,1660,830,13458
223,3,905,1.000,247780,1652,825,13387
223,4,905,1.000,250294,1668,834,13434
223,5,905,1.000,251023,1674,836,13572
223,6,905,1.000,248482,1656,828,13245
223,7,905,1.000,246574,1644,821,13325
223,8,905,1.000,247560,1650,825,13369
223,9,905,1.000,254604,1697,848,13568
223,10,905,1.000,251901,1679,839,13663
224,1,1438,1.000,246427,1642,821,22462
224,2,1438,1.000,250838,1672,835,22623
224,3,1438,1.000,250053,1667,833,22849
224,4,1438,1.000,249055,1660,829,22715
224,5,1438,1.000,253591,1690,844,22960
224,6,1438,1.000,252206,1681,839,22936
224,7,1438,1.000,249589,1664,831,22428
224,8,1438,1.000,251036,1673,836,22732
224,9,1438,1.000,253767,1692,845,23201
224,10,1438,1.000,250772,1672,835,22755
225,1,1189,1.000,251382,1676,837,21689
225,2,1189,1.000,252031,1680,839,21699
225,3,1189,1.000,255070,1700,850,21954
225,4,1189,1.000,252377,1683,840,21815
225,5,1189,1.000,254778,1698,848,21900
225,6,1189,1.000,251535,1676,838,21809
225,7,1189,1.000,250850,1672,836,21456
225,8,1189,1.000,254263,1694,847,21965
225,9,1189,1.000,252172,1681,840,21878
225,10,1189,1.000,252727,1684,842,21732
226,1,1034,1.000,253632,1691,845,29859
226,2,1034,1.000,251007,1673,836,29068
226,3,1034,1.000,249471,1663,831,29029
226,4,1034,1.000,253991,1693,846,29776
226,5,1034,1.000,251308,1675,837,29109
226,6,1034,1.000,256375,1709,854,29697
226,7,1034,1.000,248258,1654,827,28905
226,8,1034,1.000,250823,1672,835,29162
226,9,1034,1.000,251145,1674,836,29363
226,10,1034,1.000,253384,1689,844,29335
227,1,1695,1.000,254348,1696,847,30002
227,2,1695,1.000,256929,1713,856,30395
227,3,1695,1.000,252472,1683,841,29700
227,4,1695,1.000,256176,1708,853,30118
227,5,1695,1.000,256053,1707,853,29897
227,6,1695,1.000,254258,1695,847,29658
227,7,1695,1.000,253188,1688,843,29528
227,8,1695,1.000,253865,1692,846,29921
227,9,1695,1.000,255992,1706,853,30119
227,10,1695,1.000,256785,1712,855,29989
228,1,1023,1.000,250433,1669,834,15817
228,2,1023,1.000,246781,1645,822,15495
228,3,1023,1.000,248037,1654,826,15592
228,4,1023,1.000,254881,1699,849,15938
228,5,1023,1.000,252083,1680,840,15679
228,6,1023,1.000,250895,1672,836,15709
228,7,1023,1.000,249806,1665,832,15561
228,8,1023,1.000,251104,1674,836,15657
228,9,1023,1.000,252270,1682,840,15709
228,10,1023,1.000,250429,1670,834,15776
229,1,2124,1.000,258367,1722,861,34006
229,2,2124,1.000,250027,1666,833,32896
229,3,2124,1.000,249064,1660,829,32898
229,4,2124,1.000,251041,1674,836,33085
229,5,2124,1.000,250920,1673,836,33039
229,6,2124,1.000,253254,1688,844,33777
229,7,2124,1.000,255367,1702,850,33590
229,8,2124,1.000,261174,1741,870,34413
229,9,2124,1.000,259393,1729,864,34329
229,10,2124,1.000,260251,1735,867,34495
230,1,882,1.000,246653,1644,822,18682
230,2,882,1.000,252461,1682,841,18991
230,3,882,1.000,253356,1689,844,18790
230,4,882,1.000,255418,1702,851,18951
230,5,882,1.000,250872,1671,835,18861
230,6,882,1.000,253866,1692,845,19167
230,7,882,1.000,252064,1680,840,18969
230,8,882,1.000,253099,1687,843,18823
230,9,882,1.000,251386,1676,837,19081
230,10,882,1.000,252996,1686,843,18842
231,1,1230,1.000,257613,1717,858,22890
231,2,1230,1.000,256647,1711,855,22575
231,3,1230,1.000,257377,1715,857,23056
231,4,1230,1.000,255554,1704,851,22668
231,5,1230,1.000,260348,1735,867,23167
231,6,1230,1.000,253679,1691,845,22257
231,7,1230,1.000,255761,1705,851,22625
231,8,1230,1.000,256444,1709,854,22748
231,9,1230,1.000,252931,1686,842,22457
231,10,1230,1.000,253521,1690,844,22518
232,1,968,1.000,256754,1712,854,35949
232,2,968,1.000,252844,1686,841,35135
232,3,968,1.000,253360,1689,844,35235
232,4,968,1.000,252009,1680,839,35060
232,5,968,1.000,253085,1688,842,35546
232,6,968,1.000,254149,1693,846,35508
232,7,968,1.000,253584,1690,844,35457
232,8,968,1.000,254314,1695,847,35742
232,9,968,1.000,256601,1710,855,36140
232,10,968,1.000,255575,1703,851,35892
233,1,912,1.000,255889,1706,852,32458
233,2,912,1.000,257901,1719,859,32159
233,3,912,1.000,254834,1698,849,31656
233,4,912,1.000,257757,1718,858,32314
233,5,912,1.000,254028,1693,846,31764
233,6,912,1.000,257930,1720,859,32480
233,7,912,1.000,256020,1706,853,31886
233,8,912,1.000,254301,1695,847,32101
233,9,912,1.000,256093,1707,853,32188
233,10,912,1.000,258194,1721,860,32479
234,1,1355,1.000,251599,1676,838,35384
234,2,1355,1.000,251110,1674,836,35184
234,3,1355,1.000,253132,1687,843,36109
234,4,1355,1.000,257895,1719,859,36140
234,5,1355,1.000,253774,1691,845,36080
234,6,1355,1.000,255888,1706,852,36396
234,7,1355,1.000,257113,1714,856,36359
234,8,1355,1.000,251883,1679,839,35363
234,9,1355,1.000,251622,1677,838,35480
234,10,1355,1.000,251709,1678,838,36329
235,1,1429,1.000,255056,1701,849,42487
235,2,1429,1.000,256951,1712,856,42446
235,3,1429,1.000,249486,1663,831,41792
235,4,1429,1.000,253138,1688,843,42219
235,5,1429,1.000,253117,1686,843,41988
235,6,1429,1.000,250578,1670,835,41554
235,7,1429,1.000,246952,1646,823,41265
235,8,1429,1.000,245612,1636,818,41016
235,9,1429,1.000,249147,1660,830,41555
235,10,1429,1.000,247350,1649,823,41332
236,1,974,1.000,244405,1629,814,23840
236,2,974,1.000,251685,1678,838,24049
236,3,974,1.000,251612,1677,838,24641
236,4,974,1.000,257578,1717,858,25267
236,5,974,1.000,254389,1696,847,24816
236,6,974,1.000,248045,1653,826,24626
236,7,974,1.000,251695,1678,838,24719
236,8,974,1.000,251130,1674,836,24480
236,9,974,1.000,253585,1690,845,25286
236,10,974,1.000,252983,1686,843,24951
237,1,972,1.000,254008,1693,846,33216
237,2,972,1.000,252913,1686,842,33419
237,3,972,1.000,256198,1708,853,33259
237,4,972,1.000,254801,1698,849,33055
237,5,972,1.000,249571,1664,831,32238
237,6,972,1.000,251479,1676,837,32428
237,7,972,1.000,249783,1665,832,32422
237,8,972,1.000,250459,1670,834,32809
237,9,972,1.000,256210,1708,853,33519
237,10,972,1.000,258888,1726,862,33632
238,1,1138,1.000,253237,1688,843,27479
238,2,1138,1.000,255176,1701,849,27602
238,3,1138,1.000,251611,1677,838,27471
238,4,1138,1.000,253988,1693,846,27689
238,5,1138,1.000,255264,1702,849,27832
238,6,1138,1.000,253411,1690,844,27579
238,7,1138,1.000,254733,1697,848,27524
238,8,1138,1.000,252245,1680,840,27587
238,9,1138,1.000,252899,1686,842,27225
238,10,1138,1.000,258802,1725,862,27702
239,1,1251,1.000,254127,1693,846,28107
239,2,1251,1.000,254457,1696,848,27896
239,3,1251,1.000,255008,1699,849,28059
239,4,1251,1.000,252596,1683,841,27761
239,5,1251,1.000,255895,1704,852,28016
239,6,1251,1.000,252852,1686,841,27924
239,7,1251,1.000,256160,1707,853,28710
239,8,1251,1.000,254899,1698,849,27941
239,9,1251,1.000,256462,1709,853,28343
239,10,1251,1.000,257845,1718,859,28378
240,1,1563,1.000,256010,1707,852,36596
240,2,1563,1.000,252520,1682,841,36465
240,3,1563,1.000,253753,1691,845,36469
240,4,1563,1.000,252353,1682,840,36283
240,5,1563,1.000,253096,1687,842,36529
240,6,1563,1.000,249426,1662,830,35853
240,7,1563,1.000,248983,1659,829,35838
240,8,1563,1.000,251349,1675,837,35866
240,9,1563,1.000,251974,1679,839,36248
240,10,1563,1.000,250417,1668,834,36022
241,1,585,1.000,250105,1667,833,16264
241,2,585,1.000,249463,1663,831,16046
241,3,585,1.000,244395,1629,814,15571
241,4,585,1.000,246344,1642,821,15845
241,5,585,1.000,251275,1675,837,16143
241,6,585,1.000,248784,1658,829,15873
241,7,585,1.000,251525,1676,838,15654
241,8,585,1.000,248329,1656,827,15712
241,9,585,1.000,248147,1654,827,15681
241,10,585,1.000,250502,1670,834,16057
242,1,700,1.000,249467,1663,831,18422
242,2,700,1.000,242415,1616,807,18071
242,3,700,1.000,244201,1628,813,18346
242,4,700,1.000,246150,1641,820,18584
242,5,700,1.000,246117,1640,820,18567
242,6,700,1.000,245730,1638,818,18402
242,7,700,1.000,252456,1683,841,18645
242,8,700,1.000,252709,1684,842,19014
242,9,700,1.000,248810,1658,829,18493
242,10,700,1.000,249513,1663,831,18540
243,1,352,1.000,235597,1570,785,2200
243,2,352,1.000,238759,1592,795,2082
243,3,352,1.000,239252,1595,797,2141
243,4,352,1.000,237741,1585,792,2143
243,5,352,1.000,237437,1583,791,2202
243,6,352,1.000,235771,1572,785,2128
243,7,352,1.000,239873,1599,799,2253
243,8,352,1.000,237631,1584,792,2237
243,9,352,1.000,242712,1618,809,2179
243,10,352,1.000,236536,1577,788,2074
244,1,443,1.000,242104,1614,806,9994
244,2,443,1.000,242007,1613,806,10167
244,3,443,1.000,238993,1593,796,9852
244,4,443,1.000,243551,1624,811,9970
244,5,443,1.000,243241,1622,810,9895
244,6,443,1.000,242742,1618,809,10032
244,7,443,1.000,240471,1603,801,10103
244,8,443,1.000,241432,1610,804,10065
244,9,443,1.000,241655,1611,805,9966
244,10,443,1.000,241523,1610,804,10146
245,1,572,1.000,243816,1625,812,5618
245,2,572,1.000,244592,1630,815,5555
245,3,572,1.000,244866,1632,816,5536
245,4,572,1.000,243104,1621,810,5609
245,5,572,1.000,244718,1632,815,5649
245,6,572,1.000,243870,1626,812,5736
245,7,572,1.000,244455,1630,814,5469
245,8,572,1.000,244669,1631,815,5617
245,9,572,1.000,244817,1632,815,5724
245,10,572,1.000,244654,1631,815,5714
246,1,395,1.000,243343,1622,811,7012
246,2,395,1.000,240646,1604,802,6949
246,3,395,1.000,245145,1634,817,7069
246,4,395,1.000,248567,1657,828,6946
246,5,395,1.000,244343,1629,814,6894
246,6,395,1.000,246512,1643,821,7196
246,7,395,1.000,245520,1637,818,6962
246,8,395,1.000,246600,1644,821,6972
246,9,395,1.000,241830,1612,806,6891
246,10,395,1.000,242873,1619,809,6865
247,1,518,1.000,249593,1664,831,1
247,2,518,1.000,247399,1649,824,1
247,3,518,1.000,250091,1667,833,1
247,4,518,1.000,249863,1666,832,1
247,5,518,1.000,253171,1688,843,1
247,6,518,1.000,252152,1681,840,1
247,7,518,1.000,251215,1674,837,3
247,8,518,1.000,250418,1669,834,2
247,9,518,1.000,251322,1676,837,1
247,10,518,1.000,253090,1687,843,2
248,1,485,1.000,246281,1642,820,10589
248,2,485,1.000,249379,1662,831,11000
248,3,485,1.000,248504,1657,828,10998
248,4,485,1.000,248239,1655,827,10807
248,5,485,1.000,248239,1655,827,10780
248,6,485,1.000,249122,1661,830,10804
248,7,485,1.000,242288,1615,807,10513
248,8,485,1.000,241302,1609,804,10485
248,9,485,1.000,242997,1620,809,10686
248,10,485,1.000,241799,1612,805,10766
249,1,491,1.000,243300,1622,810,14994
249,2,491,1.000,247062,1647,823,15119
249,3,491,1.000,252178,1681,840,15947
249,4,491,1.000,247290,1648,824,15252
249,5,491,1.000,250829,1672,836,15437
249,6,491,1.000,249562,1664,831,15595
249,7,491,1.000,250954,1673,836,15439
249,8,491,1.000,251883,1679,839,15540
249,9,491,1.000,251645,1678,838,15781
249,10,491,1.000,253189,1688,843,15577
250,1,504,1.000,246337,1642,820,21575
250,2,504,1.000,246901,1646,822,21412
250,3,504,1.000,245339,1636,817,21425
250,4,504,1.000,247055,1647,823,21669
250,5,504,1.000,245974,1640,819,21332
250,6,504,1.000,246992,1646,823,21676
250,7,504,1.000,245299,1635,817,21364
250,8,504,1.000,247120,1648,823,21378
250,9,504,1.000,245364,1636,817,21095
250,10,504,1.000,243845,1626,812,20997
251,1,425,1.000,243225,1622,810,17373
251,2,425,1.000,244547,1630,815,17202
251,3,425,1.000,243426,1623,811,17158
251,4,425,1.000,244305,1629,814,17639
251,5,425,1.000,242659,1618,808,17151
251,6,425,1.000,243101,1620,809,16778
251,7,425,1.000,243041,1620,809,17129
251,8,425,1.000,243571,1624,811,17372
251,9,425,1.000,242714,1618,809,17296
251,10,425,1.000,244850,1632,816,17430
252,1,406,1.000,240266,1602,800,12408
252,2,406,1.000,242344,1615,807,12525
252,3,406,1.000,243212,1621,810,12712
252,4,406,1.000,241966,1613,806,12604
252,5,406,1.000,242938,1620,809,12706
252,6,406,1.000,242562,1616,808,12427
252,7,406,1.000,246508,1643,821,12708
252,8,406,1.000,245779,1638,819,12927
252,9,406,1.000,244473,1630,814,12589
252,10,406,1.000,243767,1625,812,12763
253,1,332,1.000,245796,1638,819,14436
253,2,332,1.000,243297,1622,810,14524
253,3,332,1.000,239716,1598,798,14624
253,4,332,1.000,244039,1627,813,14302
253,5,332,1.000,244873,1632,816,14364
253,6,332,1.000,242652,1618,808,14109
253,7,332,1.000,240819,1605,802,14418
253,8,332,1.000,242674,1618,808,14285
253,9,332,1.000,241908,1612,806,14266
253,10,332,1.000,245508,1636,818,14595
254,1,277,1.000,241595,1610,805,23010
254,2,277,1.000,244229,1628,813,22926
254,3,277,1.000,243372,1622,811,22608
254,4,277,1.000,245130,1634,817,22660
254,5,277,1.000,242849,1619,809,22777
254,6,277,1.000,244230,1628,814,22311
254,7,277,1.000,239807,1598,799,22240
254,8,277,1.000,243188,1621,810,21871
254,9,277,1.000,243147,1620,810,22030
254,10,277,1.000,244318,1628,814,22851
255,1,420,1.000,246469,1642,821,17973
255,2,420,1.000,237337,1582,790,17139
255,3,420,1.000,238899,1592,796,17791
255,4,420,1.000,238514,1590,794,17301
255,5,420,1.000,235874,1572,785,17436
255,6,420,1.000,237833,1585,792,17338
255,7,420,1.000,244660,1631,815,17800
255,8,420,1.000,244972,1633,816,17817
255,9,420,1.000,245377,1636,817,18014
255,10,420,1.000,247451,1649,824,18194
256,1,472,1.000,244266,1628,814,13824
256,2,472,1.000,246608,1643,821,13799
256,3,472,1.000,243002,1620,809,13898
256,4,472,1.000,246688,1644,821,14076
256,5,472,1.000,243923,1626,812,13743
256,6,472,1.000,242118,1614,806,13417
256,7,472,1.000,243483,1623,811,13685
256,8,472,1.000,244893,1632,815,13576
256,9,472,1.000,242561,1617,808,13860
256,10,472,1.000,245593,1637,818,13768
257,1,550,1.000,246146,1641,820,11021
257,2,550,1.000,247968,1653,826,10954
257,3,550,1.000,246304,1641,820,10980
257,4,550,1.000,247787,1652,825,11069
257,5,550,1.000,247696,1651,825,11033
257,6,550,1.000,248152,1654,827,11215
257,7,550,1.000,246127,1641,820,11000
257,8,550,1.000,247919,1652,826,11237
257,9,550,1.000,245252,1634,817,10820
257,10,550,1.000,250198,1668,833,11290
258,1,263,1.000,242570,1617,808,11545
258,2,263,1.000,239163,1594,797,11493
258,3,263,1.000,240822,1605,802,11510
258,4,263,1.000,240000,1600,799,11442
258,5,263,1.000,242383,1616,807,12181
258,6,263,1.000,239367,1596,797,12003
258,7,263,1.000,242853,1619,809,12092
258,8,263,1.000,239939,1600,799,11831
258,9,263,1.000,243308,1622,810,12079
258,10,263,1.000,240581,1604,801,12147
259,1,430,1.000,244389,1629,814,9797
259,2,430,1.000,246809,1645,822,9810
259,3,430,1.000,244857,1632,816,9532
259,4,430,1.000,242745,1618,809,9753
259,5,430,1.000,240261,1602,800,9543
259,6,430,1.000,243780,1625,811,9591
259,7,430,1.000,244809,1631,815,10034
259,8,430,1.000,243610,1624,811,9805
259,9,430,1.000,246371,1642,821,9818
259,10,430,1.000,244706,1631,814,9676
260,1,365,1.000,244916,1632,816,14495
260,2,365,1.000,246194,1640,820,14639
260,3,365,1.000,246959,1646,823,14427
260,4,365,1.000,245264,1635,816,14493
260,5,365,1.000,245667,1637,818,14788
260,6,365,1.000,246085,1640,819,14513
260,7,365,1.000,242011,1613,806,14455
260,8,365,1.000,250070,1667,833,14776
260,9,365,1.000,245333,1636,817,14427
260,10,365,1.000,245197,1634,817,14397
261,1,342,1.000,245776,1638,819,20626
261,2,342,1.000,246318,1642,820,21136
261,3,342,1.000,243195,1621,810,20232
261,4,342,1.000,243202,1621,810,20854
261,5,342,1.000,241313,1609,804,22093
261,6,342,1.000,242678,1618,808,20185
261,7,342,1.000,243414,1622,811,20311
261,8,342,1.000,236497,1576,788,19678
261,9,342,1.000,237781,1585,792,21860
261,10,342,1.000,240034,1600,799,20568
262,1,230,1.000,238630,1590,794,23507
262,2,230,1.000,244932,1633,816,23850
262,3,230,1.000,247697,1652,824,24625
262,4,230,1.000,245781,1638,819,24119
262,5,230,1.000,247904,1652,825,24556
262,6,230,1.000,243310,1622,810,23929
262,7,230,1.000,247808,1652,825,24448
262,8,230,1.000,246964,1646,823,24585
262,9,230,1.000,247019,1646,823,24225
262,10,230,1.000,245489,1636,818,23939
263,1,479,1.000,250028,1666,833,15328
263,2,479,1.000,250723,1671,835,15543
263,3,479,1.000,248643,1658,828,15363
263,4,479,1.000,250360,1668,834,15708
263,5,479,1.000,249826,1665,832,15554
263,6,479,1.000,249088,1660,829,15201
263,7,479,1.000,249326,1661,830,15547
263,8,479,1.000,247923,1652,826,15244
263,9,479,1.000,249942,1666,833,15415
263,10,479,1.000,248981,1660,829,15349
264,1,338,1.000,243453,1623,811,24215
264,2,338,1.000,240951,1606,803,23513
264,3,338,1.000,243300,1622,810,24143
264,4,338,1.000,242775,1618,809,23745
264,5,338,1.000,241890,1612,806,24032
264,6,338,1.000,242630,1617,808,24567
264,7,338,1.000,243669,1624,812,24299
264,8,338,1.000,243951,1626,813,23558
264,9,338,1.000,245987,1639,819,24188
264,10,338,1.000,243760,1625,812,24211
265,1,322,1.000,245053,1634,816,23129
265,2,322,1.000,250104,1667,833,23510
265,3,322,1.000,243008,1620,809,22852
265,4,322,1.000,249472,1663,831,23015
265,5,322,1.000,246272,1641,820,23041
265,6,322,1.000,240490,1603,800,22746
265,7,322,1.000,247452,1650,824,23452
265,8,322,1.000,245880,1638,819,23525
265,9,322,1.000,248438,1656,827,23309
265,10,322,1.000,245986,1639,819,22489
266,1,338,1.000,240952,1606,803,22806
266,2,338,1.000,247887,1652,825,24255
266,3,338,1.000,240174,1601,800,22873
266,4,338,1.000,247153,1647,823,23868
266,5,338,1.000,243448,1623,811,23260
266,6,338,1.000,243164,1620,810,23484
266,7,338,1.000,243738,1624,812,23391
266,8,338,1.000,242685,1618,808,23263
266,9,338,1.000,241569,1610,804,23193
266,10,338,1.000,243736,1625,812,23282
267,1,402,1.000,246413,1643,821,24928
267,2,402,1.000,242634,1617,808,24104
267,3,402,1.000,244740,1632,815,24393
267,4,402,1.000,246744,1645,822,24796
267,5,402,1.000,245110,1634,816,24663
267,6,402,1.000,244781,1632,815,24584
267,7,402,1.000,245899,1639,819,24911
267,8,402,1.000,241381,1609,804,24099
267,9,402,1.000,246192,1641,820,24625
267,10,402,1.000,233883,1559,779,23322
268,1,280,1.000,235107,1567,783,25431
268,2,280,1.000,236175,1574,786,25767
268,3,280,1.000,227586,1517,757,24656
268,4,280,1.000,227370,1516,757,24185
268,5,280,1.000,235410,1570,783,25425
268,6,280,1.000,236698,1578,788,25532
268,7,280,1.000,237947,1586,793,25518
268,8,280,1.000,239226,1594,797,26086
268,9,280,1.000,237669,1584,791,25492
268,10,280,1.000,241372,1608,804,26047
269,1,336,1.000,238455,1590,794,26785
269,2,336,1.000,243148,1620,810,27118
269,3,336,1.000,244297,1629,813,27181
269,4,336,1.000,245727,1638,819,27496
269,5,336,1.000,245448,1636,817,27235
269,6,336,1.000,242693,1616,808,27098
269,7,336,1.000,243958,1626,812,27323
269,8,336,1.000,244925,1633,816,27352
269,9,336,1.000,244589,1630,814,27360
269,10,336,1.000,245617,1637,818,27579
270,1,219,1.000,244594,1630,815,23536
270,2,219,1.000,244005,1626,813,24085
270,3,219,1.000,241599,1611,804,23640
270,4,219,1.000,245446,1636,818,23910
270,5,219,1.000,242389,1616,807,23571
270,6,219,1.000,242355,1616,807,23881
270,7,219,1.000,246773,1645,822,24008
270,8,219,1.000,247709,1651,825,25127
270,9,219,1.000,243169,1621,810,23419
270,10,219,1.000,244206,1628,813,24505
271,1,486,1.000,251364,1676,837,12069
271,2,486,1.000,248435,1656,828,11863
271,3,486,1.000,248321,1655,827,11981
271,4,486,1.000,250960,1673,836,11935
271,5,486,1.000,250822,1672,835,11759
271,6,486,1.000,248648,1658,828,12024
271,7,486,1.000,252825,1686,842,11929
271,8,486,1.000,245234,1634,817,11808
271,9,486,1.000,250389,1669,834,11958
271,10,486,1.000,251085,1674,836,12256
272,1,453,1.000,251357,1676,837,11754
272,2,453,1.000,250929,1673,836,12117
272,3,453,1.000,254879,1699,849,12083
272,4,453,1.000,253969,1693,846,12010
272,5,453,1.000,253426,1690,844,12065
272,6,453,1.000,254722,1698,848,11942
272,7,453,1.000,253253,1688,843,12148
272,8,453,1.000,253350,1689,844,12169
272,9,453,1.000,251961,1680,839,11894
272,10,453,1.000,253359,1689,844,12320
273,1,724,1.000,253710,1692,845,15757
273,2,724,1.000,252991,1686,843,15721
273,3,724,1.000,255468,1703,851,15659
273,4,724,1.000,253869,1692,846,15480
273,5,724,1.000,255165,1701,850,15639
273,6,724,1.000,250451,1670,834,15269
273,7,724,1.000,254519,1697,848,15379
273,8,724,1.000,255125,1701,850,15616
273,9,724,1.000,250366,1669,834,15240
273,10,724,1.000,252274,1682,840,15528
274,1,418,1.000,249960,1666,833,8030
274,2,418,1.000,248117,1654,826,8068
274,3,418,1.000,253084,1687,843,7924
274,4,418,1.000,250417,1670,834,7881
274,5,418,1.000,251870,1679,839,8010
274,6,418,1.000,252112,1681,840,7835
274,7,418,1.000,248699,1658,828,8025
274,8,418,1.000,243258,1622,810,7598
274,9,418,1.000,243552,1624,811,8008
274,10,418,1.000,245767,1638,819,7840
275,1,666,1.000,239927,1600,799,15978
275,2,666,1.000,244535,1630,815,16472
275,3,666,1.000,243547,1624,811,15925
275,4,666,1.000,247988,1653,826,16726
275,5,666,1.000,248647,1658,828,16459
275,6,666,1.000,249571,1664,831,16812
275,7,666,1.000,247149,1648,823,16281
275,8,666,1.000,249980,1666,833,16113
275,9,666,1.000,246794,1645,822,16294
275,10,666,1.000,250177,1668,833,16636
276,1,324,1.000,258655,1724,862,80946
276,2,324,1.000,254032,1694,846,79762
276,3,324,1.000,252010,1680,839,78678
276,4,324,1.000,251926,1679,839,78696
276,5,324,1.000,254155,1694,847,79908
276,6,324,1.000,252123,1681,840,78879
276,7,324,1.000,255219,1701,850,79693
276,8,324,1.000,254289,1695,847,79378
276,9,324,1.000,255002,1700,849,79665
276,10,324,1.000,254291,1695,847,79563
277,1,752,1.000,246011,1640,819,13670
277,2,752,1.000,242526,1617,808,13454
277,3,752,1.000,241041,1607,803,13401
277,4,752,1.000,246933,1646,822,13505
277,5,752,1.000,248310,1655,827,13887
277,6,752,1.000,244435,1630,814,13479
277,7,752,1.000,244350,1629,814,13271
277,8,752,1.000,241844,1612,806,13244
277,9,752,1.000,245506,1637,818,13701
277,10,752,1.000,244234,1628,814,13365
278,1,476,1.000,243669,1624,812,4167
278,2,476,1.000,245623,1637,818,4174
278,3,476,1.000,243047,1620,809,4085
278,4,476,1.000,241639,1610,805,4083
278,5,476,1.000,243844,1625,812,4105
278,6,476,1.000,242442,1616,807,4080
278,7,476,1.000,245328,1635,817,4058
278,8,476,1.000,243931,1626,812,4061
278,9,476,1.000,248706,1658,828,4270
278,10,476,1.000,245594,1637,818,4184
279,1,340,1.000,241764,1612,805,4986
279,2,340,1.000,239171,1594,797,4770
279,3,340,1.000,239150,1594,797,4875
279,4,340,1.000,240388,1602,801,4920
279,5,340,1.000,238433,1590,794,4814
279,6,340,1.000,240189,1601,800,4840
279,7,340,1.000,241730,1611,805,4999
279,8,340,1.000,241536,1610,804,4996
279,9,340,1.000,240993,1606,803,5106
279,10,340,1.000,244142,1628,813,5081
280,1,285,1.000,240486,1603,801,8267
280,2,285,1.000,237153,1581,790,8067
280,3,285,1.000,244295,1628,814,8403
280,4,285,1.000,240582,1604,801,8198
280,5,285,1.000,238732,1592,795,8219
280,6,285,1.000,238309,1588,794,8146
280,7,285,1.000,240087,1600,800,8075
280,8,285,1.000,239213,1595,797,8184
280,9,285,1.000,237110,1580,790,8168
280,10,285,1.000,237523,1584,791,8393
281,1,207,1.000,237991,1586,793,13029
281,2,207,1.000,237188,1581,790,13254
281,3,207,1.000,233757,1558,779,12975
281,4,207,1.000,235566,1570,785,12920
281,5,207,1.000,231513,1543,771,12819
281,6,207,1.000,232338,1549,774,12868
281,7,207,1.000,235217,1568,783,12904
281,8,207,1.000,235315,1568,784,13032
281,9,207,1.000,239294,1595,797,13248
281,10,207,1.000,235146,1567,783,12802
282,1,437,1.000,243808,1626,812,19716
282,2,437,1.000,244543,1630,815,19393
282,3,437,1.000,246508,1644,821,19497
282,4,437,1.000,246660,1644,821,20318
282,5,437,1.000,246002,1640,819,19928
282,6,437,1.000,244278,1628,814,19557
282,7,437,1.000,246321,1642,820,19379
282,8,437,1.000,243472,1622,811,19662
282,9,437,1.000,243620,1624,812,19364
282,10,437,1.000,243844,1626,812,19501
283,1,611,1.000,242628,1617,808,17803
