Instance,Run,Objective,Runtime
1,1,182,0.100874
1,2,182,0.099549
1,3,182,0.096955
1,4,182,0.111572
1,5,182,0.098314
1,6,182,0.104076
1,7,182,0.101181
1,8,182,0.107685
1,9,182,0.099701
1,10,182,0.099394
2,1,243,0.111785
2,2,243,0.111087
2,3,243,0.110854
2,4,243,0.112208
2,5,243,0.111255
2,6,243,0.110391
2,7,243,0.112646
2,8,243,0.115058
2,9,243,0.111677
2,10,243,0.113902
3,1,232,0.122989
3,2,232,0.12865
3,3,232,0.125543
3,4,232,0.12148
3,5,232,0.138803
3,6,232,0.130838
3,7,232,0.149227
3,8,232,0.136
3,9,232,0.137001
3,10,232,0.13464
4,1,331,0.109089
4,2,331,0.104502
4,3,331,0.110583
4,4,331,0.110915
4,5,331,0.133714
4,6,331,0.107403
4,7,331,0.115791
4,8,331,0.10599
4,9,331,0.109992
4,10,331,0.104681
5,1,204,0.136341
5,2,204,0.138642
5,3,204,0.152056
5,4,204,0.137784
5,5,204,0.159801
5,6,204,0.147633
5,7,204,0.154534
5,8,204,0.160822
5,9,204,0.15868
5,10,204,0.160393
6,1,285,0.143687
6,2,285,0.163878
6,3,285,0.167659
6,4,285,0.15258
6,5,285,0.126562
6,6,285,0.135418
6,7,285,0.131102
6,8,285,0.142806
6,9,285,0.178557
6,10,285,0.180477
7,1,254,0.152037
7,2,254,0.138227
7,3,254,0.155466
7,4,254,0.171743
7,5,254,0.135787
7,6,254,0.125565
7,7,254,0.142104
7,8,254,0.182562
7,9,254,0.141192
7,10,254,0.125801
8,1,221,0.11078
8,2,221,0.109835
8,3,221,0.13603
8,4,221,0.140708
8,5,221,0.1136
8,6,221,0.118951
8,7,221,0.118661
8,8,221,0.122433
8,9,221,0.113867
8,10,221,0.115464
9,1,253,0.127203
9,2,253,0.153526
9,3,253,0.141418
9,4,253,0.176415
9,5,253,0.13869
9,6,253,0.142477
9,7,253,0.119615
9,8,253,0.148863
9,9,253,0.143382
9,10,253,0.123317
10,1,286,0.128279
10,2,286,0.125851
10,3,286,0.12801
10,4,286,0.138512
10,5,286,0.138701
10,6,286,0.138166
10,7,286,0.136231
10,8,286,0.140925
10,9,286,0.148125
10,10,286,0.149865
11,1,212,0.15238
11,2,212,0.162729
11,3,212,0.158317
11,4,212,0.181353
11,5,212,0.184818
11,6,212,0.162291
11,7,212,0.177425
11,8,212,0.195282
11,9,212,0.192406
11,10,212,0.155608
12,1,161,0.156681
12,2,161,0.134618
12,3,161,0.145739
12,4,161,0.136764
12,5,161,0.159738
12,6,161,0.136918
12,7,161,0.128556
12,8,161,0.131823
12,9,161,0.131834
12,10,161,0.132109
13,1,179,0.150211
13,2,179,0.152906
13,3,179,0.152274
13,4,179,0.173661
13,5,179,0.186619
13,6,179,0.152573
13,7,179,0.150267
13,8,179,0.148876
13,9,179,0.207231
13,10,179,0.156553
14,1,249,0.178802
14,2,249,0.171573
14,3,249,0.157083
14,4,249,0.15629
14,5,249,0.160859
14,6,249,0.169326
14,7,249,0.176105
14,8,249,0.158754
14,9,249,0.173266
14,10,249,0.173728
15,1,266,0.166784
15,2,266,0.166436
15,3,266,0.175415
15,4,266,0.192726
15,5,266,0.218903
15,6,266,0.19888
15,7,266,0.177769
15,8,266,0.210295
15,9,266,0.188008
15,10,266,0.201174
16,1,190,0.172864
16,2,190,0.156409
16,3,190,0.146712
16,4,190,0.151748
16,5,190,0.143644
16,6,190,0.141689
16,7,190,0.14806
16,8,190,0.138461
16,9,190,0.145341
16,10,190,0.172193
17,1,175,0.123168
17,2,175,0.157957
17,3,175,0.115403
17,4,175,0.114196
17,5,175,0.131282
17,6,175,0.127201
17,7,175,0.112131
17,8,175,0.116464
17,9,175,0.116012
17,10,175,0.115065
18,1,164,0.192794
18,2,164,0.16685
18,3,164,0.158437
18,4,164,0.139799
18,5,164,0.138917
18,6,164,0.144803
18,7,164,0.148085
18,8,164,0.157539
18,9,164,0.182905
18,10,164,0.138877
19,1,238,0.156669
19,2,238,0.175654
19,3,238,0.177
19,4,238,0.155113
19,5,238,0.142216
19,6,238,0.129282
19,7,238,0.153109
19,8,238,0.142665
19,9,238,0.15584
19,10,238,0.135271
20,1,206,0.165074
20,2,206,0.186767
20,3,206,0.182324
20,4,206,0.158476
20,5,206,0.162834
20,6,206,0.163728
20,7,206,0.198104
20,8,206,0.19087
20,9,206,0.152072
20,10,206,0.151436
21,1,143,0.130108
21,2,143,0.13304
21,3,143,0.127496
21,4,143,0.132628
21,5,143,0.12935
21,6,143,0.128474
21,7,143,0.12793
21,8,143,0.135387
21,9,143,0.133698
21,10,143,0.177823
22,1,252,0.216081
22,2,252,0.172555
22,3,252,0.195508
22,4,252,0.166298
22,5,252,0.178345
22,6,252,0.190793
22,7,252,0.176883
22,8,252,0.210278
22,9,252,0.183784
22,10,252,0.160547
23,1,137,0.143027
23,2,137,0.132528
23,3,137,0.158034
23,4,137,0.158576
23,5,137,0.150362
23,6,137,0.14037
23,7,137,0.133802
23,8,137,0.149894
23,9,137,0.13522
23,10,137,0.132105
24,1,135,0.127085
24,2,135,0.117323
24,3,135,0.154854
24,4,135,0.162998
24,5,135,0.126502
24,6,135,0.121009
24,7,135,0.146562
24,8,135,0.160638
24,9,135,0.117964
24,10,135,0.131449
25,1,148,0.128291
25,2,148,0.122269
25,3,148,0.112796
25,4,148,0.121431
25,5,148,0.112785
25,6,148,0.145448
25,7,148,0.153016
25,8,148,0.129031
25,9,148,0.14032
25,10,148,0.161317
26,1,246,0.179869
26,2,246,0.164645
26,3,246,0.161671
26,4,246,0.193713
26,5,246,0.173321
26,6,246,0.21903
26,7,246,0.214656
26,8,246,0.228486
26,9,246,0.229298
26,10,246,0.228102
27,1,141,0.190347
27,2,141,0.139909
27,3,141,0.144324
27,4,141,0.166526
27,5,141,0.135071
27,6,141,0.136918
27,7,141,0.143623
27,8,141,0.136968
27,9,141,0.136176
27,10,141,0.159113
28,1,126,0.179962
28,2,126,0.173228
28,3,126,0.175828
28,4,126,0.172592
28,5,126,0.130835
28,6,126,0.132289
28,7,126,0.126255
28,8,126,0.130254
28,9,126,0.125716
28,10,126,0.135027
29,1,194,0.187625
29,2,194,0.167328
29,3,194,0.147105
29,4,194,0.148697
29,5,194,0.154159
29,6,194,0.149852
29,7,194,0.149732
29,8,194,0.164833
29,9,194,0.15496
29,10,194,0.168958
30,1,143,0.167571
30,2,143,0.168599
30,3,143,0.122055
30,4,143,0.129071
30,5,143,0.130991
30,6,143,0.123348
30,7,143,0.131005
30,8,143,0.129521
30,9,143,0.129531
30,10,143,0.142235
31,1,230,0.179623
31,2,230,0.197146
31,3,230,0.162799
31,4,230,0.165206
31,5,230,0.165416
31,6,230,0.160443
31,7,230,0.15878
31,8,230,0.158819
31,9,230,0.171124
31,10,230,0.159661
32,1,247,0.141565
32,2,247,0.155565
32,3,247,0.135485
32,4,247,0.142094
32,5,247,0.165753
32,6,247,0.136245
32,7,247,0.136712
32,8,247,0.136887
32,9,247,0.135277
32,10,247,0.133917
33,1,273,0.145899
33,2,273,0.143763
33,3,273,0.134656
33,4,273,0.137843
33,5,273,0.142735
33,6,273,0.138956
33,7,273,0.13712
33,8,273,0.171644
33,9,273,0.196405
33,10,273,0.160792
34,1,202,0.157143
34,2,202,0.172233
34,3,202,0.192397
34,4,202,0.192532
34,5,202,0.190161
34,6,202,0.188554
34,7,202,0.194404
34,8,202,0.14506
34,9,202,0.146836
34,10,202,0.139484
35,1,248,0.124992
35,2,248,0.134735
35,3,248,0.156286
35,4,248,0.117754
35,5,248,0.112996
35,6,248,0.116356
35,7,248,0.114649
35,8,248,0.118362
35,9,248,0.118658
35,10,248,0.116527
36,1,310,0.154495
36,2,310,0.177536
36,3,310,0.203887
36,4,310,0.190607
36,5,310,0.183217
36,6,310,0.209482
36,7,310,0.175828
36,8,310,0.174846
36,9,310,0.150405
36,10,310,0.152649
37,1,205,0.149337
37,2,205,0.158591
37,3,205,0.157756
37,4,205,0.126433
37,5,205,0.127886
