instance,run,TCT,TEC,bound,feasible,runtime
data/T_537.txt,10,181,899,899,1,0.385198
data/T_538.txt,1,193,233,233,1,0.345663
data/T_538.txt,2,193,233,233,1,0.338667
data/T_538.txt,3,193,233,233,1,0.359683
data/T_538.txt,4,193,233,233,1,0.395121
data/T_538.txt,5,193,233,233,1,0.384104
data/T_538.txt,6,193,233,233,1,0.365055
data/T_538.txt,7,193,233,233,1,0.364958
data/T_538.txt,8,193,233,233,1,0.363463
data/T_538.txt,9,197,233,233,1,0.393152
data/T_538.txt,10,193,233,233,1,0.404589
data/T_539.txt,1,259,596,596,1,0.419309
data/T_539.txt,2,259,596,596,1,0.415792
data/T_539.txt,3,259,596,596,1,0.386964
data/T_539.txt,4,259,596,596,1,0.363128
data/T_539.txt,5,259,596,596,1,0.346521
data/T_539.txt,6,259,596,596,1,0.367938
data/T_539.txt,7,259,596,596,1,0.378898
data/T_539.txt,8,259,596,596,1,0.365319
data/T_539.txt,9,259,596,596,1,0.391847
data/T_539.txt,10,259,596,596,1,0.371983
data/T_540.txt,1,240,519,525,1,0.364062
data/T_540.txt,2,240,523,525,1,0.406099
data/T_540.txt,3,240,524,525,1,0.366202
data/T_540.txt,4,240,525,525,1,0.378885
data/T_540.txt,5,240,523,525,1,0.388823
data/T_540.txt,6,240,523,525,1,0.382667
data/T_540.txt,7,240,524,525,1,0.366294
data/T_540.txt,8,240,523,525,1,0.385875
data/T_540.txt,9,240,524,525,1,0.369228
data/T_540.txt,10,240,525,525,1,0.389783
data/T_541.txt,1,1044,486,486,1,0.386281
data/T_541.txt,2,1044,486,486,1,0.352089
data/T_541.txt,3,1044,486,486,1,0.352462
data/T_541.txt,4,1044,486,486,1,0.339376
data/T_541.txt,5,1044,486,486,1,0.384951
data/T_541.txt,6,1044,486,486,1,0.318267
data/T_541.txt,7,1044,486,486,1,0.350712
data/T_541.txt,8,1044,486,486,1,0.358821
data/T_541.txt,9,1044,486,486,1,0.389363
data/T_541.txt,10,1044,486,486,1,0.337098
data/T_542.txt,1,1073,552,554,1,0.352571
data/T_542.txt,2,1073,552,554,1,0.368835
data/T_542.txt,3,1073,552,554,1,0.358695
data/T_542.txt,4,1073,552,554,1,0.376422
data/T_542.txt,5,1073,552,554,1,0.362886
data/T_542.txt,6,1073,552,554,1,0.366364
data/T_542.txt,7,1073,552,554,1,0.370991
data/T_542.txt,8,1073,552,554,1,0.383443
data/T_542.txt,9,1073,552,554,1,0.356244
data/T_542.txt,10,1073,552,554,1,0.368182
data/T_543.txt,1,1598,1106,1106,1,0.338955
data/T_543.txt,2,1598,1106,1106,1,0.326266
data/T_543.txt,3,1598,1106,1106,1,0.343496
data/T_543.txt,4,1598,1106,1106,1,0.356076
data/T_543.txt,5,1598,1106,1106,1,0.33529
data/T_543.txt,6,1598,1106,1106,1,0.342541
data/T_543.txt,7,1598,1106,1106,1,0.372616
data/T_543.txt,8,1598,1106,1106,1,0.365075
data/T_543.txt,9,1598,1106,1106,1,0.377642
data/T_543.txt,10,1598,1106,1106,1,0.340048
data/T_544.txt,1,1575,720,720,1,0.359216
data/T_544.txt,2,1575,720,720,1,0.389102
data/T_544.txt,3,1575,720,720,1,0.36589
data/T_544.txt,4,1575,720,720,1,0.367247
data/T_544.txt,5,1575,720,720,1,0.367893
data/T_544.txt,6,1575,720,720,1,0.368966
data/T_544.txt,7,1575,720,720,1,0.382875
data/T_544.txt,8,1575,720,720,1,0.373939
data/T_544.txt,9,1575,720,720,1,0.369242
data/T_544.txt,10,1575,720,720,1,0.382013
data/T_545.txt,1,1516,697,699,1,0.340631
data/T_545.txt,2,1516,697,699,1,0.38976
data/T_545.txt,3,1516,697,699,1,0.37467
data/T_545.txt,4,1516,697,699,1,0.345428
data/T_545.txt,5,1516,697,699,1,0.356087
data/T_545.txt,6,1516,697,699,1,0.395476
data/T_545.txt,7,1516,697,699,1,0.35027
data/T_545.txt,8,1516,697,699,1,0.377103
data/T_545.txt,9,1516,697,699,1,0.379789
data/T_545.txt,10,1516,697,699,1,0.362318
data/T_546.txt,1,902,565,578,1,0.380542
data/T_546.txt,2,902,565,578,1,0.352271
data/T_546.txt,3,902,565,578,1,0.370871
data/T_546.txt,4,902,565,578,1,0.392436
data/T_546.txt,5,902,565,578,1,0.385141
data/T_546.txt,6,902,565,578,1,0.340319
data/T_546.txt,7,902,565,578,1,0.365661
data/T_546.txt,8,902,565,578,1,0.380104
data/T_546.txt,9,902,565,578,1,0.368411
data/T_546.txt,10,902,565,578,1,0.361519
data/T_547.txt,1,1956,845,846,1,0.343897
data/T_547.txt,2,1956,845,846,1,0.353628
data/T_547.txt,3,1956,845,846,1,0.367841
data/T_547.txt,4,1956,845,846,1,0.400081
data/T_547.txt,5,1956,845,846,1,0.380988
data/T_547.txt,6,1956,845,846,1,0.386295
data/T_547.txt,7,1956,845,846,1,0.387143
data/T_547.txt,8,1956,845,846,1,0.352196
data/T_547.txt,9,1956,845,846,1,0.38767
data/T_547.txt,10,1956,845,846,1,0.366102
data/T_548.txt,1,1424,718,721,1,0.331769
data/T_548.txt,2,1424,718,721,1,0.376056
data/T_548.txt,3,1426,715,721,1,0.362319
data/T_548.txt,4,1424,718,721,1,0.358416
data/T_548.txt,5,1426,715,721,1,0.30785
data/T_548.txt,6,1424,718,721,1,0.329252
data/T_548.txt,7,1424,718,721,1,0.347087
data/T_548.txt,8,1426,715,721,1,0.373446
data/T_548.txt,9,1424,718,721,1,0.372785
data/T_548.txt,10,1426,715,721,1,0.354649
data/T_549.txt,1,1312,1040,1040,1,0.332863
data/T_549.txt,2,1312,1040,1040,1,0.369184
data/T_549.txt,3,1312,1040,1040,1,0.38157
data/T_549.txt,4,1312,1040,1040,1,0.354468
data/T_549.txt,5,1312,1040,1040,1,0.351974
data/T_549.txt,6,1312,1040,1040,1,0.358986
data/T_549.txt,7,1312,1040,1040,1,0.376138
data/T_549.txt,8,1312,1040,1040,1,0.381817
data/T_549.txt,9,1312,1040,1040,1,0.346401
data/T_549.txt,10,1312,1040,1040,1,0.380797
data/T_550.txt,1,1501,1584,1585,1,0.402374
data/T_550.txt,2,1501,1584,1585,1,0.394852
data/T_550.txt,3,1501,1584,1585,1,0.376968
data/T_550.txt,4,1515,1581,1585,1,0.35956
data/T_550.txt,5,1501,1584,1585,1,0.374548
data/T_550.txt,6,1501,1584,1585,1,0.329515
data/T_550.txt,7,1501,1584,1585,1,0.356024
data/T_550.txt,8,1501,1584,1585,1,0.353292
data/T_550.txt,9,1501,1584,1585,1,0.378128
data/T_550.txt,10,1515,1581,1585,1,0.34963
data/T_551.txt,1,844,1142,1150,1,0.385647
data/T_551.txt,2,844,1142,1150,1,0.380816
data/T_551.txt,3,844,1142,1150,1,0.379692
data/T_551.txt,4,844,1142,1150,1,0.375626
data/T_551.txt,5,844,1142,1150,1,0.380019
data/T_551.txt,6,844,1142,1150,1,0.381786
data/T_551.txt,7,844,1142,1150,1,0.355191
data/T_551.txt,8,844,1142,1150,1,0.364391
data/T_551.txt,9,844,1142,1150,1,0.371888
data/T_551.txt,10,844,1142,1150,1,0.371204
data/T_552.txt,1,621,455,457,1,0.368297
data/T_552.txt,2,621,455,457,1,0.364792
data/T_552.txt,3,621,456,457,1,0.368821
data/T_552.txt,4,621,456,457,1,0.384433
data/T_552.txt,5,621,456,457,1,0.379991
data/T_552.txt,6,621,456,457,1,0.362209
data/T_552.txt,7,621,456,457,1,0.363932
data/T_552.txt,8,621,455,457,1,0.368279
data/T_552.txt,9,621,456,457,1,0.37761
data/T_552.txt,10,621,455,457,1,0.367458
data/T_553.txt,1,1382,882,883,1,0.380842
data/T_553.txt,2,1382,882,883,1,0.37275
data/T_553.txt,3,1382,882,883,1,0.382035
data/T_553.txt,4,1382,882,883,1,0.395439
data/T_553.txt,5,1382,882,883,1,0.361863
data/T_553.txt,6,1382,882,883,1,0.365299
data/T_553.txt,7,1382,882,883,1,0.37897
data/T_553.txt,8,1382,882,883,1,0.382331
data/T_553.txt,9,1382,882,883,1,0.386132
data/T_553.txt,10,1382,882,883,1,0.370131
data/T_554.txt,1,1252,1049,1050,1,0.370772
data/T_554.txt,2,1256,1047,1050,1,0.368651
data/T_554.txt,3,1256,1047,1050,1,0.343844
data/T_554.txt,4,1252,1049,1050,1,0.399815
data/T_554.txt,5,1252,1049,1050,1,0.378058
data/T_554.txt,6,1252,1049,1050,1,0.3776
data/T_554.txt,7,1256,1047,1050,1,0.382905
data/T_554.txt,8,1252,1049,1050,1,0.355427
data/T_554.txt,9,1252,1049,1050,1,0.352189
data/T_554.txt,10,1256,1047,1050,1,0.372325
data/T_555.txt,1,958,661,663,1,0.384249
data/T_555.txt,2,958,661,663,1,0.400145
data/T_555.txt,3,958,661,663,1,0.357174
data/T_555.txt,4,958,661,663,1,0.371921
data/T_555.txt,5,958,661,663,1,0.389174
data/T_555.txt,6,958,661,663,1,0.387441
data/T_555.txt,7,958,661,663,1,0.330071
data/T_555.txt,8,958,661,663,1,0.362985
data/T_555.txt,9,958,661,663,1,0.403859
data/T_555.txt,10,958,661,663,1,0.423984
data/T_556.txt,1,1053,870,872,1,0.383584
data/T_556.txt,2,1053,871,872,1,0.384662
data/T_556.txt,3,1053,871,872,1,0.395657
data/T_556.txt,4,1053,871,872,1,0.378734
data/T_556.txt,5,1053,871,872,1,0.351352
data/T_556.txt,6,1053,871,872,1,0.345969
data/T_556.txt,7,1053,871,872,1,0.388192
data/T_556.txt,8,1053,871,872,1,0.373175
data/T_556.txt,9,1053,871,872,1,0.369768
data/T_556.txt,10,1053,871,872,1,0.382852
data/T_557.txt,1,1178,988,988,1,0.38915
data/T_557.txt,2,1178,988,988,1,0.366442
data/T_557.txt,3,1178,988,988,1,0.377265
data/T_557.txt,4,1178,988,988,1,0.363391
data/T_557.txt,5,1178,988,988,1,0.361539
data/T_557.txt,6,1178,988,988,1,0.392096
data/T_557.txt,7,1178,988,988,1,0.36359
data/T_557.txt,8,1178,988,988,1,0.363058
data/T_557.txt,9,1178,988,988,1,0.374315
data/T_557.txt,10,1178,988,988,1,0.360949
data/T_558.txt,1,724,677,677,1,0.39721
data/T_558.txt,2,724,677,677,1,0.379553
data/T_558.txt,3,724,677,677,1,0.359747
data/T_558.txt,4,724,677,677,1,0.367016
data/T_558.txt,5,724,677,677,1,0.365877
data/T_558.txt,6,724,677,677,1,0.362258
data/T_558.txt,7,724,677,677,1,0.363108
data/T_558.txt,8,724,677,677,1,0.38775
data/T_558.txt,9,724,677,677,1,0.385557
data/T_558.txt,10,724,677,677,1,0.372229
data/T_559.txt,1,1342,1346,1347,1,0.359341
data/T_559.txt,2,1342,1346,1347,1,0.369554
data/T_559.txt,3,1342,1346,1347,1,0.346682
data/T_559.txt,4,1342,1346,1347,1,0.374919
data/T_559.txt,5,1342,1346,1347,1,0.378785
data/T_559.txt,6,1342,1346,1347,1,0.360815
data/T_559.txt,7,1342,1346,1347,1,0.371445
data/T_559.txt,8,1342,1346,1347,1,0.387316
data/T_559.txt,9,1342,1346,1347,1,0.393625
data/T_559.txt,10,1342,1346,1347,1,0.374989
data/T_560.txt,1,1431,1896,1896,1,0.342633
data/T_560.txt,2,1431,1896,1896,1,0.338297
data/T_560.txt,3,1431,1896,1896,1,0.381189
data/T_560.txt,4,1431,1896,1896,1,0.373225
data/T_560.txt,5,1431,1896,1896,1,0.350758
data/T_560.txt,6,1431,1896,1896,1,0.360893
data/T_560.txt,7,1431,1896,1896,1,0.380411
data/T_560.txt,8,1431,1896,1896,1,0.361577
data/T_560.txt,9,1431,1896,1896,1,0.389365
data/T_560.txt,10,1431,1896,1896,1,0.360232
data/T_561.txt,1,796,795,797,1,0.366875
data/T_561.txt,2,796,795,797,1,0.371501
data/T_561.txt,3,796,795,797,1,0.368528
data/T_561.txt,4,796,795,797,1,0.404908
data/T_561.txt,5,796,795,797,1,0.394416
data/T_561.txt,6,796,795,797,1,0.394541
data/T_561.txt,7,796,795,797,1,0.405823
data/T_561.txt,8,796,795,797,1,0.409801
data/T_561.txt,9,796,795,797,1,0.379499
data/T_561.txt,10,796,795,797,1,0.380507
data/T_562.txt,1,1337,2120,2121,1,0.406028
data/T_562.txt,2,1337,2120,2121,1,0.364651
data/T_562.txt,3,1337,2120,2121,1,0.359797
data/T_562.txt,4,1337,2120,2121,1,0.384188
data/T_562.txt,5,1337,2120,2121,1,0.378176
data/T_562.txt,6,1337,2120,2121,1,0.3703
data/T_562.txt,7,1337,2120,2121,1,0.36734
data/T_562.txt,8,1337,2120,2121,1,0.385127
data/T_562.txt,9,1337,2120,2121,1,0.369751
data/T_562.txt,10,1337,2120,2121,1,0.394845
data/T_563.txt,1,975,2343,2344,1,0.362027
data/T_563.txt,2,975,2343,2344,1,0.384122
data/T_563.txt,3,975,2343,2344,1,0.379271
data/T_563.txt,4,975,2343,2344,1,0.368614
data/T_563.txt,5,975,2343,2344,1,0.406558
data/T_563.txt,6,975,2343,2344,1,0.372857
data/T_563.txt,7,975,2343,2344,1,0.358561
data/T_563.txt,8,975,2343,2344,1,0.371138
data/T_563.txt,9,975,2343,2344,1,0.387807
data/T_563.txt,10,975,2343,2344,1,0.363133
data/T_564.txt,1,766,1162,1170,1,0.358904
data/T_564.txt,2,766,1162,1170,1,0.415937
data/T_564.txt,3,766,1162,1170,1,0.43414
data/T_564.txt,4,766,1162,1170,1,0.385685
data/T_564.txt,5,766,1162,1170,1,0.416967
data/T_564.txt,6,766,1162,1170,1,0.366441
data/T_564.txt,7,766,1162,1170,1,0.359978
data/T_564.txt,8,766,1162,1170,1,0.353936
data/T_564.txt,9,766,1162,1170,1,0.378126
data/T_564.txt,10,766,1162,1170,1,0.380616
data/T_565.txt,1,1047,1534,1536,1,0.362548
data/T_565.txt,2,1047,1534,1536,1,0.354279
data/T_565.txt,3,1047,1534,1536,1,0.370917
data/T_565.txt,4,1047,1534,1536,1,0.37084
data/T_565.txt,5,1047,1534,1536,1,0.34877
data/T_565.txt,6,1047,1534,1536,1,0.342475
data/T_565.txt,7,1047,1534,1536,1,0.362524
data/T_565.txt,8,1047,1534,1536,1,0.370506
data/T_565.txt,9,1047,1534,1536,1,0.331711
data/T_565.txt,10,1047,1534,1536,1,0.366366
data/T_566.txt,1,878,718,718,1,0.367279
data/T_566.txt,2,878,718,718,1,0.370184
data/T_566.txt,3,878,718,718,1,0.385964
data/T_566.txt,4,878,718,718,1,0.358759
data/T_566.txt,5,878,718,718,1,0.362686
data/T_566.txt,6,878,718,718,1,0.338293
data/T_566.txt,7,878,718,718,1,0.316074
data/T_566.txt,8,878,718,718,1,0.388136
data/T_566.txt,9,878,718,718,1,0.350362
data/T_566.txt,10,878,718,718,1,0.353937
data/T_567.txt,1,395,483,483,1,0.36887
data/T_567.txt,2,398,482,483,1,0.380459
data/T_567.txt,3,395,483,483,1,0.376327
data/T_567.txt,4,395,483,483,1,0.379189
data/T_567.txt,5,395,483,483,1,0.381944
data/T_567.txt,6,395,483,483,1,0.355534
data/T_567.txt,7,395,483,483,1,0.363987
data/T_567.txt,8,395,483,483,1,0.387447
data/T_567.txt,9,396,480,483,1,0.374952
data/T_567.txt,10,395,483,483,1,0.353852
data/T_568.txt,1,1017,1420,1428,1,0.339447
data/T_568.txt,2,1017,1420,1428,1,0.401382
data/T_568.txt,3,1017,1420,1428,1,0.363245
data/T_568.txt,4,1017,1420,1428,1,0.351822
data/T_568.txt,5,1017,1420,1428,1,0.361189
data/T_568.txt,6,1017,1420,1428,1,0.373981
data/T_568.txt,7,1017,1420,1428,1,0.384605
data/T_568.txt,8,1017,1420,1428,1,0.358097
data/T_568.txt,9,1017,1420,1428,1,0.37093
data/T_568.txt,10,1017,1420,1428,1,0.370254
data/T_569.txt,1,930,840,840,1,0.352683
data/T_569.txt,2,930,840,840,1,0.369623
data/T_569.txt,3,930,840,840,1,0.380958
data/T_569.txt,4,930,840,840,1,0.368869
data/T_569.txt,5,931,839,840,1,0.341946
data/T_569.txt,6,930,840,840,1,0.348509
data/T_569.txt,7,931,839,840,1,0.367445
data/T_569.txt,8,931,839,840,1,0.388528
data/T_569.txt,9,930,840,840,1,0.372275
data/T_569.txt,10,930,840,840,1,0.37504
data/T_570.txt,1,1032,1546,1546,1,0.368479
data/T_570.txt,2,1032,1546,1546,1,0.371793
data/T_570.txt,3,1032,1546,1546,1,0.393217
data/T_570.txt,4,1032,1546,1546,1,0.409709
data/T_570.txt,5,1032,1546,1546,1,0.400602
data/T_570.txt,6,1032,1546,1546,1,0.395158
data/T_570.txt,7,1032,1546,1546,1,0.366389
data/T_570.txt,8,1032,1546,1546,1,0.400147
data/T_570.txt,9,1032,1546,1546,1,0.336196
data/T_570.txt,10,1032,1546,1546,1,0.34318
data/T_571.txt,1,905,1565,1567,1,0.359628
data/T_571.txt,2,905,1567,1567,1,0.373154
data/T_571.txt,3,905,1567,1567,1,0.358627
data/T_571.txt,4,905,1567,1567,1,0.365548
data/T_571.txt,5,905,1567,1567,1,0.363993
data/T_571.txt,6,905,1567,1567,1,0.398736
data/T_571.txt,7,905,1567,1567,1,0.386103
data/T_571.txt,8,905,1567,1567,1,0.371379
data/T_571.txt,9,905,1567,1567,1,0.381733
data/T_571.txt,10,905,1567,1567,1,0.343029
data/T_572.txt,1,1796,930,930,1,0.35159
data/T_572.txt,2,1796,930,930,1,0.361438
data/T_572.txt,3,1796,930,930,1,0.361659
data/T_572.txt,4,1796,930,930,1,0.341334
data/T_572.txt,5,1796,930,930,1,0.357245
data/T_572.txt,6,1796,930,930,1,0.344614
data/T_572.txt,7,1796,930,930,1,0.379012
data/T_572.txt,8,1796,930,930,1,0.393595
data/T_572.txt,9,1796,930,930,1,0.395151
data/T_572.txt,10,1796,930,930,1,0.376863
data/T_573.txt,1,1528,1980,1981,1,0.310734
data/T_573.txt,2,1528,1980,1981,1,0.340175
data/T_573.txt,3,1528,1980,1981,1,0.384738
data/T_573.txt,4,1528,1980,1981,1,0.341272
data/T_573.txt,5,1528,1980,1981,1,0.348005
data/T_573.txt,6,1528,1980,1981,1,0.366196
data/T_573.txt,7,1528,1980,1981,1,0.360731
data/T_573.txt,8,1528,1980,1981,1,0.333804
data/T_573.txt,9,1528,1980,1981,1,0.325627
data/T_573.txt,10,1528,1980,1981,1,0.350695
data/T_574.txt,1,1199,807,808,1,0.36417
data/T_574.txt,2,1199,807,808,1,0.392417
data/T_574.txt,3,1199,807,808,1,0.347152
data/T_574.txt,4,1199,807,808,1,0.358885
data/T_574.txt,5,1199,807,808,1,0.341508
data/T_574.txt,6,1199,807,808,1,0.346295
data/T_574.txt,7,1199,807,808,1,0.376945
data/T_574.txt,8,1199,807,808,1,0.346255
data/T_574.txt,9,1199,807,808,1,0.334675
data/T_574.txt,10,1199,807,808,1,0.359674
data/T_575.txt,1,1464,862,862,1,0.354384
data/T_575.txt,2,1464,862,862,1,0.363252
data/T_575.txt,3,1464,862,862,1,0.363027
data/T_575.txt,4,1464,862,862,1,0.336403
data/T_575.txt,5,1464,862,862,1,0.348682
data/T_575.txt,6,1464,862,862,1,0.34358
data/T_575.txt,7,1464,862,862,1,0.372364
data/T_575.txt,8,1464,862,862,1,0.359817
data/T_575.txt,9,1464,862,862,1,0.365527
data/T_575.txt,10,1464,862,862,1,0.360151
data/T_576.txt,1,1540,1382,1382,1,0.364046
data/T_576.txt,2,1540,1382,1382,1,0.338359
data/T_576.txt,3,1540,1382,1382,1,0.368801
data/T_576.txt,4,1540,1382,1382,1,0.369696
data/T_576.txt,5,1540,1382,1382,1,0.364719
data/T_576.txt,6,1540,1382,1382,1,0.347791
data/T_576.txt,7,1540,1382,1382,1,0.378568
data/T_576.txt,8,1540,1382,1382,1,0.369126
data/T_576.txt,9,1540,1382,1382,1,0.340599
data/T_576.txt,10,1540,1382,1382,1,0.365001
data/T_577.txt,1,680,1437,1438,1,0.391841
data/T_577.txt,2,680,1437,1438,1,0.376809
data/T_577.txt,3,680,1437,1438,1,0.390103
data/T_577.txt,4,680,1437,1438,1,0.37485
data/T_577.txt,5,680,1437,1438,1,0.376217
data/T_577.txt,6,680,1437,1438,1,0.36324
data/T_577.txt,7,680,1437,1438,1,0.337856
data/T_577.txt,8,680,1437,1438,1,0.384383
data/T_577.txt,9,680,1437,1438,1,0.387192
data/T_577.txt,10,680,1437,1438,1,0.365653
data/T_578.txt,1,1276,734,737,1,0.352498
data/T_578.txt,2,1276,713,737,1,0.363098
data/T_578.txt,3,1276,713,737,1,0.370545
data/T_578.txt,4,1276,713,737,1,0.343333
data/T_578.txt,5,1276,734,737,1,0.366864
data/T_578.txt,6,1276,713,737,1,0.332563
data/T_578.txt,7,1276,734,737,1,0.351192
data/T_578.txt,8,1276,734,737,1,0.36077
data/T_578.txt,9,1276,713,737,1,0.361163
data/T_578.txt,10,1276,713,737,1,0.352428
data/T_579.txt,1,1403,653,653,1,0.368205
data/T_579.txt,2,1403,653,653,1,0.348121
data/T_579.txt,3,1399,651,653,1,0.353826
data/T_579.txt,4,1399,651,653,1,0.358189
data/T_579.txt,5,1399,651,653,1,0.354304
data/T_579.txt,6,1399,651,653,1,0.347855
data/T_579.txt,7,1399,651,653,1,0.353031
data/T_579.txt,8,1399,651,653,1,0.375375
data/T_579.txt,9,1403,653,653,1,0.365159
data/T_579.txt,10,1403,652,653,1,0.344104
data/T_580.txt,1,1875,3766,3766,1,0.356868
data/T_580.txt,2,1875,3766,3766,1,0.36331
data/T_580.txt,3,1875,3766,3766,1,0.32586
data/T_580.txt,4,1875,3766,3766,1,0.337862
data/T_580.txt,5,1875,3766,3766,1,0.347394
data/T_580.txt,6,1875,3766,3766,1,0.346175
data/T_580.txt,7,1875,3766,3766,1,0.344915
data/T_580.txt,8,1875,3766,3766,1,0.369128
data/T_580.txt,9,1875,3766,3766,1,0.325677
data/T_580.txt,10,1875,3766,3766,1,0.3498
data/T_581.txt,1,689,1414,1418,1,0.36042
data/T_581.txt,2,689,1414,1418,1,0.347666
data/T_581.txt,3,689,1414,1418,1,0.36856
data/T_581.txt,4,689,1414,1418,1,0.401729
data/T_581.txt,5,691,1418,1418,1,0.373867
data/T_581.txt,6,689,1414,1418,1,0.408295
data/T_581.txt,7,689,1414,1418,1,0.409609
data/T_581.txt,8,689,1414,1418,1,0.370649
data/T_581.txt,9,689,1414,1418,1,0.398555
data/T_581.txt,10,689,1414,1418,1,0.374357
data/T_582.txt,1,760,2731,2732,1,0.375041
data/T_582.txt,2,760,2731,2732,1,0.354746
data/T_582.txt,3,760,2731,2732,1,0.34212
data/T_582.txt,4,760,2731,2732,1,0.37531
data/T_582.txt,5,760,2731,2732,1,0.393215
data/T_582.txt,6,760,2731,2732,1,0.365257
data/T_582.txt,7,760,2731,2732,1,0.369755
data/T_582.txt,8,760,2731,2732,1,0.375353
data/T_582.txt,9,760,2731,2732,1,0.35167
data/T_582.txt,10,760,2731,2732,1,0.398104
data/T_583.txt,1,1095,1882,1882,1,0.419868
data/T_583.txt,2,1082,1880,1882,1,0.376605
data/T_583.txt,3,1082,1880,1882,1,0.393626
data/T_583.txt,4,1082,1880,1882,1,0.378865
data/T_583.txt,5,1082,1880,1882,1,0.385726
data/T_583.txt,6,1082,1880,1882,1,0.342125
data/T_583.txt,7,1082,1880,1882,1,0.355089
data/T_583.txt,8,1082,1880,1882,1,0.347998
data/T_583.txt,9,1095,1882,1882,1,0.397287
data/T_583.txt,10,1095,1882,1882,1,0.347498
data/T_584.txt,1,654,539,551,1,0.385307
data/T_584.txt,2,654,539,551,1,0.331222
data/T_584.txt,3,654,539,551,1,0.382514
data/T_584.txt,4,654,539,551,1,0.361751
data/T_584.txt,5,654,539,551,1,0.358336
data/T_584.txt,6,654,539,551,1,0.361526
data/T_584.txt,7,654,539,551,1,0.399207
data/T_584.txt,8,654,539,551,1,0.384846
data/T_584.txt,9,654,539,551,1,0.363557
data/T_584.txt,10,654,539,551,1,0.378012
data/T_585.txt,1,852,938,938,1,0.389625
data/T_585.txt,2,852,938,938,1,0.381544
data/T_585.txt,3,852,938,938,1,0.377814
data/T_585.txt,4,852,938,938,1,0.364251
data/T_585.txt,5,852,938,938,1,0.394418
data/T_585.txt,6,852,938,938,1,0.370268
data/T_585.txt,7,852,938,938,1,0.379448
data/T_585.txt,8,852,938,938,1,0.342322
data/T_585.txt,9,852,938,938,1,0.3844
data/T_585.txt,10,852,938,938,1,0.356221
data/T_586.txt,1,1173,2615,2615,1,0.310315
data/T_586.txt,2,1173,2615,2615,1,0.343992
data/T_586.txt,3,1173,2615,2615,1,0.36468
data/T_586.txt,4,1173,2615,2615,1,0.350197
data/T_586.txt,5,1173,2615,2615,1,0.346648
data/T_586.txt,6,1173,2615,2615,1,0.357892
data/T_586.txt,7,1173,2615,2615,1,0.380277
data/T_586.txt,8,1173,2615,2615,1,0.390711
data/T_586.txt,9,1173,2615,2615,1,0.372911
data/T_586.txt,10,1173,2615,2615,1,0.375773
data/T_587.txt,1,813,1378,1378,1,0.363231
data/T_587.txt,2,813,1378,1378,1,0.377898
data/T_587.txt,3,812,1378,1378,1,0.38334
data/T_587.txt,4,813,1378,1378,1,0.379001
data/T_587.txt,5,813,1378,1378,1,0.371199
data/T_587.txt,6,812,1378,1378,1,0.378682
data/T_587.txt,7,812,1378,1378,1,0.366184
data/T_587.txt,8,813,1378,1378,1,0.378914
data/T_587.txt,9,813,1378,1378,1,0.333541
data/T_587.txt,10,813,1378,1378,1,0.384401
data/T_588.txt,1,1457,5272,5272,1,0.377847
data/T_588.txt,2,1457,5272,5272,1,0.369438
data/T_588.txt,3,1457,5272,5272,1,0.365016
data/T_588.txt,4,1457,5272,5272,1,0.378532
data/T_588.txt,5,1457,5272,5272,1,0.386932
data/T_588.txt,6,1457,5272,5272,1,0.34479
data/T_588.txt,7,1457,5272,5272,1,0.33851
data/T_588.txt,8,1457,5272,5272,1,0.371574
data/T_588.txt,9,1457,5272,5272,1,0.352644
data/T_588.txt,10,1457,5272,5272,1,0.351072
data/T_589.txt,1,1137,2252,2252,1,0.362865
data/T_589.txt,2,1141,2250,2252,1,0.346934
data/T_589.txt,3,1139,2251,2252,1,0.362515
data/T_589.txt,4,1137,2252,2252,1,0.372267
data/T_589.txt,5,1137,2252,2252,1,0.368824
data/T_589.txt,6,1137,2252,2252,1,0.399208
data/T_589.txt,7,1137,2252,2252,1,0.408312
data/T_589.txt,8,1137,2252,2252,1,0.39258
data/T_589.txt,9,1137,2252,2252,1,0.395332
data/T_589.txt,10,1137,2252,2252,1,0.408124
data/T_590.txt,1,1111,932,932,1,0.378903
data/T_590.txt,2,1111,932,932,1,0.403672
data/T_590.txt,3,1111,932,932,1,0.371963
data/T_590.txt,4,1111,932,932,1,0.351868
data/T_590.txt,5,1111,932,932,1,0.34756
data/T_590.txt,6,1111,932,932,1,0.37958
data/T_590.txt,7,1111,932,932,1,0.371631
data/T_590.txt,8,1111,932,932,1,0.349822
data/T_590.txt,9,1111,932,932,1,0.383518
data/T_590.txt,10,1111,932,932,1,0.361947
data/T_591.txt,1,874,3972,3972,1,0.343069
data/T_591.txt,2,874,3972,3972,1,0.383637
data/T_591.txt,3,874,3972,3972,1,0.345651
data/T_591.txt,4,874,3972,3972,1,0.382336
data/T_591.txt,5,874,3972,3972,1,0.389319
data/T_591.txt,6,874,3972,3972,1,0.34286
data/T_591.txt,7,874,3971,3972,1,0.376676
data/T_591.txt,8,874,3972,3972,1,0.383514
data/T_591.txt,9,874,3971,3972,1,0.344789
data/T_591.txt,10,874,3972,3972,1,0.393833
data/T_592.txt,1,700,1327,1330,1,0.344344
data/T_592.txt,2,700,1327,1330,1,0.358672
data/T_592.txt,3,700,1322,1330,1,0.352403
data/T_592.txt,4,700,1327,1330,1,0.372403
data/T_592.txt,5,700,1327,1330,1,0.331773
