Folder,Instance,Mode,Run,Objective,Runtime,Iterations
500_10000,N_U_1,,10,14864279,5.000,5387
500_10000,N_U_2,,1,39826445,5.001,5488
500_10000,N_U_2,,2,41238578,5.000,5644
500_10000,N_U_2,,3,40169402,5.000,5671
500_10000,N_U_2,,4,43308819,5.001,5581
500_10000,N_U_2,,5,43095214,5.003,5400
500_10000,N_U_2,,6,41597109,5.000,5571
500_10000,N_U_2,,7,40202055,5.000,5502
500_10000,N_U_2,,8,41265504,5.000,5550
500_10000,N_U_2,,9,39873759,5.001,5551
500_10000,N_U_2,,10,43644705,5.001,5549
500_10000,N_U_3,,1,12534192,5.000,5481
500_10000,N_U_3,,2,11289924,5.000,5611
500_10000,N_U_3,,3,11554107,5.001,5370
500_10000,N_U_3,,4,11550237,5.001,5706
500_10000,N_U_3,,5,11649948,5.000,5784
500_10000,N_U_3,,6,11608634,5.001,5788
500_10000,N_U_3,,7,11282910,5.001,5538
500_10000,N_U_3,,8,12483374,5.001,5567
500_10000,N_U_3,,9,11273763,5.001,5472
500_10000,N_U_3,,10,11200922,5.000,5513
500_10000,N_U_4,,1,32464575,5.001,5684
500_10000,N_U_4,,2,33322140,5.001,5643
500_10000,N_U_4,,3,34892397,5.000,5430
500_10000,N_U_4,,4,34425037,5.001,5344
500_10000,N_U_4,,5,33233712,5.001,5531
500_10000,N_U_4,,6,33662552,5.000,5766
500_10000,N_U_4,,7,32604952,5.000,5740
500_10000,N_U_4,,8,34161169,5.001,5745
500_10000,N_U_4,,9,34012682,5.000,5794
500_10000,N_U_4,,10,34737307,5.001,5794
500_10000,N_U_5,,1,29064693,5.000,5747
500_10000,N_U_5,,2,27527502,5.001,5600
500_10000,N_U_5,,3,27034658,5.000,5511
500_10000,N_U_5,,4,27562892,5.005,5593
500_10000,N_U_5,,5,27591685,5.001,5437
500_10000,N_U_5,,6,28878737,5.002,5392
500_10000,N_U_5,,7,28033347,5.001,5338
500_10000,N_U_5,,8,29052481,5.025,5751
500_10000,N_U_5,,9,28540884,5.000,5590
500_10000,N_U_5,,10,28634304,5.000,5710
500_10000,U_N_1,,1,8028368,5.001,5577
500_10000,U_N_1,,2,7843884,5.000,5383
500_10000,U_N_1,,3,7175836,5.000,5637
500_10000,U_N_1,,4,7974585,5.000,5580
500_10000,U_N_1,,5,8306151,5.000,5357
500_10000,U_N_1,,6,7298637,5.000,5705
