Instance,Run,Objective,Runtime,Iterations
368,10,163,1.00001,211140
369,1,263,1,251439
369,2,263,1,231284
369,3,263,1,248688
369,4,263,1,294550
369,5,263,1,306027
369,6,263,1,240140
369,7,263,1,243880
369,8,263,1.00008,242121
369,9,263,1,228729
369,10,263,1,233368
370,1,153,1,207304
370,2,153,1,254262
370,3,153,1.00001,256197
370,4,153,1,251763
370,5,153,1,254145
370,6,153,1,254281
370,7,153,1.00002,252355
370,8,153,1,237134
370,9,153,1,223992
370,10,153,1,241229
371,1,163,1,249700
371,2,163,1,237635
371,3,163,1,244630
371,4,163,1.00001,241015
371,5,163,1,247711
371,6,163,1.00001,237577
371,7,163,1,228620
371,8,163,1,231295
371,9,163,1,239420
371,10,163,1,251580
372,1,149,1,221973
372,2,149,1.00001,237840
372,3,149,1.00004,236030
372,4,149,1,225981
372,5,149,1,234300
372,6,149,1,226743
372,7,149,1,231304
372,8,149,1,234226
372,9,149,1,232835
372,10,149,1,227221
373,1,171,1,220518
373,2,171,1.00001,224124
373,3,171,1,230071
373,4,171,1,218553
373,5,171,1.00001,232288
373,6,171,1,207246
373,7,171,1,225661
373,8,171,1,204725
373,9,171,1,223336
373,10,171,1,221182
374,1,93,1.00001,216041
374,2,93,1,223429
374,3,93,1.00001,226260
374,4,93,1.00001,209930
374,5,93,1,224794
374,6,93,1,221740
374,7,93,1,230298
374,8,93,1.00001,219163
374,9,93,1,233389
374,10,93,1,235474
375,1,229,1,253153
375,2,229,1,238610
375,3,229,1,228370
375,4,229,1,216311
375,5,229,1,232151
375,6,229,1,235140
375,7,229,1,251575
375,8,229,1,244118
375,9,229,1,240879
375,10,229,1,234359
376,1,214,1,236851
376,2,214,1,217090
376,3,214,1,236829
376,4,214,1.00001,208588
376,5,214,1,227715
376,6,214,1,245899
376,7,214,1,243562
376,8,214,1,251029
376,9,214,1,246295
376,10,214,1,254156
377,1,120,1,240548
377,2,120,1.00001,240020
377,3,120,1.00001,213282
377,4,120,1.00003,207069
377,5,120,1,216068
377,6,120,1,216059
377,7,120,1.00001,220210
377,8,120,1,228137
377,9,120,1.00001,213213
377,10,120,1,215430
378,1,190,1,217737
378,2,190,1,217368
378,3,190,1,222472
378,4,190,1,218750
378,5,190,1,223475
378,6,190,1,239421
378,7,190,1.00001,215799
378,8,190,1,232331
378,9,190,1.00001,220135
378,10,190,1,235409
379,1,179,1,210022
379,2,179,1,210703
379,3,179,1,221234
379,4,179,1,229708
379,5,179,1.00001,219485
379,6,179,1,220513
379,7,179,1.00003,230803
379,8,179,1,213397
379,9,179,1,217311
379,10,179,1,223842
380,1,209,1,219229
380,2,209,1,231466
380,3,209,1,226591
380,4,209,1,217041
380,5,209,1,213291
380,6,209,1,227917
380,7,209,1,204296
380,8,209,1,230299
380,9,209,1,214240
380,10,209,1.00001,231301
381,1,156,1,219233
381,2,156,1.00001,222575
381,3,156,1,222871
381,4,156,1,219322
381,5,156,1,225830
381,6,156,1,227575
381,7,156,1,247006
381,8,156,1,208279
381,9,156,1,212447
381,10,156,1.00001,228373
382,1,156,1,195520
382,2,156,1.00001,205784
382,3,156,1,211804
382,4,156,1,220412
382,5,156,1,212085
382,6,156,1,208031
382,7,156,1,222824
382,8,156,1,217174
382,9,156,1,229686
382,10,156,1,211446
383,1,109,1,222669
383,2,109,1,240201
383,3,109,1,242860
383,4,109,1,245220
383,5,109,1,244630
383,6,109,1,241883
383,7,109,1,246203
383,8,109,1,239694
383,9,109,1,234539
383,10,109,1,232982
384,1,174,1,248488
384,2,174,1,252941
384,3,174,1.00001,254051
384,4,174,1,256330
384,5,174,1,254651
384,6,174,1,260060
384,7,174,1,265261
384,8,174,1,246125
384,9,174,1,241183
384,10,174,1,244068
385,1,102,1,208166
385,2,102,1,217001
385,3,102,1,223136
385,4,102,1,210241
385,5,102,1,209259
385,6,102,1.00001,203486
385,7,102,1,197598
385,8,102,1,206469
385,9,102,1,205667
385,10,102,1.00001,209181
386,1,134,1,231644
386,2,134,1,244912
386,3,134,1,238997
386,4,134,1,245817
386,5,134,1,235853
386,6,134,1,249479
386,7,134,1,221985
386,8,134,1,241056
386,9,134,1,248453
386,10,134,1,258941
387,1,210,1,225819
387,2,210,1,235643
387,3,210,1,254422
387,4,210,1,225588
387,5,210,1,245391
387,6,210,1,237514
387,7,210,1,231244
387,8,210,1,228353
387,9,210,1,261582
387,10,210,1,251815
388,1,121,1.00001,226909
388,2,121,1,242395
388,3,121,1,249955
388,4,121,1,236790
388,5,121,1.00014,232873
388,6,121,1.00001,233871
388,7,121,1,233997
388,8,121,1,235150
388,9,121,1,236456
388,10,121,1,238988
389,1,138,1.00001,227103
389,2,138,1,220686
389,3,138,1,213091
389,4,138,1,224068
389,5,138,1,234557
389,6,138,1,232131
389,7,138,1,232358
389,8,138,1,230780
389,9,138,1,228129
389,10,138,1.00001,222947
390,1,122,1,247992
390,2,122,1.00001,244108
390,3,122,1,210889
390,4,122,1,243949
390,5,122,1,261976
390,6,122,1,248453
390,7,122,1.00001,226523
390,8,122,1,247038
390,9,122,1,230195
390,10,122,1,226264
391,1,272,1,228389
391,2,272,1,253353
391,3,272,1,245609
391,4,272,1,261298
391,5,272,1,256878
391,6,272,1.00001,261029
391,7,272,1,258927
391,8,272,1,256762
391,9,272,1,253747
391,10,272,1.00001,256120
392,1,129,1.00001,241644
392,2,129,1,219502
392,3,129,1,228351
392,4,129,1,232153
392,5,129,1,252864
392,6,129,1,235737
392,7,129,1.00393,227547
392,8,129,1,234837
392,9,129,1,233061
392,10,129,1,245554
393,1,134,1,239292
393,2,134,1,221333
393,3,134,1,225489
393,4,134,1,236264
393,5,134,1.00001,216606
393,6,134,1,225360
393,7,134,1,247693
393,8,134,1,241578
393,9,134,1.00001,245943
393,10,134,1.00001,246389
394,1,171,1.00008,247238
394,2,171,1,216535
394,3,171,1,207214
394,4,171,1,230575
394,5,171,1,233649
394,6,171,1,234802
394,7,171,1,228089
394,8,171,1,234794
394,9,171,1,234517
394,10,171,1,250880
395,1,159,1,219808
395,2,159,1.00001,244280
395,3,159,1.00006,223786
395,4,159,1,243001
395,5,159,1,239569
395,6,159,1,236351
395,7,159,1,238863
395,8,159,1,227312
395,9,159,1,231049
395,10,159,1,236235
396,1,177,1.00001,246224
396,2,177,1,245835
396,3,177,1.00001,246378
396,4,177,1.00001,254898
396,5,177,1,255263
396,6,177,1,259517
396,7,177,1,251215
396,8,177,1,251184
396,9,177,1,252087
396,10,177,1,240989
397,1,210,1.00012,249202
397,2,210,1,261856
397,3,210,1,249397
397,4,210,1,248798
397,5,210,1,236044
397,6,210,1,243663
397,7,210,1,238824
397,8,210,1.00001,218414
397,9,210,1,258350
397,10,210,1.00001,232649
398,1,208,1,233490
398,2,208,1,244409
398,3,208,1,249758
398,4,208,1,242701
398,5,208,1,238597
398,6,208,1.00001,244180
398,7,208,1,231165
398,8,208,1,241317
398,9,208,1,250480
398,10,208,1,231045
399,1,152,1,267498
399,2,152,1.00001,245019
399,3,152,1,245297
399,4,152,1.00002,253496
399,5,152,1,266112
399,6,152,1,260348
399,7,152,1,240468
399,8,152,1,257081
399,9,152,1,264536
399,10,152,1,234485
400,1,265,1,250183
400,2,265,1.00001,255008
400,3,265,1,248853
400,4,265,1,237062
400,5,265,1,231757
400,6,265,1,240222
400,7,265,1.00001,234118
400,8,265,1,235450
400,9,265,1,245078
400,10,265,1,235016
401,1,159,1,242972
401,2,159,1.00001,238250
401,3,159,1.00001,213173
401,4,159,1,223563
401,5,159,1,227938
401,6,159,1,238857
401,7,159,1,218989
401,8,159,1,227700
401,9,159,1,229567
401,10,159,1,227607
402,1,211,1,210854
402,2,211,1,243981
402,3,211,1,214264
402,4,211,1,227173
402,5,211,1,232415
402,6,211,1,232045
402,7,211,1.00001,230120
402,8,211,1.00001,208362
402,9,211,1,210969
402,10,211,1,250588
403,1,148,1.00001,248038
403,2,148,1,249120
403,3,148,1,250133
403,4,148,1,249941
403,5,148,1,242448
403,6,148,1,220934
403,7,148,1.00001,224038
403,8,148,1,213685
403,9,148,1,226477
403,10,148,1,229549
404,1,198,1,227495
404,2,198,1,228813
404,3,198,1,219524
404,4,198,1,223163
404,5,198,1,219643
404,6,198,1.00001,212745
404,7,198,1,224081
404,8,198,1,235472
404,9,198,1,220677
404,10,198,1,255104
405,1,111,1,259838
405,2,111,1,236590
405,3,111,1,253811
405,4,111,1,253415
405,5,111,1,242858
405,6,111,1.00006,236377
405,7,111,1,245179
405,8,111,1,247662
405,9,111,1,258800
405,10,111,1.00002,240674
406,1,159,1,228624
406,2,159,1,229043
406,3,159,1,218303
406,4,159,1,232290
406,5,159,1,230737
406,6,159,1.00001,230840
406,7,159,1,239078
406,8,159,1,227469
406,9,159,1,239186
406,10,159,1,243013
407,1,165,1,232458
407,2,165,1,225119
407,3,165,1,232698
407,4,165,1,221359
407,5,165,1,225226
407,6,165,1.00001,226390
407,7,165,1,223623
407,8,165,1,223342
407,9,165,1,216529
407,10,165,1,234910
408,1,202,1,226615
408,2,202,1,229289
408,3,202,1,218655
408,4,202,1.00001,243022
408,5,202,1,236335
408,6,202,1,231109
408,7,202,1,239985
408,8,202,1,229647
408,9,202,1,234586
408,10,202,1.00003,231838
409,1,180,1,237004
409,2,180,1,239668
409,3,180,1,235336
409,4,180,1,238274
409,5,180,1,246610
409,6,180,1,245476
409,7,180,1,247395
409,8,180,1,249166
409,9,180,1.00001,249806
409,10,180,1,243331
410,1,110,1,242252
410,2,110,1,236257
410,3,110,1,236074
410,4,110,1,227316
410,5,110,1.00001,234073
410,6,110,1,229546
410,7,110,1,237813
410,8,110,1,233555
410,9,110,1,224791
410,10,110,1.00004,235600
411,1,86,1,222567
411,2,86,1,229747
411,3,86,1,217620
411,4,86,1,217807
411,5,86,1,218786
411,6,86,1.00001,219911
411,7,86,1,217541
411,8,86,1.00001,222941
411,9,86,1.00008,231208
411,10,86,1,224242
412,1,134,1,215236
412,2,134,1,206716
412,3,134,1,232468
412,4,134,1,223428
412,5,134,1.00001,219681
412,6,134,1,214496
412,7,134,1,209551
412,8,134,1,223575
412,9,134,1,236244
412,10,134,1,235206
413,1,132,1,230526
413,2,132,1,253811
413,3,132,1,244800
413,4,132,1,249990
413,5,132,1,262112
413,6,132,1.00004,252063
413,7,132,1,259590
413,8,132,1,252842
413,9,132,1.00001,252688
413,10,132,1,265177
414,1,170,1.00001,220615
414,2,170,1,214195
414,3,170,1,226677
414,4,170,1,229956
414,5,170,1,230857
414,6,170,1,231591
414,7,170,1,217644
414,8,170,1,225044
414,9,170,1,223957
414,10,170,1.00001,219706
415,1,109,1,214230
415,2,109,1,214689
415,3,109,1,241216
415,4,109,1,208338
415,5,109,1,219045
415,6,109,1,219454
415,7,109,1.00001,247564
415,8,109,1,254950
415,9,109,1,237194
415,10,109,1,249704
416,1,65,1,237930
416,2,65,1,234877
416,3,65,1,238712
416,4,65,1.00004,238508
416,5,65,1,241174
416,6,65,1,216953
416,7,65,1,228774
416,8,65,1,218312
416,9,65,1,233885
416,10,65,1.00001,227649
417,1,163,1,199102
417,2,163,1,223424
417,3,163,1,222723
417,4,163,1.00001,220257
417,5,163,1,218668
417,6,163,1,225634
417,7,163,1,214316
417,8,163,1,220504
417,9,163,1.00001,223488
417,10,163,1,212736
418,1,139,1,216270
418,2,139,1,223487
418,3,139,1,208886
418,4,139,1,201660
418,5,139,1.00018,202428
418,6,139,1.00001,213312
418,7,139,1,216302
418,8,139,1,209532
418,9,139,1,205202
418,10,139,1,216945
419,1,109,1.00001,223934
419,2,109,1,216784
419,3,109,1,227052
419,4,109,1.00001,219910
419,5,109,1,223156
419,6,109,1,228536
419,7,109,1.00003,212138
419,8,109,1,209049
419,9,109,1.00001,209439
419,10,109,1.00001,212638
420,1,107,1,222739
420,2,107,1,242417
420,3,107,1,242868
420,4,107,1,238198
420,5,107,1,225916
420,6,107,1,221260
420,7,107,1.00001,242218
420,8,107,1,233216
420,9,107,1,233149
420,10,107,1,234899
421,1,1877,1,274378
421,2,1877,1,267228
421,3,1877,1,276340
421,4,1877,1,264503
421,5,1877,1,267079
421,6,1877,1,260604
421,7,1877,1.00001,268490
421,8,1877,1,267072
421,9,1877,1,249408
421,10,1877,1,259453
422,1,1480,1,237015
422,2,1480,1,233537
422,3,1480,1,233939
422,4,1480,1,246835
422,5,1480,1,237876
422,6,1480,1,247663
422,7,1480,1,246853
422,8,1480,1,250578
422,9,1480,1,248836
422,10,1480,1,250746
423,1,1632,1,257141
423,2,1632,1,254563
423,3,1632,1,239144
423,4,1632,1,252860
423,5,1632,1.00003,252820
423,6,1632,1,261803
423,7,1632,1,251984
423,8,1632,1,255717
423,9,1632,1,256904
423,10,1632,1,257296
424,1,1629,1,253088
424,2,1629,1.00001,262682
424,3,1629,1,248638
424,4,1629,1,230825
424,5,1629,1,230072
424,6,1629,1,259358
424,7,1629,1,255659
424,8,1629,1,244135
424,9,1629,1,269416
424,10,1629,1,260419
425,1,483,1,219697
425,2,483,1.00001,223655
425,3,483,1,234033
425,4,483,1.00001,225003
425,5,483,1,233184
425,6,483,1,231333
425,7,483,1,223939
425,8,483,1,225816
425,9,483,1,240269
425,10,483,1,233677
426,1,1068,1,270605
426,2,1068,1,251399
426,3,1068,1,246827
426,4,1068,1,246486
426,5,1068,1,260211
426,6,1068,1,271661
426,7,1068,1,261527
426,8,1068,1,260947
426,9,1068,1.00004,271458
426,10,1068,1.00003,256002
427,1,1045,1,242338
427,2,1045,1,259027
427,3,1045,1,248538
427,4,1045,1,242480
427,5,1045,1,238696
427,6,1045,1,246711
427,7,1045,1,248410
427,8,1045,1,248070
427,9,1045,1,248962
427,10,1045,1,250314
428,1,1163,1,253486
428,2,1163,1,238643
428,3,1163,1,250691
428,4,1163,1,256986
428,5,1163,1.00001,248740
428,6,1163,1,235780
428,7,1163,1,253405
428,8,1163,1,255425
428,9,1163,1,261090
428,10,1163,1,250200
429,1,1017,1,252766
429,2,1017,1,253769
429,3,1017,1,253578
429,4,1017,1,246892
429,5,1017,1,251072
429,6,1017,1,256510
429,7,1017,1,251004
429,8,1017,1,249799
429,9,1017,1,256550
429,10,1017,1,258678
430,1,1166,1,259820
430,2,1166,1,268653
430,3,1166,1,267141
430,4,1166,1,270889
430,5,1166,1.00001,272415
430,6,1166,1,272312
430,7,1166,1,262921
430,8,1166,1,271196
430,9,1166,1,270228
430,10,1166,1.00003,276700
431,1,824,1,251612
431,2,824,1,253266
431,3,824,1,251763
431,4,824,1,228495
431,5,824,1,231871
431,6,824,1,246937
431,7,824,1,245291
431,8,824,1,247997
431,9,824,1,245387
431,10,824,1,232569
432,1,843,1.00027,248020
432,2,843,1,243262
432,3,843,1,247838
432,4,843,1,245537
432,5,843,1,252302
432,6,843,1.00002,253293
432,7,843,1,248437
432,8,843,1.00001,248937
432,9,843,1,250322
432,10,843,1,253428
433,1,695,1,256190
433,2,695,1,253315
433,3,695,1,245580
433,4,695,1,256650
433,5,695,1,256502
433,6,695,1,253619
433,7,695,1,252735
433,8,695,1,229174
433,9,695,1.00001,238719
433,10,695,1,248268
434,1,584,1,247154
434,2,584,1.00005,234760
434,3,584,1,233539
434,4,584,1,234094
434,5,584,1.00004,233262
434,6,584,1,248293
434,7,584,1.00003,124376
434,8,584,1,243099
434,9,584,1,230261
434,10,584,1,234041
435,1,1096,1,240742
435,2,1096,1,245757
435,3,1096,1,241576
435,4,1096,1,246438
435,5,1096,1.00011,242638
435,6,1096,1,239169
435,7,1096,1,230325
435,8,1096,1,228633
435,9,1096,1,238254
435,10,1096,1,225804
436,1,503,1.00001,214971
436,2,503,1,224054
436,3,503,1,225478
436,4,503,1,226505
436,5,503,1,222552
436,6,503,1,226850
436,7,503,1,226487
436,8,503,1.00001,224934
436,9,503,1,224434
436,10,503,1,227143
437,1,443,1,229468
437,2,443,1,226985
437,3,443,1.00019,236492
437,4,443,1,224554
437,5,443,1,225485
437,6,443,1,226153
437,7,443,1.00001,227077
437,8,443,1.00001,225741
437,9,443,1,231697
437,10,443,1,216973
438,1,953,1,248152
438,2,953,1,244604
438,3,953,1,229391
438,4,953,1,225937
438,5,953,1,230613
438,6,953,1,244095
438,7,953,1,247645
438,8,953,1,241306
438,9,953,1,247362
438,10,953,1,242454
439,1,414,1,234220
439,2,414,1,224764
439,3,414,1.00001,226765
439,4,414,1,231008
439,5,414,1,229690
439,6,414,1,230172
439,7,414,1,229035
439,8,414,1,228547
439,9,414,1,230765
439,10,414,1,229251
440,1,586,1,228597
440,2,586,1,241136
440,3,586,1,239899
440,4,586,1,223962
440,5,586,1.00001,237072
440,6,586,1,228203
440,7,586,1,250059
440,8,586,1,231486
440,9,586,1,239204
440,10,586,1,238072
441,1,938,1,256638
441,2,938,1,262568
441,3,938,1,239437
441,4,938,1,224204
441,5,938,1,233358
441,6,938,1,229284
441,7,938,1,259597
441,8,938,1,253594
441,9,938,1,244347
441,10,938,1,257541
442,1,692,1,221575
442,2,692,1,230838
442,3,692,1,228844
442,4,692,1,261339
442,5,692,1,230303
442,6,692,1,230228
442,7,692,1,217446
442,8,692,1,221207
442,9,692,1,218686
442,10,692,1,223679
443,1,819,1,226046
443,2,819,1,219285
443,3,819,1,226952
443,4,819,1,219613
443,5,819,1,224405
443,6,819,1,222569
443,7,819,1.00001,229830
443,8,819,1,221888
443,9,819,1,226336
443,10,819,1,229802
444,1,526,1,194365
444,2,526,1,203805
444,3,526,1.00001,211865
444,4,526,1,197723
444,5,526,1.00002,212528
444,6,526,1,210448
444,7,526,1,212313
444,8,526,1,199435
444,9,526,1,204742
444,10,526,1,209622
445,1,512,1,213056
445,2,512,1,219836
445,3,512,1,227671
445,4,512,1,222278
445,5,512,1,224837
445,6,512,1,219849
445,7,512,1,219988
445,8,512,1,215065
445,9,512,1,204642
445,10,512,1,202437
446,1,388,1,213945
446,2,388,1,205128
446,3,388,1,238987
446,4,388,1,209946
446,5,388,1,207581
446,6,388,1,212093
446,7,388,1,207840
446,8,388,1.00001,218584
446,9,388,1,217071
446,10,388,1.00006,240748
447,1,609,1.00001,218038
447,2,609,1,210103
447,3,609,1.00001,219283
447,4,609,1,210244
447,5,609,1,212100
447,6,609,1,214960
447,7,609,1,217368
447,8,609,1,214931
447,9,609,1,224626
447,10,609,1.00001,233894
448,1,577,1,218630
448,2,577,1,236901
448,3,577,1,224975
448,4,577,1,216912
448,5,577,1,222529
448,6,577,1,218674
448,7,577,1.00001,235685
448,8,577,1,237893
448,9,577,1,237152
448,10,577,1,236122
449,1,365,1.00017,227289
449,2,365,1.00001,212589
449,3,365,1,212710
449,4,365,1,209885
449,5,365,1.00001,207629
449,6,365,1.00001,199918
449,7,365,1,217426
449,8,365,1,227267
449,9,365,1.00007,224190
449,10,365,1,229750
450,1,446,1,207838
450,2,446,1,247443
450,3,446,1,227323
450,4,446,1,216232
450,5,446,1.00036,254214
450,6,446,1,258649
450,7,446,1,261765
450,8,446,1,246190
450,9,446,1.00001,212689
450,10,446,1,222965
451,1,592,1,225542
451,2,592,1,210925
451,3,592,1,214369
451,4,592,1,217580
451,5,592,1,212746
451,6,592,1,220652
451,7,592,1,217287
451,8,592,1.00001,233850
451,9,592,1,229322
451,10,592,1,216083
452,1,847,1,238744
452,2,847,1.00001,248359
452,3,847,1.00001,243091
452,4,847,1,233453
452,5,847,1,224390
452,6,847,1,228502
452,7,847,1,226140
452,8,847,1,226849
452,9,847,1.0002,242217
452,10,847,1,232867
453,1,1274,1.00001,247395
453,2,1274,1,239624
453,3,1274,1,234393
453,4,1274,1,241435
453,5,1274,1,226890
453,6,1274,1,232385
453,7,1274,1,236987
453,8,1274,1,245410
453,9,1274,1.00001,246469
453,10,1274,1,237214
454,1,506,1.00001,234362
454,2,506,1,234985
454,3,506,1,244703
454,4,506,1,247355
454,5,506,1,242035
454,6,506,1,241064
454,7,506,1,233202
454,8,506,1,244106
454,9,506,1.00001,237986
454,10,506,1,245909
455,1,861,1,242562
455,2,861,1.00001,249814
455,3,861,1.00001,244606
455,4,861,1,251110
455,5,861,1,245054
455,6,861,1,235060
455,7,861,1,237358
455,8,861,1,268303
455,9,861,1,239644
455,10,861,1,227318
456,1,1063,1,233286
456,2,1063,1,226323
456,3,1063,1.00001,250824
456,4,1063,1,250319
456,5,1063,1.00001,236217
456,6,1063,1,244080
456,7,1063,1,241611
456,8,1063,1,271402
456,9,1063,1,235541
456,10,1063,1,270107
457,1,577,1,236057
457,2,577,1,246967
457,3,577,1,244490
457,4,577,1,222324
457,5,577,1,249048
457,6,577,1,242189
457,7,577,1,251451
457,8,577,1,236110
457,9,577,1,262853
457,10,577,1,243849
458,1,838,1,245887
458,2,838,1,231063
458,3,838,1.00001,237699
458,4,838,1,245839
458,5,838,1,250339
458,6,838,1,234008
458,7,838,1.00001,232371
458,8,838,1,230543
458,9,838,1,246183
458,10,838,1,241187
459,1,1164,1,244099
459,2,1164,1,227259
459,3,1164,1,224357
459,4,1164,1,250770
459,5,1164,1,229492
459,6,1164,1,230081
459,7,1164,1,246410
459,8,1164,1,249578
459,9,1164,1,215708
459,10,1164,1,259335
460,1,1367,1,259376
460,2,1367,1,231672
460,3,1367,1,247912
460,4,1367,1,234715
460,5,1367,1,253254
460,6,1367,1,222377
460,7,1367,1,225838
460,8,1367,1,240918
460,9,1367,1,232325
460,10,1367,1.00001,232226
461,1,614,1,224601
461,2,614,1,198086
461,3,614,1,206641
461,4,614,1,220498
461,5,614,1,211164
461,6,614,1,239596
461,7,614,1,218740
461,8,614,1,223521
461,9,614,1,236204
461,10,614,1,248111
462,1,650,1,241086
462,2,650,1,243370
462,3,650,1,232795
462,4,650,1,225621
462,5,650,1,231228
462,6,650,1,223046
462,7,650,1,227634
462,8,650,1.00001,241437
462,9,650,1,230370
462,10,650,1,223029
463,1,686,1,224951
463,2,686,1,219478
463,3,686,1,221931
463,4,686,1,222373
463,5,686,1,220271
463,6,686,1,226592
463,7,686,1,224527
463,8,686,1,234974
463,9,686,1,220487
463,10,686,1,219052
464,1,765,1,232391
464,2,765,1,232395
464,3,765,1,233643
464,4,765,1,238123
464,5,765,1,237269
464,6,765,1,231968
464,7,765,1,240029
464,8,765,1,229525
464,9,765,1,229915
464,10,765,1,243515
465,1,558,1.00001,236649
465,2,558,1,235021
465,3,558,1,235284
465,4,558,1.00001,235467
465,5,558,1,236441
465,6,558,1,242062
465,7,558,1,239814
465,8,558,1,234427
465,9,558,1,237884
465,10,558,1,233943
466,1,784,1,249097
466,2,784,1,249643
466,3,784,1,251227
466,4,784,1,233890
466,5,784,1,234734
466,6,784,1,245638
466,7,784,1,246529
466,8,784,1,250185
466,9,784,1,250686
466,10,784,1.00001,249560
467,1,495,1.00001,232667
467,2,495,1,226694
467,3,495,1,216026
467,4,495,1,233467
467,5,495,1,236510
467,6,495,1,235693
467,7,495,1.00001,227586
467,8,495,1.00003,231695
467,9,495,1,234215
467,10,495,1,237020
468,1,826,1,241035
468,2,826,1,237858
468,3,826,1,236682
468,4,826,1,238860
468,5,826,1,239228
468,6,826,1.00002,240873
468,7,826,1,242652
468,8,826,1,239743
468,9,826,1,241104
468,10,826,1.00001,242409
469,1,545,1,226143
469,2,545,1,224552
469,3,545,1,228162
469,4,545,1,227563
469,5,545,1,226452
469,6,545,1,226781
469,7,545,1,223526
469,8,545,1,223453
469,9,545,1,227813
469,10,545,1,225955
470,1,446,1,233799
470,2,446,1,248110
470,3,446,1,237687
470,4,446,1,244270
470,5,446,1,251862
470,6,446,1,233592
470,7,446,1,238802
470,8,446,1.00002,247415
470,9,446,1,246225
470,10,446,1,249164
471,1,678,1,229675
471,2,678,1,230668
471,3,678,1,239776
471,4,678,1,244441
471,5,678,1,238418
471,6,678,1,227188
471,7,678,1,228585
471,8,678,1,243134
471,9,678,1,229146
471,10,678,1,230354
472,1,782,1,233342
472,2,782,1,233202
472,3,782,1,232015
472,4,782,1,236094
472,5,782,1,236610
472,6,782,1,232126
472,7,782,1.00001,235374
472,8,782,1,232334
472,9,782,1,228575
472,10,782,1,233721
473,1,415,1,236470
473,2,415,1.00009,232143
473,3,415,1,242145
473,4,415,1,241250
473,5,415,1,238925
473,6,415,1,243230
473,7,415,1,237747
473,8,415,1,233461
473,9,415,1,236900
473,10,415,1,232663
474,1,645,1,223254
474,2,645,1,230851
474,3,645,1.00001,222914
474,4,645,1.00001,223847
474,5,645,1,234238
474,6,645,1.00001,224855
474,7,645,1,228473
474,8,645,1,235803
474,9,645,1,233971
474,10,645,1,231500
475,1,715,1.00001,232073
475,2,715,1,239338
475,3,715,1.00001,237911
475,4,715,1,233521
475,5,715,1,241035
475,6,715,1,237118
475,7,715,1,228880
475,8,715,1,215411
475,9,715,1,224627
475,10,715,1,224065
476,1,839,1,215064
476,2,839,1,234521
476,3,839,1,230853
476,4,839,1,201009
476,5,839,1,207037
476,6,839,1,214604
476,7,839,1,217990
476,8,839,1,210103
476,9,839,1.00002,197474
476,10,839,1,222824
477,1,409,1,235139
477,2,409,1,225782
477,3,409,1.00011,219275
477,4,409,1,214521
477,5,409,1.00003,210260
477,6,409,1,202466
477,7,409,1.00005,211884
477,8,409,1,207302
477,9,409,1,216501
477,10,409,1.00001,229967
478,1,698,1.00001,232069
478,2,698,1,239636
478,3,698,1,246303
478,4,698,1,255526
478,5,698,1,250995
478,6,698,1,234790
478,7,698,1,231631
478,8,698,1.00002,233905
478,9,698,1,223445
478,10,698,1.00001,228309
479,1,465,1,230442
479,2,465,1.00001,219527
479,3,465,1,235408
479,4,465,1,225315
479,5,465,1.00001,234457
479,6,465,1,231160
479,7,465,1,228366
479,8,465,1,237308
479,9,465,1.00001,228006
479,10,465,1.00001,220486
480,1,457,1,230789
480,2,457,1,229396
480,3,457,1.00001,229437
480,4,457,1,243316
480,5,457,1,232527
480,6,457,1,252842
480,7,457,1,235184
480,8,457,1,230083
480,9,457,1,228552
480,10,457,1.00001,242566
481,1,407,1,216556
481,2,407,1,247220
481,3,407,1,244645
481,4,407,1,243895
481,5,407,1,243881
481,6,407,1.00001,239882
481,7,407,1,211689
481,8,407,1,226489
481,9,407,1,222785
481,10,407,1,230695
482,1,349,1.00003,224570
482,2,349,1,232385
482,3,349,1,225963
482,4,349,1,204989
482,5,349,1.00001,231398
482,6,349,1,221788
482,7,349,1,215964
482,8,349,1.00016,229665
482,9,349,1,223148
482,10,349,1,227012
483,1,316,1,220411
483,2,316,1,214965
483,3,316,1,232647
483,4,316,1,235844
483,5,316,1,227677
483,6,316,1,221520
483,7,316,1,221156
483,8,316,1,239193
483,9,316,1.00001,226240
483,10,316,1,218363
484,1,188,1,220237
484,2,188,1,231764
484,3,188,1,219279
484,4,188,1,219050
484,5,188,1,224630
484,6,188,1,221703
484,7,188,1,218488
484,8,188,1,226591
484,9,188,1,225340
484,10,188,1,214838
485,1,178,1.00001,228913
485,2,178,1,209271
485,3,178,1,211328
485,4,178,1.00007,222912
485,5,178,1,226693
485,6,178,1,209656
485,7,178,1,215674
485,8,178,1,216244
485,9,178,1,217619
485,10,178,1.00001,216178
486,1,197,1.00004,211054
486,2,197,1.00001,212514
486,3,197,1.00001,224942
486,4,197,1,218262
486,5,197,1.00004,208250
486,6,197,1,210383
486,7,197,1.00001,218250
486,8,197,1.00001,200310
486,9,197,1,207057
486,10,197,1,208424
487,1,159,1,229388
487,2,159,1,255102
487,3,159,1,240039
487,4,159,1,222146
487,5,159,1,223183
487,6,159,1,247069
487,7,159,1,261082
487,8,159,1,266272
487,9,159,1,264958
487,10,159,1.00001,265420
488,1,245,1,228152
488,2,245,1,210573
488,3,245,1,212640
488,4,245,1,227794
488,5,245,1,223298
488,6,245,1,215723
488,7,245,1,232456
488,8,245,1,219552
488,9,245,1.00001,212375
488,10,245,1,214666
489,1,421,1,233270
489,2,421,1,222907
