test_id,algo,mach,job,lower_cost,upper_cost,obj_best,obj_mean,runtime_mean
T_311,Tabu+O3,2.0,12.0,1332.0,2394.0,2048.0,2048.0,0.20000140000000002
T_312,Tabu+O3,2.0,12.0,1386.0,2484.0,2211.0,2211.0,0.200001
T_313,Tabu+O3,2.0,12.0,262.0,866.0,655.0,655.0,0.2000016
T_314,Tabu+O3,2.0,12.0,1575.0,2139.0,1472.0,1472.0,0.2000139
T_315,Tabu+O3,2.0,12.0,487.0,1563.0,1280.0,1280.0,0.200001
T_316,Tabu+O3,2.0,12.0,2019.0,2753.0,1950.0,1950.0,0.2000012
T_317,Tabu+O3,2.0,12.0,2244.0,3044.0,2372.0,2372.0,0.2000012
T_318,Tabu+O3,2.0,12.0,1683.0,2305.0,1585.0,1585.0,0.2000025
T_319,Tabu+O3,2.0,12.0,1604.0,1824.0,1079.0,1079.0,0.20000330000000002
T_320,Tabu+O3,2.0,12.0,1274.0,2270.0,2054.0,2054.0,0.20000329999999997
T_321,Tabu+O3,2.0,12.0,1346.0,2056.0,1899.0,1899.0,0.2000016
T_322,Tabu+O3,2.0,12.0,1176.0,1820.0,1400.0,1400.0,0.200005
T_323,Tabu+O3,2.0,12.0,668.0,1025.0,1743.0,1743.0,0.200001
T_324,Tabu+O3,2.0,12.0,2115.0,2493.0,2016.0,2016.0,0.20000140000000002
T_325,Tabu+O3,2.0,12.0,1266.0,1605.0,1642.0,1642.0,0.2000254
T_326,Tabu+O3,2.0,12.0,1360.0,1716.0,1775.0,1775.0,0.20000120000000005
T_327,Tabu+O3,2.0,12.0,583.0,898.0,1538.0,1538.0,0.20000160000000006
T_328,Tabu+O3,2.0,12.0,628.0,1651.0,1786.0,1786.0,0.2000013
T_329,Tabu+O3,2.0,12.0,1158.0,2082.0,1443.0,1443.0,0.2000016
T_330,Tabu+O3,2.0,12.0,1326.0,1674.0,1776.0,1776.0,0.2000015
T_331,Tabu+O3,2.0,12.0,1944.0,2775.0,1595.0,1595.0,0.200002
T_332,Tabu+O3,2.0,12.0,1960.0,2520.0,1657.0,1657.0,0.2000013
T_333,Tabu+O3,2.0,12.0,1372.0,3242.0,2555.0,2555.0,0.2000011
T_334,Tabu+O3,2.0,12.0,1198.0,3142.0,2225.0,2225.0,0.2000013
T_335,Tabu+O3,2.0,12.0,3650.0,4817.0,2926.0,2926.0,0.20002219999999998
T_336,Tabu+O3,2.0,12.0,3535.0,3812.0,1903.0,1903.0,0.2000083
T_337,Tabu+O3,2.0,12.0,1600.0,2685.0,1250.0,1250.0,0.200033
T_338,Tabu+O3,2.0,12.0,1782.0,2396.0,2405.0,2405.0,0.20000290000000004
T_339,Tabu+O3,2.0,12.0,5656.0,6087.0,3368.0,3368.0,0.2000019
T_340,Tabu+O3,2.0,12.0,2510.0,3626.0,1618.0,1618.0,0.2000016
T_341,Tabu+O3,2.0,12.0,3486.0,4112.0,1727.0,1727.0,0.2000266
T_342,Tabu+O3,2.0,12.0,1188.0,3456.0,1764.0,1764.0,0.20000090000000004
T_343,Tabu+O3,2.0,12.0,2855.0,4075.0,1493.0,1493.0,0.20000110000000001
T_344,Tabu+O3,2.0,12.0,2464.0,2788.0,1631.0,1631.0,0.2000048
T_345,Tabu+O3,2.0,12.0,3080.0,3576.0,1081.0,1081.0,0.2000017
T_346,Tabu+O3,2.0,12.0,1152.0,3632.0,1621.0,1621.0,0.20000140000000002
T_347,Tabu+O3,2.0,12.0,1533.0,3451.0,1552.0,1552.0,0.20000160000000006
T_348,Tabu+O3,2.0,12.0,4697.0,5405.0,2070.0,2070.0,0.2000375
T_349,Tabu+O3,2.0,12.0,452.0,452.0,1049.0,1049.0,0.20000179999999998
T_350,Tabu+O3,2.0,12.0,2820.0,4024.0,1475.0,1475.0,0.2000012
T_351,Tabu+O3,2.0,12.0,1006.0,2875.0,1276.0,1276.0,0.20000140000000002
T_352,Tabu+O3,2.0,12.0,3132.0,3407.0,1387.0,1387.0,0.20000140000000002
T_353,Tabu+O3,2.0,12.0,639.0,2027.0,1707.0,1707.0,0.2000045
T_354,Tabu+O3,2.0,12.0,464.0,2012.0,1136.0,1136.0,0.20000179999999998
T_355,Tabu+O3,2.0,12.0,1593.0,3083.0,1315.0,1315.0,0.2000306
T_356,Tabu+O3,2.0,12.0,609.0,1261.0,1768.0,1768.0,0.2000013
T_357,Tabu+O3,2.0,12.0,3290.0,3812.0,1118.0,1118.0,0.2000337
T_358,Tabu+O3,2.0,12.0,3270.0,5045.0,1778.0,1778.0,0.2000012
T_359,Tabu+O3,2.0,12.0,591.0,2481.0,1572.0,1572.0,0.20000150000000003
T_360,Tabu+O3,2.0,12.0,3384.0,4652.0,1284.0,1284.0,0.20000140000000002
T_361,Tabu+O3,3.0,8.0,86.0,152.0,100.0,100.0,0.20000140000000002
T_362,Tabu+O3,3.0,8.0,93.0,267.0,233.0,233.0,0.2000017
T_363,Tabu+O3,3.0,8.0,156.0,208.0,191.0,191.0,0.2000016
T_364,Tabu+O3,3.0,8.0,72.0,166.0,177.0,177.0,0.20000269999999998
T_365,Tabu+O3,3.0,8.0,87.0,190.0,208.0,208.0,0.20000089999999998
T_366,Tabu+O3,3.0,8.0,63.0,80.0,92.0,92.0,0.2000016
T_367,Tabu+O3,3.0,8.0,102.0,156.0,197.0,197.0,0.20000210000000002
T_368,Tabu+O3,3.0,8.0,158.0,254.0,163.0,163.0,0.20000810000000002
T_369,Tabu+O3,3.0,8.0,188.0,314.0,263.0,263.0,0.20000080000000003
T_370,Tabu+O3,3.0,8.0,255.0,299.0,153.0,153.0,0.20000140000000002
T_371,Tabu+O3,3.0,8.0,93.0,183.0,163.0,163.0,0.200001
T_372,Tabu+O3,3.0,8.0,168.0,269.0,149.0,149.0,0.2000017
T_373,Tabu+O3,3.0,8.0,182.0,243.0,171.0,171.0,0.200002
T_374,Tabu+O3,3.0,8.0,100.0,134.0,93.0,93.0,0.2000019
T_375,Tabu+O3,3.0,8.0,218.0,315.0,229.0,229.0,0.2000013
T_376,Tabu+O3,3.0,8.0,208.0,346.0,214.0,214.0,0.200002
T_377,Tabu+O3,3.0,8.0,76.0,148.0,120.0,120.0,0.20000140000000002
T_378,Tabu+O3,3.0,8.0,96.0,187.0,190.0,190.0,0.2000011
T_379,Tabu+O3,3.0,8.0,95.0,249.0,179.0,179.0,0.20000210000000002
T_380,Tabu+O3,3.0,8.0,448.0,477.0,209.0,209.0,0.20000140000000002
T_381,Tabu+O3,3.0,8.0,392.0,416.0,156.0,156.0,0.2000045
T_382,Tabu+O3,3.0,8.0,297.0,386.0,156.0,156.0,0.2000016
T_383,Tabu+O3,3.0,8.0,138.0,195.0,109.0,109.0,0.2000016
T_384,Tabu+O3,3.0,8.0,102.0,156.0,174.0,174.0,0.2000019
T_385,Tabu+O3,3.0,8.0,138.0,201.0,102.0,102.0,0.20000110000000001
T_386,Tabu+O3,3.0,8.0,82.0,236.0,134.0,134.0,0.20000140000000002
T_387,Tabu+O3,3.0,8.0,118.0,223.0,210.0,210.0,0.200001
T_388,Tabu+O3,3.0,8.0,222.0,270.0,121.0,121.0,0.20000120000000005
T_389,Tabu+O3,3.0,8.0,368.0,431.0,138.0,138.0,0.2000012
T_390,Tabu+O3,3.0,8.0,158.0,221.0,122.0,122.0,0.2000013
T_391,Tabu+O3,3.0,8.0,412.0,783.0,272.0,272.0,0.20000120000000005
T_392,Tabu+O3,3.0,8.0,232.0,393.0,129.0,129.0,0.20000110000000001
T_393,Tabu+O3,3.0,8.0,68.0,162.0,134.0,134.0,0.200001
T_394,Tabu+O3,3.0,8.0,73.0,369.0,171.0,171.0,0.200015
T_395,Tabu+O3,3.0,8.0,156.0,376.0,159.0,159.0,0.2000016
T_396,Tabu+O3,3.0,8.0,92.0,316.0,177.0,177.0,0.20000369999999998
T_397,Tabu+O3,3.0,8.0,174.0,279.0,210.0,210.0,0.20000179999999998
T_398,Tabu+O3,3.0,8.0,255.0,473.0,208.0,208.0,0.2000112
T_399,Tabu+O3,3.0,8.0,240.0,388.0,152.0,152.0,0.2000044
T_400,Tabu+O3,3.0,8.0,968.0,1034.0,265.0,265.0,0.20000110000000001
T_401,Tabu+O3,3.0,8.0,87.0,281.0,159.0,159.0,0.20002269999999997
T_402,Tabu+O3,3.0,8.0,112.0,378.0,211.0,211.0,0.2000013
T_403,Tabu+O3,3.0,8.0,240.0,337.0,148.0,148.0,0.20000270000000003
T_404,Tabu+O3,3.0,8.0,309.0,594.0,198.0,198.0,0.2000013
T_405,Tabu+O3,3.0,8.0,621.0,638.0,111.0,111.0,0.20001639999999998
T_406,Tabu+O3,3.0,8.0,246.0,552.0,159.0,159.0,0.2000015
T_407,Tabu+O3,3.0,8.0,294.0,429.0,165.0,165.0,0.2000026
T_408,Tabu+O3,3.0,8.0,735.0,945.0,202.0,202.0,0.2000013
T_409,Tabu+O3,3.0,8.0,172.0,520.0,180.0,180.0,0.20000110000000001
T_410,Tabu+O3,3.0,8.0,198.0,273.0,110.0,110.0,0.200001
T_411,Tabu+O3,3.0,8.0,128.0,480.0,86.0,86.0,0.20000240000000002
T_412,Tabu+O3,3.0,8.0,176.0,442.0,134.0,134.0,0.2000016
T_413,Tabu+O3,3.0,8.0,300.0,390.0,132.0,132.0,0.20000140000000002
T_414,Tabu+O3,3.0,8.0,204.0,400.0,170.0,170.0,0.20000080000000003
T_415,Tabu+O3,3.0,8.0,225.0,348.0,109.0,109.0,0.20000140000000002
T_416,Tabu+O3,3.0,8.0,392.0,436.0,65.0,65.0,0.200001
T_417,Tabu+O3,3.0,8.0,99.0,342.0,163.0,163.0,0.2000048
T_418,Tabu+O3,3.0,8.0,510.0,587.0,139.0,139.0,0.20000530000000002
T_419,Tabu+O3,3.0,8.0,76.0,485.0,109.0,109.0,0.20000090000000004
T_420,Tabu+O3,3.0,8.0,444.0,528.0,107.0,107.0,0.20000110000000001
T_421,Tabu+O3,3.0,8.0,593.0,1929.0,1877.0,1877.0,0.20000110000000001
T_422,Tabu+O3,3.0,8.0,1044.0,1541.0,1480.0,1480.0,0.2000012
T_423,Tabu+O3,3.0,8.0,1082.0,1455.0,1632.0,1632.0,0.20000179999999998
T_424,Tabu+O3,3.0,8.0,499.0,1234.0,1629.0,1629.0,0.2000012
T_425,Tabu+O3,3.0,8.0,568.0,778.0,483.0,483.0,0.20000140000000002
T_426,Tabu+O3,3.0,8.0,874.0,1183.0,1068.0,1068.0,0.20000090000000004
T_427,Tabu+O3,3.0,8.0,1353.0,1757.0,1045.0,1045.0,0.2000019
T_428,Tabu+O3,3.0,8.0,954.0,1400.0,1163.0,1163.0,0.20000120000000005
T_429,Tabu+O3,3.0,8.0,892.0,1414.0,1017.0,1017.0,0.2000013
T_430,Tabu+O3,3.0,8.0,418.0,702.0,1166.0,1166.0,0.20002370000000003
T_431,Tabu+O3,3.0,8.0,444.0,1286.0,824.0,824.0,0.200002
T_432,Tabu+O3,3.0,8.0,974.0,1343.0,843.0,843.0,0.20000110000000001
T_433,Tabu+O3,3.0,8.0,1640.0,1734.0,695.0,695.0,0.20000210000000002
T_434,Tabu+O3,3.0,8.0,328.0,826.0,584.0,584.0,0.2000016
T_435,Tabu+O3,3.0,8.0,496.0,1265.0,1096.0,1096.0,0.20000090000000004
T_436,Tabu+O3,3.0,8.0,588.0,984.0,503.0,503.0,0.2000013
T_437,Tabu+O3,3.0,8.0,564.0,820.0,443.0,443.0,0.20000150000000003
T_438,Tabu+O3,3.0,8.0,482.0,919.0,953.0,953.0,0.2000201
T_439,Tabu+O3,3.0,8.0,804.0,855.0,414.0,414.0,0.2000012
T_440,Tabu+O3,3.0,8.0,654.0,1287.0,586.0,586.0,0.20000120000000005
T_441,Tabu+O3,3.0,8.0,1080.0,1711.0,938.0,938.0,0.20000140000000002
T_442,Tabu+O3,3.0,8.0,431.0,826.0,692.0,692.0,0.2000013
T_443,Tabu+O3,3.0,8.0,492.0,943.0,819.0,819.0,0.200001
T_444,Tabu+O3,3.0,8.0,345.0,892.0,526.0,526.0,0.2000013
T_445,Tabu+O3,3.0,8.0,680.0,1340.0,512.0,512.0,0.20000330000000002
T_446,Tabu+O3,3.0,8.0,852.0,1089.0,388.0,388.0,0.2000015
T_447,Tabu+O3,3.0,8.0,1257.0,1501.0,609.0,609.0,0.2000016
T_448,Tabu+O3,3.0,8.0,385.0,646.0,577.0,577.0,0.20000150000000003
T_449,Tabu+O3,3.0,8.0,266.0,1042.0,365.0,365.0,0.2000041
T_450,Tabu+O3,3.0,8.0,301.0,803.0,446.0,446.0,0.2000011
T_451,Tabu+O3,3.0,8.0,885.0,1805.0,592.0,592.0,0.2000013
T_452,Tabu+O3,3.0,8.0,730.0,2031.0,847.0,847.0,0.2000013
T_453,Tabu+O3,3.0,8.0,513.0,1941.0,1274.0,1274.0,0.20000150000000003
T_454,Tabu+O3,3.0,8.0,1425.0,1740.0,506.0,506.0,0.2000016
T_455,Tabu+O3,3.0,8.0,371.0,2372.0,861.0,861.0,0.20001069999999999
T_456,Tabu+O3,3.0,8.0,1293.0,3016.0,1063.0,1063.0,0.2000015
T_457,Tabu+O3,3.0,8.0,1771.0,1945.0,577.0,577.0,0.2000007
T_458,Tabu+O3,3.0,8.0,2238.0,2594.0,838.0,838.0,0.2000013
T_459,Tabu+O3,3.0,8.0,454.0,1630.0,1164.0,1164.0,0.20000140000000002
T_460,Tabu+O3,3.0,8.0,464.0,2576.0,1367.0,1367.0,0.20000370000000003
T_461,Tabu+O3,3.0,8.0,1468.0,2205.0,614.0,614.0,0.2000017
T_462,Tabu+O3,3.0,8.0,1460.0,1780.0,650.0,650.0,0.20000609999999996
T_463,Tabu+O3,3.0,8.0,385.0,2707.0,686.0,686.0,0.20000179999999998
T_464,Tabu+O3,3.0,8.0,387.0,1841.0,765.0,765.0,0.20000440000000003
T_465,Tabu+O3,3.0,8.0,1050.0,1757.0,558.0,558.0,0.200001
T_466,Tabu+O3,3.0,8.0,1155.0,2712.0,784.0,784.0,0.2000045
T_467,Tabu+O3,3.0,8.0,670.0,925.0,495.0,495.0,0.2000032
T_468,Tabu+O3,3.0,8.0,476.0,1226.0,826.0,826.0,0.20000150000000003
T_469,Tabu+O3,3.0,8.0,1810.0,2458.0,545.0,545.0,0.20000800000000002
T_470,Tabu+O3,3.0,8.0,502.0,1347.0,446.0,446.0,0.2000044
T_471,Tabu+O3,3.0,8.0,419.0,2111.0,678.0,678.0,0.20000150000000003
T_472,Tabu+O3,3.0,8.0,482.0,2082.0,782.0,782.0,0.2000105
T_473,Tabu+O3,3.0,8.0,1515.0,2406.0,415.0,415.0,0.20000140000000002
T_474,Tabu+O3,3.0,8.0,1185.0,2598.0,645.0,645.0,0.2000015
T_475,Tabu+O3,3.0,8.0,884.0,2354.0,715.0,715.0,0.20000110000000001
T_476,Tabu+O3,3.0,8.0,1070.0,2554.0,839.0,839.0,0.2000016
T_477,Tabu+O3,3.0,8.0,310.0,777.0,409.0,409.0,0.20000140000000002
T_478,Tabu+O3,3.0,8.0,1377.0,1944.0,698.0,698.0,0.20000110000000001
T_479,Tabu+O3,3.0,8.0,323.0,929.0,465.0,465.0,0.20000150000000003
T_480,Tabu+O3,3.0,8.0,2488.0,2556.0,457.0,457.0,0.2000013
T_481,Tabu+O3,3.0,10.0,130.0,251.0,407.0,407.0,0.2000013
T_482,Tabu+O3,3.0,10.0,118.0,342.0,349.0,349.0,0.20000150000000003
T_483,Tabu+O3,3.0,10.0,125.0,333.0,316.0,316.0,0.20000140000000002
T_484,Tabu+O3,3.0,10.0,92.0,212.0,188.0,188.0,0.20000110000000001
T_485,Tabu+O3,3.0,10.0,88.0,169.0,178.0,178.0,0.2000015
T_486,Tabu+O3,3.0,10.0,97.0,221.0,197.0,197.0,0.20000180000000004
T_487,Tabu+O3,3.0,10.0,55.0,163.0,159.0,159.0,0.200002
T_488,Tabu+O3,3.0,10.0,97.0,245.0,245.0,245.0,0.2000015
T_489,Tabu+O3,3.0,10.0,123.0,427.0,421.0,421.0,0.2000013
T_490,Tabu+O3,3.0,10.0,232.0,338.0,332.0,332.0,0.20000160000000006
T_491,Tabu+O3,3.0,10.0,118.0,301.0,245.0,245.0,0.20000150000000003
T_492,Tabu+O3,3.0,10.0,74.0,231.0,144.0,144.0,0.20000210000000002
T_493,Tabu+O3,3.0,10.0,297.0,328.0,180.0,180.0,0.20000210000000002
T_494,Tabu+O3,3.0,10.0,77.0,146.0,180.0,180.0,0.20000279999999998
T_495,Tabu+O3,3.0,10.0,124.0,424.0,299.0,299.0,0.20000150000000003
T_496,Tabu+O3,3.0,10.0,288.0,376.0,186.0,186.0,0.20000110000000001
T_497,Tabu+O3,3.0,10.0,134.0,350.0,295.0,295.0,0.200001
T_498,Tabu+O3,3.0,10.0,282.0,342.0,172.0,172.0,0.20000370000000003
T_499,Tabu+O3,3.0,10.0,258.0,309.0,184.0,184.0,0.2000019
T_500,Tabu+O3,3.0,10.0,184.0,323.0,189.0,189.0,0.20000160000000006
T_501,Tabu+O3,3.0,10.0,96.0,214.0,172.0,172.0,0.2000089
T_502,Tabu+O3,3.0,10.0,448.0,480.0,199.0,199.0,0.20001180000000002
T_503,Tabu+O3,3.0,10.0,120.0,342.0,216.0,216.0,0.2000036
T_504,Tabu+O3,3.0,10.0,156.0,273.0,129.0,129.0,0.2000013
T_505,Tabu+O3,3.0,10.0,166.0,307.0,142.0,142.0,0.20000179999999998
T_506,Tabu+O3,3.0,10.0,144.0,228.0,120.0,120.0,0.20000549999999997
T_507,Tabu+O3,3.0,10.0,118.0,262.0,220.0,220.0,0.20002910000000002
T_508,Tabu+O3,3.0,10.0,160.0,204.0,153.0,153.0,0.2000016
T_509,Tabu+O3,3.0,10.0,387.0,467.0,242.0,242.0,0.2000013
T_510,Tabu+O3,3.0,10.0,324.0,387.0,212.0,212.0,0.2000015
T_511,Tabu+O3,3.0,10.0,404.0,601.0,245.0,245.0,0.20000110000000001
T_512,Tabu+O3,3.0,10.0,120.0,524.0,387.0,387.0,0.20000160000000006
T_513,Tabu+O3,3.0,10.0,252.0,714.0,429.0,429.0,0.20000110000000001
T_514,Tabu+O3,3.0,10.0,906.0,998.0,404.0,404.0,0.20000090000000004
T_515,Tabu+O3,3.0,10.0,456.0,523.0,194.0,194.0,0.200001
T_516,Tabu+O3,3.0,10.0,896.0,1088.0,420.0,420.0,0.2000089
T_517,Tabu+O3,3.0,10.0,99.0,483.0,290.0,290.0,0.2000025
T_518,Tabu+O3,3.0,10.0,119.0,420.0,293.0,293.0,0.20001200000000002
T_519,Tabu+O3,3.0,10.0,93.0,390.0,188.0,188.0,0.2000131
T_520,Tabu+O3,3.0,10.0,108.0,444.0,332.0,332.0,0.20002399999999998
T_521,Tabu+O3,3.0,10.0,248.0,489.0,252.0,252.0,0.2000007
T_522,Tabu+O3,3.0,10.0,255.0,558.0,179.0,179.0,0.20000400000000002
T_523,Tabu+O3,3.0,10.0,178.0,322.0,178.0,178.0,0.2000019
T_524,Tabu+O3,3.0,10.0,306.0,405.0,181.0,181.0,0.20000179999999998
T_525,Tabu+O3,3.0,10.0,250.0,547.0,246.0,246.0,0.2000015
T_526,Tabu+O3,3.0,10.0,65.0,237.0,121.0,121.0,0.2000017
T_527,Tabu+O3,3.0,10.0,83.0,439.0,186.0,186.0,0.20000150000000003
T_528,Tabu+O3,3.0,10.0,602.0,713.0,161.0,161.0,0.2000031
T_529,Tabu+O3,3.0,10.0,232.0,405.0,260.0,260.0,0.20000230000000002
T_530,Tabu+O3,3.0,10.0,184.0,409.0,227.0,227.0,0.20000110000000001
T_531,Tabu+O3,3.0,10.0,369.0,793.0,229.0,229.0,0.20000150000000003
T_532,Tabu+O3,3.0,10.0,106.0,384.0,199.0,199.0,0.2000016
T_533,Tabu+O3,3.0,10.0,266.0,690.0,247.0,247.0,0.20000140000000002
T_534,Tabu+O3,3.0,10.0,117.0,257.0,234.0,234.0,0.2000013
T_535,Tabu+O3,3.0,10.0,122.0,447.0,209.0,209.0,0.20000150000000003
T_536,Tabu+O3,3.0,10.0,78.0,396.0,132.0,132.0,0.20000090000000004
T_537,Tabu+O3,3.0,10.0,872.0,906.0,181.0,181.0,0.200001
T_538,Tabu+O3,3.0,10.0,108.0,265.0,193.0,193.0,0.2000063
T_539,Tabu+O3,3.0,10.0,384.0,649.0,259.0,259.0,0.20000150000000003
T_540,Tabu+O3,3.0,10.0,125.0,626.0,240.0,240.0,0.20000590000000001
T_541,Tabu+O3,3.0,10.0,392.0,862.0,1044.0,1044.0,0.200005
T_542,Tabu+O3,3.0,10.0,404.0,1158.0,1073.0,1073.0,0.2000013
T_543,Tabu+O3,3.0,10.0,1044.0,1356.0,1598.0,1598.0,0.2000019
T_544,Tabu+O3,3.0,10.0,573.0,1312.0,1575.0,1575.0,0.2000012
T_545,Tabu+O3,3.0,10.0,539.0,1342.0,1516.0,1516.0,0.2000017
T_546,Tabu+O3,3.0,10.0,453.0,1081.0,902.0,902.0,0.20000140000000002
T_547,Tabu+O3,3.0,10.0,617.0,1766.0,1956.0,1956.0,0.20000140000000002
T_548,Tabu+O3,3.0,10.0,502.0,1599.0,1424.0,1424.0,0.2000015
T_549,Tabu+O3,3.0,10.0,950.0,1404.0,1312.0,1312.0,0.2000013
T_550,Tabu+O3,3.0,10.0,1494.0,1950.0,1501.0,1501.0,0.20000150000000003
T_551,Tabu+O3,3.0,10.0,988.0,1312.0,844.0,844.0,0.2000076
T_552,Tabu+O3,3.0,10.0,390.0,524.0,621.0,621.0,0.20000150000000003
T_553,Tabu+O3,3.0,10.0,611.0,1156.0,1382.0,1382.0,0.2000019
T_554,Tabu+O3,3.0,10.0,551.0,1549.0,1252.0,1252.0,0.20000179999999998
T_555,Tabu+O3,3.0,10.0,501.0,825.0,958.0,958.0,0.2000352
T_556,Tabu+O3,3.0,10.0,481.0,1263.0,1053.0,1053.0,0.20000140000000002
T_557,Tabu+O3,3.0,10.0,520.0,1456.0,1178.0,1178.0,0.2000022
T_558,Tabu+O3,3.0,10.0,408.0,946.0,724.0,724.0,0.2000017
T_559,Tabu+O3,3.0,10.0,1034.0,1660.0,1342.0,1342.0,0.2000038
T_560,Tabu+O3,3.0,10.0,1584.0,2208.0,1431.0,1431.0,0.20000120000000005
T_561,Tabu+O3,3.0,10.0,413.0,893.0,796.0,796.0,0.20000140000000002
T_562,Tabu+O3,3.0,10.0,1238.0,2342.0,1337.0,1337.0,0.2000013
T_563,Tabu+O3,3.0,10.0,2084.0,2409.0,975.0,975.0,0.2000017
T_564,Tabu+O3,3.0,10.0,932.0,1230.0,766.0,766.0,0.20000110000000001
T_565,Tabu+O3,3.0,10.0,1124.0,1640.0,1045.0,1045.0,0.20002109999999998
T_566,Tabu+O3,3.0,10.0,485.0,777.0,878.0,878.0,0.2000072
T_567,Tabu+O3,3.0,10.0,264.0,538.0,395.0,395.0,0.2000069
T_568,Tabu+O3,3.0,10.0,1126.0,1504.0,1017.0,1017.0,0.2000015
T_569,Tabu+O3,3.0,10.0,497.0,926.0,930.0,930.0,0.2000036
T_570,Tabu+O3,3.0,10.0,1054.0,1670.0,1032.0,1032.0,0.20001980000000003
T_571,Tabu+O3,3.0,10.0,1326.0,2531.0,905.0,905.0,0.20000150000000003
T_572,Tabu+O3,3.0,10.0,668.0,1982.0,1796.0,1796.0,0.20000430000000002
T_573,Tabu+O3,3.0,10.0,1668.0,3237.0,1528.0,1528.0,0.2000036
T_574,Tabu+O3,3.0,10.0,497.0,2053.0,1199.0,1199.0,0.20000110000000001
T_575,Tabu+O3,3.0,10.0,506.0,2289.0,1464.0,1464.0,0.2000013
T_576,Tabu+O3,3.0,10.0,1128.0,2399.0,1540.0,1540.0,0.20000110000000001
T_577,Tabu+O3,3.0,10.0,1260.0,2154.0,680.0,680.0,0.200001
T_578,Tabu+O3,3.0,10.0,418.0,2016.0,1276.0,1276.0,0.2000102
T_579,Tabu+O3,3.0,10.0,519.0,1192.0,1399.0,1399.0,0.2000025
T_580,Tabu+O3,3.0,10.0,3588.0,4481.0,1875.0,1875.0,0.20000140000000002
T_581,Tabu+O3,3.0,10.0,778.0,2058.0,689.0,689.0,0.2000016
T_582,Tabu+O3,3.0,10.0,2625.0,2839.0,760.0,760.0,0.20000179999999998
T_583,Tabu+O3,3.0,10.0,1332.0,2432.0,1082.0,1082.0,0.2000076
T_584,Tabu+O3,3.0,10.0,347.0,755.0,654.0,654.0,0.20000120000000005
T_585,Tabu+O3,3.0,10.0,458.0,1419.0,852.0,852.0,0.20000140000000002
T_586,Tabu+O3,3.0,10.0,2516.0,2715.0,1173.0,1173.0,0.2000016
T_587,Tabu+O3,3.0,10.0,856.0,1900.0,812.0,812.0,0.20000140000000002
T_588,Tabu+O3,3.0,10.0,4904.0,5640.0,1457.0,1457.0,0.20000180000000004
T_589,Tabu+O3,3.0,10.0,2020.0,2484.0,1137.0,1137.0,0.2000016
T_590,Tabu+O3,3.0,10.0,532.0,1333.0,1111.0,1111.0,0.20000150000000003
T_591,Tabu+O3,3.0,10.0,3493.0,4092.0,874.0,874.0,0.2000016
T_592,Tabu+O3,3.0,10.0,886.0,1441.0,700.0,700.0,0.20000239999999997
T_593,Tabu+O3,3.0,10.0,1575.0,3520.0,919.0,919.0,0.2000017
T_594,Tabu+O3,3.0,10.0,2385.0,3109.0,811.0,811.0,0.2000013
T_595,Tabu+O3,3.0,10.0,1864.0,2151.0,821.0,821.0,0.20000110000000001
T_596,Tabu+O3,3.0,10.0,1323.0,2880.0,726.0,726.0,0.2000016
T_597,Tabu+O3,3.0,10.0,2862.0,3744.0,808.0,808.0,0.20000080000000003
T_598,Tabu+O3,3.0,10.0,1180.0,1984.0,1057.0,1057.0,0.2000016
T_599,Tabu+O3,3.0,10.0,1797.0,3477.0,1114.0,1114.0,0.2000035
T_600,Tabu+O3,3.0,10.0,585.0,2485.0,1050.0,1050.0,0.20000570000000004
T_601,Tabu+O3,3.0,12.0,393.0,533.0,446.0,446.0,0.2000012
T_602,Tabu+O3,3.0,12.0,123.0,390.0,404.0,404.0,0.20000269999999998
T_603,Tabu+O3,3.0,12.0,140.0,342.0,490.0,490.0,0.200002
T_604,Tabu+O3,3.0,12.0,432.0,585.0,514.0,514.0,0.2000015
T_605,Tabu+O3,3.0,12.0,95.0,227.0,323.0,323.0,0.20003210000000005
T_606,Tabu+O3,3.0,12.0,94.0,374.0,320.0,320.0,0.2000013
T_607,Tabu+O3,3.0,12.0,300.0,512.0,575.0,575.0,0.200001
T_608,Tabu+O3,3.0,12.0,321.0,477.0,338.0,338.0,0.20000140000000002
T_609,Tabu+O3,3.0,12.0,254.0,449.0,357.0,357.0,0.20000110000000001
T_610,Tabu+O3,3.0,12.0,113.0,248.0,253.0,253.0,0.200002
T_611,Tabu+O3,3.0,12.0,95.0,272.0,168.0,168.0,0.2000016
T_612,Tabu+O3,3.0,12.0,354.0,439.0,270.0,270.0,0.2000022
T_613,Tabu+O3,3.0,12.0,472.0,516.0,232.0,232.0,0.20000140000000002
T_614,Tabu+O3,3.0,12.0,118.0,329.0,281.0,281.0,0.20000110000000001
T_615,Tabu+O3,3.0,12.0,178.0,250.0,149.0,149.0,0.20003310000000002
T_616,Tabu+O3,3.0,12.0,138.0,429.0,358.0,358.0,0.20000110000000001
T_617,Tabu+O3,3.0,12.0,119.0,346.0,247.0,247.0,0.20000220000000005
T_618,Tabu+O3,3.0,12.0,126.0,361.0,260.0,260.0,0.20000420000000002
T_619,Tabu+O3,3.0,12.0,128.0,452.0,328.0,328.0,0.200001
T_620,Tabu+O3,3.0,12.0,364.0,433.0,421.0,421.0,0.2000097
T_621,Tabu+O3,3.0,12.0,110.0,245.0,191.0,191.0,0.20000150000000003
T_622,Tabu+O3,3.0,12.0,131.0,273.0,248.0,248.0,0.2000016
