test_id,algo,mach,job,lower_cost,upper_cost,obj_best,obj_mean,runtime_mean
T_623,Tabu+O3,3.0,12.0,274.0,422.0,289.0,289.0,0.20000140000000002
T_624,Tabu+O3,3.0,12.0,262.0,453.0,249.0,249.0,0.20000179999999998
T_625,Tabu+O3,3.0,12.0,115.0,397.0,225.0,225.0,0.20001390000000002
T_626,Tabu+O3,3.0,12.0,402.0,502.0,262.0,262.0,0.2000017
T_627,Tabu+O3,3.0,12.0,130.0,271.0,243.0,243.0,0.2000017
T_628,Tabu+O3,3.0,12.0,278.0,529.0,279.0,279.0,0.2000012
T_629,Tabu+O3,3.0,12.0,284.0,338.0,273.0,273.0,0.2000013
T_630,Tabu+O3,3.0,12.0,147.0,367.0,305.0,305.0,0.200001
T_631,Tabu+O3,3.0,12.0,444.0,844.0,421.0,421.0,0.20000110000000001
T_632,Tabu+O3,3.0,12.0,310.0,758.0,546.0,546.0,0.2000068
T_633,Tabu+O3,3.0,12.0,141.0,771.0,540.0,540.1,0.2000058
T_634,Tabu+O3,3.0,12.0,580.0,794.0,420.0,420.0,0.20000140000000002
T_635,Tabu+O3,3.0,12.0,496.0,674.0,404.0,404.0,0.20000090000000004
T_636,Tabu+O3,3.0,12.0,232.0,447.0,239.0,239.0,0.20000190000000004
T_637,Tabu+O3,3.0,12.0,1078.0,1350.0,584.0,584.0,0.20000520000000002
T_638,Tabu+O3,3.0,12.0,440.0,809.0,349.0,349.0,0.20000710000000002
T_639,Tabu+O3,3.0,12.0,725.0,939.0,466.0,466.0,0.20000179999999998
T_640,Tabu+O3,3.0,12.0,258.0,742.0,341.0,341.0,0.2000045
T_641,Tabu+O3,3.0,12.0,143.0,875.0,338.0,338.0,0.20000150000000003
T_642,Tabu+O3,3.0,12.0,121.0,255.0,263.0,263.1,0.2000017
T_643,Tabu+O3,3.0,12.0,655.0,1120.0,346.0,346.2,0.20001180000000002
T_644,Tabu+O3,3.0,12.0,238.0,526.0,236.0,236.0,0.2000013
T_645,Tabu+O3,3.0,12.0,504.0,911.0,299.0,299.0,0.2000015
T_646,Tabu+O3,3.0,12.0,149.0,582.0,357.0,357.0,0.2000019
T_647,Tabu+O3,3.0,12.0,143.0,353.0,321.0,321.0,0.20001010000000002
T_648,Tabu+O3,3.0,12.0,160.0,340.0,171.0,171.0,0.200001
T_649,Tabu+O3,3.0,12.0,131.0,866.0,300.0,300.0,0.2000015
T_650,Tabu+O3,3.0,12.0,145.0,247.0,367.0,367.0,0.20000749999999998
T_651,Tabu+O3,3.0,12.0,612.0,867.0,192.0,192.0,0.2000013
T_652,Tabu+O3,3.0,12.0,135.0,852.0,273.0,273.0,0.2000029
T_653,Tabu+O3,3.0,12.0,660.0,818.0,203.0,203.0,0.20000210000000002
T_654,Tabu+O3,3.0,12.0,139.0,729.0,271.0,271.0,0.20000140000000002
T_655,Tabu+O3,3.0,12.0,580.0,957.0,244.0,244.0,0.2000017
T_656,Tabu+O3,3.0,12.0,452.0,664.0,221.0,221.0,0.2000017
T_657,Tabu+O3,3.0,12.0,192.0,613.0,178.0,178.0,0.20000180000000004
T_658,Tabu+O3,3.0,12.0,393.0,687.0,272.0,272.0,0.2000017
T_659,Tabu+O3,3.0,12.0,140.0,491.0,296.0,296.0,0.2000017
T_660,Tabu+O3,3.0,12.0,122.0,740.0,246.0,246.0,0.2000015
T_661,Tabu+O3,3.0,12.0,1134.0,1990.0,1579.0,1579.0,0.20000110000000001
T_662,Tabu+O3,3.0,12.0,1332.0,1587.0,1554.0,1554.0,0.20001100000000002
T_663,Tabu+O3,3.0,12.0,745.0,1268.0,2659.0,2659.0,0.2000012
T_664,Tabu+O3,3.0,12.0,605.0,1732.0,2094.0,2094.0,0.20000090000000004
T_665,Tabu+O3,3.0,12.0,1266.0,2199.0,1697.0,1697.0,0.20000140000000002
T_666,Tabu+O3,3.0,12.0,1536.0,2358.0,2700.0,2702.4,0.200002
T_667,Tabu+O3,3.0,12.0,563.0,1194.0,1760.0,1760.0,0.20000140000000002
T_668,Tabu+O3,3.0,12.0,1070.0,1679.0,1414.0,1414.6,0.20000140000000002
T_669,Tabu+O3,3.0,12.0,1344.0,1595.0,1674.0,1674.0,0.2000013
T_670,Tabu+O3,3.0,12.0,654.0,1823.0,2503.0,2503.0,0.2000022
T_671,Tabu+O3,3.0,12.0,474.0,866.0,889.0,889.0,0.2000016
T_672,Tabu+O3,3.0,12.0,348.0,483.0,627.0,627.0,0.200002
T_673,Tabu+O3,3.0,12.0,571.0,1398.0,1299.0,1299.0,0.2000098
T_674,Tabu+O3,3.0,12.0,988.0,1556.0,949.0,949.0,0.20000140000000002
T_675,Tabu+O3,3.0,12.0,664.0,1883.0,1548.0,1548.4,0.20000180000000004
T_676,Tabu+O3,3.0,12.0,646.0,2272.0,1510.0,1511.1,0.2000045
T_677,Tabu+O3,3.0,12.0,638.0,889.0,1227.0,1227.0,0.200002
T_678,Tabu+O3,3.0,12.0,542.0,1314.0,1204.0,1204.0,0.20000179999999998
T_679,Tabu+O3,3.0,12.0,702.0,1977.0,1630.0,1630.7,0.2000016
T_680,Tabu+O3,3.0,12.0,412.0,1249.0,700.0,700.0,0.20000120000000005
T_681,Tabu+O3,3.0,12.0,1956.0,2319.0,841.0,841.0,0.2000019
T_682,Tabu+O3,3.0,12.0,534.0,1736.0,903.0,903.0,0.2000019
T_683,Tabu+O3,3.0,12.0,896.0,1605.0,760.0,760.0,0.20000120000000005
T_684,Tabu+O3,3.0,12.0,661.0,1597.0,1282.0,1282.0,0.2000012
T_685,Tabu+O3,3.0,12.0,417.0,1374.0,709.0,709.0,0.20000140000000002
T_686,Tabu+O3,3.0,12.0,1899.0,2590.0,1168.0,1168.0,0.20001290000000002
T_687,Tabu+O3,3.0,12.0,555.0,1759.0,1140.0,1140.0,0.20000110000000001
T_688,Tabu+O3,3.0,12.0,1142.0,1580.0,1128.0,1128.0,0.200002
T_689,Tabu+O3,3.0,12.0,1840.0,2021.0,878.0,878.0,0.2000017
T_690,Tabu+O3,3.0,12.0,715.0,2267.0,1498.0,1498.0,0.2000016
T_691,Tabu+O3,3.0,12.0,2031.0,3552.0,1737.0,1737.2,0.2000013
T_692,Tabu+O3,3.0,12.0,1618.0,3645.0,2420.0,2420.0,0.20000150000000003
T_693,Tabu+O3,3.0,12.0,2118.0,4182.0,2008.0,2008.0,0.20000140000000002
T_694,Tabu+O3,3.0,12.0,1362.0,2840.0,2332.0,2332.0,0.2000022
T_695,Tabu+O3,3.0,12.0,624.0,3440.0,2021.0,2021.0,0.200003
T_696,Tabu+O3,3.0,12.0,5427.0,5862.0,2050.0,2050.0,0.20000090000000004
T_697,Tabu+O3,3.0,12.0,1686.0,3773.0,1620.0,1620.0,0.2000015
T_698,Tabu+O3,3.0,12.0,3654.0,3953.0,1198.0,1198.0,0.2000019
T_699,Tabu+O3,3.0,12.0,3065.0,4220.0,1522.0,1522.0,0.2000016
T_700,Tabu+O3,3.0,12.0,1004.0,2371.0,1327.0,1327.0,0.2000078
T_701,Tabu+O3,3.0,12.0,3612.0,4570.0,1049.0,1049.0,0.2000013
T_702,Tabu+O3,3.0,12.0,1473.0,2424.0,897.0,897.2,0.20000300000000001
T_703,Tabu+O3,3.0,12.0,1836.0,3823.0,1433.0,1433.7,0.20000270000000003
T_704,Tabu+O3,3.0,12.0,691.0,3663.0,1703.0,1703.6,0.200002
T_705,Tabu+O3,3.0,12.0,367.0,1364.0,719.0,719.0,0.2000011
T_706,Tabu+O3,3.0,12.0,3420.0,4733.0,1486.0,1486.0,0.2000158
T_707,Tabu+O3,3.0,12.0,742.0,3178.0,1754.0,1754.0,0.20000150000000003
T_708,Tabu+O3,3.0,12.0,666.0,2883.0,1557.0,1557.4,0.200001
T_709,Tabu+O3,3.0,12.0,5488.0,6430.0,1686.0,1686.0,0.2000013
T_710,Tabu+O3,3.0,12.0,2856.0,4651.0,1725.0,1726.5,0.2000013
T_711,Tabu+O3,3.0,12.0,2476.0,3872.0,1144.0,1144.0,0.2000017
T_712,Tabu+O3,3.0,12.0,1400.0,4719.0,1460.0,1460.0,0.2000019
T_713,Tabu+O3,3.0,12.0,1806.0,2463.0,1208.0,1208.0,0.2000034
T_714,Tabu+O3,3.0,12.0,2475.0,3668.0,1763.0,1763.0,0.20000179999999998
T_715,Tabu+O3,3.0,12.0,2724.0,4722.0,1375.0,1375.0,0.2000319
T_716,Tabu+O3,3.0,12.0,1596.0,2578.0,1020.0,1020.0,0.2000016
T_717,Tabu+O3,3.0,12.0,673.0,1911.0,1311.0,1311.4,0.2000225
T_718,Tabu+O3,3.0,12.0,2768.0,4716.0,1464.0,1464.0,0.200001
T_719,Tabu+O3,3.0,12.0,3700.0,5536.0,1583.0,1583.1,0.20001750000000001
T_720,Tabu+O3,3.0,12.0,1260.0,4651.0,1264.0,1264.2,0.20000140000000002
T_721,Tabu+O3,5.0,20.0,244.0,674.0,942.0,942.7,1.0
T_722,Tabu+O3,5.0,20.0,153.0,592.0,498.0,500.3,1.0
T_723,Tabu+O3,5.0,20.0,250.0,638.0,719.0,720.0,1.000001
T_724,Tabu+O3,5.0,20.0,472.0,881.0,1038.0,1039.5,1.000001
T_725,Tabu+O3,5.0,20.0,232.0,736.0,888.0,889.7,1.0
T_726,Tabu+O3,5.0,20.0,531.0,732.0,464.0,464.3,1.0
T_727,Tabu+O3,5.0,20.0,246.0,792.0,880.0,880.1,1.0000040000000001
T_728,Tabu+O3,5.0,20.0,192.0,630.0,536.0,536.9,1.000003
T_729,Tabu+O3,5.0,20.0,213.0,634.0,685.0,685.4,1.000004
T_730,Tabu+O3,5.0,20.0,428.0,756.0,824.0,824.2,1.0000040000000001
T_731,Tabu+O3,5.0,20.0,198.0,505.0,424.0,424.0,1.0000060000000002
T_732,Tabu+O3,5.0,20.0,196.0,570.0,552.0,553.4,1.000003
T_733,Tabu+O3,5.0,20.0,200.0,501.0,503.0,503.5,1.000003
T_734,Tabu+O3,5.0,20.0,600.0,778.0,415.0,415.0,1.0000019999999998
T_735,Tabu+O3,5.0,20.0,199.0,553.0,410.0,410.3,1.000007
T_736,Tabu+O3,5.0,20.0,482.0,706.0,498.0,498.5,1.000003
T_737,Tabu+O3,5.0,20.0,430.0,754.0,504.0,506.0,1.0000019999999998
T_738,Tabu+O3,5.0,20.0,196.0,589.0,402.0,402.8,1.0000019999999998
T_739,Tabu+O3,5.0,20.0,167.0,286.0,310.0,310.0,1.000003
T_740,Tabu+O3,5.0,20.0,618.0,714.0,418.0,418.0,1.000003
T_741,Tabu+O3,5.0,20.0,173.0,332.0,320.0,320.0,1.0000060000000002
T_742,Tabu+O3,5.0,20.0,167.0,559.0,302.0,302.0,1.0000060000000002
T_743,Tabu+O3,5.0,20.0,246.0,818.0,524.0,524.0,1.000006
T_744,Tabu+O3,5.0,20.0,956.0,1108.0,497.0,497.0,1.000003
T_745,Tabu+O3,5.0,20.0,290.0,557.0,257.0,257.0,1.000007
T_746,Tabu+O3,5.0,20.0,196.0,540.0,372.0,372.0,1.000003
T_747,Tabu+O3,5.0,20.0,354.0,509.0,326.0,326.0,1.000003
T_748,Tabu+O3,5.0,20.0,196.0,496.0,366.0,366.0,1.000003
T_749,Tabu+O3,5.0,20.0,213.0,761.0,443.0,443.0,1.000005
T_750,Tabu+O3,5.0,20.0,172.0,553.0,329.0,329.0,1.000004
T_751,Tabu+O3,5.0,20.0,204.0,469.0,880.0,880.0,1.000003
T_752,Tabu+O3,5.0,20.0,750.0,1183.0,786.0,786.3,1.0000040000000001
T_753,Tabu+O3,5.0,20.0,448.0,1517.0,871.0,871.3,1.000004
T_754,Tabu+O3,5.0,20.0,420.0,1191.0,731.0,732.9,1.0000319999999998
T_755,Tabu+O3,5.0,20.0,472.0,1235.0,856.0,858.0,1.000003
T_756,Tabu+O3,5.0,20.0,428.0,1088.0,695.0,696.0,1.0000310000000001
T_757,Tabu+O3,5.0,20.0,230.0,1072.0,727.0,727.2,1.000012
T_758,Tabu+O3,5.0,20.0,1230.0,1586.0,634.0,634.3,1.000001
T_759,Tabu+O3,5.0,20.0,555.0,1268.0,509.0,509.8,1.000005
T_760,Tabu+O3,5.0,20.0,176.0,1230.0,719.0,720.7,1.0000019999999998
T_761,Tabu+O3,5.0,20.0,576.0,1298.0,400.0,400.1,1.0000049999999998
T_762,Tabu+O3,5.0,20.0,260.0,1115.0,608.0,609.1,1.000006
T_763,Tabu+O3,5.0,20.0,570.0,1020.0,435.0,435.2,1.0000110000000002
T_764,Tabu+O3,5.0,20.0,990.0,1497.0,559.0,560.1,1.000005
T_765,Tabu+O3,5.0,20.0,380.0,1153.0,458.0,458.6,1.000016
T_766,Tabu+O3,5.0,20.0,432.0,1335.0,484.0,484.4,1.0000019999999998
T_767,Tabu+O3,5.0,20.0,182.0,1079.0,398.0,399.4,1.000003
T_768,Tabu+O3,5.0,20.0,789.0,1129.0,602.0,602.6,1.000007
T_769,Tabu+O3,5.0,20.0,177.0,1094.0,439.0,440.1,1.000008
T_770,Tabu+O3,5.0,20.0,167.0,913.0,370.0,370.6,1.0
T_771,Tabu+O3,5.0,20.0,203.0,925.0,375.0,375.0,1.000005
T_772,Tabu+O3,5.0,20.0,606.0,1188.0,368.0,368.0,1.000004
T_773,Tabu+O3,5.0,20.0,594.0,882.0,382.0,382.0,1.0000019999999998
T_774,Tabu+O3,5.0,20.0,1098.0,1468.0,346.0,346.0,1.000005
T_775,Tabu+O3,5.0,20.0,198.0,1397.0,374.0,374.0,1.0000019999999998
T_776,Tabu+O3,5.0,20.0,225.0,1401.0,449.0,449.0,1.000006
T_777,Tabu+O3,5.0,20.0,186.0,843.0,371.0,371.0,1.000003
T_778,Tabu+O3,5.0,20.0,184.0,766.0,345.0,345.0,1.000003
T_779,Tabu+O3,5.0,20.0,188.0,1110.0,361.0,361.0,1.0000019999999998
T_780,Tabu+O3,5.0,20.0,183.0,1044.0,359.0,359.0,1.000004
T_781,Tabu+O3,5.0,20.0,1072.0,2738.0,2739.0,2748.9,1.000012
T_782,Tabu+O3,5.0,20.0,3252.0,3750.0,2602.0,2603.0,1.0000090000000001
T_783,Tabu+O3,5.0,20.0,1140.0,2576.0,5221.0,5234.4,1.0000040000000001
T_784,Tabu+O3,5.0,20.0,2162.0,3376.0,2688.0,2691.3,1.0000040000000001
T_785,Tabu+O3,5.0,20.0,1104.0,3508.0,3918.0,3928.1,1.000003
T_786,Tabu+O3,5.0,20.0,1249.0,2928.0,3709.0,3717.5,1.000001
T_787,Tabu+O3,5.0,20.0,1904.0,3724.0,4531.0,4535.6,1.000021
T_788,Tabu+O3,5.0,20.0,611.0,2246.0,2063.0,2066.2,1.000001
T_789,Tabu+O3,5.0,20.0,834.0,2677.0,2817.0,2821.1,1.000005
T_790,Tabu+O3,5.0,20.0,1209.0,4505.0,5661.0,5678.9,1.0000019999999998
T_791,Tabu+O3,5.0,20.0,2252.0,4419.0,2944.0,2952.0,1.000005
T_792,Tabu+O3,5.0,20.0,1011.0,2777.0,2540.0,2546.0,1.000005
T_793,Tabu+O3,5.0,20.0,1016.0,3647.0,2350.0,2350.2,1.0000079999999998
T_794,Tabu+O3,5.0,20.0,1145.0,3370.0,2750.0,2750.3,1.0000040000000001
T_795,Tabu+O3,5.0,20.0,2676.0,3313.0,1714.0,1714.3,1.000008
T_796,Tabu+O3,5.0,20.0,1059.0,2033.0,2047.0,2049.6,1.0000050000000003
T_797,Tabu+O3,5.0,20.0,903.0,2863.0,2177.0,2180.5,1.000004
T_798,Tabu+O3,5.0,20.0,988.0,3184.0,2206.0,2208.2,1.000001
T_799,Tabu+O3,5.0,20.0,1964.0,3257.0,2119.0,2124.0,1.000003
T_800,Tabu+O3,5.0,20.0,1025.0,3490.0,2263.0,2264.5,1.0000019999999998
T_801,Tabu+O3,5.0,20.0,943.0,2369.0,1769.0,1769.4,1.000003
T_802,Tabu+O3,5.0,20.0,2514.0,3106.0,1430.0,1430.0,1.00001
T_803,Tabu+O3,5.0,20.0,1221.0,3362.0,2561.0,2561.0,1.0000060000000002
T_804,Tabu+O3,5.0,20.0,2277.0,3303.0,1360.0,1360.0,1.0000019999999998
T_805,Tabu+O3,5.0,20.0,1064.0,3141.0,2099.0,2099.8,1.000004
T_806,Tabu+O3,5.0,20.0,703.0,2110.0,1293.0,1293.0,1.000001
T_807,Tabu+O3,5.0,20.0,991.0,2331.0,1871.0,1871.0,1.0
T_808,Tabu+O3,5.0,20.0,2427.0,2812.0,1389.0,1389.0,1.0
T_809,Tabu+O3,5.0,20.0,1005.0,2546.0,1893.0,1893.3,1.0
T_810,Tabu+O3,5.0,20.0,1040.0,3076.0,2181.0,2181.1,1.000001
T_811,Tabu+O3,5.0,20.0,3270.0,6363.0,3907.0,3911.6,1.000001
T_812,Tabu+O3,5.0,20.0,975.0,4178.0,3802.0,3804.2,1.000001
T_813,Tabu+O3,5.0,20.0,945.0,4669.0,3816.0,3823.9,1.0
T_814,Tabu+O3,5.0,20.0,2733.0,5495.0,3219.0,3223.8,1.0000040000000001
T_815,Tabu+O3,5.0,20.0,989.0,4124.0,2348.0,2353.0,1.000001
T_816,Tabu+O3,5.0,20.0,7280.0,8926.0,3050.0,3054.7,1.0
T_817,Tabu+O3,5.0,20.0,1814.0,5951.0,3058.0,3063.6,1.0
T_818,Tabu+O3,5.0,20.0,1136.0,7235.0,4741.0,4752.6,1.0
T_819,Tabu+O3,5.0,20.0,7998.0,9775.0,3911.0,3920.0,1.000001
T_820,Tabu+O3,5.0,20.0,2316.0,5029.0,4464.0,4470.2,1.0
T_821,Tabu+O3,5.0,20.0,2180.0,7843.0,3082.0,3085.6,1.000001
T_822,Tabu+O3,5.0,20.0,3186.0,6878.0,2374.0,2374.5,1.0000019999999998
T_823,Tabu+O3,5.0,20.0,3798.0,9168.0,3269.0,3275.5,1.000001
T_824,Tabu+O3,5.0,20.0,1862.0,6045.0,1838.0,1843.8,1.0
T_825,Tabu+O3,5.0,20.0,2700.0,6377.0,2287.0,2291.2,1.000004
T_826,Tabu+O3,5.0,20.0,2600.0,7833.0,3483.0,3493.1,1.0
T_827,Tabu+O3,5.0,20.0,2340.0,5771.0,3336.0,3343.1,1.0000019999999998
T_828,Tabu+O3,5.0,20.0,2248.0,5912.0,2608.0,2609.3,1.000003
T_829,Tabu+O3,5.0,20.0,1034.0,5928.0,2622.0,2625.6,1.0
T_830,Tabu+O3,5.0,20.0,4872.0,8686.0,3720.0,3726.7,1.0
T_831,Tabu+O3,5.0,20.0,944.0,1576.0,1764.0,1764.0,1.000009
T_832,Tabu+O3,5.0,20.0,923.0,3850.0,1619.0,1619.0,1.0
T_833,Tabu+O3,5.0,20.0,4796.0,8197.0,2517.0,2518.4,1.000012
T_834,Tabu+O3,5.0,20.0,2784.0,7017.0,1711.0,1711.1,1.0
T_835,Tabu+O3,5.0,20.0,2274.0,7730.0,2206.0,2206.6,1.0
T_836,Tabu+O3,5.0,20.0,1100.0,6231.0,2242.0,2243.7,1.000005
T_837,Tabu+O3,5.0,20.0,897.0,5302.0,1702.0,1702.9,1.0
T_838,Tabu+O3,5.0,20.0,1203.0,5669.0,2542.0,2542.3,1.000005
T_839,Tabu+O3,5.0,20.0,1116.0,4291.0,2150.0,2150.4,1.0
T_840,Tabu+O3,5.0,20.0,1083.0,5368.0,2109.0,2110.2,1.000001
T_841,Tabu+O3,5.0,35.0,360.0,807.0,2429.0,2430.1,1.000003
T_842,Tabu+O3,5.0,35.0,800.0,1220.0,1870.0,1871.7,1.000003
T_843,Tabu+O3,5.0,35.0,1113.0,1425.0,1834.0,1834.6,1.0
T_844,Tabu+O3,5.0,35.0,325.0,1011.0,1617.0,1618.0,1.000001
T_845,Tabu+O3,5.0,35.0,364.0,1134.0,2011.0,2012.0,1.000003
T_846,Tabu+O3,5.0,35.0,384.0,1192.0,2472.0,2476.2,1.000001
T_847,Tabu+O3,5.0,35.0,316.0,720.0,1298.0,1298.9,1.0
T_848,Tabu+O3,5.0,35.0,1464.0,1544.0,1170.0,1170.7,1.000009
T_849,Tabu+O3,5.0,35.0,381.0,942.0,2396.0,2400.5,1.0
T_850,Tabu+O3,5.0,35.0,362.0,824.0,1597.0,1598.5,1.0
T_851,Tabu+O3,5.0,35.0,354.0,1306.0,1532.0,1534.5,1.000001
T_852,Tabu+O3,5.0,35.0,326.0,898.0,1037.0,1037.1,1.0000170000000002
T_853,Tabu+O3,5.0,35.0,435.0,989.0,1607.0,1607.3,1.0
T_854,Tabu+O3,5.0,35.0,762.0,1313.0,1736.0,1738.3,1.000004
T_855,Tabu+O3,5.0,35.0,340.0,490.0,1045.0,1045.0,1.0
T_856,Tabu+O3,5.0,35.0,396.0,1065.0,1454.0,1454.7,1.0
T_857,Tabu+O3,5.0,35.0,770.0,1338.0,1537.0,1540.5,1.0000019999999998
T_858,Tabu+O3,5.0,35.0,374.0,1239.0,1390.0,1392.1,1.000001
T_859,Tabu+O3,5.0,35.0,385.0,1040.0,1323.0,1324.1,1.0000019999999998
T_860,Tabu+O3,5.0,35.0,762.0,1551.0,1730.0,1731.1,1.0
T_861,Tabu+O3,5.0,35.0,744.0,1362.0,1169.0,1169.2,1.0
T_862,Tabu+O3,5.0,35.0,336.0,772.0,936.0,936.0,1.000003
T_863,Tabu+O3,5.0,35.0,369.0,1146.0,1122.0,1122.6,1.000001
T_864,Tabu+O3,5.0,35.0,401.0,837.0,1224.0,1224.0,1.000001
T_865,Tabu+O3,5.0,35.0,355.0,881.0,1048.0,1048.1,1.000006
T_866,Tabu+O3,5.0,35.0,301.0,926.0,936.0,936.0,1.0
T_867,Tabu+O3,5.0,35.0,322.0,743.0,904.0,904.0,1.00001
T_868,Tabu+O3,5.0,35.0,390.0,886.0,1215.0,1215.4,1.000001
T_869,Tabu+O3,5.0,35.0,334.0,1045.0,997.0,997.2,1.000001
T_870,Tabu+O3,5.0,35.0,289.0,1025.0,820.0,820.0,1.000005
T_871,Tabu+O3,5.0,35.0,1167.0,2564.0,2165.0,2166.6,1.0
T_872,Tabu+O3,5.0,35.0,359.0,983.0,1382.0,1382.4,1.0000019999999998
T_873,Tabu+O3,5.0,35.0,309.0,1292.0,1684.0,1687.7,1.0000019999999998
T_874,Tabu+O3,5.0,35.0,704.0,2395.0,2278.0,2282.7,1.0
T_875,Tabu+O3,5.0,35.0,972.0,1666.0,1437.0,1439.2,1.0
T_876,Tabu+O3,5.0,35.0,1428.0,2331.0,2078.0,2082.0,1.000001
T_877,Tabu+O3,5.0,35.0,1935.0,2753.0,2462.0,2465.3,1.000011
T_878,Tabu+O3,5.0,35.0,336.0,2321.0,2497.0,2500.1,1.0
T_879,Tabu+O3,5.0,35.0,342.0,1521.0,1627.0,1630.9,1.0
T_880,Tabu+O3,5.0,35.0,441.0,1906.0,3893.0,3895.9,1.000003
T_881,Tabu+O3,5.0,35.0,738.0,1973.0,1377.0,1378.4,1.0
T_882,Tabu+O3,5.0,35.0,333.0,2133.0,1339.0,1340.6,1.0
T_883,Tabu+O3,5.0,35.0,1985.0,2568.0,1670.0,1673.6,1.0000040000000001
T_884,Tabu+O3,5.0,35.0,370.0,1552.0,1390.0,1392.0,1.000001
T_885,Tabu+O3,5.0,35.0,380.0,1874.0,1789.0,1791.4,1.000037
T_886,Tabu+O3,5.0,35.0,738.0,1534.0,1276.0,1277.9,1.0
T_887,Tabu+O3,5.0,35.0,346.0,1507.0,1241.0,1241.7,1.000006
T_888,Tabu+O3,5.0,35.0,776.0,2558.0,1609.0,1613.0,1.0
T_889,Tabu+O3,5.0,35.0,644.0,1603.0,1073.0,1074.4,1.0
T_890,Tabu+O3,5.0,35.0,612.0,1200.0,1004.0,1006.1,1.0
T_891,Tabu+O3,5.0,35.0,1017.0,2044.0,1000.0,1000.4,1.0
T_892,Tabu+O3,5.0,35.0,648.0,1483.0,948.0,948.1,1.000005
T_893,Tabu+O3,5.0,35.0,447.0,1742.0,1466.0,1466.7,1.0
T_894,Tabu+O3,5.0,35.0,1914.0,2256.0,856.0,856.0,1.0
T_895,Tabu+O3,5.0,35.0,1452.0,2516.0,1132.0,1132.6,1.000001
T_896,Tabu+O3,5.0,35.0,2088.0,3168.0,1100.0,1101.3,1.000001
T_897,Tabu+O3,5.0,35.0,1168.0,1791.0,767.0,767.0,1.000012
T_898,Tabu+O3,5.0,35.0,353.0,1853.0,1011.0,1011.0,1.0
T_899,Tabu+O3,5.0,35.0,351.0,1757.0,1012.0,1012.7,1.0
T_900,Tabu+O3,5.0,35.0,413.0,2670.0,1298.0,1298.0,1.0
T_901,Tabu+O3,5.0,35.0,3458.0,6030.0,10488.0,10511.0,1.0
T_902,Tabu+O3,5.0,35.0,1835.0,6017.0,11381.0,11402.0,1.0
T_903,Tabu+O3,5.0,35.0,1823.0,6753.0,13981.0,13997.3,1.000003
T_904,Tabu+O3,5.0,35.0,1768.0,4058.0,7276.0,7277.0,1.0
T_905,Tabu+O3,5.0,35.0,1771.0,4431.0,7486.0,7494.8,1.0000019999999998
T_906,Tabu+O3,5.0,35.0,3770.0,4618.0,6207.0,6213.2,1.0
T_907,Tabu+O3,5.0,35.0,1839.0,4951.0,11497.0,11521.3,1.000001
T_908,Tabu+O3,5.0,35.0,3426.0,5612.0,12177.0,12177.3,1.0
T_909,Tabu+O3,5.0,35.0,3660.0,5584.0,8177.0,8186.2,1.000001
T_910,Tabu+O3,5.0,35.0,1527.0,5139.0,6673.0,6678.9,1.0
T_911,Tabu+O3,5.0,35.0,1415.0,4117.0,5040.0,5048.8,1.000001
T_912,Tabu+O3,5.0,35.0,3090.0,5109.0,4432.0,4432.0,1.000001
T_913,Tabu+O3,5.0,35.0,3446.0,4930.0,6002.0,6002.7,1.0
T_914,Tabu+O3,5.0,35.0,3348.0,5127.0,5879.0,5883.8,1.000001
T_915,Tabu+O3,5.0,35.0,1933.0,6425.0,7814.0,7823.1,1.0
T_916,Tabu+O3,5.0,35.0,3540.0,3932.0,5080.0,5080.3,1.0
T_917,Tabu+O3,5.0,35.0,5031.0,6825.0,5600.0,5605.0,1.000009
T_918,Tabu+O3,5.0,35.0,4082.0,7500.0,8907.0,8920.2,1.000009
T_919,Tabu+O3,5.0,35.0,1735.0,2861.0,5340.0,5348.2,1.0
T_920,Tabu+O3,5.0,35.0,1793.0,5513.0,7578.0,7586.1,1.000001
T_921,Tabu+O3,5.0,35.0,1891.0,5047.0,5880.0,5880.5,1.0000019999999998
T_922,Tabu+O3,5.0,35.0,2004.0,5807.0,6283.0,6292.1,1.0
T_923,Tabu+O3,5.0,35.0,1782.0,4367.0,5166.0,5170.6,1.000003
T_924,Tabu+O3,5.0,35.0,1747.0,3239.0,5142.0,5142.2,1.0
T_925,Tabu+O3,5.0,35.0,1626.0,3329.0,4812.0,4814.7,1.0000019999999998
T_926,Tabu+O3,5.0,35.0,3602.0,6969.0,5681.0,5684.7,1.000019
T_927,Tabu+O3,5.0,35.0,5337.0,7205.0,5331.0,5336.0,1.0000019999999998
T_928,Tabu+O3,5.0,35.0,2056.0,6377.0,6430.0,6433.6,1.00001
T_929,Tabu+O3,5.0,35.0,3164.0,5524.0,4235.0,4237.3,1.0
T_930,Tabu+O3,5.0,35.0,4515.0,6425.0,4477.0,4477.0,1.000001
T_931,Tabu+O3,5.0,35.0,7316.0,12375.0,12233.0,12243.4,1.000001
T_932,Tabu+O3,5.0,35.0,1985.0,7412.0,12731.0,12748.8,1.0
T_933,Tabu+O3,5.0,35.0,7512.0,13051.0,9961.0,9973.9,1.000005
T_934,Tabu+O3,5.0,35.0,3682.0,12177.0,13319.0,13340.2,1.000001
T_935,Tabu+O3,5.0,35.0,1881.0,12536.0,11001.0,11012.7,1.0
T_936,Tabu+O3,5.0,35.0,3662.0,10219.0,9811.0,9820.8,1.000004
