Instance,ISA_obj_best,HybridTabu_obj_best,delta_best,delta_best_pct,verdict_best,ISA_obj_avg,HybridTabu_obj_avg,delta_avg,delta_avg_pct,verdict_avg,ISA_obj_std,HybridTabu_obj_std,ISA_iter_avg,HybridTabu_iter_avg,ISA_runtime_avg,HybridTabu_runtime_avg,ISA_n_runs,HybridTabu_n_runs
1494,2395.0,2397.0,2.0,0.08350730688935282,ISA better,2395.1,2397.8,2.700000000000273,0.11273015740471268,ISA better,0.3,0.7483314773547882,592414.5,349161.1,5.000006000000001,5.000012,10.0,10.0
1495,2524.0,2526.0,2.0,0.07923930269413629,ISA better,2524.2,2527.2,3.0,0.11884953648680771,ISA better,0.39999999999999997,0.8717797887081347,602769.2,350719.4,5.000006999999999,5.000006999999999,10.0,10.0
1496,2557.0,2559.0,2.0,0.07821666014861164,ISA better,2557.3,2561.0,3.699999999999818,0.14468384624407846,ISA better,0.45825756949558405,1.0954451150103321,571853.1,334847.8,5.000006999999999,5.0000160000000005,10.0,10.0
1497,2252.0,2254.0,2.0,0.08880994671403197,ISA better,2252.0,2254.2,2.199999999999818,0.0976909413854271,ISA better,0.0,0.39999999999999997,554710.6,343430.7,5.000004,5.000013999999999,10.0,10.0
1498,2583.0,2585.0,2.0,0.07742934572202864,ISA better,2583.5,2586.0,2.5,0.09676795045480936,ISA better,0.5,0.6324555320336759,553763.5,344953.4,5.000004,5.000009,10.0,10.0
1499,2559.0,2562.0,3.0,0.11723329425556857,ISA better,2559.9,2564.2,4.299999999999727,0.1679753115355962,ISA better,0.3,1.1661903789690602,583153.1,337628.6,5.000004,5.000009,10.0,10.0
15,266.0,266.0,0.0,0.0,Tie,266.0,266.0,0.0,0.0,Tie,0.0,0.0,51535.1,74396.7,0.2000069,0.2000072,10.0,10.0
150,291.0,291.0,0.0,0.0,Tie,291.0,291.0,0.0,0.0,Tie,0.0,0.0,46373.1,82782.9,0.2000029,0.2000013,10.0,10.0
1500,2545.0,2548.0,3.0,0.11787819253438114,ISA better,2546.1,2549.3,3.200000000000273,0.12568241624446302,ISA better,0.7000000000000001,1.3453624047073711,600906.8,323588.5,5.000007999999999,5.000011000000001,10.0,10.0
1501,22776.0,22795.0,19.0,0.08342114506498068,ISA better,22815.2,22817.4,2.2000000000007276,0.009642694344124651,ISA better,32.85361471740971,18.895502110290693,578088.8,346079.1,5.000001,5.000006000000001,10.0,10.0
1502,22594.0,22619.0,25.0,0.11064884482606002,ISA better,22661.4,22662.8,1.3999999999978172,0.006177906042865036,ISA better,72.931748916367,21.20282999979012,582957.9,347615.8,5.000004,5.00001,10.0,10.0
1503,22947.0,22945.0,-2.0,-0.008715736261820716,Tabu better,22995.9,22990.0,-5.900000000001455,-0.025656747507170646,Tabu better,28.963597842809516,33.250563904992646,589952.1,346968.9,5.000009,5.000009,10.0,10.0
1504,17246.0,17249.0,3.0,0.01739533804940276,ISA better,17264.1,17260.1,-4.0,-0.023169467276023658,Tabu better,18.721378154398785,7.854298186343578,569974.9,338483.6,5.000004,5.000013,10.0,10.0
1505,21995.0,22009.0,14.0,0.06365082973403047,ISA better,22032.3,22027.4,-4.899999999997817,-0.022240074799262072,Tabu better,34.545766745000755,18.746733048720785,560296.7,331202.0,5.000006999999999,5.000011,10.0,10.0
1506,24881.0,24896.0,15.0,0.06028696595795988,ISA better,24904.3,24929.7,25.400000000001455,0.10199041932518263,ISA better,21.61504105941046,19.804292464008906,585494.5,355779.2,5.000005,5.000006,10.0,10.0
1507,63839.0,62426.0,-1413.0,-2.213380535409389,Tabu better,64725.1,62748.4,-1976.699999999997,-3.053992964089661,Tabu better,689.1173267303617,240.9008924848557,603717.5,353308.8,5.000003,5.000247,10.0,10.0
1508,17595.0,17609.0,14.0,0.07956805910770105,ISA better,17604.2,17632.3,28.099999999998545,0.15962099953419379,ISA better,6.8527366796047255,12.05860688471102,529654.4,354252.4,5.000005,5.000007999999999,10.0,10.0
1509,22730.0,22728.0,-2.0,-0.008798944126704795,Tabu better,22757.8,22747.1,-10.700000000000728,-0.047016846971151556,Tabu better,26.308933843848557,15.927648916271353,575256.3,350860.9,5.000017,5.000045,10.0,10.0
151,251.0,251.0,0.0,0.0,Tie,251.0,251.0,0.0,0.0,Tie,0.0,0.0,40889.7,78333.8,0.2000031,0.20000270000000003,10.0,10.0
1510,30835.0,30752.0,-83.0,-0.26917463920869145,Tabu better,30972.1,30817.5,-154.59999999999854,-0.4991589204477532,Tabu better,72.17125466555227,36.014580380729136,597171.9,347806.8,5.000004,5.000006000000001,10.0,10.0
1511,15458.0,15458.0,0.0,0.0,Tie,15458.0,15460.4,2.399999999999636,0.015525941260186544,ISA better,0.0,1.2806248474865698,552957.9,349477.0,5.000006,5.000149,10.0,10.0
1512,14709.0,14710.0,1.0,0.006798558705554423,ISA better,14729.2,14725.2,-4.0,-0.027156939956005755,Tabu better,18.9356806056714,9.410632284814874,349733.8,322493.4,5.000007999999999,5.000011000000001,10.0,10.0
1513,16365.0,16378.0,13.0,0.07943782462572563,ISA better,16399.0,16400.7,1.7000000000007276,0.010366485761331347,ISA better,26.7132925713024,12.522379965485793,303043.9,326029.8,5.00008,5.000006999999999,10.0,10.0
1514,17735.0,17752.0,17.0,0.09585565266422329,ISA better,17783.2,17780.5,-2.7000000000007276,-0.015182869224890498,Tabu better,41.293583036592985,19.361043360315065,331009.8,338247.2,5.000087000000001,5.000007999999999,10.0,10.0
1515,14225.0,14230.0,5.0,0.0351493848857645,ISA better,14243.8,14239.4,-4.399999999999636,-0.03089063311756439,Tabu better,18.840382161729096,6.636264009214824,322796.7,342448.8,5.000012000000001,5.000007999999999,10.0,10.0
1516,16135.0,16141.0,6.0,0.03718624109079641,ISA better,16145.4,16160.4,15.0,0.09290571927607863,ISA better,10.021975853094041,13.093509842666327,321626.3,319494.5,5.000013,5.0000100000000005,10.0,10.0
1517,13767.0,13772.0,5.0,0.0363187332025859,ISA better,13777.5,13782.0,4.5,0.0326619488296135,ISA better,6.375735251718032,6.131883886702357,328189.9,329781.7,5.000007000000001,5.000005,10.0,10.0
1518,16459.0,16474.0,15.0,0.09113554893978978,ISA better,16492.2,16494.1,1.8999999999978172,0.011520597615829405,ISA better,20.951372270092474,12.045331045679069,324138.6,331665.5,5.000006000000001,5.000009,10.0,10.0
1519,13749.0,13757.0,8.0,0.05818604989453779,ISA better,13757.4,13772.8,15.399999999999636,0.11193975605855494,ISA better,6.1838499334961226,10.787029248129441,327814.3,328545.2,5.000041,5.000009,10.0,10.0
152,368.0,368.0,0.0,0.0,Tie,368.0,368.0,0.0,0.0,Tie,0.0,0.0,44523.6,90689.0,0.2000039,0.20000220000000005,10.0,10.0
1520,14651.0,14661.0,10.0,0.0682547266398198,ISA better,14663.4,14670.3,6.899999999999636,0.04705593518556158,ISA better,12.208193969625482,7.197916365171244,319174.4,323942.2,5.000007999999999,5.000009,10.0,10.0
1521,11732.0,11736.0,4.0,0.03409478349812479,ISA better,11733.0,11739.8,6.799999999999272,0.05795619193726475,ISA better,0.6324555320336759,1.8867962264113207,335535.9,341700.6,5.0000230000000006,5.000006999999999,10.0,10.0
1522,10012.0,10017.0,5.0,0.04994007191370355,ISA better,10012.8,10021.4,8.600000000000364,0.08589006072227913,ISA better,0.7483314773547883,2.870540018881465,334978.7,326776.1,5.000048,5.000005,10.0,10.0
1523,9894.0,9894.0,0.0,0.0,Tie,9894.0,9894.1,0.1000000000003638,0.0010107135637797027,ISA better,0.0,0.3,332815.9,330839.1,5.000027,5.00001,10.0,10.0
1524,11000.0,11007.0,7.0,0.06363636363636364,ISA better,11002.5,11010.6,8.100000000000364,0.0736196319018438,ISA better,1.8027756377319946,2.1071307505705477,334891.6,324622.2,5.0000089999999995,5.000028,10.0,10.0
1525,10915.0,10930.0,15.0,0.1374255611543747,ISA better,10922.0,10936.4,14.399999999999636,0.13184398461819846,ISA better,4.358898943540674,5.4808758424178885,328915.5,333383.8,5.000036,5.0000100000000005,10.0,10.0
1526,11388.0,11391.0,3.0,0.026343519494204423,ISA better,11391.2,11400.1,8.899999999999636,0.07813048669147794,ISA better,2.6,4.011234224026317,334628.7,347800.0,5.0000089999999995,5.000007999999999,10.0,10.0
1527,10903.0,10906.0,3.0,0.027515362744198843,ISA better,10904.1,10909.8,5.699999999998909,0.05227391531624718,ISA better,1.2206555615733703,3.1559467676119,333102.2,335128.2,5.000031,5.000009,10.0,10.0
1528,12201.0,12206.0,5.0,0.040980247520695026,ISA better,12204.7,12211.2,6.5,0.05325817103247109,ISA better,4.405678154382138,2.993325909419153,331724.2,336438.7,5.000046,5.0000100000000005,10.0,10.0
1529,10275.0,10282.0,7.0,0.0681265206812652,ISA better,10277.0,10285.5,8.5,0.08270896175926827,ISA better,0.8944271909999159,2.0615528128088303,328965.8,333888.2,5.000088,5.000024999999999,10.0,10.0
153,410.0,410.0,0.0,0.0,Tie,410.0,410.0,0.0,0.0,Tie,0.0,0.0,42862.6,86382.3,0.20000459999999998,0.2000013,10.0,10.0
1530,9825.0,9830.0,5.0,0.05089058524173028,ISA better,9826.4,9835.5,9.100000000000364,0.09260766913620821,ISA better,1.7435595774162693,3.4132096331752027,324136.9,335720.1,5.000051999999999,5.000007000000001,10.0,10.0
1531,23930.0,23919.0,-11.0,-0.045967404931048894,Tabu better,24024.0,23975.3,-48.70000000000073,-0.20271395271395576,Tabu better,57.64373339748216,30.783274679604833,337568.7,337641.9,5.000009,5.000005,10.0,10.0
1532,19535.0,19531.0,-4.0,-0.020476068594829793,Tabu better,19557.3,19554.5,-2.7999999999992724,-0.014316904685203339,Tabu better,16.383223126112885,16.00781059358212,333837.5,326314.1,5.000007000000001,5.000006000000001,10.0,10.0
1533,24176.0,24164.0,-12.0,-0.04963600264725347,Tabu better,24251.1,24204.7,-46.39999999999782,-0.1913315272296837,Tabu better,54.99354507576321,28.52034361644333,339218.5,349540.8,5.0000100000000005,5.000005,10.0,10.0
1534,25276.0,25299.0,23.0,0.09099541066624466,ISA better,25361.8,25331.9,-29.899999999997817,-0.11789384034255382,Tabu better,57.572215521030635,19.750696190261245,339924.6,335132.9,5.0000089999999995,5.000014,10.0,10.0
1535,36409.0,36282.0,-127.0,-0.3488148534702958,Tabu better,36722.1,36359.3,-362.79999999999563,-0.9879609281604147,Tabu better,210.89165464759387,49.03274416142747,344858.3,338541.3,5.0000029999999995,5.000033,10.0,10.0
1536,33661.0,33650.0,-11.0,-0.0326787677133775,Tabu better,33769.3,33691.8,-77.5,-0.22949839054999657,Tabu better,91.8216205476684,26.79850742112329,345088.3,337732.8,5.000014999999999,5.000016999999999,10.0,10.0
1537,39904.0,39737.0,-167.0,-0.418504410585405,Tabu better,40068.3,39832.8,-235.5,-0.5877464229827569,Tabu better,160.24234771120896,44.19456980218271,343420.2,338417.3,5.000012,5.000003000000001,10.0,10.0
1538,21168.0,21176.0,8.0,0.03779289493575208,ISA better,21240.6,21215.5,-25.099999999998545,-0.11816991987042996,Tabu better,47.30792745407476,20.110942295178514,341263.1,341870.4,5.000007000000001,5.000015,10.0,10.0
1539,27764.0,27736.0,-28.0,-0.1008500216107189,Tabu better,27812.1,27793.0,-19.099999999998545,-0.06867514499084408,Tabu better,42.671887701389544,32.99393883730768,340614.8,338515.3,5.00003,5.000009,10.0,10.0
154,243.0,243.0,0.0,0.0,Tie,243.0,243.0,0.0,0.0,Tie,0.0,0.0,46122.7,87382.6,0.2000039,0.2000079,10.0,10.0
1540,24929.0,24894.0,-35.0,-0.14039873240001605,Tabu better,24981.0,24948.2,-32.79999999999927,-0.13129978783875454,Tabu better,34.2081861547788,25.580461293729634,343200.4,342492.8,5.000007999999999,5.000009,10.0,10.0
1541,18470.0,18475.0,5.0,0.02707092582566324,ISA better,18489.0,18491.2,2.2000000000007276,0.011898966953327534,ISA better,19.81918262693999,11.6,322311.4,314791.2,5.000065000000001,5.000009,10.0,10.0
1542,12218.0,12215.0,-3.0,-0.024553936814535934,Tabu better,12227.0,12228.3,1.2999999999992724,0.010632207409824752,ISA better,4.449719092257398,6.512296062065975,323607.8,320212.5,5.0000160000000005,5.00001,10.0,10.0
1543,15417.0,15424.0,7.0,0.04540442368813648,ISA better,15427.6,15436.8,9.199999999998909,0.059633384324191116,ISA better,10.423051376636304,8.588364221433556,319909.3,321249.4,5.000007999999999,5.000009,10.0,10.0
1544,16523.0,16530.0,7.0,0.04236518791986928,ISA better,16546.6,16543.3,-3.2999999999992724,-0.019943674229142377,Tabu better,13.139254164525473,9.349331526906083,316767.0,325100.2,5.000007999999999,5.000006000000001,10.0,10.0
1545,11981.0,11983.0,2.0,0.016693097404223353,ISA better,11992.9,11989.7,-3.1999999999989086,-0.02668245378514712,Tabu better,9.289241088485108,4.775981574503821,321646.6,338715.5,5.0000100000000005,5.000006999999999,10.0,10.0
1546,14688.0,14692.0,4.0,0.027233115468409588,ISA better,14707.1,14709.1,2.0,0.013598874013231703,ISA better,12.731457104353765,8.478797084492589,324527.8,326488.8,5.0000100000000005,5.0000100000000005,10.0,10.0
1547,14296.0,14305.0,9.0,0.0629546726357023,ISA better,14305.4,14311.4,6.0,0.041942203643379423,ISA better,7.2,4.223742416388576,322743.3,319899.6,5.000004,5.0000100000000005,10.0,10.0
1548,15643.0,15646.0,3.0,0.019177907051077157,ISA better,15659.2,15666.0,6.799999999999272,0.04342495146622607,ISA better,14.055603864651282,13.311649033834989,320553.9,315191.7,5.000006000000001,5.000014,10.0,10.0
1549,15706.0,15710.0,4.0,0.025467974022666498,ISA better,15725.4,15740.1,14.700000000000728,0.09347933915830903,ISA better,13.38805437694365,19.7152225450285,320435.3,304680.1,5.000007000000001,5.0000100000000005,10.0,10.0
155,289.0,289.0,0.0,0.0,Tie,289.0,289.0,0.0,0.0,Tie,0.0,0.0,40767.9,83734.7,0.2000029,0.200002,10.0,10.0
1550,17537.0,17539.0,2.0,0.011404459143525118,ISA better,17551.5,17550.1,-1.4000000000014552,-0.007976526222838249,Tabu better,10.480935072788114,9.648315915225828,324266.7,338261.6,5.0000230000000006,5.000041,10.0,10.0
1551,11982.0,11989.0,7.0,0.058420964780504084,ISA better,11985.9,11994.4,8.5,0.07091666040931428,ISA better,2.3430749027719964,2.6907248094147422,343177.6,348381.5,5.0000100000000005,5.000013,10.0,10.0
1552,11878.0,11886.0,8.0,0.06735140596059942,ISA better,11880.0,11890.8,10.799999999999272,0.09090909090908478,ISA better,1.61245154965971,1.9390719429665315,342311.8,333599.2,5.000046,5.000007999999999,10.0,10.0
1553,12336.0,12345.0,9.0,0.07295719844357977,ISA better,12338.1,12347.7,9.600000000000364,0.07780776618766555,ISA better,1.2206555615733703,2.0999999999999996,349967.2,330870.0,5.00001,5.000017,10.0,10.0
1554,10909.0,10916.0,7.0,0.06416720139334495,ISA better,10911.8,10921.7,9.900000000001455,0.09072746934512597,ISA better,1.9390719429665317,3.9,338311.0,330892.3,5.000047,5.000052000000001,10.0,10.0
1555,13212.0,13220.0,8.0,0.060551014229488345,ISA better,13214.4,13225.6,11.200000000000728,0.08475602373169215,ISA better,1.4966629547095764,2.2891046284519194,342678.8,332781.2,5.000007000000001,5.0000100000000005,10.0,10.0
1556,10592.0,10600.0,8.0,0.0755287009063444,ISA better,10594.4,10605.6,11.200000000000728,0.10571622744091905,ISA better,1.9078784028338915,3.4985711369071804,340900.5,338721.1,5.0000100000000005,5.000006000000001,10.0,10.0
1557,10073.0,10080.0,7.0,0.06949270326615706,ISA better,10075.0,10087.1,12.100000000000364,0.12009925558313017,ISA better,1.4142135623730951,3.5341194094144583,340889.3,332574.2,5.000071,5.000009,10.0,10.0
1558,11952.0,11958.0,6.0,0.0502008032128514,ISA better,11955.4,11961.8,6.399999999999636,0.053532295029857936,ISA better,1.8547236990991407,2.9257477676655586,344365.5,331258.6,5.000005,5.000005,10.0,10.0
1559,10072.0,10082.0,10.0,0.09928514694201747,ISA better,10073.7,10086.9,13.199999999998909,0.13103427737572995,ISA better,0.7810249675906654,3.3600595232822887,335107.9,321797.4,5.000012,5.000007999999999,10.0,10.0
156,362.0,362.0,0.0,0.0,Tie,362.0,362.0,0.0,0.0,Tie,0.0,0.0,45598.8,87530.5,0.2000026,0.200001,10.0,10.0
1560,12668.0,12676.0,8.0,0.06315124723713293,ISA better,12675.4,12683.1,7.700000000000728,0.0607475898196564,ISA better,4.127953488110059,3.5902646142032486,332001.9,318102.2,5.000014,5.000006,10.0,10.0
1561,32939.0,32963.0,24.0,0.0728619569507271,ISA better,32992.3,33027.6,35.299999999995634,0.10699466239090828,ISA better,34.275501455120974,48.34294157371891,157885.4,148739.5,5.000017000000001,5.000018,10.0,10.0
1562,51708.0,51739.0,31.0,0.05995203836930455,ISA better,51854.6,51974.8,120.20000000000437,0.2318020002082831,ISA better,110.70067750470184,168.75947380813912,158469.2,155126.6,5.000024,5.000018,10.0,10.0
1563,38393.0,38560.0,167.0,0.43497512567395097,ISA better,38552.9,38727.8,174.90000000000146,0.4536623704053429,ISA better,104.26260115688655,119.61254114849329,158737.7,148486.3,5.000020000000001,5.000016,10.0,10.0
1564,30516.0,30562.0,46.0,0.1507405950976537,ISA better,30549.4,30617.3,67.89999999999782,0.2222629577012898,ISA better,42.05044589537667,47.91669855071403,158635.8,154756.6,5.000016,5.000017,10.0,10.0
1565,36236.0,36324.0,88.0,0.2428524119660007,ISA better,36287.3,36398.4,111.09999999999854,0.3061677225916465,ISA better,33.68100354799424,71.78328496244792,158340.8,148930.4,5.000017,5.000055,10.0,10.0
1566,51523.0,51617.0,94.0,0.18244279253925433,ISA better,51635.9,51734.2,98.29999999999563,0.1903714276307678,ISA better,84.3,68.12605962478676,158491.4,146991.2,5.000017999999999,5.000029,10.0,10.0
1567,57287.0,57364.0,77.0,0.13441094838270465,ISA better,57760.4,57715.8,-44.599999999998545,-0.07721553174839257,Tabu better,238.69025954152383,211.88855561355834,158784.9,151139.2,5.000598999999999,5.000024999999999,10.0,10.0
1568,29713.0,29780.0,67.0,0.2254905260323764,ISA better,29742.7,29831.2,88.5,0.2975520043573717,ISA better,22.676198976018885,48.17841840492484,160121.9,152692.9,5.000013,5.000018,10.0,10.0
1569,38338.0,38407.0,69.0,0.17997808962387188,ISA better,38401.6,38474.9,73.30000000000291,0.19087746343903095,ISA better,34.917617329938196,68.37316725148835,158877.6,151596.9,5.0000219999999995,5.000031,10.0,10.0
157,353.0,353.0,0.0,0.0,Tie,353.0,353.0,0.0,0.0,Tie,0.0,0.0,44766.9,89012.3,0.2000532,0.200001,10.0,10.0
1570,31380.0,31401.0,21.0,0.06692160611854683,ISA better,31390.6,31444.8,54.20000000000073,0.17266315393780537,ISA better,7.525955088890712,28.66286796536592,159286.1,144622.2,5.000011,5.000012,10.0,10.0
1571,29351.0,29392.0,41.0,0.1396885966406596,ISA better,29405.6,29445.5,39.900000000001455,0.13568844029709123,ISA better,42.09798094920943,47.710061831861005,159034.3,153576.9,5.000015,5.000031,10.0,10.0
1572,25164.0,25168.0,4.0,0.01589572405023049,ISA better,25193.9,25199.6,5.69999999999709,0.022624524190367864,ISA better,20.186381547964462,13.32066064427737,165885.0,156402.5,5.000007,5.000019,10.0,10.0
1573,23727.0,23738.0,11.0,0.04636068613815484,ISA better,23744.4,23755.8,11.399999999997817,0.04801132056399748,ISA better,11.918053532351665,11.504781614615723,163785.0,152016.4,5.000017999999999,5.000019,10.0,10.0
1574,23473.0,23486.0,13.0,0.05538278021556682,ISA better,23501.1,23501.0,-0.09999999999854481,-0.00042551199730457215,Tabu better,16.2754416222725,13.221195104830729,161348.8,164269.5,5.000013,5.000035,10.0,10.0
1575,22123.0,22114.0,-9.0,-0.04068164353839895,Tabu better,22140.1,22122.1,-18.0,-0.08130044579744446,Tabu better,8.665448632355973,6.640030120413611,170005.0,281155.3,5.000010999999999,5.000011,10.0,10.0
1576,31573.0,31562.0,-11.0,-0.034839894846862826,Tabu better,31630.9,31613.2,-17.700000000000728,-0.055957939862605006,Tabu better,25.62206080704673,32.366031576330144,161473.9,268554.4,5.000069999999999,5.000007,10.0,10.0
1577,34863.0,34851.0,-12.0,-0.03442044574477239,Tabu better,34882.8,34869.0,-13.80000000000291,-0.03956104441158081,Tabu better,24.16940214403327,11.50651989091402,159437.0,265495.9,5.000055000000001,5.000007999999999,10.0,10.0
1578,25336.0,25319.0,-17.0,-0.06709820018945374,Tabu better,25349.7,25334.0,-15.700000000000728,-0.06193367179888017,Tabu better,10.973149046650192,12.712198865656562,161728.9,255558.8,5.000015,5.000011000000001,10.0,10.0
1579,26679.0,26667.0,-12.0,-0.04497919712133138,Tabu better,26702.9,26683.3,-19.600000000002183,-0.0734002673866965,Tabu better,17.189822570346678,10.28639878674748,161659.9,251710.9,5.000038000000001,5.00001,10.0,10.0
158,335.0,335.0,0.0,0.0,Tie,335.0,335.0,0.0,0.0,Tie,0.0,0.0,45463.7,87249.4,0.20000230000000002,0.2000169,10.0,10.0
1580,25495.0,25483.0,-12.0,-0.047068052559325356,Tabu better,25514.6,25491.8,-22.799999999999272,-0.08936060138116715,Tabu better,14.540976583434828,7.947326594522211,160337.5,247401.7,5.000036,5.000013,10.0,10.0
1581,19078.0,19068.0,-10.0,-0.05241639584862145,Tabu better,19084.9,19079.4,-5.5,-0.02881859480531729,Tabu better,4.6141087980237305,7.1860976892886725,172931.8,258029.0,5.00004,5.000009,10.0,10.0
1582,17110.0,17113.0,3.0,0.017533606078316773,ISA better,17116.3,17119.5,3.2000000000007276,0.01869562931241406,ISA better,4.712748667179271,4.341658669218482,173096.1,258002.9,5.000013,5.000009,10.0,10.0
1583,18074.0,18072.0,-2.0,-0.011065619121389841,Tabu better,18081.0,18078.7,-2.2999999999992724,-0.012720535368614968,Tabu better,3.1304951684997055,4.495553358597805,174953.5,251600.7,5.000015,5.0000659999999995,10.0,10.0
1584,19234.0,19232.0,-2.0,-0.010398253093480296,Tabu better,19241.7,19238.1,-3.600000000002183,-0.01870936559660624,Tabu better,4.267317658670374,3.477067730142742,172684.9,258727.0,5.000014999999999,5.000016,10.0,10.0
1585,18665.0,18663.0,-2.0,-0.010715242432360033,Tabu better,18671.1,18674.4,3.3000000000029104,0.017674373764817876,ISA better,5.166236541235795,7.102112361825881,168503.8,258435.7,5.000017,5.0000219999999995,10.0,10.0
1586,17741.0,17734.0,-7.0,-0.03945662589481991,Tabu better,17746.7,17741.1,-5.600000000002183,-0.03155516236822724,Tabu better,6.943342134735981,5.374941860150675,172069.5,255605.9,5.000066,5.0000100000000005,10.0,10.0
1587,20446.0,20446.0,0.0,0.0,Tie,20452.3,20451.0,-1.2999999999992724,-0.006356253330917659,Tabu better,4.73392015141785,3.6606010435446255,171959.3,255904.6,5.000020000000001,5.000009,10.0,10.0
1588,17203.0,17202.0,-1.0,-0.005812939603557519,Tabu better,17206.5,17206.6,0.09999999999854481,0.0005811757184700248,ISA better,5.239274758971894,2.9393876913398134,168061.1,253610.4,5.000019,5.000011000000001,10.0,10.0
1589,20158.0,20154.0,-4.0,-0.019843238416509576,Tabu better,20168.2,20160.5,-7.700000000000728,-0.0381789153221444,Tabu better,9.463614531456784,4.364630568559039,171642.2,259258.3,5.000017,5.000006999999999,10.0,10.0
159,450.0,450.0,0.0,0.0,Tie,450.0,450.0,0.0,0.0,Tie,0.0,0.0,42227.5,82819.6,0.2000054,0.20000500000000004,10.0,10.0
1590,18531.0,18532.0,1.0,0.005396362851438131,ISA better,18539.2,18535.5,-3.7000000000007276,-0.01995771122810438,Tabu better,4.894895300208167,2.1563858652847827,179014.4,260466.7,5.000012,5.000011,10.0,10.0
1591,53325.0,53266.0,-59.0,-0.11064228785747773,Tabu better,53442.8,53314.5,-128.3000000000029,-0.24006975682412396,Tabu better,92.7596895208258,41.88138011097533,152988.3,245137.1,5.000108,5.000012,10.0,10.0
1592,86910.0,86536.0,-374.0,-0.43033022667126913,Tabu better,87345.2,86702.9,-642.3000000000029,-0.7353580963808005,Tabu better,288.6737951390808,180.14574654984224,215020.5,246868.6,5.000012,5.000013,10.0,10.0
1593,50193.0,50075.0,-118.0,-0.23509254278485048,Tabu better,50276.4,50132.5,-143.90000000000146,-0.28621778806756537,Tabu better,76.67881063240353,45.14698218042929,256576.8,248258.6,5.000007999999999,5.000005,10.0,10.0
1594,50107.0,50091.0,-16.0,-0.031931666234258686,Tabu better,50232.3,50205.6,-26.700000000004366,-0.05315305092540928,Tabu better,68.80414231715994,71.94331101638289,233696.4,249511.4,5.000012000000001,5.000006999999999,10.0,10.0
1595,79142.0,78869.0,-273.0,-0.3449495842915266,Tabu better,79467.7,79036.2,-431.5,-0.5429879057780709,Tabu better,198.05153369767172,206.66243006410235,244979.3,250084.7,5.0000100000000005,5.000013999999999,10.0,10.0
1596,60528.0,60354.0,-174.0,-0.28747026169706585,Tabu better,60824.6,60526.6,-298.0,-0.4899333493356307,Tabu better,223.57826370199763,147.46063881592266,235207.2,248994.2,5.000014,5.000013999999999,10.0,10.0
1597,63877.0,63834.0,-43.0,-0.06731687461840724,Tabu better,63990.5,63965.9,-24.599999999998545,-0.03844320641344972,Tabu better,113.23802364930253,94.6239398883813,225287.0,248624.8,5.000011000000001,5.000014999999999,10.0,10.0
1598,59553.0,59326.0,-227.0,-0.3811730727251356,Tabu better,59741.9,59531.2,-210.70000000000437,-0.3526837947905982,Tabu better,147.0363560484277,129.97984459138272,157214.2,246845.8,5.000020999999999,5.000011,10.0,10.0
1599,46879.0,46964.0,85.0,0.18131786087587193,ISA better,47038.4,47047.1,8.69999999999709,0.018495527058737304,ISA better,118.63153037873194,70.44778208006267,154509.5,240146.8,5.000023999999999,5.000015,10.0,10.0
16,190.0,190.0,0.0,0.0,Tie,190.0,190.0,0.0,0.0,Tie,0.0,0.0,54673.2,79667.3,0.20000239999999997,0.2000016,10.0,10.0
160,378.0,378.0,0.0,0.0,Tie,378.0,378.0,0.0,0.0,Tie,0.0,0.0,41897.8,85518.7,0.2000032,0.2000013,10.0,10.0
1600,59509.0,59359.0,-150.0,-0.2520627132030449,Tabu better,59861.1,59476.1,-385.0,-0.6431555718154194,Tabu better,266.0193414020868,87.73762020934919,155104.2,245699.6,5.000014999999999,5.000009,10.0,10.0
1601,29315.0,29285.0,-30.0,-0.10233668770254137,Tabu better,29339.3,29306.1,-33.20000000000073,-0.11315880065305146,Tabu better,20.943017929610814,15.06286825275983,153824.9,243073.1,5.0000160000000005,5.000015,10.0,10.0
1602,23246.0,23236.0,-10.0,-0.043018153660844875,Tabu better,23269.7,23247.8,-21.900000000001455,-0.09411380464725137,Tabu better,16.911830178901397,8.657944328765346,160726.1,257478.1,5.000014999999999,5.000019999999999,10.0,10.0
1603,22312.0,22299.0,-13.0,-0.058264610971674444,Tabu better,22328.3,22311.8,-16.5,-0.07389725147010745,Tabu better,14.114177269681715,8.681013765684282,156304.1,249136.3,5.000013,5.0000230000000006,10.0,10.0
1604,22244.0,22217.0,-27.0,-0.12138104657435714,Tabu better,22256.8,22233.5,-23.299999999999272,-0.10468710686171989,Tabu better,13.847743498491008,10.818964830333815,155485.8,245965.1,5.000016,5.000011000000001,10.0,10.0
1605,22096.0,22084.0,-12.0,-0.05430847212165098,Tabu better,22111.8,22098.0,-13.799999999999272,-0.062410115865733556,Tabu better,8.634813257969162,11.436782764396638,160875.6,253683.9,5.0000160000000005,5.000009,10.0,10.0
1606,27827.0,27817.0,-10.0,-0.03593632083947246,Tabu better,27849.9,27830.7,-19.200000000000728,-0.06894100158349124,Tabu better,14.250964879614294,10.060318086422516,154732.1,237300.0,5.000061,5.000014,10.0,10.0
1607,21923.0,21919.0,-4.0,-0.01824567805501072,Tabu better,21931.5,21927.1,-4.400000000001455,-0.020062467227510452,Tabu better,7.526619427073485,6.89129886160802,156192.0,257960.7,5.000018999999999,5.000007999999999,10.0,10.0
