Folder,Instance,Mode,Run,Objective,Runtime,Iterations
200_2000,N_U_3,SMART,7,721290,5.000,39548
200_2000,N_U_3,SMART,8,723803,5.000,41687
200_2000,N_U_3,SMART,9,721783,5.000,39642
200_2000,N_U_3,SMART,10,722336,5.000,38984
200_2000,N_U_4,STANDARD,1,1983024,5.000,38932
200_2000,N_U_4,STANDARD,2,1890235,5.000,42027
200_2000,N_U_4,STANDARD,3,1821988,5.000,43537
200_2000,N_U_4,STANDARD,4,1880910,5.000,43712
200_2000,N_U_4,STANDARD,5,1873904,5.000,41295
200_2000,N_U_4,STANDARD,6,1889383,5.000,39020
200_2000,N_U_4,STANDARD,7,1969875,5.000,40407
200_2000,N_U_4,STANDARD,8,1986310,5.000,41592
200_2000,N_U_4,STANDARD,9,1933283,5.000,34801
200_2000,N_U_4,STANDARD,10,2057776,5.000,25476
200_2000,N_U_4,SMART,1,1994164,5.000,25707
200_2000,N_U_4,SMART,2,2030507,5.000,24641
200_2000,N_U_4,SMART,3,2030325,5.000,24806
200_2000,N_U_4,SMART,4,1982450,5.000,25209
200_2000,N_U_4,SMART,5,2050398,5.000,25552
200_2000,N_U_4,SMART,6,2049745,5.000,25910
200_2000,N_U_4,SMART,7,2064451,5.000,25396
200_2000,N_U_4,SMART,8,1964320,5.000,26996
200_2000,N_U_4,SMART,9,1997545,5.000,25502
200_2000,N_U_4,SMART,10,2066012,5.000,24495
200_2000,N_U_5,STANDARD,1,755212,5.000,24566
200_2000,N_U_5,STANDARD,2,755581,5.000,24345
200_2000,N_U_5,STANDARD,3,758286,5.000,25508
200_2000,N_U_5,STANDARD,4,756326,5.000,26280
200_2000,N_U_5,STANDARD,5,757392,5.000,25543
200_2000,N_U_5,STANDARD,6,763093,5.000,26188
200_2000,N_U_5,STANDARD,7,763305,5.000,25954
200_2000,N_U_5,STANDARD,8,759834,5.000,25684
200_2000,N_U_5,STANDARD,9,760945,5.000,25713
200_2000,N_U_5,STANDARD,10,758027,5.000,26114
200_2000,N_U_5,SMART,1,753097,5.000,26937
200_2000,N_U_5,SMART,2,764483,5.000,26128
200_2000,N_U_5,SMART,3,755208,5.000,26403
200_2000,N_U_5,SMART,4,759720,5.000,26155
200_2000,N_U_5,SMART,5,754921,5.000,25231
200_2000,N_U_5,SMART,6,750364,5.000,24841
200_2000,N_U_5,SMART,7,754926,5.000,25226
200_2000,N_U_5,SMART,8,758787,5.000,25442
200_2000,N_U_5,SMART,9,748909,5.000,24809
200_2000,N_U_5,SMART,10,750206,5.000,25141
200_2000,U_N_1,STANDARD,1,934418,5.000,24657
200_2000,U_N_1,STANDARD,2,949426,5.000,25153
200_2000,U_N_1,STANDARD,3,950641,5.000,27497
200_2000,U_N_1,STANDARD,4,936473,5.000,24917
200_2000,U_N_1,STANDARD,5,932218,5.000,24806
200_2000,U_N_1,STANDARD,6,964718,5.001,25732
200_2000,U_N_1,STANDARD,7,943066,5.000,26117
200_2000,U_N_1,STANDARD,8,962630,5.000,25242
200_2000,U_N_1,STANDARD,9,947489,5.000,25398
200_2000,U_N_1,STANDARD,10,938774,5.000,24651
200_2000,U_N_1,SMART,1,919216,5.000,25695
200_2000,U_N_1,SMART,2,933096,5.000,25453
200_2000,U_N_1,SMART,3,933459,5.000,25251
200_2000,U_N_1,SMART,4,921503,5.000,25230
200_2000,U_N_1,SMART,5,946202,5.000,27159
200_2000,U_N_1,SMART,6,922960,5.000,25406
200_2000,U_N_1,SMART,7,921720,5.000,24883
200_2000,U_N_1,SMART,8,931054,5.000,24794
200_2000,U_N_1,SMART,9,928364,5.000,25558
200_2000,U_N_1,SMART,10,940806,5.000,25541
200_2000,U_N_2,STANDARD,1,574889,5.000,25586
200_2000,U_N_2,STANDARD,2,570388,5.000,27063
200_2000,U_N_2,STANDARD,3,575637,5.000,25701
200_2000,U_N_2,STANDARD,4,558270,5.000,24255
200_2000,U_N_2,STANDARD,5,566119,5.000,24290
200_2000,U_N_2,STANDARD,6,556074,5.000,25300
200_2000,U_N_2,STANDARD,7,551735,5.000,26511
200_2000,U_N_2,STANDARD,8,570636,5.000,26655
200_2000,U_N_2,STANDARD,9,572592,5.000,24926
200_2000,U_N_2,STANDARD,10,546437,5.000,25536
