Instance,Run,Objective,Runtime,Iterations,Machs,Jobs
385,6,102,0.200004,39403,3,8
385,7,102,0.200001,36368,3,8
385,8,102,0.200003,36253,3,8
385,9,102,0.200002,39099,3,8
385,10,102,0.200004,41742,3,8
386,1,134,0.200003,38435,3,8
386,2,134,0.200002,46480,3,8
386,3,134,0.200003,44228,3,8
386,4,134,0.200003,45028,3,8
386,5,134,0.200001,48474,3,8
386,6,134,0.200004,49034,3,8
386,7,134,0.200004,47770,3,8
386,8,134,0.200001,44591,3,8
386,9,134,0.200004,46881,3,8
386,10,134,0.200001,39592,3,8
387,1,210,0.200001,45827,3,8
387,2,210,0.200001,39743,3,8
387,3,210,0.200085,40249,3,8
387,4,210,0.200003,46104,3,8
387,5,210,0.2,46321,3,8
387,6,210,0.200005,42912,3,8
387,7,210,0.2,47224,3,8
387,8,210,0.200004,47016,3,8
387,9,210,0.200003,46967,3,8
387,10,210,0.200003,39191,3,8
388,1,121,0.200002,45204,3,8
388,2,121,0.200002,41029,3,8
388,3,121,0.200002,44411,3,8
388,4,121,0.200003,44669,3,8
388,5,121,0.200002,45041,3,8
388,6,121,0.200005,45320,3,8
388,7,121,0.200002,36542,3,8
388,8,121,0.200004,43982,3,8
388,9,121,0.200002,42972,3,8
388,10,121,0.200003,39642,3,8
389,1,138,0.2,40943,3,8
389,2,138,0.200004,42089,3,8
389,3,138,0.2,43913,3,8
389,4,138,0.200001,43798,3,8
389,5,138,0.200003,41570,3,8
389,6,138,0.200002,41549,3,8
389,7,138,0.200005,38143,3,8
389,8,138,0.200001,41611,3,8
389,9,138,0.200003,43080,3,8
389,10,138,0.200001,47097,3,8
390,1,122,0.200002,48306,3,8
390,2,122,0.200001,44342,3,8
390,3,122,0.200001,41579,3,8
390,4,122,0.200004,44539,3,8
390,5,122,0.200002,37176,3,8
390,6,122,0.200003,42680,3,8
390,7,122,0.200002,47895,3,8
390,8,122,0.200003,45995,3,8
390,9,122,0.200003,48398,3,8
390,10,122,0.200001,46745,3,8
391,1,272,0.200002,44965,3,8
391,2,272,0.200001,50637,3,8
391,3,272,0.200004,47282,3,8
391,4,272,0.200002,46598,3,8
391,5,272,0.200005,49270,3,8
391,6,272,0.200004,51611,3,8
391,7,272,0.200003,44712,3,8
391,8,272,0.200003,48584,3,8
391,9,272,0.200002,45717,3,8
391,10,272,0.200003,46784,3,8
392,1,129,0.200003,46016,3,8
392,2,129,0.200003,37310,3,8
392,3,129,0.200004,46895,3,8
392,4,129,0.200013,42518,3,8
392,5,129,0.200002,44766,3,8
392,6,129,0.200005,44728,3,8
392,7,129,0.200003,45309,3,8
392,8,129,0.200001,47526,3,8
392,9,129,0.200028,42012,3,8
392,10,129,0.200021,42579,3,8
393,1,134,0.200003,45297,3,8
393,2,134,0.200002,44099,3,8
393,3,134,0.200005,47599,3,8
393,4,134,0.200001,48989,3,8
393,5,134,0.200001,48879,3,8
393,6,134,0.200001,48549,3,8
393,7,134,0.200003,46247,3,8
393,8,134,0.200003,45161,3,8
393,9,134,0.200003,46283,3,8
393,10,134,0.200068,47328,3,8
394,1,171,0.200001,44651,3,8
394,2,171,0.200002,46692,3,8
394,3,171,0.200002,44067,3,8
394,4,171,0.200004,45619,3,8
394,5,171,0.200001,44145,3,8
394,6,171,0.200003,44100,3,8
394,7,171,0.200004,45177,3,8
394,8,171,0.200003,43842,3,8
394,9,171,0.200002,40531,3,8
394,10,171,0.200013,47292,3,8
395,1,159,0.200004,46131,3,8
395,2,159,0.200001,46407,3,8
395,3,159,0.200004,45343,3,8
395,4,159,0.200002,40500,3,8
395,5,159,0.200006,44024,3,8
395,6,159,0.200004,37624,3,8
395,7,159,0.200003,45292,3,8
395,8,159,0.200001,38187,3,8
395,9,159,0.200001,45659,3,8
395,10,159,0.200002,34582,3,8
396,1,177,0.200004,46050,3,8
396,2,177,0.200003,40727,3,8
396,3,177,0.200116,46461,3,8
396,4,177,0.200003,40871,3,8
396,5,177,0.200003,40697,3,8
396,6,177,0.200003,43970,3,8
396,7,177,0.200003,43535,3,8
396,8,177,0.200004,42754,3,8
396,9,177,0.200045,45018,3,8
396,10,177,0.200003,37847,3,8
397,1,210,0.200005,44356,3,8
397,2,210,0.200003,35702,3,8
397,3,210,0.200001,44530,3,8
397,4,210,0.200003,35729,3,8
397,5,210,0.200002,43225,3,8
397,6,210,0.200007,42696,3,8
397,7,210,0.200002,42660,3,8
397,8,210,0.200007,45931,3,8
397,9,210,0.200002,42627,3,8
397,10,210,0.200001,38158,3,8
398,1,208,0.200001,44445,3,8
398,2,208,0.200003,46410,3,8
398,3,208,0.200007,38554,3,8
398,4,208,0.200014,38824,3,8
398,5,208,0.200004,45823,3,8
398,6,208,0.200002,47240,3,8
398,7,208,0.200001,43952,3,8
398,8,208,0.200032,42958,3,8
398,9,208,0.200003,33811,3,8
398,10,208,0.200001,46737,3,8
399,1,152,0.200002,39231,3,8
399,2,152,0.200003,36841,3,8
399,3,152,0.200002,40870,3,8
399,4,152,0.200001,43299,3,8
399,5,152,0.200002,48053,3,8
399,6,152,0.200004,43526,3,8
399,7,152,0.200003,47811,3,8
399,8,152,0.200001,50360,3,8
399,9,152,0.200002,45572,3,8
399,10,152,0.200025,43037,3,8
400,1,265,0.200001,49065,3,8
400,2,265,0.200001,39821,3,8
400,3,265,0.200002,46457,3,8
400,4,265,0.200003,46343,3,8
400,5,265,0.200002,45664,3,8
400,6,265,0.200002,40931,3,8
400,7,265,0.200001,45041,3,8
400,8,265,0.200002,41263,3,8
400,9,265,0.2,47719,3,8
400,10,265,0.200002,43974,3,8
401,1,159,0.200003,46679,3,8
401,2,159,0.200005,45217,3,8
401,3,159,0.200001,47336,3,8
401,4,159,0.200002,39701,3,8
401,5,159,0.200004,44639,3,8
401,6,159,0.2,42312,3,8
401,7,159,0.200015,44546,3,8
401,8,159,0.200002,41212,3,8
401,9,159,0.200003,46271,3,8
401,10,159,0.200001,38849,3,8
402,1,211,0.200001,41447,3,8
402,2,211,0.200004,42281,3,8
402,3,211,0.200002,46402,3,8
402,4,211,0.2,40201,3,8
402,5,211,0.200005,42251,3,8
402,6,211,0.200013,41671,3,8
402,7,211,0.200005,45787,3,8
402,8,211,0.200004,41933,3,8
402,9,211,0.200004,42128,3,8
402,10,211,0.200001,47158,3,8
403,1,148,0.200002,47739,3,8
403,2,148,0.200003,48052,3,8
403,3,148,0.200003,43916,3,8
403,4,148,0.200008,44299,3,8
403,5,148,0.200007,44457,3,8
403,6,148,0.200005,38106,3,8
403,7,148,0.200002,36958,3,8
403,8,148,0.200001,63958,3,8
403,9,148,0.200001,79730,3,8
403,10,148,0.200001,92452,3,8
404,1,198,0.2,90270,3,8
404,2,198,0.200001,86382,3,8
404,3,198,0.200001,87393,3,8
404,4,198,0.200007,87393,3,8
404,5,198,0.200001,89655,3,8
404,6,198,0.200001,91764,3,8
404,7,198,0.200002,91310,3,8
404,8,198,0.200001,90392,3,8
404,9,198,0.200002,90863,3,8
404,10,198,0.200001,91365,3,8
405,1,111,0.200002,94455,3,8
405,2,111,0.200003,90433,3,8
405,3,111,0.200001,93893,3,8
405,4,111,0.200001,93247,3,8
405,5,111,0.200001,95993,3,8
405,6,111,0.200001,96346,3,8
405,7,111,0.200001,95358,3,8
405,8,111,0.2,93899,3,8
405,9,111,0.200001,98099,3,8
405,10,111,0.2,97382,3,8
406,1,159,0.200001,88771,3,8
406,2,159,0.200001,89335,3,8
406,3,159,0.200001,87056,3,8
406,4,159,0.2,88509,3,8
406,5,159,0.200002,88831,3,8
406,6,159,0.200002,79115,3,8
406,7,159,0.200001,85368,3,8
406,8,159,0.2,91244,3,8
406,9,159,0.200002,86550,3,8
406,10,159,0.200002,84067,3,8
407,1,165,0.200002,76843,3,8
407,2,165,0.200003,81164,3,8
407,3,165,0.200001,73693,3,8
407,4,165,0.200001,84209,3,8
407,5,165,0.200002,79998,3,8
407,6,165,0.2,87067,3,8
407,7,165,0.2,86678,3,8
407,8,165,0.200001,87108,3,8
407,9,165,0.2,89535,3,8
407,10,165,0.200002,88109,3,8
408,1,202,0.200002,86216,3,8
408,2,202,0.200001,87314,3,8
408,3,202,0.200003,86892,3,8
408,4,202,0.200001,93419,3,8
408,5,202,0.200002,102018,3,8
408,6,202,0.200002,92897,3,8
408,7,202,0.200001,92249,3,8
408,8,202,0.200001,92390,3,8
408,9,202,0.200001,87795,3,8
408,10,202,0.200001,92904,3,8
409,1,180,0.200002,93036,3,8
409,2,180,0.200002,91953,3,8
409,3,180,0.200002,91826,3,8
409,4,180,0.2,93300,3,8
409,5,180,0.2,94236,3,8
409,6,180,0.200002,83407,3,8
409,7,180,0.200001,89219,3,8
409,8,180,0.2,93531,3,8
409,9,180,0.200002,90274,3,8
409,10,180,0.2,92490,3,8
410,1,110,0.200003,90270,3,8
410,2,110,0.200001,90552,3,8
410,3,110,0.200006,90576,3,8
410,4,110,0.200001,83309,3,8
410,5,110,0.200001,86929,3,8
410,6,110,0.200003,90970,3,8
410,7,110,0.200002,90444,3,8
410,8,110,0.200002,88641,3,8
410,9,110,0.200002,91073,3,8
410,10,110,0.200001,87572,3,8
411,1,86,0.200002,87904,3,8
411,2,86,0.200001,85792,3,8
411,3,86,0.200005,79862,3,8
411,4,86,0.200002,84792,3,8
411,5,86,0.200001,84561,3,8
411,6,86,0.200001,88064,3,8
411,7,86,0.200002,87390,3,8
411,8,86,0.200003,88055,3,8
411,9,86,0.200002,86301,3,8
411,10,86,0.200002,87905,3,8
412,1,134,0.200001,87180,3,8
412,2,134,0.200001,83817,3,8
412,3,134,0.200002,87262,3,8
412,4,134,0.200002,77613,3,8
412,5,134,0.200001,86298,3,8
412,6,134,0.200001,84862,3,8
412,7,134,0.200004,87220,3,8
412,8,134,0.200002,85602,3,8
412,9,134,0.200001,86879,3,8
412,10,134,0.200001,87770,3,8
413,1,132,0.200001,96708,3,8
413,2,132,0.200002,90334,3,8
413,3,132,0.2,95870,3,8
413,4,132,0.200002,97832,3,8
413,5,132,0.2,99526,3,8
413,6,132,0.200001,100229,3,8
413,7,132,0.200002,99413,3,8
413,8,132,0.200002,101957,3,8
413,9,132,0.200001,93626,3,8
413,10,132,0.200001,98903,3,8
414,1,170,0.200001,88772,3,8
414,2,170,0.200003,87096,3,8
414,3,170,0.2,86837,3,8
414,4,170,0.200001,88849,3,8
414,5,170,0.200001,89683,3,8
414,6,170,0.200002,90352,3,8
414,7,170,0.2,90710,3,8
414,8,170,0.200001,91389,3,8
414,9,170,0.200002,90518,3,8
414,10,170,0.200001,91640,3,8
415,1,109,0.200001,94404,3,8
415,2,109,0.2,94069,3,8
415,3,109,0.200001,94880,3,8
415,4,109,0.200001,92181,3,8
415,5,109,0.200001,93477,3,8
415,6,109,0.2,87854,3,8
415,7,109,0.200001,83173,3,8
415,8,109,0.200001,94347,3,8
415,9,109,0.2,92176,3,8
415,10,109,0.200001,91563,3,8
416,1,65,0.200001,87124,3,8
416,2,65,0.200001,89368,3,8
416,3,65,0.200005,87955,3,8
416,4,65,0.2,85077,3,8
416,5,65,0.200002,88475,3,8
416,6,65,0.200002,91224,3,8
416,7,65,0.200001,89039,3,8
416,8,65,0.200002,89639,3,8
416,9,65,0.2,86654,3,8
416,10,65,0.200001,79038,3,8
417,1,163,0.200001,89935,3,8
417,2,163,0.200001,89316,3,8
417,3,163,0.200002,88649,3,8
417,4,163,0.200001,87360,3,8
417,5,163,0.200001,91727,3,8
417,6,163,0.200002,90248,3,8
417,7,163,0.200002,90017,3,8
417,8,163,0.200001,90149,3,8
417,9,163,0.200002,87943,3,8
417,10,163,0.200002,89198,3,8
418,1,139,0.200002,86056,3,8
418,2,139,0.200001,85471,3,8
418,3,139,0.200001,86392,3,8
418,4,139,0.2,83409,3,8
418,5,139,0.200001,84897,3,8
418,6,139,0.200019,84349,3,8
418,7,139,0.200001,84409,3,8
418,8,139,0.200001,84855,3,8
418,9,139,0.2,85736,3,8
418,10,139,0.200001,85872,3,8
419,1,109,0.2,88312,3,8
419,2,109,0.200002,86757,3,8
419,3,109,0.200001,87478,3,8
419,4,109,0.200001,86486,3,8
419,5,109,0.2,88077,3,8
419,6,109,0.2,88693,3,8
419,7,109,0.2,89241,3,8
419,8,109,0.200002,87954,3,8
419,9,109,0.2,84454,3,8
419,10,109,0.200002,87575,3,8
420,1,107,0.200001,90805,3,8
420,2,107,0.200001,91928,3,8
420,3,107,0.2,90490,3,8
420,4,107,0.200002,90916,3,8
420,5,107,0.200001,90849,3,8
420,6,107,0.200001,91449,3,8
420,7,107,0.2,88312,3,8
420,8,107,0.200001,86869,3,8
420,9,107,0.200001,89890,3,8
420,10,107,0.200001,91351,3,8
421,1,1877,0.200002,103790,3,8
421,2,1877,0.200001,103019,3,8
421,3,1877,0.2,102965,3,8
421,4,1877,0.200001,101309,3,8
421,5,1877,0.200001,103440,3,8
421,6,1877,0.200001,102913,3,8
421,7,1877,0.200001,101801,3,8
421,8,1877,0.200001,102759,3,8
421,9,1877,0.2,98762,3,8
421,10,1877,0.200001,99398,3,8
422,1,1480,0.200001,94739,3,8
422,2,1480,0.200002,97083,3,8
422,3,1480,0.200001,94825,3,8
422,4,1480,0.2,95002,3,8
422,5,1480,0.200007,94738,3,8
422,6,1480,0.200002,89426,3,8
422,7,1480,0.200001,94084,3,8
422,8,1480,0.200005,91321,3,8
422,9,1480,0.200001,94532,3,8
422,10,1480,0.200001,94035,3,8
423,1,1632,0.200001,102829,3,8
423,2,1632,0.200001,101375,3,8
423,3,1632,0.200001,102699,3,8
423,4,1632,0.200002,104838,3,8
423,5,1632,0.200002,100535,3,8
423,6,1632,0.200001,102107,3,8
423,7,1632,0.200001,102991,3,8
423,8,1632,0.2,101296,3,8
423,9,1632,0.200001,104321,3,8
423,10,1632,0.200001,99329,3,8
424,1,1629,0.2,103292,3,8
424,2,1629,0.200001,103011,3,8
424,3,1629,0.200002,100331,3,8
424,4,1629,0.200001,103039,3,8
424,5,1629,0.200001,101688,3,8
424,6,1629,0.200001,103431,3,8
424,7,1629,0.200001,102887,3,8
424,8,1629,0.200001,103681,3,8
424,9,1629,0.200002,99435,3,8
424,10,1629,0.2,86613,3,8
425,1,483,0.2,88541,3,8
425,2,483,0.200007,90105,3,8
425,3,483,0.200004,87950,3,8
425,4,483,0.200003,86200,3,8
425,5,483,0.200002,88323,3,8
425,6,483,0.200002,89463,3,8
425,7,483,0.200002,90470,3,8
425,8,483,0.2,88871,3,8
425,9,483,0.200002,89055,3,8
425,10,483,0.2,88490,3,8
426,1,1068,0.200002,100390,3,8
426,2,1068,0.200002,99619,3,8
426,3,1068,0.200001,101010,3,8
426,4,1068,0.200001,103414,3,8
426,5,1068,0.200002,100796,3,8
426,6,1068,0.200001,96145,3,8
426,7,1068,0.200001,101247,3,8
426,8,1068,0.200001,100964,3,8
426,9,1068,0.2,102113,3,8
426,10,1068,0.200005,101159,3,8
427,1,1045,0.200001,93166,3,8
427,2,1045,0.200002,93913,3,8
427,3,1045,0.200001,92899,3,8
427,4,1045,0.200002,92251,3,8
427,5,1045,0.200002,92320,3,8
427,6,1045,0.200001,94311,3,8
427,7,1045,0.200001,95019,3,8
427,8,1045,0.2,93879,3,8
427,9,1045,0.2,92442,3,8
427,10,1045,0.200001,94521,3,8
428,1,1163,0.200001,93722,3,8
428,2,1163,0.200001,95196,3,8
428,3,1163,0.200001,86143,3,8
428,4,1163,0.200001,93647,3,8
428,5,1163,0.200001,95790,3,8
428,6,1163,0.200001,92999,3,8
428,7,1163,0.2,95547,3,8
428,8,1163,0.200002,93243,3,8
428,9,1163,0.200001,94802,3,8
428,10,1163,0.200002,95156,3,8
429,1,1017,0.200001,94815,3,8
429,2,1017,0.2,94757,3,8
429,3,1017,0.200002,94108,3,8
429,4,1017,0.200001,92256,3,8
429,5,1017,0.2,94044,3,8
429,6,1017,0.2,94950,3,8
429,7,1017,0.200001,93817,3,8
429,8,1017,0.200002,88394,3,8
429,9,1017,0.2,94003,3,8
429,10,1017,0.200001,91094,3,8
430,1,1166,0.200002,98628,3,8
430,2,1166,0.2,101948,3,8
430,3,1166,0.200001,99646,3,8
430,4,1166,0.2,98452,3,8
430,5,1166,0.2,101323,3,8
430,6,1166,0.200001,100723,3,8
430,7,1166,0.200001,88871,3,8
430,8,1166,0.200002,87870,3,8
430,9,1166,0.200002,85314,3,8
430,10,1166,0.200002,100015,3,8
431,1,824,0.2,78752,3,8
431,2,824,0.2,85151,3,8
431,3,824,0.2,88501,3,8
431,4,824,0.200002,84059,3,8
431,5,824,0.200004,61608,3,8
431,6,824,0.200002,91361,3,8
431,7,824,0.200004,78522,3,8
431,8,824,0.200003,38103,3,8
431,9,824,0.200004,36546,3,8
431,10,824,0.200001,42426,3,8
432,1,843,0.200004,36119,3,8
432,2,843,0.200004,44437,3,8
432,3,843,0.200003,46523,3,8
432,4,843,0.200001,37575,3,8
432,5,843,0.200003,38305,3,8
432,6,843,0.200003,44019,3,8
432,7,843,0.200001,46021,3,8
432,8,843,0.200004,45593,3,8
432,9,843,0.200001,46851,3,8
432,10,843,0.200004,47364,3,8
433,1,695,0.200001,48165,3,8
433,2,695,0.200001,47943,3,8
433,3,695,0.200002,45555,3,8
433,4,695,0.200003,47667,3,8
433,5,695,0.200003,46631,3,8
433,6,695,0.200001,46831,3,8
433,7,695,0.200001,46225,3,8
433,8,695,0.200001,45756,3,8
433,9,695,0.200001,45455,3,8
433,10,695,0.200003,48251,3,8
434,1,584,0.20001,42370,3,8
434,2,584,0.200005,41402,3,8
434,3,584,0.200008,28287,3,8
434,4,584,0.200004,40112,3,8
434,5,584,0.200001,43684,3,8
434,6,584,0.200004,41979,3,8
434,7,584,0.200004,42338,3,8
434,8,584,0.200006,43989,3,8
434,9,584,0.200001,41827,3,8
434,10,584,0.200004,41132,3,8
435,1,1096,0.200002,40792,3,8
435,2,1096,0.200002,45610,3,8
435,3,1096,0.200003,46277,3,8
435,4,1096,0.200005,47027,3,8
435,5,1096,0.200001,44744,3,8
435,6,1096,0.200001,43974,3,8
435,7,1096,0.200003,45461,3,8
435,8,1096,0.200044,45836,3,8
435,9,1096,0.200002,36081,3,8
435,10,1096,0.200002,41051,3,8
436,1,503,0.200003,36441,3,8
436,2,503,0.200002,40492,3,8
436,3,503,0.200001,42254,3,8
436,4,503,0.200004,37734,3,8
436,5,503,0.200001,41223,3,8
436,6,503,0.200003,40643,3,8
436,7,503,0.200003,41995,3,8
436,8,503,0.20001,41997,3,8
436,9,503,0.200001,43539,3,8
436,10,503,0.200002,43063,3,8
437,1,443,0.200003,37349,3,8
437,2,443,0.200002,39507,3,8
437,3,443,0.200007,44578,3,8
437,4,443,0.200016,40909,3,8
437,5,443,0.200005,34434,3,8
437,6,443,0.200004,41029,3,8
437,7,443,0.200003,41105,3,8
437,8,443,0.200004,42408,3,8
437,9,443,0.200004,41750,3,8
437,10,443,0.200003,40099,3,8
438,1,953,0.200002,46770,3,8
438,2,953,0.200004,44827,3,8
438,3,953,0.200001,39606,3,8
438,4,953,0.200002,41734,3,8
438,5,953,0.200003,40635,3,8
438,6,953,0.200003,38446,3,8
438,7,953,0.200004,42288,3,8
438,8,953,0.200001,44275,3,8
438,9,953,0.200006,36171,3,8
438,10,953,0.200002,41701,3,8
439,1,414,0.200002,41315,3,8
439,2,414,0.200002,43740,3,8
439,3,414,0.200005,44907,3,8
439,4,414,0.2,45383,3,8
439,5,414,0.200003,42817,3,8
439,6,414,0.200007,38434,3,8
439,7,414,0.200003,43421,3,8
439,8,414,0.200025,42879,3,8
439,9,414,0.200002,37166,3,8
439,10,414,0.200002,42741,3,8
440,1,586,0.200002,43347,3,8
440,2,586,0.200001,41881,3,8
440,3,586,0.200011,45540,3,8
440,4,586,0.200002,46069,3,8
440,5,586,0.200002,41669,3,8
440,6,586,0.2,42016,3,8
440,7,586,0.200003,43947,3,8
440,8,586,0.200013,39173,3,8
440,9,586,0.20001,34665,3,8
440,10,586,0.200001,40818,3,8
441,1,938,0.200003,43672,3,8
441,2,938,0.200002,46409,3,8
441,3,938,0.200014,42335,3,8
441,4,938,0.200004,41421,3,8
441,5,938,0.200001,41265,3,8
441,6,938,0.200001,48180,3,8
441,7,938,0.200001,46832,3,8
441,8,938,0.200002,43911,3,8
441,9,938,0.200003,43601,3,8
441,10,938,0.200001,43448,3,8
442,1,692,0.200001,40209,3,8
442,2,692,0.200003,38577,3,8
442,3,692,0.200001,42168,3,8
442,4,692,0.2,36013,3,8
442,5,692,0.200003,42349,3,8
442,6,692,0.200001,38779,3,8
442,7,692,0.200006,39700,3,8
442,8,692,0.200003,39182,3,8
442,9,692,0.200008,41764,3,8
442,10,692,0.200003,37191,3,8
443,1,819,0.200004,39503,3,8
443,2,819,0.200001,43623,3,8
443,3,819,0.200001,38938,3,8
443,4,819,0.200003,41073,3,8
443,5,819,0.200002,39946,3,8
443,6,819,0.200004,45527,3,8
443,7,819,0.200004,44091,3,8
443,8,819,0.200003,42285,3,8
443,9,819,0.200003,42812,3,8
443,10,819,0.200104,36881,3,8
444,1,526,0.200003,39200,3,8
444,2,526,0.200001,38701,3,8
444,3,526,0.200003,40675,3,8
444,4,526,0.200003,37324,3,8
444,5,526,0.200001,40094,3,8
444,6,526,0.200005,36330,3,8
444,7,526,0.200001,43099,3,8
444,8,526,0.200002,42564,3,8
444,9,526,0.2,42796,3,8
444,10,526,0.200004,40774,3,8
445,1,512,0.200004,47652,3,8
445,2,512,0.200002,77680,3,8
445,3,512,0.200001,87092,3,8
445,4,512,0.200002,86614,3,8
445,5,512,0.200001,71179,3,8
445,6,512,0.200004,44106,3,8
445,7,512,0.200046,44365,3,8
445,8,512,0.200005,41356,3,8
445,9,512,0.200006,42910,3,8
445,10,512,0.200005,42346,3,8
446,1,388,0.200001,44121,3,8
446,2,388,0.2,42771,3,8
446,3,388,0.200002,34796,3,8
446,4,388,0.200008,42264,3,8
446,5,388,0.200008,39982,3,8
446,6,388,0.200003,34296,3,8
446,7,388,0.200002,44786,3,8
446,8,388,0.200004,43747,3,8
446,9,388,0.200002,43311,3,8
446,10,388,0.2,47717,3,8
447,1,609,0.200003,46187,3,8
447,2,609,0.200003,46754,3,8
447,3,609,0.200004,42548,3,8
447,4,609,0.200002,43959,3,8
447,5,609,0.200003,46327,3,8
447,6,609,0.200002,45327,3,8
447,7,609,0.200005,45053,3,8
447,8,609,0.200004,46241,3,8
447,9,609,0.200005,45999,3,8
447,10,609,0.200003,47803,3,8
448,1,577,0.200003,48162,3,8
448,2,577,0.200002,47518,3,8
448,3,577,0.200002,45970,3,8
448,4,577,0.200002,47481,3,8
448,5,577,0.200001,46360,3,8
448,6,577,0.200008,44395,3,8
448,7,577,0.200004,45635,3,8
448,8,577,0.200002,46399,3,8
448,9,577,0.20001,42066,3,8
448,10,577,0.200027,35154,3,8
449,1,365,0.200003,44759,3,8
449,2,365,0.200013,41325,3,8
449,3,365,0.200001,38982,3,8
449,4,365,0.200005,38214,3,8
449,5,365,0.200002,42889,3,8
449,6,365,0.200001,43231,3,8
449,7,365,0.200001,44360,3,8
449,8,365,0.200002,41301,3,8
449,9,365,0.200002,43272,3,8
449,10,365,0.200008,41427,3,8
450,1,446,0.200005,49601,3,8
450,2,446,0.200001,47220,3,8
450,3,446,0.200004,41653,3,8
450,4,446,0.2,47705,3,8
450,5,446,0.200002,43792,3,8
450,6,446,0.200003,47722,3,8
450,7,446,0.200003,43980,3,8
450,8,446,0.200001,47716,3,8
450,9,446,0.200001,35531,3,8
450,10,446,0.200003,42974,3,8
451,1,592,0.200251,42612,3,8
451,2,592,0.200005,44032,3,8
451,3,592,0.200003,40935,3,8
451,4,592,0.200002,43545,3,8
451,5,592,0.200004,41350,3,8
451,6,592,0.200003,42948,3,8
451,7,592,0.2,42547,3,8
451,8,592,0.201332,44000,3,8
451,9,592,0.200003,43085,3,8
451,10,592,0.200003,42227,3,8
452,1,847,0.200004,41666,3,8
452,2,847,0.200002,42897,3,8
452,3,847,0.200001,40989,3,8
452,4,847,0.200002,41221,3,8
452,5,847,0.200001,48411,3,8
452,6,847,0.200003,44125,3,8
452,7,847,0.200004,40960,3,8
452,8,847,0.200002,46430,3,8
452,9,847,0.2,42386,3,8
452,10,847,0.200001,48402,3,8
453,1,1274,0.200002,42681,3,8
453,2,1274,0.200002,46460,3,8
453,3,1274,0.200001,44653,3,8
453,4,1274,0.200001,44103,3,8
453,5,1274,0.200001,46230,3,8
453,6,1274,0.200002,45214,3,8
453,7,1274,0.200004,46814,3,8
453,8,1274,0.200003,46937,3,8
453,9,1274,0.200006,43311,3,8
453,10,1274,0.200003,45353,3,8
454,1,506,0.200003,47019,3,8
454,2,506,0.200003,48355,3,8
454,3,506,0.200001,47263,3,8
454,4,506,0.200001,47266,3,8
454,5,506,0.200004,44587,3,8
454,6,506,0.200002,42122,3,8
454,7,506,0.200001,42895,3,8
454,8,506,0.200002,45683,3,8
454,9,506,0.200004,46065,3,8
454,10,506,0.200002,44648,3,8
455,1,861,0.200002,47519,3,8
455,2,861,0.200002,44325,3,8
455,3,861,0.200006,44011,3,8
455,4,861,0.200016,40899,3,8
455,5,861,0.200002,39832,3,8
455,6,861,0.200002,43091,3,8
455,7,861,0.200008,46636,3,8
455,8,861,0.200001,46493,3,8
455,9,861,0.200003,45960,3,8
455,10,861,0.200004,44172,3,8
456,1,1063,0.200003,45603,3,8
456,2,1063,0.200002,44843,3,8
456,3,1063,0.200001,45365,3,8
456,4,1063,0.200001,46396,3,8
456,5,1063,0.200003,46672,3,8
456,6,1063,0.200002,42264,3,8
456,7,1063,0.200004,44082,3,8
456,8,1063,0.200005,49188,3,8
456,9,1063,0.200002,44979,3,8
456,10,1063,0.200002,40744,3,8
457,1,577,0.200003,44323,3,8
457,2,577,0.200005,43101,3,8
457,3,577,0.200004,44090,3,8
457,4,577,0.200003,42309,3,8
457,5,577,0.200002,42203,3,8
457,6,577,0.200004,46381,3,8
457,7,577,0.200337,45774,3,8
457,8,577,0.200085,44614,3,8
457,9,577,0.200005,46379,3,8
457,10,577,0.200001,43293,3,8
458,1,838,0.200002,44685,3,8
458,2,838,0.200001,42314,3,8
458,3,838,0.200003,44521,3,8
458,4,838,0.200004,46763,3,8
458,5,838,0.200004,48583,3,8
458,6,838,0.200001,49006,3,8
458,7,838,0.200016,42535,3,8
458,8,838,0.200003,47195,3,8
458,9,838,0.200004,45259,3,8
458,10,838,0.200003,45739,3,8
459,1,1164,0.200001,42269,3,8
459,2,1164,0.200001,45418,3,8
459,3,1164,0.200004,50295,3,8
459,4,1164,0.200001,45135,3,8
459,5,1164,0.200006,46426,3,8
459,6,1164,0.200001,47549,3,8
459,7,1164,0.200001,50260,3,8
459,8,1164,0.200003,48851,3,8
459,9,1164,0.200001,44981,3,8
459,10,1164,0.200003,46985,3,8
460,1,1367,0.200001,44806,3,8
460,2,1367,0.200005,43296,3,8
460,3,1367,0.200004,48508,3,8
460,4,1367,0.200025,45268,3,8
460,5,1367,0.200014,49754,3,8
460,6,1367,0.200034,50073,3,8
460,7,1367,0.200027,46956,3,8
460,8,1367,0.200002,51010,3,8
460,9,1367,0.200008,34890,3,8
460,10,1367,0.200003,45176,3,8
461,1,614,0.200001,47384,3,8
461,2,614,0.200003,42535,3,8
461,3,614,0.200001,45809,3,8
461,4,614,0.200001,40358,3,8
461,5,614,0.200004,40293,3,8
461,6,614,0.200007,44476,3,8
461,7,614,0.200002,43282,3,8
461,8,614,0.200002,43244,3,8
461,9,614,0.200003,48092,3,8
461,10,614,0.200002,44118,3,8
462,1,650,0.200003,48461,3,8
462,2,650,0.200004,47246,3,8
462,3,650,0.200021,46691,3,8
462,4,650,0.200005,40272,3,8
462,5,650,0.200003,47672,3,8
462,6,650,0.200003,47345,3,8
462,7,650,0.200004,44178,3,8
